gene_ID	count
ECB_00001	21
ECB_00002	238
ECB_00003	69
ECB_00004	139
ECB_00005	14
ECB_00006	3
ECB_00007	1
ECB_00008	67
ECB_00009	4
ECB_00010	8
ECB_00011	0
ECB_00012	0
ECB_00013	0
ECB_00014	103
ECB_00015	23
ECB_00016	11
ECB_00017	0
ECB_00018	7
ECB_00019	1
ECB_00020	0
ECB_00021	0
ECB_00022	0
ECB_00023	0
ECB_00024	2
ECB_00025	0
ECB_00026	6
ECB_00027	152
ECB_00028	2
ECB_00029	12
ECB_00030	141
ECB_00031	48
ECB_00032	5
ECB_00033	25
ECB_00034	0
ECB_00035	22
ECB_00036	50
ECB_00037	222
ECB_00038	0
ECB_00039	0
ECB_00040	0
ECB_00041	0
ECB_00042	0
ECB_00043	3
ECB_00044	0
ECB_00045	2
ECB_00046	0
ECB_00047	0
ECB_00048	0
ECB_00049	1
ECB_00050	0
ECB_00051	2
ECB_00052	4
ECB_00053	11
ECB_00054	4
ECB_00055	19
ECB_00056	29
ECB_00057	97
ECB_00058	64
ECB_00059	5
ECB_00060	4
ECB_00061	5
ECB_00062	0
ECB_00063	0
ECB_00064	0
ECB_00065	0
ECB_00066	0
ECB_00067	20
ECB_00068	1
ECB_00069	1
ECB_00070	0
ECB_00071	0
ECB_00072	9
ECB_00073	80
ECB_00074	86
ECB_00075	104
ECB_00076	39
ECB_00077	37
ECB_00078	0
ECB_00079	40
ECB_00080	50
ECB_00081	22
ECB_00082	14
ECB_00083	15
ECB_00084	10
ECB_00085	95
ECB_00086	59
ECB_00087	26
ECB_00088	38
ECB_00089	51
ECB_00090	19
ECB_00091	29
ECB_00092	76
ECB_00093	39
ECB_00094	37
ECB_00095	138
ECB_00096	158
ECB_00097	293
ECB_00098	10
ECB_00099	269
ECB_00100	7
ECB_00101	1
ECB_00102	4
ECB_00103	1
ECB_00104	9
ECB_00105	0
ECB_00106	1
ECB_00107	0
ECB_00108	9
ECB_00109	1
ECB_00110	2
ECB_00111	107
ECB_00112	10
ECB_00113	484
ECB_00114	164
ECB_00115	174
ECB_00116	0
ECB_00117	347
ECB_00118	5
ECB_00119	28
ECB_00120	20
ECB_00121	15
ECB_00122	10
ECB_00123	56
ECB_00124	26
ECB_00125	33
ECB_00126	7
ECB_00127	7
ECB_00128	11
ECB_00129	0
ECB_00130	25
ECB_00131	5
ECB_00132	15
ECB_00133	5
ECB_00134	0
ECB_00135	0
ECB_00136	1
ECB_00137	0
ECB_00138	0
ECB_00139	1
ECB_00140	0
ECB_00141	1
ECB_00142	17
ECB_00143	0
ECB_00144	44
ECB_00145	10
ECB_00146	1
ECB_00147	3
ECB_00148	35
ECB_00149	25
ECB_00150	3
ECB_00151	7
ECB_00152	8
ECB_00153	36
ECB_00154	9
ECB_00155	39
ECB_00156	0
ECB_00157	1
ECB_00158	14
ECB_00159	6
ECB_00160	41
ECB_00161	2
ECB_00162	15
ECB_00163	5
ECB_00164	70
ECB_00165	10
ECB_00166	22
ECB_00167	490
ECB_00168	337
ECB_00169	20
ECB_00170	134
ECB_00171	7
ECB_00172	31
ECB_00173	7
ECB_00174	54
ECB_00175	281
ECB_00176	211
ECB_00177	234
ECB_00178	52
ECB_00179	27
ECB_00180	16
ECB_00181	19
ECB_00182	99
ECB_00183	64
ECB_00184	2
ECB_00185	1
ECB_00186	7
ECB_00187	1
ECB_00188	2
ECB_00189	3
ECB_00190	1
ECB_00191	3
ECB_00192	0
ECB_00193	65
ECB_00194	3
ECB_00195	7
ECB_00196	101
ECB_00197	6
ECB_00198	4
ECB_00199	6
ECB_00200	4
ECB_00201	2
ECB_00202	11
ECB_00203	0
ECB_00204	18
ECB_00205	5
ECB_00206	11
ECB_00207	3
ECB_00208	6
ECB_00209	1
ECB_00210	0
ECB_00211	3
ECB_00212	0
ECB_00213	0
ECB_00214	10
ECB_00215	3
ECB_00216	105
ECB_00217	26
ECB_00218	6
ECB_00219	3
ECB_00220	2
ECB_00221	0
ECB_00222	0
ECB_00223	1
ECB_00224	1
ECB_00225	0
ECB_00226	1
ECB_00227	1
ECB_00228	0
ECB_00229	0
ECB_00230	0
ECB_00231	0
ECB_00232	34
ECB_00233	1
ECB_00234	8
ECB_00235	58
ECB_00236	2
ECB_00237	0
ECB_00238	0
ECB_00239	19
ECB_00240	13
ECB_00241	0
ECB_00242	0
ECB_00243	3
ECB_00244	0
ECB_00245	0
ECB_00246	23
