,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
3569,YP_003046803.1,53.0809592134541,0.486821710888211,0.529454555008232,0.919477802737275,0.357845710759579,0.614728698400056,asnA,ECB_03628,b3744,1,protein,Sta,carbonSource,glucoselactate
3570,YP_003046804.1,0.614958477645343,-1.00925713793666,1.05266181677295,-0.958766739569456,0.337676268362539,NA,yieM,ECB_03629,b3745,-1,protein,Sta,carbonSource,glucoselactate
3571,YP_003046805.1,1.94311441576673,-0.504340769953111,0.970100959652716,-0.519884827382975,0.603143851087002,0.797737613636741,yieN,ECB_03630,b3746,-1,protein,Sta,carbonSource,glucoselactate
3572,YP_003046806.1,0.345421073112484,0.496488107972088,1.04083148710594,0.477011037927558,0.633354261699482,NA,trkD,ECB_03631,b3747,1,protein,Sta,carbonSource,glucoselactate
3573,YP_003046807.1,0,NA,NA,NA,NA,NA,insJ-5,ECB_03632,,NA,protein,Sta,carbonSource,glucoselactate
3574,YP_003046808.1,0,NA,NA,NA,NA,NA,insK-5,ECB_03633,,NA,protein,Sta,carbonSource,glucoselactate
3575,YP_003046809.1,50.0319398496125,0.851930390635882,0.559631459702266,1.52230611032683,0.127932397751306,0.386481452112806,rbsD,ECB_03634,b3748,1,protein,Sta,carbonSource,glucoselactate
3576,YP_003046810.1,134.676390776741,1.62555148013252,0.421368529362648,3.85779043012845,0.000114416684892823,0.00392830618132024,rbsA,ECB_03635,b3749,1,protein,Sta,carbonSource,glucoselactate
3577,YP_003046811.1,8.25564601189945,1.36666180404845,0.619302766840912,2.2067749043329,0.0273297891585912,0.185093804931609,rbsC,ECB_03636,b3750,1,protein,Sta,carbonSource,glucoselactate
3578,YP_003046812.1,556.78963990595,1.44044216838381,0.583980027055492,2.46659492045768,0.013640457021193,0.123017275561229,rbsB,ECB_03637,b3751,1,protein,Sta,carbonSource,glucoselactate
3579,YP_003046813.1,59.4646828327345,1.53864651996267,0.571112761134296,2.69412036408841,0.0070574673472871,0.0796623711529393,rbsK,ECB_03638,b3752,1,protein,Sta,carbonSource,glucoselactate
3580,YP_003046814.1,2.17127944841688,2.33387155014482,1.02978687818158,2.26636365212384,0.023429127142111,0.170343536162643,rbsR,ECB_03639,b3753,1,protein,Sta,carbonSource,glucoselactate
