sampleNum,dataSet,experiment,growthTime_hr,harvestDate,cellTotal,cellsPerTube,batchNumber,carbonSource,Mg_mM,Na_mM,growthPhase,Mg_mM_Levels,Na_mM_Levels,uniqueCondition,uniqueCondition02,doublingTimeMinutes,doublingTimeMinutes.95m,doublingTimeMinutes_95p,rSquared,sizeFactor
98,MURI_098,glucose_time_course,4,2013-11-05,2.7e+10,2.7e+09,7,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,53.67995457,49.10029844,59.20179166,0.98493046,7.66912836854642
99,MURI_099,glucose_time_course,5,2013-11-05,2.7e+10,2.7e+09,7,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,53.67995457,49.10029844,59.20179166,0.98493046,5.63292340915419
100,MURI_100,glucose_time_course,6,2013-11-05,2.9e+10,2.9e+09,7,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,53.67995457,49.10029844,59.20179166,0.98493046,3.8559635068342
101,MURI_101,glucose_time_course,8,2013-11-05,3.9e+10,3.9e+09,7,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,53.67995457,49.10029844,59.20179166,0.98493046,0.612643505400282
106,MURI_106,MgSO4_stress_high,5.5,2013-12-11,3.9e+10,3.9e+09,22,glucose,0.08,5,exponential,lowMg,baseNa,unique_condition_06,unique_condition_05,62.16562822,56.5029441,69.08975323,0.970338997,0.614717322858807
107,MURI_107,MgSO4_stress_high,5.5,2013-12-11,4.4e+10,4.4e+09,22,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,63.60809667,56.92589362,72.06771046,0.959752519,0.894988251925983
118,MURI_118,MgSO4_stress_high,5.5,2014-01-15,3.2e+10,3.2e+09,23,glucose,0.08,5,exponential,lowMg,baseNa,unique_condition_06,unique_condition_05,62.16562822,56.5029441,69.08975323,0.970338997,0.648361972283525
119,MURI_119,MgSO4_stress_high,5.5,2014-01-15,3.6e+10,3.6e+09,23,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,63.60809667,56.92589362,72.06771046,0.959752519,0.706287778160612
130,MURI_130,MgSO4_stress_high,5.5,2014-01-30,3.2e+10,3.2e+09,24,glucose,0.08,5,exponential,lowMg,baseNa,unique_condition_06,unique_condition_05,62.16562822,56.5029441,69.08975323,0.970338997,0.324572696396984
131,MURI_131,MgSO4_stress_high,5.5,2014-01-30,3.6e+10,3.6e+09,24,glucose,0.8,5,exponential,baseMg,baseNa,unique_condition_07,unique_condition_02,63.60809667,56.92589362,72.06771046,0.959752519,0.33333140150245
142,MURI_142,MgSO4_stress_low,5,2014-06-17,NA,NA,25,glucose,0.005,5,exponential,lowMg,baseNa,unique_condition_02,unique_condition_05,69.19412053,65.29845183,73.58410671,0.988384832,0.195373213063491
143,MURI_143,MgSO4_stress_low,5.5,2014-06-17,NA,NA,25,glucose,0.01,5,exponential,lowMg,baseNa,unique_condition_03,unique_condition_05,64.32310473,60.79379548,68.28744883,0.98814319,0.404057172702459
144,MURI_144,MgSO4_stress_low,5.5,2014-06-17,NA,NA,25,glucose,0.02,5,exponential,lowMg,baseNa,unique_condition_04,unique_condition_05,62.77391883,59.65820042,66.2330145,0.990382414,0.478730677714529
145,MURI_145,MgSO4_stress_low,5.5,2014-06-17,NA,NA,25,glucose,0.04,5,exponential,lowMg,baseNa,unique_condition_05,unique_condition_05,60.35450581,56.57780956,64.67147228,0.984383516,0.778235151857569
146,MURI_146,MgSO4_stress_low,5.5,2014-06-17,NA,NA,25,glucose,0.08,5,exponential,lowMg,baseNa,unique_condition_06,unique_condition_05,58.99414607,55.43306824,63.0441689,0.985519703,0.564908174630744
152,MURI_152,MgSO4_stress_low,5,2014-06-24,NA,NA,26,glucose,0.005,5,exponential,lowMg,baseNa,unique_condition_02,unique_condition_05,69.19412053,65.29845183,73.58410671,0.988384832,1.35583436258362
153,MURI_153,MgSO4_stress_low,5.5,2014-06-24,NA,NA,26,glucose,0.01,5,exponential,lowMg,baseNa,unique_condition_03,unique_condition_05,64.32310473,60.79379548,68.28744883,0.98814319,0.510088530298025
154,MURI_154,MgSO4_stress_low,5.5,2014-06-24,NA,NA,26,glucose,0.02,5,exponential,lowMg,baseNa,unique_condition_04,unique_condition_05,62.77391883,59.65820042,66.2330145,0.990382414,0.654955978401596
155,MURI_155,MgSO4_stress_low,5.5,2014-06-24,NA,NA,26,glucose,0.04,5,exponential,lowMg,baseNa,unique_condition_05,unique_condition_05,60.35450581,56.57780956,64.67147228,0.984383516,0.637724777124161
156,MURI_156,MgSO4_stress_low,5.5,2014-06-24,NA,NA,26,glucose,0.08,5,exponential,lowMg,baseNa,unique_condition_06,unique_condition_05,58.99414607,55.43306824,63.0441689,0.985519703,0.673781469174214
162,MURI_162,MgSO4_stress_low,5,2014-06-28,NA,NA,27,glucose,0.005,5,exponential,lowMg,baseNa,unique_condition_02,unique_condition_05,69.19412053,65.29845183,73.58410671,0.988384832,0.640791891627655
163,MURI_163,MgSO4_stress_low,5.5,2014-06-28,NA,NA,27,glucose,0.01,5,exponential,lowMg,baseNa,unique_condition_03,unique_condition_05,64.32310473,60.79379548,68.28744883,0.98814319,0.481596934856541
164,MURI_164,MgSO4_stress_low,5.5,2014-06-28,NA,NA,27,glucose,0.02,5,exponential,lowMg,baseNa,unique_condition_04,unique_condition_05,62.77391883,59.65820042,66.2330145,0.990382414,0.941003842807742
165,MURI_165,MgSO4_stress_low,5.5,2014-06-28,NA,NA,27,glucose,0.04,5,exponential,lowMg,baseNa,unique_condition_05,unique_condition_05,60.35450581,56.57780956,64.67147228,0.984383516,0.549270341429422
166,MURI_166,MgSO4_stress_low,5.5,2014-06-28,NA,NA,27,glucose,0.08,5,exponential,lowMg,baseNa,unique_condition_06,unique_condition_05,58.99414607,55.43306824,63.0441689,0.985519703,0.807880059191397
