id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003046488.1,1.92517499721068,0.275872592646932,1.17342132662944,0.235101055679083,0.814130299345615,NA,livM,ECB_03305,b3456,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046490.1,104.146534941161,-1.19647872608075,0.623847275703737,-1.91790326363299,0.0551232783458528,0.177064558534562,livK,ECB_03307,b3458,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046491.1,2.45248245275659,1.06951962729917,0.978390897028403,1.09314143308931,0.274331706727777,0.451449408023839,yhhK,ECB_03308,b3459,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046492.1,264.95964699178,-1.28915586238777,0.699511644499942,-1.842936958268,0.0653382154134731,0.194366649709219,livJ,ECB_03309,b3460,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046493.1,2.00946397934578,1.73753170871982,1.14649952529353,1.51551018590694,0.129643252782714,NA,rpoH,ECB_03310,b3461,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046494.1,6.51661302055863,-0.929440551385061,0.83678676736253,-1.11072568022863,0.266686444966646,0.447920162280333,ftsX,ECB_03311,b3462,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046495.1,15.1136008667074,-0.709988750523495,0.669744002671247,-1.06008974726423,0.289103771715497,0.468217336259751,ftsE,ECB_03312,b3463,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046496.1,35.5976671597416,-2.53354709164039,0.657855852912036,-3.85121920011123,0.000117531239645593,0.00206710645166153,ftsY,ECB_03313,b3464,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046497.1,5.94352091848218,1.15615378764539,0.826769654741707,1.39839891439482,0.161993308995616,0.337626387251777,rsmD,ECB_03314,b3465,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046499.1,2.38432185741083,1.3235677138914,1.05854017987759,1.25037078332204,0.211164132250974,0.387359638758649,yhhM,ECB_03316,b3467,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046501.1,2.31386159463549,-0.336982794501504,1.24111694405232,-0.271515747260073,0.785994389882724,0.866249038883652,zntA,ECB_03318,b3469,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046502.1,2.65753692293661,-1.64008414187179,1.12655777221805,-1.45583669325956,0.145437769588721,0.317974818455426,sirA,ECB_03319,b1914,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046504.1,24.7115816479226,0.372334155325728,0.543805246864953,0.684682903433245,0.493544039753155,0.654470651712609,dcrB,ECB_03321,b3472,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046508.1,1.72394217394298,1.09844426827304,1.31779234735021,0.833548829208003,0.404535271144861,NA,nikA,ECB_03325,b3476,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046509.1,0.914205836794655,1.77042725800439,1.30011937188513,1.36174208021939,0.173279296156999,NA,nikB,ECB_03326,b3477,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046511.1,2.02887471307586,1.83476493944057,1.15590129526245,1.58730243400582,0.112444164247043,NA,nikD,ECB_03328,b3479,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046512.1,1.07956254106976,-0.108515036562008,1.34331392880039,-0.08078159113478,0.935615648362805,NA,nikE,ECB_03329,b3480,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046513.1,4.82898611490848,-3.89320889624243,1.2497952879664,-3.11507727203649,0.00183896728222536,0.015427319668878,nikR,ECB_03330,b3481,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046514.1,3.91017167139808,0.994133181221865,1.13347740168109,0.8770648446519,0.380451418212518,0.548780642817337,rhsB,ECB_03331,b3482,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046518.1,3.14244374634468,0.781544286452503,1.08601650014319,0.719643105191735,0.47174476482221,0.632251506329232,yhiH,ECB_03336,b3486,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046519.1,9.33020770845131,0.218527096955075,0.697252967130274,0.313411498059993,0.753968049768136,0.844056917802966,yhiI,ECB_03337,b3487,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046520.1,1.21675534709648,1.307239661831,1.32668317323754,0.98534426922813,0.324454994582869,NA,yhiJ,ECB_03338,b3488,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046521.1,3.00415465659672,1.31378991433995,1.24314844457622,1.05682464557788,0.290591624191593,0.469489288077472,yhiKL,ECB_03339,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046523.1,6.58866303961649,0.210817101678916,0.722288139584315,0.29187396293153,0.770382991672326,0.854796844661324,yhiN,ECB_03341,b3492,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046524.1,3.55452430122233,-0.694247652516558,1.11369537659167,-0.623373022020813,0.533039422061998,0.683777377629114,pitA,ECB_03342,b3493,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046525.1,0.416767773011337,0.964384042341695,1.38008225898788,0.698787362898901,0.484684927176645,NA,yhiO,ECB_03343,b3494,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046526.1,63.1250319327788,-6.87449030903716,1.06682919613093,-6.44385280602447,1.16478055400333e-10,5.83846252694169e-08,uspA,ECB_03344,b3495,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046528.1,6.02893697266808,0.549980318442179,0.941984455783286,0.583852859848791,0.559319310979503,0.702653645685403,yhiQ,ECB_03346,b3497,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046529.1,122.022194260311,-1.34469687864318,0.560587818989705,-2.39872653862977,0.0164521962225869,0.0750985703578394,prlC,ECB_03347,b3498,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046530.1,17.2469166054216,-0.667960822590964,0.644195408168105,-1.03689162344457,0.299786368207969,0.478413052815762,yhiR,ECB_03348,b3499,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046531.1,33.1527069934259,-1.87446230440579,0.634028460996187,-2.95643243122025,0.00311220413406355,0.0234585311608925,gor,ECB_03349,b3500,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046534.1,3.86933428548985,-2.53822223940123,1.19790633285376,-2.11888206096586,0.0341004353588903,0.126833361455342,arsC,ECB_03352,b3503,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046535.1,0.60420705037637,1.89036529303881,1.36939813019174,1.38043513523283,0.167452708404588,NA,yhiS,ECB_03353,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046536.1,9.30746155937375,-4.50910093495403,1.20995007657963,-3.72668345763545,0.000194015868334358,0.00288077862123985,slp,ECB_03354,b3506,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046539.1,0.269913773241339,1.11413519576365,1.31437141909686,0.847656286173059,0.39662941787964,NA,hdeB,ECB_03357,b3509,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046540.1,0.144903853987027,-0.556129727966635,1.19418021358059,-0.465700002095289,0.641430250868047,NA,hdeA,ECB_03358,b3510,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046542.1,0.721211326314586,-0.0405641049503165,1.37934780707941,-0.0294081773589838,0.976539051037332,NA,yhiE,ECB_03360,b3512,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046544.1,2.56914457052014,1.8368031707807,1.26614408781003,1.45070627305752,0.146861667945216,0.318451988656844,yhiV,ECB_03362,b3514,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046545.1,0.985529231741915,1.27283223637228,1.34172769184525,0.948651685515845,0.34279779438172,NA,yhiW,ECB_03363,b3515,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046546.1,1.25574779917367,2.14271848483397,1.30005430155583,1.64817614331162,0.099316530852948,NA,gadX,ECB_03364,b3516,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046547.1,1.7594640666099,0.982695623945857,1.35124693768872,0.727250953572366,0.467072237574422,NA,gadA,ECB_03365,b3517,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046548.1,1.92947462332313,2.17640914104623,1.20453631447189,1.80684394060834,0.0707866153240672,NA,yhjA,ECB_03366,b3518,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046549.1,2.8369483257084,1.25070932475156,1.04603745634495,1.19566399574425,0.231827706930876,0.411704652255453,treF,ECB_03367,b3519,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046550.1,0.501989148869815,0.271516450447032,1.38721472345252,0.195727774407756,0.844823244022988,NA,yhjB,ECB_03368,b3520,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046551.1,2.37806310097255,1.54335826308962,1.03424566659307,1.49225499602394,0.135632309838412,0.302363331710419,yhjC,ECB_03369,b3521,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046552.1,3.2313303760945,1.02435847672738,0.995423465665702,1.02906804195371,0.303447702317634,0.480909709107422,yhjD,ECB_03370,b3522,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046553.1,2.02150887371754,-0.771235960952117,1.21438710669344,-0.635082468103648,0.525374630700577,NA,yhjE,ECB_03371,b3523,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046554.1,7.23999358291507,0.580573861529895,0.919117279151714,0.631664614189092,0.5276060552174,0.680645975260469,yhjG,ECB_03372,b3524,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046556.1,5.25571205298753,-0.367628364880644,0.890571102090699,-0.412800689375168,0.679752646330417,0.792378922867119,kdgK,ECB_03374,b3526,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046557.1,58.8156939521658,-1.38237883388035,0.585226958780711,-2.3621243231181,0.0181705474772563,0.0802465808191606,yhjJ,ECB_03375,b3527,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046558.1,4.70547660464814,-0.433788038695456,0.825739241174521,-0.525332958717623,0.59935174941474,0.73453560976562,dctA,ECB_03376,b3528,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046559.1,4.58430356597284,0.857495122778575,0.893467905356027,0.959738024878333,0.337187080627079,0.512626599962064,yhjK,ECB_03377,b3529,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046560.1,22.4578648587991,0.0910008881547691,0.634680102775151,0.143380716926316,0.885989511280923,0.937476590444636,bcsC,ECB_03378,b3530,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046561.1,6.5806922846845,-0.810304898347992,1.08566702173818,-0.746365950262239,0.455446382138215,0.61784167536341,bcsZ,ECB_03379,b3531,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046562.1,51.6275791007661,-0.400735129798716,0.501362883657483,-0.799291576742421,0.42412136192992,0.590940466066358,yhjN,ECB_03380,b3532,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046563.1,1.69655517070922,2.34976006414495,1.21758361484132,1.92985519475077,0.0536247823340301,NA,bcsA,ECB_03381,b3533,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046565.1,1.73102744538155,1.19837572694341,1.20520429496732,0.99433409916275,0.320060239931394,NA,yhjS,ECB_03384,b3536,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046567.1,6.72468919183545,-0.898938991343878,1.02276622521498,-0.878929093649848,0.379439722784421,0.548109974195075,yhjU,ECB_03386,b3538,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046571.1,0.264787733066869,1.70627110774601,1.32665285495897,1.28614739068178,0.198391627514456,NA,yhjV,ECB_03390,b3539,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046572.1,24.5851889044966,-0.325538820959616,0.700777210827961,-0.464539679558065,0.642261137751845,0.771294634430394,dppF,ECB_03391,b3540,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046573.1,32.4076356753445,-0.172306524149386,0.643607329383936,-0.267719953273868,0.78891488979967,0.868629518972179,dppD,ECB_03392,b3541,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046574.1,0.892528000515652,1.30036549381734,1.31925275249656,0.98568336609988,0.324288514491861,NA,dppC,ECB_03393,b3542,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046575.1,0.894304722271144,0.108594064918505,1.38336684099226,0.0784998322213744,0.937430463680341,NA,dppB,ECB_03394,b3543,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046576.1,265.713790367712,-1.48972840715259,0.596451799600195,-2.49765095545216,0.0125019223702892,0.0621108784590094,dppA,ECB_03395,b3544,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046577.1,3.39482734763094,1.80522548857939,0.992193455630408,1.81942894133726,0.0688460146471103,0.199212852721224,yhjW,ECB_03396,b3546,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046578.1,0.739713293506445,0.250373331342676,1.36053908243633,0.18402509312289,0.85399376962221,NA,yhjX,ECB_03397,b3547,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046580.1,0.192469107622767,0.984229938039219,1.3051111305368,0.754134965988988,0.450768183388362,NA,tag,ECB_03399,b3549,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046582.1,20.432290130208,-0.855774234267206,0.594371829306859,-1.43979608735022,0.149925098491796,0.323573544107699,bisC,ECB_03401,b3551,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046583.1,28.4427726822386,-0.608780220483632,0.613093606831802,-0.992964555004154,0.320727228152509,0.497338045201686,yiaD,ECB_03402,b3552,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046584.1,41.3188523246826,-1.91897916147517,0.575035407343921,-3.33714956847423,0.000846423850333451,0.00897925830644746,tkrA,ECB_03403,b3553,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046585.1,45.0791652074983,-0.461534485308232,0.588460513946355,-0.784308333983316,0.432859210500173,0.59978073051337,yiaF,ECB_03404,b3554,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046587.1,4.52984033324988,-1.33299426754268,0.938250325642155,-1.42072347977109,0.155397163819542,0.329673301267756,cspA,ECB_03406,b3556,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046591.1,131.217683346911,-0.796019296392591,0.536525667381097,-1.48365557286036,0.137900318150421,0.306530086354318,glyS,ECB_03410,b3559,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046592.1,33.0251244180668,-1.38378902146196,0.589727874804387,-2.34648738949463,0.0189513074978817,0.0824237994213726,glyQ,ECB_03411,b3560,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046594.1,0.278931449179764,-0.760501860492732,1.28235055750904,-0.593053011939267,0.553145675220266,NA,yiaH,ECB_03413,b3561,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046597.1,5.13433973753694,0.463847672384642,0.844649982793244,0.54915963041958,0.582895905903241,0.722315384014832,xylB,ECB_03416,b3564,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046598.1,4.06931116519778,1.24520008279507,0.902331189515982,1.37998120564026,0.167592431624038,0.341408012068339,xylA,ECB_03417,b3565,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046599.1,3.48164126697694,0.586117006770094,0.916425714448606,0.639568486053175,0.522453175919571,0.676933380046914,xylF,ECB_03418,b3566,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046600.1,0.262792037152818,0.0898649460144184,1.28415133228106,0.0699800278638419,0.944209556115068,NA,xylH,ECB_03420,b3568,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046601.1,1.47887629547706,2.07834268775262,1.29116600712783,1.60966341762346,0.107471355348566,NA,xylR,ECB_03421,b3569,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046602.1,1.3426585391167,1.32017015666146,1.32177422396915,0.998786428666407,0.317898161696204,NA,bax,ECB_03422,b3570,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046603.1,4.70946973029855,3.75915625069545,1.02177615914511,3.67904087118319,0.000234112751116002,0.00323721424819023,malS,ECB_03423,b3571,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046604.1,25.504100826402,-2.23232777759996,0.647326105477739,-3.44853661656741,0.000563633043734165,0.00668688906915385,avtA,ECB_03424,b3572,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046606.1,6.16923894303157,-1.01448375606557,0.801235915400964,-1.26614862934332,0.205459875138592,0.384169250370972,yiaJ,ECB_03426,b3574,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046607.1,1.82847712395538,1.33091991195194,1.26060679775249,1.05577719739796,0.291070018360874,NA,yiaK,ECB_03427,b3575,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046611.1,2.25305178919023,1.29737014205922,1.29126810712635,1.00472561422309,0.315028990800346,0.492335006175447,yiaO,ECB_03431,b3579,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046612.1,0.792404587316655,0.513870116198562,1.35170441620534,0.380164561155431,0.703823263949061,NA,lyxK,ECB_03432,b3580,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046613.1,1.00557762138978,1.11346811509831,1.30963264620821,0.850214079743768,0.395206075208321,NA,sgbH,ECB_03433,b3581,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046614.1,1.16663162920297,0.902995479641928,1.26910399929942,0.711522050312982,0.476760791644294,NA,sgbU,ECB_03434,b3582,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046615.1,0.361818572096474,0.680778162131102,1.38382281354483,0.491954718095162,0.622751355043737,NA,sgbE,ECB_03435,b3583,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046616.1,0.900007998011629,1.93702943440783,1.36747108241702,1.41650486018623,0.15662774218962,NA,,ECB_03436,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046617.1,0.940129289499287,2.01734992583338,1.33708376139619,1.5087685484467,0.131357940873682,NA,,ECB_03437,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046618.1,1.2045997266647,1.30736315094767,1.32824799162375,0.984276399582162,0.324979630172336,NA,,ECB_03438,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046619.1,0.364383399333932,-0.0805424833914998,1.3812602559786,-0.0583108672264205,0.953501011450359,NA,yiaT,ECB_03439,b3584,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046620.1,1.32903811724325,-1.92469558961198,1.38342270551287,-1.39125632530257,0.164147712612434,NA,yiaU,ECB_03440,b3585,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046622.1,0.0495067436167245,-0.431554382020142,1.13980297013689,-0.378621913898252,0.704968646729201,NA,yiaW,ECB_03442,b3587,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046623.1,12.7572639538575,-1.00629713417496,0.613317513634079,-1.64074416889282,0.100850532116298,0.252379790787698,aldB,ECB_03443,b3588,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046624.1,1.56247796278311,1.27707767700053,1.27426538182863,1.00220699330925,0.316243630917578,NA,yiaY,ECB_03444,b3589,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046625.1,12.8423766305557,0.0455392248654502,0.66893183847044,0.0680775263584088,0.945723920212642,0.968920010233187,selB,ECB_03445,b3590,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046626.1,16.8700299659247,-3.73850303688009,0.843900869781261,-4.43002628715042,9.42216023282928e-06,0.000338523071565593,selA,ECB_03446,b3591,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046627.1,2.42473906456648,1.04332648036875,1.09905638022995,0.949292956336291,0.342471634962712,0.515894536514078,yibF,ECB_03447,b3592,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046628.1,3.1530243799985,0.951925614296011,1.25351049282984,0.759407774997565,0.447608663954906,0.611345620728602,rhsA,ECB_03448,b3593,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046630.1,1.50625425677105,-0.383794047439604,1.35097608816671,-0.284086484432465,0.776344104314537,NA,yibJ,ECB_03450,b3595,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046632.1,0.806026623992473,-0.676897850213037,1.3872953404257,-0.487926276754687,0.625602061448742,NA,yibH,ECB_03452,b3597,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046634.1,101.985878208969,-1.16015696975279,0.653185249826512,-1.77615304396561,0.0757076953135346,0.213077769355775,mtlA,ECB_03454,b3599,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046635.1,30.4714265706245,-2.22036925981499,0.693356851240578,-3.20234703939571,0.00136312670868727,0.0125947882530783,mtlD,ECB_03455,b3600,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046636.1,1.42338893565298,1.15340992819906,1.27401015324893,0.905338097390888,0.365286299222185,NA,mtlR,ECB_03456,b3601,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046637.1,20.7930484551902,-1.52948955132497,0.731941968136319,-2.08963226308689,0.0366508460396205,0.134026150085723,,ECB_03457,,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046638.1,24.5943219762896,-1.01999067119813,0.660959791018438,-1.54319625045039,0.122783166796431,0.284463515619082,yibL,ECB_03458,b3602,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046640.1,3.53626526922408,2.91125597788955,1.01494708094146,2.86838203937597,0.00412577013884637,0.0281755064242199,,ECB_03460,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046641.1,0.128456680638399,0.479258020118566,1.22980955951243,0.389701004038848,0.696757653984514,NA,lldP,ECB_03461,b3603,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046642.1,2.21463542803937,-0.249931198820121,1.25192723555844,-0.199637160788052,0.84176436265799,0.903887662014829,lldR,ECB_03462,b3604,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046643.1,3.3931661682762,1.27677336149763,1.18840838205546,1.07435573560103,0.282663273485072,0.461908034768051,lldD,ECB_03463,b3605,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046644.1,4.02242685235648,-2.76942364019175,1.12947876133931,-2.45194839866473,0.0142085035803004,0.0684808886502459,yibK,ECB_03464,b3606,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046645.1,29.8972134456526,-0.582111398807729,0.600630041260927,-0.969167971661355,0.332461388420613,0.509009079967668,cysE,ECB_03465,b3607,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046646.1,32.7768518145997,-2.13219213388045,0.66040532436789,-3.22861136215291,0.00124392816241123,0.0116545605870772,gpsA,ECB_03466,b3608,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046647.1,38.1638172801063,0.190266974750899,0.611678022546333,0.311057399052599,0.755756986306578,0.84558747630842,secB,ECB_03467,b3609,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046648.1,31.786524655069,0.35952374099034,0.591125336108589,0.608202218766506,0.543053363235235,0.689564276938977,grxC,ECB_03468,b3610,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046649.1,53.1465712461838,-0.550948760366158,0.564894879535484,-0.975312009942815,0.329405514885635,0.506664916589744,yibN,ECB_03469,b3611,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046650.1,63.862860432548,-1.05622448969658,0.603045707451207,-1.75148330656518,0.079862694304802,0.218451162457201,yibO,ECB_03470,b3612,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046651.1,6.63556271757083,0.686237660284496,0.720303431214959,0.952706360327893,0.340738869860954,0.514056760023486,yibP,ECB_03471,b3613,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046652.1,0.932799450061621,0.587436920443284,1.36670893261236,0.429818600307559,0.667327601407185,NA,yibQ,ECB_03472,b3614,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046653.1,1.14851015270355,1.01364242533752,1.34273187487708,0.754910525550988,0.450302669871344,NA,yibD,ECB_03473,b3615,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046654.1,15.4034472292288,-1.99811596057556,0.776942525744098,-2.57176804508405,0.0101180656559429,0.0539912267117263,tdh,ECB_03474,b3616,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046655.1,17.5326941566131,-1.37799761092833,0.631804891381286,-2.18104929184021,0.029179770838577,0.11316332791363,kbl,ECB_03475,b3617,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046656.1,91.0962153479525,-0.447895842459422,0.573810322945741,-0.780564281520907,0.435058806493098,0.601996485175059,rfaD,ECB_03476,b3619,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046657.1,12.0248147170648,0.809956551022639,0.637359639928537,1.27079987542583,0.203799853080484,0.382770240719757,waaF,ECB_03477,b3620,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046658.1,4.23712749028256,0.428233574606984,0.803518250818822,0.532948161626191,0.594069464921702,0.730458040803071,waaC,ECB_03478,b3621,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046659.1,0.377063843455462,0.381883646663561,1.34216096702662,0.284528947008177,0.776005053806529,NA,waaL,ECB_03479,b3622,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046660.1,0.614840297609315,1.30720089386834,1.38690921471686,0.942528090517592,0.345922336361176,NA,waaV,ECB_03480,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046661.1,0.735422606457641,0.803256017817562,1.38501143434746,0.579963455822307,0.56193926198586,NA,waaW,ECB_03481,,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046665.1,0.985553237747879,0.281967455459639,1.3797658596378,0.204358916036419,0.838073032912881,NA,waaO,ECB_03486,b3627,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046666.1,1.90804684913333,0.504716204652228,1.12492609236698,0.448666101779401,0.653672541561677,NA,waaP,ECB_03487,b3630,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046667.1,1.83573538940502,0.287544791533722,1.24317482534834,0.231298756756236,0.817082712466638,NA,waaG,ECB_03488,b3631,1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046668.1,6.77188413886404,-1.0037493120867,0.719552004208521,-1.39496423638036,0.163026624519525,0.338257738256573,waaQ,ECB_03489,b3632,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
YP_003046669.1,6.59902986520278,-0.95700230512449,0.760458904962432,-1.25845367695677,0.208227729968252,0.384169250370972,waaA,ECB_03490,b3633,-1,protein_wo_NA,Sta,carbonSource,glucoseglycerol
