gene_id	count
CONTAMINANT_A2A4G1	12.03
CONTAMINANT_A2A5Y0	5.58
CONTAMINANT_A2AB72	31
CONTAMINANT_A2I7N0	9.5
CONTAMINANT_A2I7N1	13.58
CONTAMINANT_A2I7N3	18.42
CONTAMINANT_A2VCT4	37.17
CONTAMINANT_A3EZ79	9
CONTAMINANT_A3EZ82	8
CONTAMINANT_ENSEMBL:ENSBTAP00000001528	103
CONTAMINANT_ENSEMBL:ENSBTAP00000006074	16
CONTAMINANT_ENSEMBL:ENSBTAP00000007350	71
CONTAMINANT_ENSEMBL:ENSBTAP00000011227	1.67
CONTAMINANT_ENSEMBL:ENSBTAP00000013050	35
CONTAMINANT_ENSEMBL:ENSBTAP00000014147	NA
CONTAMINANT_ENSEMBL:ENSBTAP00000016046	10
CONTAMINANT_ENSEMBL:ENSBTAP00000016242	8
CONTAMINANT_ENSEMBL:ENSBTAP00000016285	19
CONTAMINANT_ENSEMBL:ENSBTAP00000018229	14.5
CONTAMINANT_ENSEMBL:ENSBTAP00000018574	33
CONTAMINANT_ENSEMBL:ENSBTAP00000023055	14
CONTAMINANT_ENSEMBL:ENSBTAP00000023402	17
CONTAMINANT_ENSEMBL:ENSBTAP00000024146	63
CONTAMINANT_ENSEMBL:ENSBTAP00000024462	12
CONTAMINANT_ENSEMBL:ENSBTAP00000024466	7
CONTAMINANT_ENSEMBL:ENSBTAP00000025008	54
CONTAMINANT_ENSEMBL:ENSBTAP00000031360	8
CONTAMINANT_ENSEMBL:ENSBTAP00000031900	36
CONTAMINANT_ENSEMBL:ENSBTAP00000032840	54
CONTAMINANT_ENSEMBL:ENSBTAP00000033053	2.67
CONTAMINANT_ENSEMBL:ENSBTAP00000034412	17
CONTAMINANT_ENSEMBL:ENSBTAP00000037665	29
CONTAMINANT_ENSEMBL:ENSBTAP00000038253	109.05
CONTAMINANT_ENSEMBL:ENSBTAP00000038329	3.5
CONTAMINANT_ENSEMBL:ENSP00000377550	9.83
CONTAMINANT_H-INV:HIT000015463	15
CONTAMINANT_H-INV:HIT000016045	5.27
CONTAMINANT_H-INV:HIT000292931	19.71
CONTAMINANT_O43790	9.17
CONTAMINANT_O76009	2.11
CONTAMINANT_O76011	15.94
CONTAMINANT_O76013	22.67
CONTAMINANT_O76014	17.67
CONTAMINANT_O76015	5.67
CONTAMINANT_O95678	27.97
CONTAMINANT_P00711	24
CONTAMINANT_P00735	27
CONTAMINANT_P00761	172
CONTAMINANT_P00766	1
CONTAMINANT_P00978	14
CONTAMINANT_P01030	65
CONTAMINANT_P01044-1	9.17
CONTAMINANT_P01045-1	6.17
CONTAMINANT_P01966	4
CONTAMINANT_P02070	9.5
CONTAMINANT_P02533	12.01
CONTAMINANT_P02535-1	26.77
CONTAMINANT_P02538	20.3
CONTAMINANT_P02584	13
CONTAMINANT_P02662	3
CONTAMINANT_P02663	28
CONTAMINANT_P02666	2
CONTAMINANT_P02668	12
CONTAMINANT_P02672	39
CONTAMINANT_P02676	14
CONTAMINANT_P02754	14
CONTAMINANT_P02768-1	32
CONTAMINANT_P02769	87
CONTAMINANT_P02777	9
CONTAMINANT_P04258	60
CONTAMINANT_P04259	17.6
CONTAMINANT_P04264	98.72
CONTAMINANT_P05784	38.08
CONTAMINANT_P05787	22.4
CONTAMINANT_P06868	33
CONTAMINANT_P07224	41
CONTAMINANT_P07477	35
CONTAMINANT_P07744	35.76
CONTAMINANT_P08727	13.28
CONTAMINANT_P08729	17.79
CONTAMINANT_P08730-1	8.84
CONTAMINANT_P08779	11.58
CONTAMINANT_P09870	28
CONTAMINANT_P0C1U8	7
CONTAMINANT_P10096	14
CONTAMINANT_P12035	26.51
CONTAMINANT_P12763	2
CONTAMINANT_P13645	63.11
CONTAMINANT_P13646-1	21.33
CONTAMINANT_P13647	41.03
CONTAMINANT_P13717	7
CONTAMINANT_P15497	39
CONTAMINANT_P15636	17
CONTAMINANT_P17690	6
CONTAMINANT_P17697	30
CONTAMINANT_P19001	18.87
CONTAMINANT_P19012	11.2
CONTAMINANT_P19013	97.19
CONTAMINANT_P20930	124
CONTAMINANT_P21578	13
CONTAMINANT_P21752	8
CONTAMINANT_P28800	13
CONTAMINANT_P31096	17
CONTAMINANT_P34955	17
CONTAMINANT_P35527	85.08
CONTAMINANT_P35900	21.63
CONTAMINANT_P35908	78.41
CONTAMINANT_P41361	19
CONTAMINANT_P48668	26.43
CONTAMINANT_P50446	36.29
CONTAMINANT_P50448	23
CONTAMINANT_P60413	NA
CONTAMINANT_P60712	23
CONTAMINANT_P62894	19
CONTAMINANT_P67983	2
CONTAMINANT_P78385	4.5
CONTAMINANT_P78386	23.15
CONTAMINANT_P81644	1
CONTAMINANT_Q01546	23.17
CONTAMINANT_Q03247	14
CONTAMINANT_Q04695	7.59
CONTAMINANT_Q05443	18
CONTAMINANT_Q05B55	2
CONTAMINANT_Q0IIK2	12.5
CONTAMINANT_Q0V8M9	31.2
CONTAMINANT_Q0VBK2	43
CONTAMINANT_Q0VCM5	68.5
CONTAMINANT_Q14525	0.97
CONTAMINANT_Q14532	21.5
CONTAMINANT_Q14533	6.5
CONTAMINANT_Q148H6	21.1
CONTAMINANT_Q14CN4-1	28.47
CONTAMINANT_Q15323	6.27
CONTAMINANT_Q1A7A4	108.5
CONTAMINANT_Q1RMK2	4.67
CONTAMINANT_Q1RMN8	14
CONTAMINANT_Q28065	13
CONTAMINANT_Q28085	46
CONTAMINANT_Q28107	121
CONTAMINANT_Q28194	57
CONTAMINANT_Q29443	11.5
CONTAMINANT_Q29RQ1	55
CONTAMINANT_Q2HJF0	47
CONTAMINANT_Q2KIF2	22
CONTAMINANT_Q2KIG3	34
CONTAMINANT_Q2KIH2	13
CONTAMINANT_Q2KIS7	7
CONTAMINANT_Q2KIT0	12
CONTAMINANT_Q2KIU3	8
CONTAMINANT_Q2KJ62	9.67
CONTAMINANT_Q2KJ83	20
CONTAMINANT_Q2KJC7	42.5
CONTAMINANT_Q2KJF1	14
CONTAMINANT_Q2M2I5	41
CONTAMINANT_Q2TBQ1	29
CONTAMINANT_Q2UVX4	123
CONTAMINANT_Q2YDI2	13.2
CONTAMINANT_Q32MB2	24.61
CONTAMINANT_Q32PI4	33
CONTAMINANT_Q32PJ2	41
CONTAMINANT_Q3KNV1	34.79
CONTAMINANT_Q3KUS7	22
CONTAMINANT_Q3LI72	1
CONTAMINANT_Q3MHH8	17
CONTAMINANT_Q3MHN2	47
CONTAMINANT_Q3MHN5	10.5
CONTAMINANT_Q3SX09	14.5
CONTAMINANT_Q3SX14	23
CONTAMINANT_Q3SX28	48
CONTAMINANT_Q3SY84	14.29
CONTAMINANT_Q3SZ57	29.17
CONTAMINANT_Q3SZH5	20
CONTAMINANT_Q3SZR3	23
CONTAMINANT_Q3SZV7	10
CONTAMINANT_Q3T052	38
CONTAMINANT_Q3TTY5	29
CONTAMINANT_Q3Y5Z3	9
CONTAMINANT_Q3ZAW8	10.38
CONTAMINANT_Q3ZBD7	27
CONTAMINANT_Q3ZBS7	29
CONTAMINANT_Q497I4	10.4
CONTAMINANT_Q58D62	8
CONTAMINANT_Q5D862	39
CONTAMINANT_Q5XKE5	19.01
CONTAMINANT_Q5XQN5	49.93
CONTAMINANT_Q61726	18.6
CONTAMINANT_Q61782	1.54
CONTAMINANT_Q6IFU5	4.94
CONTAMINANT_Q6IFU6	25.17
