gene_id	count
YP_003044966.1	19
YP_003043986.1	93
YP_003044937.1	8.5
CONTAMINANT_O4	26
YP_003045157.1	16
YP_003044440.1	7
YP_003043527.1	8
YP_003046614.1	12
YP_003045246.1	8.5
YP_003045867.1	5
YP_003045188.1	31.5
YP_003044265.1	0.5
YP_003047334.1	5
YP_003043980.1	23.5
YP_003043394.1	44
YP_003046796.1	128.5
YP_003044442.1	4
YP_003043744.1	11
YP_003043289.1	6.5
YP_003045699.1	26
YP_003045186.1	3.5
CONTAMINANT_O9	53.5
YP_003045405.1	13.5
YP_003043982.1	44.5
YP_003043820.1	12.5
YP_003046794.1	266.5
YP_003044444.1	14.5
YP_003044873.1	2.5
YP_003045938.1	10.5
YP_003043287.1	107.5
YP_003045147.1	25.5
YP_003045268.1	47.5
YP_003044849.1	20.5
YP_003046792.1	353.5
YP_003044730.1	11
YP_003043350.1	2.5
YP_003045054.1	25
YP_003043802.1	5
YP_003045622.1	1.5
YP_003046922.1	13.5
YP_003045941.1	27.5
YP_003043535.1	10
YP_003046581.1	2
YP_003045689.1	9
YP_003044355.1	24.5
YP_003045258.1	9.5
YP_003044958.1	11.5
YP_003045149.1	18
YP_003046958.1	9.5
YP_003045262.1	11.5
YP_003046479.1	26
YP_003046091.1	15
YP_003046231.1	61
YP_003047004.1	14.5
YP_003045153.1	24.5
YP_003044357.1	3.5
YP_003045928.1	59
YP_003043523.1	5
YP_003045419.1	10
YP_003044859.1	10
YP_003046278.1	48
YP_003047006.1	21
YP_003045155.1	20.5
YP_003046211.1	6
YP_003043521.1	12
YP_003045861.1	6.5
YP_003044267.1	7
YP_003043822.1	102.5
YP_003046274.1	73
YP_003043692.1	18.5
YP_003044698.1	9
YP_003045159.1	20.5
YP_003043966.1	7.5
YP_003045926.1	26
YP_003044337.1	0
YP_003047348.1	21
YP_003046276.1	86
YP_003045409.1	14.5
YP_003046485.1	17
YP_003045256.1	78.5
YP_003044096.1	34
YP_003045179.1	6.5
YP_003044335.1	4
YP_003047346.1	4
YP_003047038.1	6.5
YP_003044349.1	15
YP_003043531.1	11.5
YP_003044736.1	11
YP_003046252.1	31.5
YP_003044094.1	31
YP_003045177.1	24.5
YP_003043800.1	24.5
YP_003045620.1	36
YP_003043854.1	29.5
YP_003043533.1	23
YP_003045687.1	63
YP_003046250.1	8.5
YP_003046841.1	11
YP_003045007.1	9
YP_003044982.1	13
YP_003046200.1	10.5
YP_003043880.1	6.5
YP_003044325.1	12
YP_003043825.1	25.5
YP_003044774.1	1
YP_003047433.1	16.5
YP_003047389.1	8
YP_003044984.1	56.5
YP_003046202.1	28.5
YP_003047037.1	528.5
YP_003046260.1	61.5
YP_003047189.1	7
YP_003044710.1	3
YP_003043696.1	9.5
YP_003044772.1	89
YP_003045863.1	31
YP_003043396.1	216.5
YP_003046204.1	15.5
YP_003047039.1	11
YP_003044759.1	2.5
YP_003043690.1	7.5
YP_003043421.1	10
YP_003044770.1	4
