gene_id	count
YP_003043231.1	130
YP_003043232.1	30
YP_003043233.1	107
YP_003043235.1	18
YP_003043237.1	130
YP_003043238.1	9
YP_003043243.1	323
YP_003043244.1	32
YP_003043249.1	NA
YP_003043253.1	14
YP_003043257.1	38
YP_003043259.1	20
YP_003043260.1	183
YP_003043262.1	8
YP_003043263.1	20
YP_003043264.1	13
YP_003043265.1	25
YP_003043266.1	59
YP_003043267.1	180
YP_003043270.1	NA
YP_003043271.1	2
YP_003043280.1	1
YP_003043281.1	16
YP_003043282.1	10
YP_003043284.1	11
YP_003043285.1	14
YP_003043286.1	81
YP_003043287.1	73
YP_003043288.1	4
YP_003043290.1	10
YP_003043295.1	6
YP_003043296.1	NA
YP_003043299.1	2
YP_003043300.1	1
YP_003043302.1	58
YP_003043303.1	100
YP_003043304.1	64
YP_003043305.1	114
YP_003043308.1	53
YP_003043309.1	18
YP_003043310.1	26
YP_003043311.1	4
YP_003043312.1	21
YP_003043313.1	7
YP_003043314.1	12
YP_003043315.1	34
YP_003043316.1	11
YP_003043318.1	32
YP_003043320.1	13
YP_003043321.1	26
YP_003043322.1	24
YP_003043323.1	6
YP_003043324.1	17
YP_003043325.1	102
YP_003043326.1	NA
YP_003043328.1	137
YP_003043329.1	2
YP_003043330.1	14
YP_003043331.1	7
YP_003043333.1	15
YP_003043337.1	8
YP_003043340.1	2
YP_003043341.1	21
YP_003043342.1	361
YP_003043343.1	178
YP_003043344.1	194
YP_003043346.1	251
YP_003043348.1	32
YP_003043349.1	14
YP_003043350.1	2
YP_003043351.1	14
YP_003043352.1	3
YP_003043353.1	40
YP_003043354.1	46
YP_003043355.1	20
YP_003043359.1	27
YP_003043361.1	35
YP_003043362.1	25
YP_003043370.1	NA
YP_003043371.1	28
YP_003043373.1	46
YP_003043374.1	2
YP_003043375.1	2
YP_003043376.1	7
YP_003043377.1	41
YP_003043378.1	27
YP_003043379.1	2
YP_003043382.1	52
YP_003043384.1	17
YP_003043386.1	5
YP_003043387.1	17
YP_003043389.1	131
YP_003043390.1	2
YP_003043391.1	28
YP_003043393.1	76
YP_003043394.1	1
YP_003043395.1	34
YP_003043396.1	153
YP_003043397.1	174
YP_003043398.1	30
YP_003043399.1	66
YP_003043400.1	3
YP_003043403.1	13
YP_003043404.1	133
YP_003043405.1	41
YP_003043406.1	23
YP_003043407.1	32
YP_003043408.1	7
YP_003043409.1	11
YP_003043410.1	2
YP_003043411.1	7
YP_003043412.1	77
YP_003043414.1	3
YP_003043415.1	4
YP_003043416.1	6
YP_003043417.1	4
YP_003043418.1	5
YP_003043420.1	NA
YP_003043422.1	137
YP_003043423.1	1
YP_003043424.1	21
YP_003043425.1	147
YP_003043426.1	7
YP_003043427.1	58
YP_003043428.1	6
YP_003043429.1	1
YP_003043430.1	9
YP_003043431.1	2
YP_003043433.1	NA
YP_003043434.1	12
YP_003043435.1	1
YP_003043439.1	14
YP_003043443.1	4
YP_003043444.1	8
YP_003043445.1	4
YP_003043446.1	43
