"","ID","KEGG_Path","padj_gene","log2","signChange","score_gene","FDR_KEGG_Path","numGenesInCat","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","vs","df_category"
"1","rplC","eco03010:Ribosome",1.64900026304022e-05,1.94540354698165,1,4.78277927507901,6.06396155511391e-10,54,4.78277927507901,9,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"2","rplW","eco03010:Ribosome",4.76380029018923e-05,2.1012654814557,1,4.32204645346273,6.06396155511391e-10,54,4.32204645346273,8,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"3","rplV","eco03010:Ribosome",0.00610751288722262,1.33528705634363,1,2.21413560796586,6.06396155511391e-10,54,2.21413560796586,7,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"4","rplM","eco03010:Ribosome",0.00665477222538553,1.94301653099663,1,2.17686680464476,6.06396155511391e-10,54,2.17686680464476,6,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"5","rpsR","eco03010:Ribosome",0.00707378776427065,1.14215237542527,1,2.15034797451686,6.06396155511391e-10,54,2.15034797451686,5,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"6","rplU","eco03010:Ribosome",0.0133942357961992,2.13909347705828,1,1.87308205988044,6.06396155511391e-10,54,1.87308205988044,4,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"7","rplX","eco03010:Ribosome",0.0183053857279625,1.53070256127711,1,1.73742111530686,6.06396155511391e-10,54,1.73742111530686,3,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"8","rplQ","eco03010:Ribosome",0.0186683112703112,1.71604112514971,1,1.72889496641922,6.06396155511391e-10,54,1.72889496641922,2,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
"9","rplT","eco03010:Ribosome",0.0469480215985788,2.07384466120649,1,1.32838270429081,6.06396155511391e-10,54,1.32838270429081,1,9,1,"Ribosome
 padj:0.00000 N( -1/ +9/ 54)","Ribosome","protein","Exp","carbonSource","glucosegluconate","kegg"
