"","ID","MF_Name","padj_gene","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"15","ubiA","GO:0000287~magnesium ion binding",0.00681759640986962,-1,-2.16636871184202,0.000296960090904963,147,2.16636871184202,-14,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"16","aceE","GO:0000287~magnesium ion binding",0.00605018663779851,-1,-2.21823122790691,0.000296960090904963,147,2.21823122790691,-15,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"17","glcB","GO:0000287~magnesium ion binding",0.00605018663779851,-1,-2.21823122790691,0.000296960090904963,147,2.21823122790691,-16,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"18","metK","GO:0000287~magnesium ion binding",0.00474218208402463,-1,-2.32402177457357,0.000296960090904963,147,2.32402177457357,-17,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"19","poxB","GO:0000287~magnesium ion binding",0.00371645062273622,-1,-2.42987163291771,0.000296960090904963,147,2.42987163291771,-18,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"20","ppx","GO:0000287~magnesium ion binding",0.00365973842302477,-1,-2.43654995435877,0.000296960090904963,147,2.43654995435877,-19,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"21","ppa","GO:0000287~magnesium ion binding",0.00108412568103611,-1,-2.96492036778241,0.000296960090904963,147,2.96492036778241,-20,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"22","ribB","GO:0000287~magnesium ion binding",0.000499855533272432,-1,-3.30115549600068,0.000296960090904963,147,3.30115549600068,-21,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"23","copA","GO:0000287~magnesium ion binding",5.2111719212428e-05,-1,-4.28306459883181,0.000296960090904963,147,4.28306459883181,-22,1,22,"magnesium ion binding
 padj:0.00030 N( -22/ +1/ 147)","magnesium ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"24","metE","GO:0008270~zinc ion binding",0.00339217474463152,1,2.46952178357498,0.0426073099758526,152,2.46952178357498,1,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"25","clpX","GO:0008270~zinc ion binding",0.0425270170336319,-1,-1.37133507887231,0.0426073099758526,152,1.37133507887231,-1,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"26","ybgR","GO:0008270~zinc ion binding",0.0399751644587046,-1,-1.39820974088102,0.0426073099758526,152,1.39820974088102,-2,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"27","prlC","GO:0008270~zinc ion binding",0.0385122039643339,-1,-1.41440162699763,0.0426073099758526,152,1.41440162699763,-3,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"28","crr","GO:0008270~zinc ion binding",0.0341734568442896,-1,-1.46631108756164,0.0426073099758526,152,1.46631108756164,-4,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"29","cdd","GO:0008270~zinc ion binding",0.0328027982105081,-1,-1.48408910764354,0.0426073099758526,152,1.48408910764354,-5,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"30","htpX","GO:0008270~zinc ion binding",0.0272288110963092,-1,-1.5649713210392,0.0426073099758526,152,1.5649713210392,-6,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"31","gltX","GO:0008270~zinc ion binding",0.025513666402379,-1,-1.59322712728175,0.0426073099758526,152,1.59322712728175,-7,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"32","yhdH","GO:0008270~zinc ion binding",0.025144761389593,-1,-1.59955248124706,0.0426073099758526,152,1.59955248124706,-8,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"33","tdh","GO:0008270~zinc ion binding",0.0182034118810598,-1,-1.73984720419929,0.0426073099758526,152,1.73984720419929,-9,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"34","argE","GO:0008270~zinc ion binding",0.00880603967984582,-1,-2.05521936194948,0.0426073099758526,152,2.05521936194948,-10,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"35","ygiD","GO:0008270~zinc ion binding",0.00841763727944936,-1,-2.07480979216932,0.0426073099758526,152,2.07480979216932,-11,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"36","glpK","GO:0008270~zinc ion binding",0.00745892585310716,-1,-2.12732371001478,0.0426073099758526,152,2.12732371001478,-12,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"37","astE","GO:0008270~zinc ion binding",0.00611657950006739,-1,-2.21349137516308,0.0426073099758526,152,2.21349137516308,-13,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"38","rpoH","GO:0008270~zinc ion binding",0.00492814709072457,-1,-2.30731633823473,0.0426073099758526,152,2.30731633823473,-14,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"39","pepN","GO:0008270~zinc ion binding",0.00419305664749665,-1,-2.37746927031071,0.0426073099758526,152,2.37746927031071,-15,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"40","metH","GO:0008270~zinc ion binding",0.00365973842302477,-1,-2.43654995435877,0.0426073099758526,152,2.43654995435877,-16,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"41","rpmE","GO:0008270~zinc ion binding",0.00287020545837799,-1,-2.54208701398166,0.0426073099758526,152,2.54208701398166,-17,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"42","ycjI","GO:0008270~zinc ion binding",0.00202026196579855,-1,-2.69459231227408,0.0426073099758526,152,2.69459231227408,-18,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"43","slyD","GO:0008270~zinc ion binding",0.00115359452578197,-1,-2.93794681350218,0.0426073099758526,152,2.93794681350218,-19,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"44","secA","GO:0008270~zinc ion binding",0.000499855533272432,-1,-3.30115549600068,0.0426073099758526,152,3.30115549600068,-20,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"45","yqhD","GO:0008270~zinc ion binding",0.000243100274699893,-1,-3.61421455040973,0.0426073099758526,152,3.61421455040973,-21,1,21,"zinc ion binding
 padj:0.04261 N( -21/ +1/ 152)","zinc ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"46","aldB","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.036313424780523,-1,-1.43993279010824,0.00955311080501309,33,1.43993279010824,-1,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"47","adhE","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.025144761389593,-1,-1.59955248124706,0.00955311080501309,33,1.59955248124706,-2,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"48","feaB","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.0197192884753214,-1,-1.70510875961877,0.00955311080501309,33,1.70510875961877,-3,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"49","thrL","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.00657863933857933,-1,-2.18186392232121,0.00955311080501309,33,2.18186392232121,-4,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"50","aldA","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.00277651766789357,-1,-2.55649955862424,0.00955311080501309,33,2.55649955862424,-5,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"51","fdhD","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.0024896622519761,-1,-2.60385956537497,0.00955311080501309,33,2.60385956537497,-6,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"52","asd","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.00190208770713153,-1,-2.72076946119196,0.00955311080501309,33,2.72076946119196,-7,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"53","astD","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.000216910471268485,-1,-3.66371948208284,0.00955311080501309,33,3.66371948208284,-8,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"54","fdoH","GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",5.2111719212428e-05,-1,-4.28306459883181,0.00955311080501309,33,4.28306459883181,-9,0,9,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
 padj:0.00955 N( -9/ +0/ 33)","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"55","metB","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.00611657950006739,1,2.21349137516308,0.00435390018145088,34,2.21349137516308,2,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"56","aroF","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0318525980546978,1,1.49685513868807,0.00435390018145088,34,1.49685513868807,1,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"57","thiJ","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0365425064083917,-1,-1.43720166820398,0.00435390018145088,34,1.43720166820398,-1,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"58","aroG","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0329531129464653,-1,-1.48210355309988,0.00435390018145088,34,1.48210355309988,-2,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"59","cyoE","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0140858380811785,-1,-1.8512173081952,0.00435390018145088,34,1.8512173081952,-3,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"60","sspA","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.0128273153594891,-1,-1.89186422800231,0.00435390018145088,34,1.89186422800231,-4,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"61","ubiA","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.00681759640986962,-1,-2.16636871184202,0.00435390018145088,34,2.16636871184202,-5,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"62","metK","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.00474218208402463,-1,-2.32402177457357,0.00435390018145088,34,2.32402177457357,-6,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"63","metH","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.00365973842302477,-1,-2.43654995435877,0.00435390018145088,34,2.43654995435877,-7,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"64","ribC","GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups",0.00103100994134132,-1,-2.98673714708422,0.00435390018145088,34,2.98673714708422,-8,2,8,"transferase activity, transferring alkyl or aryl (other than methyl) groups
 padj:0.00435 N( -8/ +2/ 34)","transferase activity, transferring alkyl or aryl (other than methyl) groups","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"65","mgtA","GO:0043167~ion binding",0.000703906503578136,1,3.15248502221677,1.78118578575415e-06,641,3.15248502221677,2,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"66","metE","GO:0043167~ion binding",0.00339217474463152,1,2.46952178357498,1.78118578575415e-06,641,2.46952178357498,1,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"67","gcl","GO:0043167~ion binding",0.0476148703777578,-1,-1.32225739361468,1.78118578575415e-06,641,1.32225739361468,-1,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"68","yjcE","GO:0043167~ion binding",0.047450969546147,-1,-1.32375490938548,1.78118578575415e-06,641,1.32375490938548,-2,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"69","clpX","GO:0043167~ion binding",0.0425270170336319,-1,-1.37133507887231,1.78118578575415e-06,641,1.37133507887231,-3,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"70","putP","GO:0043167~ion binding",0.042107834638676,-1,-1.37563709124784,1.78118578575415e-06,641,1.37563709124784,-4,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"71","katE","GO:0043167~ion binding",0.040914722001415,-1,-1.38812039532894,1.78118578575415e-06,641,1.38812039532894,-5,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"72","ybgR","GO:0043167~ion binding",0.0399751644587046,-1,-1.39820974088102,1.78118578575415e-06,641,1.39820974088102,-6,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"73","dos","GO:0043167~ion binding",0.0398905663726499,-1,-1.39912979746378,1.78118578575415e-06,641,1.39912979746378,-7,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"74","nrdB","GO:0043167~ion binding",0.0392974674177904,-1,-1.40563543745968,1.78118578575415e-06,641,1.40563543745968,-8,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"75","sufI","GO:0043167~ion binding",0.0392974674177904,-1,-1.40563543745968,1.78118578575415e-06,641,1.40563543745968,-9,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"76","prlC","GO:0043167~ion binding",0.0385122039643339,-1,-1.41440162699763,1.78118578575415e-06,641,1.41440162699763,-10,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"77","torZ","GO:0043167~ion binding",0.0385122039643339,-1,-1.41440162699763,1.78118578575415e-06,641,1.41440162699763,-11,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"78","araA","GO:0043167~ion binding",0.0381437682436409,-1,-1.41857640498219,1.78118578575415e-06,641,1.41857640498219,-12,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"79","cydA","GO:0043167~ion binding",0.0381437682436409,-1,-1.41857640498219,1.78118578575415e-06,641,1.41857640498219,-13,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"80","icdA","GO:0043167~ion binding",0.0367719007598638,-1,-1.43448392062924,1.78118578575415e-06,641,1.43448392062924,-14,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"81","ptsI","GO:0043167~ion binding",0.0365582450380916,-1,-1.43701466054669,1.78118578575415e-06,641,1.43701466054669,-15,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"82","aldB","GO:0043167~ion binding",0.036313424780523,-1,-1.43993279010824,1.78118578575415e-06,641,1.43993279010824,-16,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"83","ugpQ","GO:0043167~ion binding",0.0343945831377348,-1,-1.46350994983056,1.78118578575415e-06,641,1.46350994983056,-17,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"84","crr","GO:0043167~ion binding",0.0341734568442896,-1,-1.46631108756164,1.78118578575415e-06,641,1.46631108756164,-18,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"85","lipA","GO:0043167~ion binding",0.0340778599594578,-1,-1.46752768611721,1.78118578575415e-06,641,1.46752768611721,-19,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"86","gltS","GO:0043167~ion binding",0.0336979714753038,-1,-1.47239624166865,1.78118578575415e-06,641,1.47239624166865,-20,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"87","cdd","GO:0043167~ion binding",0.0328027982105081,-1,-1.48408910764354,1.78118578575415e-06,641,1.48408910764354,-21,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"88","ispH","GO:0043167~ion binding",0.0314640011945151,-1,-1.50218605011054,1.78118578575415e-06,641,1.50218605011054,-22,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
"89","ppsA","GO:0043167~ion binding",0.0296302870274323,-1,-1.5282641415059,1.78118578575415e-06,641,1.5282641415059,-23,2,74,"ion binding
 padj:0.00000 N( -74/ +2/ 641)","ion binding","mrna","Sta","Mg_mM_Levels","baseMglowMg","MF"
