"","X","Category","KEGG_Path","Count","X.","PValue","List.Total","Pop.Hits","Pop.Total","Fold.Enrichment","Bonferroni","Benjamini","FDR_KEGG_Path","KEGG_Path_Short","gene_number","gene_name_ez","gene_name","padj_gene","log2","signChange","score_gene","abs_score","rank","numSigP","numSigN","KEGG_Path_long","KEGG_Path_short","pick_data","growthPhase","test_for","base","contrast","df_category"
"1",1,"KEGG_PATHWAY","eco01053:Biosynthesis of siderophore group nonribosomal peptides",3,15,0.000337107170128396,9,6,1571,87.2777777777778,0.00235736506514417,0.00235736506514417,0.00173668621700285,"Biosynthesis of siderophore group nonribosomal peptides","gene_03","946178","entB",0.00725256289882808,2.72715416692513,1,2.13950849603161,2.13950849603161,3,3,1,"Biosynthesis of siderophore group nonribosomal peptides
 padj:0.00174 N( -1/ +3/ 6)","Biosynthesis of siderophore group nonribosomal peptides","mrna","Sta","Mg_mM_Levels","baseMg","highMg","kegg"
"2",1,"KEGG_PATHWAY","eco01053:Biosynthesis of siderophore group nonribosomal peptides",3,15,0.000337107170128396,9,6,1571,87.2777777777778,0.00235736506514417,0.00235736506514417,0.00173668621700285,"Biosynthesis of siderophore group nonribosomal peptides","gene_02","947426","entE",0.0235901702540378,2.27938793370394,1,1.62726892473025,1.62726892473025,2,3,1,"Biosynthesis of siderophore group nonribosomal peptides
 padj:0.00174 N( -1/ +3/ 6)","Biosynthesis of siderophore group nonribosomal peptides","mrna","Sta","Mg_mM_Levels","baseMg","highMg","kegg"
"3",1,"KEGG_PATHWAY","eco01053:Biosynthesis of siderophore group nonribosomal peptides",3,15,0.000337107170128396,9,6,1571,87.2777777777778,0.00235736506514417,0.00235736506514417,0.00173668621700285,"Biosynthesis of siderophore group nonribosomal peptides","gene_01","945284","entA",0.0264899836449242,2.43389530812942,1,1.57691830983872,1.57691830983872,1,3,1,"Biosynthesis of siderophore group nonribosomal peptides
 padj:0.00174 N( -1/ +3/ 6)","Biosynthesis of siderophore group nonribosomal peptides","mrna","Sta","Mg_mM_Levels","baseMg","highMg","kegg"
