"","ID","MF_Name","padj_gene","signChange","score_gene","FDR_GoMF","numGenesInCat","abs_score","rank","numSigP","numSigN","MF_Name_long","MF_Name_short","pick_data","growthPhase","test_for","vs","df_category"
"170","fumB","GO:0051539~4 iron, 4 sulfur cluster binding",0.00340260872918487,-1,-2.46818798817296,1.89326327293404e-06,107,2.46818798817296,-8,0,9,"4 iron, 4 sulfur cluster binding
 padj:0.00000 N( -9/ +0/ 107)","4 iron, 4 sulfur cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"171","rnfB","GO:0051539~4 iron, 4 sulfur cluster binding",0.00306496302868401,-1,-2.51357475981942,1.89326327293404e-06,107,2.51357475981942,-9,0,9,"4 iron, 4 sulfur cluster binding
 padj:0.00000 N( -9/ +0/ 107)","4 iron, 4 sulfur cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"172","nth","GO:0051540~metal cluster binding",0.0346385287177548,-1,-1.46044056305569,0.000190192978086423,143,1.46044056305569,-1,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"173","fdx","GO:0051540~metal cluster binding",0.0332726142185985,-1,-1.47791307541284,0.000190192978086423,143,1.47791307541284,-2,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"174","rimO","GO:0051540~metal cluster binding",0.0214939121202492,-1,-1.66768453110659,0.000190192978086423,143,1.66768453110659,-3,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"175","ydbK","GO:0051540~metal cluster binding",0.0187365420790293,-1,-1.72731055723512,0.000190192978086423,143,1.72731055723512,-4,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"176","acnA","GO:0051540~metal cluster binding",0.0182869546649651,-1,-1.73785861176357,0.000190192978086423,143,1.73785861176357,-5,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"177","nadA","GO:0051540~metal cluster binding",0.0152075155797624,-1,-1.81794172993975,0.000190192978086423,143,1.81794172993975,-6,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"178","rumB","GO:0051540~metal cluster binding",0.0062305085071844,-1,-2.20547650665514,0.000190192978086423,143,2.20547650665514,-7,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"179","ygiQ","GO:0051540~metal cluster binding",0.00573724900187957,-1,-2.24129630092886,0.000190192978086423,143,2.24129630092886,-8,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"180","fumB","GO:0051540~metal cluster binding",0.00340260872918487,-1,-2.46818798817296,0.000190192978086423,143,2.46818798817296,-9,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
"181","rnfB","GO:0051540~metal cluster binding",0.00306496302868401,-1,-2.51357475981942,0.000190192978086423,143,2.51357475981942,-10,0,10,"metal cluster binding
 padj:0.00019 N( -10/ +0/ 143)","metal cluster binding","protein_wo_NA","Exp","Mg_mM_Levels","baseMghighMg","MF"
