"#ProtID"	"Unweighted"	"Weighted"	"Unique"
"YP_003045832.1"	2	"2.00"	2
"YP_003045834.1"	1	"0.04"	0
"YP_003045836.1"	7	"7.00"	7
"YP_003045837.1"	1	"1.00"	1
"YP_003045838.1"	39	"39.00"	39
"YP_003045840.1"	15	"15.00"	15
"YP_003045841.1"	50	"50.00"	50
"YP_003045842.1"	6	"6.00"	6
"YP_003045843.1"	21	"21.00"	21
"YP_003045844.1"	11	"11.00"	11
"YP_003045845.1"	15	"15.00"	15
"YP_003045847.1"	9	"9.00"	9
"YP_003045849.1"	11	"11.00"	11
"YP_003045850.1"	13	"13.00"	13
"YP_003045851.1"	3	"3.00"	3
"YP_003045853.1"	5	"5.00"	5
"YP_003045854.1"	19	"19.00"	19
"YP_003045855.1"	7	"7.00"	7
"YP_003045856.1"	3	"3.00"	3
"YP_003045857.1"	39	"39.00"	39
"YP_003045858.1"	15	"11.80"	11
"YP_003045863.1"	16	"16.00"	16
"YP_003045864.1"	5	"5.00"	5
"YP_003045865.1"	30	"30.00"	30
"YP_003045866.1"	6	"6.00"	6
"YP_003045867.1"	1	"1.00"	1
"YP_003045869.1"	9	"9.00"	9
"YP_003045870.1"	37	"37.00"	37
"YP_003045872.1"	14	"14.00"	14
"YP_003045873.1"	6	"6.00"	6
"YP_003045874.1"	29	"29.00"	29
"YP_003045877.1"	1	"1.00"	1
"YP_003045878.1"	5	"5.00"	5
"YP_003045880.1"	25	"25.00"	25
"YP_003045890.1"	12	"11.00"	10
"YP_003045891.1"	1	"1.00"	1
"YP_003045892.1"	2	"2.00"	2
"YP_003045895.1"	1	"1.00"	1
"YP_003045899.1"	4	"4.00"	4
"YP_003045904.1"	2	"2.00"	2
"YP_003045908.1"	1	"1.00"	1
"YP_003045910.1"	70	"67.50"	65
"YP_003045911.1"	34	"34.00"	34
"YP_003045913.1"	15	"15.00"	15
"YP_003045914.1"	5	"5.00"	5
"YP_003045915.1"	7	"7.00"	7
"YP_003045918.1"	46	"46.00"	46
"YP_003045920.1"	9	"9.00"	9
"YP_003045921.1"	31	"31.00"	31
"YP_003045923.1"	85	"85.00"	85
"YP_003045924.1"	4	"4.00"	4
"YP_003045925.1"	19	"19.00"	19
"YP_003045926.1"	10	"10.00"	10
"YP_003045927.1"	14	"14.00"	14
"YP_003045928.1"	23	"23.00"	23
"YP_003045929.1"	13	"13.00"	13
"YP_003045930.1"	10	"10.00"	10
"YP_003045932.1"	105	"105.00"	105
"YP_003045933.1"	33	"33.00"	33
"YP_003045935.1"	23	"23.00"	23
"YP_003045939.1"	2	"2.00"	2
"YP_003045941.1"	20	"20.00"	20
"YP_003045943.1"	16	"16.00"	16
"YP_003045944.1"	192	"191.50"	191
"YP_003045945.1"	504	"504.00"	504
"YP_003045946.1"	18	"18.00"	18
"YP_003045953.1"	205	"199.00"	193
"YP_003045954.1"	17	"17.00"	17
"YP_003045955.1"	17	"17.00"	17
"YP_003045956.1"	63	"63.00"	63
"YP_003045960.1"	162	"162.00"	162
"YP_003045964.1"	15	"15.00"	15
"YP_003045965.1"	42	"42.00"	42
"YP_003045966.1"	26	"26.00"	26
"YP_003045967.1"	5	"5.00"	5
"YP_003045969.1"	19	"19.00"	19
"YP_003045970.1"	4	"4.00"	4
"YP_003045971.1"	5	"5.00"	5
"YP_003045972.1"	18	"18.00"	18
"YP_003045973.1"	2	"2.00"	2
"YP_003045975.1"	2	"2.00"	2
"YP_003045976.1"	13	"13.00"	13
"YP_003045977.1"	10	"10.00"	10
"YP_003045978.1"	14	"14.00"	14
"YP_003045980.1"	19	"19.00"	19
"YP_003045981.1"	1	"1.00"	1
"YP_003045983.1"	37	"36.00"	35
"YP_003045986.1"	9	"9.00"	9
"YP_003045987.1"	35	"35.00"	35
"YP_003045995.1"	1	"0.50"	0
"YP_003046001.1"	29	"29.00"	29
"YP_003046002.1"	22	"22.00"	22
"YP_003046003.1"	48	"48.00"	48
"YP_003046004.1"	17	"17.00"	17
"YP_003046005.1"	6	"6.00"	6
"YP_003046006.1"	1	"1.00"	1
"YP_003046008.1"	4	"4.00"	4
"YP_003046010.1"	1	"0.04"	0
"YP_003046012.1"	2	"2.00"	2
"YP_003046013.1"	52	"52.00"	52
"YP_003046028.1"	4	"4.00"	4
"YP_003046030.1"	29	"29.00"	29
"YP_003046031.1"	11	"11.00"	11
"YP_003046033.1"	1	"1.00"	1
"YP_003046035.1"	2	"2.00"	2
"YP_003046036.1"	1	"1.00"	1
"YP_003046050.1"	13	"13.00"	13
"YP_003046051.1"	24	"24.00"	24
"YP_003046056.1"	1	"1.00"	1
"YP_003046061.1"	32	"32.00"	32
"YP_003046062.1"	5	"5.00"	5
"YP_003046065.1"	2	"2.00"	2
"YP_003046066.1"	28	"28.00"	28
"YP_003046068.1"	2	"2.00"	2
"YP_003046069.1"	80	"80.00"	80
"YP_003046070.1"	19	"19.00"	19
"YP_003046073.1"	4	"4.00"	4
"YP_003046074.1"	11	"11.00"	11
"YP_003046075.1"	13	"13.00"	13
"YP_003046076.1"	35	"35.00"	35
"YP_003046077.1"	18	"18.00"	18
"YP_003046081.1"	7	"7.00"	7
"YP_003046083.1"	3	"3.00"	3
"YP_003046085.1"	8	"8.00"	8
"YP_003046086.1"	14	"14.00"	14
"YP_003046087.1"	15	"15.00"	15
"YP_003046088.1"	3	"3.00"	3
"YP_003046089.1"	7	"7.00"	7
"YP_003046090.1"	4	"4.00"	4
"YP_003046091.1"	7	"7.00"	7
"YP_003046092.1"	104	"104.00"	104
"YP_003046095.1"	34	"34.00"	34
"YP_003046096.1"	2	"2.00"	2
"YP_003046098.1"	8	"8.00"	8
"YP_003046099.1"	8	"8.00"	8
"YP_003046107.1"	49	"49.00"	49
"YP_003046108.1"	49	"49.00"	49
"YP_003046109.1"	26	"26.00"	26
"YP_003046110.1"	37	"37.00"	37
"YP_003046111.1"	9	"9.00"	9
"YP_003046112.1"	2	"2.00"	2
"YP_003046113.1"	3	"3.00"	3
"YP_003046114.1"	1	"1.00"	1
"YP_003046119.1"	9	"9.00"	9
"YP_003046120.1"	27	"27.00"	27
"YP_003046121.1"	25	"25.00"	25
"YP_003046122.1"	69	"68.00"	67
"YP_003046123.1"	14	"14.00"	14
"YP_003046124.1"	20	"20.00"	20
"YP_003046125.1"	6	"6.00"	6
"YP_003046126.1"	1	"1.00"	1
"YP_003046127.1"	26	"26.00"	26
"YP_003046129.1"	5	"5.00"	5
"YP_003046133.1"	1	"1.00"	1
"YP_003046135.1"	26	"26.00"	26
"YP_003046136.1"	4	"4.00"	4
"YP_003046138.1"	10	"10.00"	10
"YP_003046141.1"	8	"8.00"	8
"YP_003046143.1"	4	"4.00"	4
"YP_003046145.1"	11	"11.00"	11
"YP_003046146.1"	18	"18.00"	18
"YP_003046147.1"	2	"2.00"	2
"YP_003046148.1"	8	"8.00"	8
"YP_003046152.1"	4	"4.00"	4
"YP_003046156.1"	11	"11.00"	11
"YP_003046159.1"	14	"14.00"	14
"YP_003046163.1"	1	"1.00"	1
"YP_003046164.1"	2	"2.00"	2
"YP_003046165.1"	1	"1.00"	1
"YP_003046166.1"	5	"2.50"	0
"YP_003046173.1"	1	"1.00"	1
"YP_003046174.1"	2	"2.00"	2
"YP_003046175.1"	34	"34.00"	34
"YP_003046176.1"	7	"7.00"	7
"YP_003046178.1"	3	"3.00"	3
"YP_003046182.1"	1	"1.00"	1
"YP_003046186.1"	1	"1.00"	1
"YP_003046198.1"	54	"54.00"	54
"YP_003046199.1"	29	"29.00"	29
"YP_003046201.1"	8	"8.00"	8
"YP_003046202.1"	29	"29.00"	29
"YP_003046207.1"	2	"2.00"	2
"YP_003046208.1"	22	"22.00"	22
"YP_003046212.1"	7	"7.00"	7
"YP_003046214.1"	30	"30.00"	30
"YP_003046215.1"	7	"7.00"	7
"YP_003046216.1"	170	"170.00"	170
"YP_003046217.1"	25	"25.00"	25
"YP_003046218.1"	8	"8.00"	8
"YP_003046219.1"	17	"17.00"	17
"YP_003046220.1"	226	"226.00"	226
"YP_003046221.1"	82	"82.00"	82
"YP_003046222.1"	12	"12.00"	12
"YP_003046223.1"	133	"133.00"	133
"YP_003046225.1"	9	"9.00"	9
"YP_003046226.1"	80	"80.00"	80
"YP_003046227.1"	18	"18.00"	18
"YP_003046228.1"	145	"145.00"	145
"YP_003046229.1"	18	"18.00"	18
"YP_003046230.1"	12	"12.00"	12
"YP_003046231.1"	47	"47.00"	47
"YP_003046232.1"	15	"15.00"	15
"YP_003046233.1"	16	"16.00"	16
"YP_003046235.1"	38	"38.00"	38
"YP_003046236.1"	39	"39.00"	39
"YP_003046237.1"	19	"19.00"	19
"YP_003046238.1"	2	"2.00"	2
"YP_003046239.1"	26	"26.00"	26
"YP_003046240.1"	5	"5.00"	5
"YP_003046241.1"	2	"2.00"	2
"YP_003046242.1"	35	"35.00"	35
"YP_003046243.1"	16	"16.00"	16
"YP_003046244.1"	2	"2.00"	2
"YP_003046245.1"	18	"18.00"	18
"YP_003046247.1"	9	"9.00"	9
"YP_003046248.1"	13	"13.00"	13
"YP_003046249.1"	1	"1.00"	1
"YP_003046251.1"	35	"35.00"	35
"YP_003046252.1"	29	"29.00"	29
"YP_003046253.1"	12	"12.00"	12
"YP_003046254.1"	16	"16.00"	16
"YP_003046255.1"	27	"27.00"	27
"YP_003046256.1"	2	"2.00"	2
"YP_003046258.1"	1	"1.00"	1
"YP_003046259.1"	25	"25.00"	25
"YP_003046260.1"	27	"27.00"	27
"YP_003046262.1"	241	"241.00"	241
"YP_003046263.1"	78	"73.00"	68
"YP_003046265.1"	7	"7.00"	7
"YP_003046266.1"	2	"2.00"	2
"YP_003046267.1"	1	"1.00"	1
"YP_003046268.1"	6	"6.00"	6
"YP_003046270.1"	21	"21.00"	21
"YP_003046271.1"	16	"16.00"	16
"YP_003046273.1"	10	"10.00"	10
"YP_003046274.1"	45	"45.00"	45
"YP_003046275.1"	33	"33.00"	33
"YP_003046276.1"	63	"63.00"	63
"YP_003046277.1"	39	"39.00"	39
"YP_003046278.1"	48	"48.00"	48
"YP_003046279.1"	19	"19.00"	19
"YP_003046280.1"	15	"15.00"	15
"YP_003046281.1"	262	"262.00"	262
"YP_003046282.1"	5	"5.00"	5
"YP_003046286.1"	1	"1.00"	1
"YP_003046289.1"	21	"21.00"	21
"YP_003046290.1"	1	"1.00"	1
"YP_003046291.1"	39	"39.00"	39
"YP_003046292.1"	17	"17.00"	17
"YP_003046294.1"	21	"21.00"	21
"YP_003046295.1"	66	"66.00"	66
"YP_003046296.1"	2	"2.00"	2
"YP_003046297.1"	43	"43.00"	43
"YP_003046298.1"	14	"14.00"	14
"YP_003046299.1"	114	"114.00"	114
"YP_003046301.1"	2	"2.00"	2
"YP_003046302.1"	17	"16.50"	16
"YP_003046303.1"	2	"2.00"	2
"YP_003046304.1"	16	"16.00"	16
"YP_003046311.1"	24	"24.00"	24
"YP_003046315.1"	46	"46.00"	46
"YP_003046317.1"	25	"25.00"	25
"YP_003046318.1"	11	"11.00"	11
"YP_003046319.1"	2	"2.00"	2
"YP_003046322.1"	26	"26.00"	26
"YP_003046323.1"	33	"33.00"	33
"YP_003046324.1"	18	"18.00"	18
"YP_003046325.1"	7	"7.00"	7
"YP_003046326.1"	9	"9.00"	9
"YP_003046330.1"	38	"38.00"	38
"YP_003046331.1"	254	"254.00"	254
"YP_003046332.1"	193	"193.00"	193
"YP_003046333.1"	37	"37.00"	37
"YP_003046334.1"	72	"72.00"	72
"YP_003046336.1"	7	"7.00"	7
"YP_003046337.1"	38	"38.00"	38
"YP_003046338.1"	19	"19.00"	19
"YP_003046339.1"	202	"202.00"	202
"YP_003046340.1"	40	"40.00"	40
"YP_003046341.1"	86	"86.00"	86
"YP_003046342.1"	87	"87.00"	87
"YP_003046343.1"	35	"35.00"	35
"YP_003046344.1"	121	"121.00"	121
"YP_003046345.1"	78	"78.00"	78
"YP_003046346.1"	88	"88.00"	88
"YP_003046347.1"	27	"27.00"	27
"YP_003046348.1"	13	"13.00"	13
"YP_003046349.1"	32	"32.00"	32
"YP_003046350.1"	114	"114.00"	114
"YP_003046351.1"	89	"89.00"	89
"YP_003046352.1"	90	"90.00"	90
"YP_003046353.1"	86	"86.00"	86
"YP_003046354.1"	20	"20.00"	20
"YP_003046355.1"	63	"63.00"	63
"YP_003046356.1"	123	"123.00"	123
"YP_003046357.1"	43	"43.00"	43
"YP_003046359.1"	1	"1.00"	1
"YP_003046372.1"	25	"25.00"	25
"YP_003046375.1"	955	"477.17"	0
"YP_003046376.1"	473	"473.00"	473
"YP_003046377.1"	103	"103.00"	103
"YP_003046378.1"	51	"51.00"	51
"YP_003046379.1"	4	"4.00"	4
"YP_003046380.1"	1	"1.00"	1
"YP_003046381.1"	1	"1.00"	1
"YP_003046382.1"	10	"10.00"	10
"YP_003046383.1"	120	"120.00"	120
"YP_003046384.1"	17	"17.00"	17
"YP_003046385.1"	48	"48.00"	48
"YP_003046387.1"	5	"5.00"	5
"YP_003046388.1"	22	"22.00"	22
"YP_003046391.1"	14	"14.00"	14
"YP_003046392.1"	8	"8.00"	8
"YP_003046393.1"	67	"67.00"	67
"YP_003046394.1"	7	"7.00"	7
"YP_003046395.1"	76	"76.00"	76
"YP_003046396.1"	2	"2.00"	2
"YP_003046397.1"	12	"12.00"	12
"YP_003046398.1"	1	"1.00"	1
"YP_003046399.1"	26	"26.00"	26
"YP_003046404.1"	25	"25.00"	25
"YP_003046410.1"	1	"1.00"	1
"YP_003046411.1"	1	"0.04"	0
"YP_003046416.1"	2	"2.00"	2
"YP_003046420.1"	55	"55.00"	55
"YP_003046421.1"	26	"26.00"	26
"YP_003046422.1"	77	"77.00"	77
"YP_003046424.1"	40	"40.00"	40
"YP_003046425.1"	53	"53.00"	53
"YP_003046426.1"	31	"31.00"	31
"YP_003046432.1"	30	"30.00"	30
"YP_003046433.1"	23	"23.00"	23
"YP_003046434.1"	11	"11.00"	11
"YP_003046436.1"	6	"6.00"	6
"YP_003046437.1"	24	"24.00"	24
"YP_003046439.1"	175	"175.00"	175
"YP_003046441.1"	43	"43.00"	43
"YP_003046442.1"	2	"2.00"	2
"YP_003046443.1"	71	"71.00"	71
"YP_003046444.1"	2	"2.00"	2
"YP_003046445.1"	3	"3.00"	3
"YP_003046448.1"	11	"11.00"	11
"YP_003046450.1"	9	"9.00"	9
"YP_003046452.1"	108	"108.00"	108
"YP_003046453.1"	284	"284.00"	284
"YP_003046454.1"	3	"3.00"	3
"YP_003046455.1"	1	"1.00"	1
"YP_003046456.1"	2	"2.00"	2
"YP_003046457.1"	1	"1.00"	1
"YP_003046458.1"	8	"8.00"	8
"YP_003046459.1"	5	"5.00"	5
"YP_003046460.1"	3	"3.00"	3
"YP_003046461.1"	163	"163.00"	163
"YP_003046463.1"	54	"54.00"	54
"YP_003046464.1"	16	"16.00"	16
"YP_003046465.1"	44	"44.00"	44
"YP_003046466.1"	21	"21.00"	21
"YP_003046467.1"	18	"18.00"	18
"YP_003046468.1"	122	"122.00"	122
"YP_003046470.1"	1	"1.00"	1
"YP_003046471.1"	5	"5.00"	5
"YP_003046472.1"	11	"11.00"	11
"YP_003046473.1"	2	"2.00"	2
"YP_003046474.1"	27	"27.00"	27
"YP_003046479.1"	1	"1.00"	1
"YP_003046480.1"	16	"16.00"	16
"YP_003046481.1"	8	"8.00"	8
"YP_003046482.1"	6	"6.00"	6
"YP_003046485.1"	48	"48.00"	48
"YP_003046486.1"	32	"32.00"	32
"YP_003046487.1"	33	"33.00"	33
"YP_003046490.1"	101	"99.50"	98
"YP_003046491.1"	1	"1.00"	1
"YP_003046492.1"	210	"208.50"	207
"YP_003046494.1"	10	"10.00"	10
"YP_003046495.1"	23	"23.00"	23
"YP_003046496.1"	45	"45.00"	45
"YP_003046497.1"	3	"3.00"	3
"YP_003046499.1"	5	"5.00"	5
"YP_003046502.1"	5	"5.00"	5
"YP_003046504.1"	18	"18.00"	18
"YP_003046513.1"	5	"5.00"	5
"YP_003046514.1"	1	"0.50"	0
"YP_003046518.1"	4	"4.00"	4
"YP_003046519.1"	10	"10.00"	10
"YP_003046523.1"	5	"5.00"	5
"YP_003046524.1"	9	"9.00"	9
"YP_003046526.1"	61	"61.00"	61
"YP_003046528.1"	3	"3.00"	3
"YP_003046529.1"	109	"109.00"	109
"YP_003046530.1"	14	"14.00"	14
"YP_003046531.1"	65	"65.00"	65
"YP_003046534.1"	6	"6.00"	6
"YP_003046551.1"	10	"10.00"	10
"YP_003046553.1"	3	"3.00"	3
"YP_003046554.1"	2	"2.00"	2
"YP_003046555.1"	1	"1.00"	1
"YP_003046556.1"	15	"15.00"	15
"YP_003046557.1"	59	"59.00"	59
"YP_003046558.1"	10	"10.00"	10
"YP_003046559.1"	5	"5.00"	5
"YP_003046560.1"	13	"13.00"	13
"YP_003046561.1"	9	"9.00"	9
"YP_003046562.1"	39	"39.00"	39
"YP_003046565.1"	8	"8.00"	8
"YP_003046567.1"	3	"3.00"	3
"YP_003046572.1"	31	"31.00"	31
"YP_003046573.1"	54	"54.00"	54
"YP_003046574.1"	4	"4.00"	4
"YP_003046575.1"	7	"7.00"	7
"YP_003046576.1"	188	"188.00"	188
"YP_003046577.1"	10	"10.00"	10
"YP_003046582.1"	24	"24.00"	24
"YP_003046583.1"	24	"24.00"	24
"YP_003046584.1"	35	"35.00"	35
"YP_003046585.1"	21	"21.00"	21
"YP_003046587.1"	2	"2.00"	2
"YP_003046591.1"	179	"179.00"	179
"YP_003046592.1"	25	"25.00"	25
"YP_003046597.1"	5	"5.00"	5
"YP_003046598.1"	10	"10.00"	10
"YP_003046599.1"	6	"6.00"	6
"YP_003046601.1"	4	"4.00"	4
"YP_003046603.1"	2	"2.00"	2
"YP_003046604.1"	38	"38.00"	38
"YP_003046606.1"	7	"7.00"	7
"YP_003046607.1"	5	"5.00"	5
"YP_003046611.1"	1	"1.00"	1
"YP_003046623.1"	4	"4.00"	4
"YP_003046625.1"	13	"13.00"	13
"YP_003046626.1"	26	"26.00"	26
"YP_003046627.1"	2	"2.00"	2
"YP_003046628.1"	1	"0.50"	0
"YP_003046634.1"	63	"63.00"	63
"YP_003046635.1"	30	"30.00"	30
"YP_003046636.1"	1	"1.00"	1
"YP_003046637.1"	13	"13.00"	13
"YP_003046638.1"	14	"14.00"	14
"YP_003046642.1"	5	"5.00"	5
"YP_003046643.1"	7	"7.00"	7
"YP_003046645.1"	47	"47.00"	47
"YP_003046646.1"	37	"37.00"	37
"YP_003046647.1"	24	"24.00"	24
"YP_003046648.1"	19	"19.00"	19
"YP_003046649.1"	39	"39.00"	39
"YP_003046650.1"	70	"70.00"	70
"YP_003046651.1"	5	"5.00"	5
"YP_003046654.1"	16	"16.00"	16
"YP_003046655.1"	32	"32.00"	32
"YP_003046656.1"	59	"59.00"	59
"YP_003046657.1"	19	"19.00"	19
"YP_003046658.1"	2	"2.00"	2
"YP_003046663.1"	1	"0.04"	0
"YP_003046665.1"	2	"2.00"	2
"YP_003046666.1"	4	"4.00"	4
"YP_003046667.1"	7	"7.00"	7
"YP_003046668.1"	11	"11.00"	11
"YP_003046669.1"	4	"4.00"	4
"YP_003046670.1"	10	"10.00"	10
"YP_003046671.1"	3	"3.00"	3
"YP_003046672.1"	10	"10.00"	10
"YP_003046673.1"	10	"10.00"	10
"YP_003046675.1"	44	"44.00"	44
"YP_003046676.1"	17	"17.00"	17
"YP_003046677.1"	9	"9.00"	9
"YP_003046678.1"	22	"22.00"	22
"YP_003046679.1"	7	"7.00"	7
"YP_003046680.1"	35	"35.00"	35
"YP_003046681.1"	1	"1.00"	1
"YP_003046683.1"	1	"1.00"	1
"YP_003046684.1"	8	"8.00"	8
"YP_003046685.1"	75	"75.00"	75
"YP_003046686.1"	11	"11.00"	11
"YP_003046687.1"	7	"7.00"	7
"YP_003046688.1"	14	"14.00"	14
"YP_003046690.1"	7	"7.00"	7
"YP_003046692.1"	23	"23.00"	23
"YP_003046693.1"	2	"2.00"	2
"YP_003046695.1"	9	"9.00"	9
"YP_003046696.1"	7	"7.00"	7
"YP_003046698.1"	5	"5.00"	5
"YP_003046700.1"	1	"1.00"	1
"YP_003046701.1"	6	"3.00"	0
"YP_003046712.1"	1	"0.33"	0
"YP_003046714.1"	1	"0.50"	0
"YP_003046719.1"	1	"1.00"	1
"YP_003046721.1"	16	"16.00"	16
"YP_003046726.1"	15	"15.00"	15
"YP_003046731.1"	22	"22.00"	22
"YP_003046732.1"	103	"103.00"	103
"YP_003046745.1"	2	"2.00"	2
"YP_003046746.1"	20	"20.00"	20
"YP_003046747.1"	2	"2.00"	2
"YP_003046748.1"	18	"17.00"	16
"YP_003046751.1"	4	"4.00"	4
"YP_003046753.1"	2	"2.00"	2
"YP_003046754.1"	7	"7.00"	7
"YP_003046755.1"	1	"1.00"	1
"YP_003046756.1"	25	"25.00"	25
"YP_003046757.1"	2	"2.00"	2
"YP_003046758.1"	102	"102.00"	102
"YP_003046760.1"	17	"17.00"	17
"YP_003046761.1"	31	"31.00"	31
"YP_003046762.1"	4	"4.00"	4
"YP_003046763.1"	3	"3.00"	3
"YP_003046765.1"	57	"57.00"	57
"YP_003046766.1"	32	"32.00"	32
"YP_003046768.1"	24	"24.00"	24
"YP_003046772.1"	2	"2.00"	2
"YP_003046773.1"	16	"16.00"	16
"YP_003046775.1"	7	"7.00"	7
"YP_003046778.1"	5	"5.00"	5
"YP_003046784.1"	19	"19.00"	19
"YP_003046785.1"	4	"4.00"	4
"YP_003046787.1"	2	"2.00"	2
"YP_003046788.1"	35	"35.00"	35
"YP_003046789.1"	135	"135.00"	135
"YP_003046790.1"	31	"31.00"	31
"YP_003046791.1"	40	"40.00"	40
"YP_003046792.1"	561	"561.00"	561
"YP_003046793.1"	80	"80.00"	80
"YP_003046794.1"	327	"326.00"	325
"YP_003046795.1"	64	"64.00"	64
"YP_003046796.1"	175	"175.00"	175
"YP_003046797.1"	8	"8.00"	8
"YP_003046798.1"	7	"7.00"	7
"YP_003046800.1"	13	"13.00"	13
"YP_003046801.1"	2	"2.00"	2
"YP_003046802.1"	1	"1.00"	1
"YP_003046803.1"	53	"53.00"	53
"YP_003046805.1"	5	"5.00"	5
"YP_003046806.1"	2	"2.00"	2
"YP_003046809.1"	58	"58.00"	58
"YP_003046810.1"	152	"152.00"	152
"YP_003046811.1"	40	"40.00"	40
"YP_003046812.1"	452	"452.00"	452
"YP_003046813.1"	64	"64.00"	64
"YP_003046814.1"	5	"5.00"	5
"YP_003046817.1"	5	"5.00"	5
"YP_003046818.1"	36	"36.00"	36
"YP_003046821.1"	67	"67.00"	67
"YP_003046823.1"	201	"201.00"	201
"YP_003046824.1"	160	"160.00"	160
"YP_003046825.1"	94	"94.00"	94
"YP_003046827.1"	210	"210.00"	210
"YP_003046828.1"	9	"9.00"	9
"YP_003046830.1"	4	"4.00"	4
"YP_003046831.1"	13	"13.00"	13
"YP_003046832.1"	56	"56.00"	56
"YP_003046833.1"	24	"24.00"	24
"YP_003046835.1"	247	"247.00"	247
"YP_003046837.1"	20	"20.00"	20
"YP_003046838.1"	26	"26.00"	26
"YP_003046839.1"	11	"11.00"	11
"YP_003046840.1"	19	"17.00"	15
"YP_003046841.1"	2	"2.00"	2
"YP_003046842.1"	1	"1.00"	1
"YP_003046843.1"	16	"16.00"	16
"YP_003046844.1"	1	"1.00"	1
"YP_003046845.1"	4	"4.00"	4
"YP_003046847.1"	7	"7.00"	7
"YP_003046851.1"	25	"25.00"	25
"YP_003046852.1"	46	"46.00"	46
"YP_003046853.1"	6	"6.00"	6
"YP_003046854.1"	37	"37.00"	37
"YP_003046855.1"	3	"3.00"	3
"YP_003046856.1"	4	"4.00"	4
"YP_003046858.1"	6	"6.00"	6
"YP_003046859.1"	9	"9.00"	9
"YP_003046860.1"	8	"8.00"	8
"YP_003046861.1"	4	"4.00"	4
"YP_003046862.1"	14	"14.00"	14
"YP_003046863.1"	23	"23.00"	23
"YP_003046864.1"	10	"10.00"	10
"YP_003046865.1"	1	"1.00"	1
"YP_003046866.1"	18	"18.00"	18
"YP_003046874.1"	6	"6.00"	6
"YP_003046879.1"	14	"14.00"	14
"YP_003046881.1"	25	"25.00"	25
"YP_003046882.1"	392	"392.00"	392
"YP_003046889.1"	1	"1.00"	1
"YP_003046891.1"	32	"32.00"	32
"YP_003046892.1"	82	"82.00"	82
"YP_003046895.1"	4	"4.00"	4
"YP_003046898.1"	4	"4.00"	4
"YP_003046899.1"	8	"8.00"	8
"YP_003046900.1"	15	"15.00"	15
"YP_003046901.1"	2	"2.00"	2
"YP_003046902.1"	2	"2.00"	2
"YP_003046903.1"	16	"16.00"	16
"YP_003046904.1"	11	"11.00"	11
"YP_003046905.1"	2	"2.00"	2
"YP_003046906.1"	6	"6.00"	6
"YP_003046907.1"	4	"4.00"	4
"YP_003046908.1"	41	"41.00"	41
"YP_003046909.1"	18	"18.00"	18
"YP_003046910.1"	55	"55.00"	55
"YP_003046911.1"	100	"100.00"	100
"YP_003046912.1"	55	"55.00"	55
"YP_003046914.1"	1	"1.00"	1
"YP_003046915.1"	11	"11.00"	11
"YP_003046917.1"	1	"1.00"	1
"YP_003046918.1"	35	"35.00"	35
"YP_003046919.1"	9	"9.00"	9
"YP_003046920.1"	8	"8.00"	8
"YP_003046923.1"	94	"94.00"	94
"YP_003046924.1"	11	"11.00"	11
"YP_003046925.1"	15	"15.00"	15
"YP_003046926.1"	20	"20.00"	20
"YP_003046927.1"	15	"14.00"	13
"YP_003046928.1"	2	"2.00"	2
"YP_003046929.1"	214	"214.00"	214
"YP_003046930.1"	80	"80.00"	80
"YP_003046932.1"	1	"1.00"	1
"YP_003046940.1"	4	"4.00"	4
"YP_003046941.1"	2	"2.00"	2
"YP_003046943.1"	9	"9.00"	9
"YP_003046944.1"	8	"8.00"	8
"YP_003046946.1"	2	"2.00"	2
"YP_003046949.1"	7	"7.00"	7
"YP_003046952.1"	23	"23.00"	23
"YP_003046953.1"	8	"8.00"	8
"YP_003046959.1"	1	"1.00"	1
"YP_003046967.1"	50	"50.00"	50
"YP_003046969.1"	11	"11.00"	11
"YP_003046970.1"	14	"14.00"	14
"YP_003046971.1"	23	"23.00"	23
"YP_003046972.1"	4	"4.00"	4
"YP_003046973.1"	8	"8.00"	8
"YP_003046974.1"	67	"67.00"	67
"YP_003046975.1"	3	"3.00"	3
"YP_003046976.1"	5	"5.00"	5
"YP_003046977.1"	180	"180.00"	180
"YP_003046980.1"	9	"9.00"	9
"YP_003046981.1"	6	"6.00"	6
"YP_003046982.1"	16	"16.00"	16
"YP_003046983.1"	16	"16.00"	16
"YP_003046984.1"	751	"751.00"	751
"YP_003046985.1"	20	"20.00"	20
"YP_003046986.1"	31	"31.00"	31
"YP_003046987.1"	3	"3.00"	3
"YP_003046988.1"	1	"1.00"	1
"YP_003046989.1"	134	"134.00"	134
"YP_003046990.1"	19	"19.00"	19
"YP_003046991.1"	13	"13.00"	13
"YP_003046992.1"	3	"3.00"	3
"YP_003046993.1"	5	"5.00"	5
"YP_003046994.1"	12	"12.00"	12
"YP_003046997.1"	13	"13.00"	13
"YP_003046998.1"	27	"27.00"	27
"YP_003046999.1"	43	"43.00"	43
"YP_003047000.1"	77	"77.00"	77
"YP_003047001.1"	151	"151.00"	151
"YP_003047004.1"	12	"12.00"	12
"YP_003047006.1"	1	"1.00"	1
"YP_003047008.1"	2	"2.00"	2
"YP_003047009.1"	15	"15.00"	15
"YP_003047013.1"	38	"38.00"	38
"YP_003047014.1"	231	"231.00"	231
"YP_003047015.1"	60	"60.00"	60
"YP_003047016.1"	103	"103.00"	103
"YP_003047017.1"	84	"84.00"	84
"YP_003047018.1"	108	"108.00"	108
"YP_003047019.1"	29	"29.00"	29
"YP_003047020.1"	63	"63.00"	63
