"#ProtID"	"Unweighted"	"Weighted"	"Unique"
"YP_003045785.1"	18	"18.00"	18
"YP_003045786.1"	6	"6.00"	6
"YP_003045787.1"	2	"2.00"	2
"YP_003045789.1"	11	"11.00"	11
"YP_003045790.1"	57	"57.00"	57
"YP_003045791.1"	42	"42.00"	42
"YP_003045792.1"	1	"1.00"	1
"YP_003045796.1"	69	"69.00"	69
"YP_003045797.1"	143	"143.00"	143
"YP_003045798.1"	153	"153.00"	153
"YP_003045799.1"	6	"6.00"	6
"YP_003045804.1"	1	"1.00"	1
"YP_003045809.1"	2	"2.00"	2
"YP_003045811.1"	10	"10.00"	10
"YP_003045813.1"	410	"410.00"	410
"YP_003045814.1"	61	"61.00"	61
"YP_003045815.1"	6	"6.00"	6
"YP_003045816.1"	7	"7.00"	7
"YP_003045817.1"	1	"1.00"	1
"YP_003045818.1"	25	"25.00"	25
"YP_003045819.1"	8	"8.00"	8
"YP_003045820.1"	6	"6.00"	6
"YP_003045821.1"	1	"1.00"	1
"YP_003045824.1"	5	"5.00"	5
"YP_003045826.1"	2	"2.00"	2
"YP_003045828.1"	27	"27.00"	27
"YP_003045829.1"	38	"38.00"	38
"YP_003045831.1"	1	"1.00"	1
"YP_003045832.1"	4	"4.00"	4
"YP_003045833.1"	1	"1.00"	1
"YP_003045835.1"	6	"0.21"	0
"YP_003045836.1"	7	"7.00"	7
"YP_003045838.1"	25	"25.00"	25
"YP_003045840.1"	8	"6.50"	6
"YP_003045841.1"	45	"45.00"	45
"YP_003045843.1"	14	"14.00"	14
"YP_003045844.1"	7	"7.00"	7
"YP_003045845.1"	8	"8.00"	8
"YP_003045847.1"	3	"3.00"	3
"YP_003045848.1"	1	"1.00"	1
"YP_003045849.1"	11	"11.00"	11
"YP_003045850.1"	16	"16.00"	16
"YP_003045851.1"	4	"4.00"	4
"YP_003045852.1"	16	"16.00"	16
"YP_003045853.1"	9	"9.00"	9
"YP_003045854.1"	37	"37.00"	37
"YP_003045855.1"	2	"2.00"	2
"YP_003045856.1"	1	"1.00"	1
"YP_003045857.1"	50	"50.00"	50
"YP_003045858.1"	7	"5.40"	5
"YP_003045863.1"	17	"17.00"	17
"YP_003045864.1"	6	"6.00"	6
"YP_003045865.1"	28	"28.00"	28
"YP_003045866.1"	3	"3.00"	3
"YP_003045867.1"	1	"1.00"	1
"YP_003045869.1"	10	"10.00"	10
"YP_003045870.1"	21	"21.00"	21
"YP_003045872.1"	5	"5.00"	5
"YP_003045873.1"	6	"6.00"	6
"YP_003045874.1"	33	"33.00"	33
"YP_003045878.1"	6	"6.00"	6
"YP_003045880.1"	45	"45.00"	45
"YP_003045887.1"	1	"1.00"	1
"YP_003045890.1"	1	"1.00"	1
"YP_003045892.1"	1	"1.00"	1
"YP_003045899.1"	4	"4.00"	4
"YP_003045907.1"	2	"2.00"	2
"YP_003045908.1"	1	"1.00"	1
"YP_003045909.1"	2	"2.00"	2
"YP_003045910.1"	94	"90.50"	87
"YP_003045911.1"	37	"37.00"	37
"YP_003045912.1"	15	"15.00"	15
"YP_003045913.1"	17	"17.00"	17
"YP_003045914.1"	9	"9.00"	9
"YP_003045915.1"	6	"6.00"	6
"YP_003045917.1"	2	"2.00"	2
"YP_003045918.1"	41	"41.00"	41
"YP_003045920.1"	12	"12.00"	12
"YP_003045921.1"	23	"23.00"	23
"YP_003045923.1"	104	"104.00"	104
"YP_003045924.1"	1	"1.00"	1
"YP_003045925.1"	33	"33.00"	33
"YP_003045926.1"	11	"11.00"	11
"YP_003045927.1"	11	"11.00"	11
"YP_003045928.1"	31	"31.00"	31
"YP_003045929.1"	9	"9.00"	9
"YP_003045930.1"	14	"14.00"	14
"YP_003045932.1"	116	"116.00"	116
"YP_003045933.1"	38	"38.00"	38
"YP_003045935.1"	24	"24.00"	24
"YP_003045941.1"	13	"13.00"	13
"YP_003045943.1"	6	"6.00"	6
"YP_003045944.1"	202	"201.00"	200
"YP_003045945.1"	321	"321.00"	321
"YP_003045946.1"	22	"22.00"	22
"YP_003045951.1"	1	"1.00"	1
"YP_003045953.1"	229	"223.00"	217
"YP_003045954.1"	14	"14.00"	14
"YP_003045955.1"	11	"11.00"	11
"YP_003045956.1"	69	"69.00"	69
"YP_003045960.1"	146	"146.00"	146
"YP_003045963.1"	1	"1.00"	1
"YP_003045964.1"	13	"13.00"	13
"YP_003045965.1"	39	"39.00"	39
"YP_003045966.1"	19	"19.00"	19
"YP_003045967.1"	4	"4.00"	4
"YP_003045969.1"	20	"20.00"	20
"YP_003045970.1"	6	"6.00"	6
"YP_003045971.1"	4	"4.00"	4
"YP_003045972.1"	14	"14.00"	14
"YP_003045973.1"	4	"4.00"	4
"YP_003045974.1"	1	"0.50"	0
"YP_003045975.1"	1	"1.00"	1
"YP_003045976.1"	14	"14.00"	14
"YP_003045977.1"	10	"10.00"	10
"YP_003045978.1"	8	"8.00"	8
"YP_003045979.1"	2	"2.00"	2
"YP_003045980.1"	19	"19.00"	19
"YP_003045981.1"	6	"6.00"	6
"YP_003045983.1"	29	"28.50"	28
"YP_003045986.1"	5	"5.00"	5
"YP_003045987.1"	22	"22.00"	22
"YP_003045989.1"	2	"2.00"	2
"YP_003046001.1"	30	"30.00"	30
"YP_003046002.1"	21	"21.00"	21
"YP_003046003.1"	43	"43.00"	43
"YP_003046004.1"	17	"17.00"	17
"YP_003046005.1"	10	"10.00"	10
"YP_003046008.1"	5	"5.00"	5
"YP_003046011.1"	6	"0.21"	0
"YP_003046012.1"	10	"10.00"	10
"YP_003046013.1"	29	"29.00"	29
"YP_003046022.1"	1	"1.00"	1
"YP_003046030.1"	29	"29.00"	29
"YP_003046031.1"	9	"9.00"	9
"YP_003046039.1"	2	"0.22"	0
"YP_003046041.1"	1	"0.50"	0
"YP_003046042.1"	2	"2.00"	2
"YP_003046044.1"	1	"1.00"	1
"YP_003046050.1"	9	"9.00"	9
"YP_003046051.1"	26	"26.00"	26
"YP_003046055.1"	1	"1.00"	1
"YP_003046061.1"	20	"20.00"	20
"YP_003046062.1"	7	"7.00"	7
"YP_003046064.1"	15	"15.00"	15
"YP_003046065.1"	16	"16.00"	16
"YP_003046066.1"	20	"20.00"	20
"YP_003046069.1"	60	"60.00"	60
"YP_003046070.1"	18	"18.00"	18
"YP_003046073.1"	7	"7.00"	7
"YP_003046074.1"	9	"9.00"	9
"YP_003046075.1"	13	"13.00"	13
"YP_003046076.1"	37	"37.00"	37
"YP_003046081.1"	8	"8.00"	8
"YP_003046082.1"	1	"1.00"	1
"YP_003046083.1"	7	"7.00"	7
"YP_003046085.1"	13	"13.00"	13
"YP_003046086.1"	15	"15.00"	15
"YP_003046087.1"	18	"18.00"	18
"YP_003046089.1"	7	"7.00"	7
"YP_003046090.1"	5	"5.00"	5
"YP_003046091.1"	9	"9.00"	9
"YP_003046092.1"	97	"97.00"	97
"YP_003046094.1"	8	"8.00"	8
"YP_003046095.1"	22	"22.00"	22
"YP_003046098.1"	16	"16.00"	16
"YP_003046099.1"	15	"15.00"	15
"YP_003046107.1"	55	"55.00"	55
"YP_003046108.1"	24	"24.00"	24
"YP_003046109.1"	18	"18.00"	18
"YP_003046110.1"	45	"45.00"	45
"YP_003046111.1"	14	"14.00"	14
"YP_003046113.1"	6	"6.00"	6
"YP_003046114.1"	1	"1.00"	1
"YP_003046119.1"	11	"11.00"	11
"YP_003046120.1"	32	"32.00"	32
"YP_003046121.1"	16	"16.00"	16
"YP_003046122.1"	98	"97.00"	96
"YP_003046123.1"	11	"11.00"	11
"YP_003046124.1"	23	"23.00"	23
"YP_003046125.1"	6	"6.00"	6
"YP_003046127.1"	12	"12.00"	12
"YP_003046129.1"	2	"2.00"	2
"YP_003046135.1"	28	"28.00"	28
"YP_003046136.1"	2	"2.00"	2
"YP_003046138.1"	7	"7.00"	7
"YP_003046141.1"	10	"10.00"	10
"YP_003046143.1"	2	"2.00"	2
"YP_003046145.1"	9	"9.00"	9
"YP_003046146.1"	25	"25.00"	25
"YP_003046148.1"	18	"18.00"	18
"YP_003046152.1"	4	"4.00"	4
"YP_003046156.1"	9	"9.00"	9
"YP_003046159.1"	9	"9.00"	9
"YP_003046162.1"	2	"2.00"	2
"YP_003046165.1"	1	"1.00"	1
"YP_003046166.1"	10	"5.00"	0
"YP_003046167.1"	1	"1.00"	1
"YP_003046169.1"	2	"1.00"	0
"YP_003046173.1"	1	"1.00"	1
"YP_003046175.1"	13	"11.50"	10
"YP_003046181.1"	2	"2.00"	2
"YP_003046183.1"	3	"3.00"	3
"YP_003046185.1"	1	"0.50"	0
"YP_003046198.1"	49	"49.00"	49
"YP_003046199.1"	47	"47.00"	47
"YP_003046201.1"	11	"11.00"	11
"YP_003046202.1"	22	"22.00"	22
"YP_003046204.1"	2	"2.00"	2
"YP_003046208.1"	18	"18.00"	18
"YP_003046209.1"	3	"3.00"	3
"YP_003046212.1"	15	"15.00"	15
"YP_003046214.1"	63	"63.00"	63
"YP_003046215.1"	10	"10.00"	10
"YP_003046216.1"	190	"190.00"	190
"YP_003046217.1"	38	"38.00"	38
"YP_003046218.1"	11	"11.00"	11
"YP_003046219.1"	21	"21.00"	21
"YP_003046220.1"	195	"195.00"	195
"YP_003046221.1"	97	"97.00"	97
"YP_003046222.1"	6	"6.00"	6
"YP_003046223.1"	138	"138.00"	138
"YP_003046225.1"	14	"14.00"	14
"YP_003046226.1"	76	"76.00"	76
"YP_003046227.1"	20	"20.00"	20
"YP_003046228.1"	151	"151.00"	151
"YP_003046229.1"	11	"11.00"	11
"YP_003046230.1"	13	"13.00"	13
"YP_003046231.1"	50	"50.00"	50
"YP_003046232.1"	18	"18.00"	18
"YP_003046233.1"	24	"24.00"	24
"YP_003046235.1"	43	"43.00"	43
"YP_003046236.1"	23	"23.00"	23
"YP_003046237.1"	22	"22.00"	22
"YP_003046239.1"	46	"46.00"	46
"YP_003046240.1"	8	"8.00"	8
"YP_003046241.1"	4	"4.00"	4
"YP_003046242.1"	30	"30.00"	30
"YP_003046243.1"	28	"28.00"	28
"YP_003046244.1"	2	"2.00"	2
"YP_003046245.1"	22	"22.00"	22
"YP_003046246.1"	2	"1.50"	1
"YP_003046247.1"	9	"9.00"	9
"YP_003046248.1"	22	"22.00"	22
"YP_003046249.1"	4	"4.00"	4
"YP_003046250.1"	17	"17.00"	17
"YP_003046251.1"	25	"25.00"	25
"YP_003046252.1"	28	"28.00"	28
"YP_003046253.1"	10	"10.00"	10
"YP_003046254.1"	17	"17.00"	17
"YP_003046255.1"	29	"29.00"	29
"YP_003046257.1"	3	"3.00"	3
"YP_003046259.1"	27	"27.00"	27
"YP_003046260.1"	25	"25.00"	25
"YP_003046262.1"	272	"272.00"	272
"YP_003046263.1"	93	"90.00"	87
"YP_003046265.1"	4	"4.00"	4
"YP_003046268.1"	12	"12.00"	12
"YP_003046270.1"	16	"16.00"	16
"YP_003046271.1"	27	"27.00"	27
"YP_003046273.1"	10	"10.00"	10
"YP_003046274.1"	51	"51.00"	51
"YP_003046275.1"	48	"48.00"	48
"YP_003046276.1"	77	"77.00"	77
"YP_003046277.1"	29	"29.00"	29
"YP_003046278.1"	50	"50.00"	50
"YP_003046279.1"	34	"34.00"	34
"YP_003046280.1"	7	"7.00"	7
"YP_003046281.1"	264	"264.00"	264
"YP_003046282.1"	5	"5.00"	5
"YP_003046289.1"	32	"32.00"	32
"YP_003046290.1"	5	"5.00"	5
"YP_003046291.1"	35	"35.00"	35
"YP_003046292.1"	15	"15.00"	15
"YP_003046294.1"	21	"21.00"	21
"YP_003046295.1"	63	"63.00"	63
"YP_003046297.1"	34	"34.00"	34
"YP_003046298.1"	19	"19.00"	19
"YP_003046299.1"	103	"103.00"	103
"YP_003046302.1"	8	"8.00"	8
"YP_003046304.1"	16	"16.00"	16
"YP_003046311.1"	26	"26.00"	26
"YP_003046315.1"	45	"45.00"	45
"YP_003046317.1"	16	"16.00"	16
"YP_003046318.1"	11	"11.00"	11
"YP_003046322.1"	28	"28.00"	28
"YP_003046323.1"	27	"27.00"	27
"YP_003046324.1"	20	"20.00"	20
"YP_003046325.1"	9	"9.00"	9
"YP_003046326.1"	11	"11.00"	11
"YP_003046330.1"	39	"39.00"	39
"YP_003046331.1"	212	"211.00"	210
"YP_003046332.1"	190	"190.00"	190
"YP_003046333.1"	47	"47.00"	47
"YP_003046334.1"	140	"140.00"	140
"YP_003046336.1"	4	"4.00"	4
"YP_003046337.1"	55	"55.00"	55
"YP_003046338.1"	31	"31.00"	31
"YP_003046339.1"	243	"243.00"	243
"YP_003046340.1"	35	"35.00"	35
"YP_003046341.1"	91	"91.00"	91
"YP_003046342.1"	83	"83.00"	83
"YP_003046343.1"	51	"51.00"	51
"YP_003046344.1"	145	"145.00"	145
"YP_003046345.1"	111	"111.00"	111
"YP_003046346.1"	81	"81.00"	81
"YP_003046347.1"	34	"34.00"	34
"YP_003046348.1"	17	"17.00"	17
"YP_003046349.1"	34	"34.00"	34
"YP_003046350.1"	131	"131.00"	131
"YP_003046351.1"	84	"84.00"	84
"YP_003046352.1"	116	"116.00"	116
"YP_003046353.1"	97	"97.00"	97
"YP_003046354.1"	11	"11.00"	11
"YP_003046355.1"	85	"85.00"	85
"YP_003046356.1"	83	"83.00"	83
"YP_003046357.1"	68	"68.00"	68
"YP_003046363.1"	1	"1.00"	1
"YP_003046372.1"	23	"23.00"	23
"YP_003046375.1"	969	"484.00"	0
"YP_003046376.1"	461	"461.00"	461
"YP_003046377.1"	103	"103.00"	103
"YP_003046378.1"	60	"60.00"	60
"YP_003046379.1"	6	"6.00"	6
"YP_003046380.1"	6	"6.00"	6
"YP_003046381.1"	1	"1.00"	1
"YP_003046382.1"	11	"11.00"	11
"YP_003046383.1"	105	"105.00"	105
"YP_003046384.1"	13	"13.00"	13
"YP_003046385.1"	49	"49.00"	49
"YP_003046387.1"	4	"4.00"	4
"YP_003046388.1"	29	"29.00"	29
"YP_003046391.1"	6	"6.00"	6
"YP_003046392.1"	5	"5.00"	5
"YP_003046393.1"	65	"65.00"	65
"YP_003046394.1"	7	"7.00"	7
"YP_003046395.1"	78	"78.00"	78
"YP_003046396.1"	4	"4.00"	4
"YP_003046397.1"	1	"1.00"	1
"YP_003046399.1"	36	"36.00"	36
"YP_003046404.1"	22	"22.00"	22
"YP_003046407.1"	1	"1.00"	1
"YP_003046408.1"	1	"1.00"	1
"YP_003046412.1"	6	"0.21"	0
"YP_003046416.1"	1	"1.00"	1
"YP_003046420.1"	65	"65.00"	65
"YP_003046421.1"	27	"27.00"	27
"YP_003046422.1"	81	"81.00"	81
"YP_003046423.1"	3	"3.00"	3
"YP_003046424.1"	53	"53.00"	53
"YP_003046425.1"	39	"39.00"	39
"YP_003046426.1"	30	"30.00"	30
"YP_003046431.1"	1	"1.00"	1
"YP_003046432.1"	41	"41.00"	41
"YP_003046433.1"	32	"32.00"	32
"YP_003046434.1"	11	"11.00"	11
"YP_003046435.1"	4	"4.00"	4
"YP_003046436.1"	4	"4.00"	4
"YP_003046437.1"	19	"19.00"	19
"YP_003046439.1"	156	"156.00"	156
"YP_003046440.1"	1	"1.00"	1
"YP_003046441.1"	38	"38.00"	38
"YP_003046443.1"	83	"83.00"	83
"YP_003046445.1"	4	"4.00"	4
"YP_003046448.1"	13	"13.00"	13
"YP_003046450.1"	26	"26.00"	26
"YP_003046452.1"	120	"120.00"	120
"YP_003046453.1"	252	"252.00"	252
"YP_003046454.1"	14	"14.00"	14
"YP_003046456.1"	3	"3.00"	3
"YP_003046458.1"	13	"13.00"	13
"YP_003046460.1"	3	"3.00"	3
"YP_003046461.1"	187	"187.00"	187
"YP_003046463.1"	34	"34.00"	34
"YP_003046464.1"	13	"13.00"	13
"YP_003046465.1"	27	"27.00"	27
"YP_003046466.1"	9	"9.00"	9
"YP_003046467.1"	18	"18.00"	18
"YP_003046468.1"	119	"119.00"	119
"YP_003046469.1"	1	"1.00"	1
"YP_003046470.1"	2	"2.00"	2
"YP_003046471.1"	2	"2.00"	2
"YP_003046472.1"	13	"13.00"	13
"YP_003046473.1"	1	"1.00"	1
"YP_003046474.1"	28	"28.00"	28
"YP_003046479.1"	2	"2.00"	2
"YP_003046481.1"	17	"17.00"	17
"YP_003046482.1"	6	"6.00"	6
"YP_003046485.1"	40	"40.00"	40
"YP_003046486.1"	31	"31.00"	31
"YP_003046487.1"	32	"32.00"	32
"YP_003046490.1"	108	"106.00"	104
"YP_003046491.1"	2	"2.00"	2
"YP_003046492.1"	251	"249.00"	247
"YP_003046494.1"	4	"4.00"	4
"YP_003046495.1"	24	"24.00"	24
"YP_003046496.1"	41	"39.18"	39
"YP_003046497.1"	1	"0.50"	0
"YP_003046499.1"	9	"9.00"	9
"YP_003046501.1"	7	"7.00"	7
"YP_003046502.1"	3	"3.00"	3
"YP_003046504.1"	27	"27.00"	27
"YP_003046513.1"	14	"14.00"	14
"YP_003046519.1"	9	"9.00"	9
"YP_003046523.1"	3	"3.00"	3
"YP_003046524.1"	10	"10.00"	10
"YP_003046526.1"	66	"66.00"	66
"YP_003046528.1"	1	"1.00"	1
"YP_003046529.1"	132	"132.00"	132
"YP_003046530.1"	28	"28.00"	28
"YP_003046531.1"	46	"46.00"	46
"YP_003046534.1"	5	"5.00"	5
"YP_003046535.1"	1	"1.00"	1
"YP_003046553.1"	8	"8.00"	8
"YP_003046556.1"	16	"16.00"	16
"YP_003046557.1"	76	"76.00"	76
"YP_003046558.1"	6	"6.00"	6
"YP_003046559.1"	4	"4.00"	4
"YP_003046560.1"	17	"17.00"	17
"YP_003046561.1"	5	"5.00"	5
"YP_003046562.1"	43	"43.00"	43
"YP_003046565.1"	9	"9.00"	9
"YP_003046567.1"	19	"19.00"	19
"YP_003046572.1"	38	"38.00"	38
"YP_003046573.1"	52	"52.00"	52
"YP_003046575.1"	1	"1.00"	1
"YP_003046576.1"	188	"188.00"	188
"YP_003046577.1"	11	"11.00"	11
"YP_003046580.1"	1	"1.00"	1
"YP_003046582.1"	27	"27.00"	27
"YP_003046583.1"	18	"18.00"	18
"YP_003046584.1"	33	"33.00"	33
"YP_003046585.1"	15	"15.00"	15
"YP_003046587.1"	60	"54.50"	49
"YP_003046591.1"	102	"102.00"	102
"YP_003046592.1"	29	"29.00"	29
"YP_003046597.1"	1	"1.00"	1
"YP_003046598.1"	10	"10.00"	10
"YP_003046599.1"	11	"11.00"	11
"YP_003046603.1"	3	"3.00"	3
"YP_003046604.1"	43	"43.00"	43
"YP_003046606.1"	5	"5.00"	5
"YP_003046607.1"	5	"5.00"	5
"YP_003046613.1"	1	"1.00"	1
"YP_003046623.1"	7	"7.00"	7
"YP_003046625.1"	18	"18.00"	18
"YP_003046626.1"	18	"18.00"	18
"YP_003046627.1"	12	"12.00"	12
"YP_003046629.1"	2	"2.00"	2
"YP_003046631.1"	1	"1.00"	1
"YP_003046632.1"	1	"1.00"	1
"YP_003046634.1"	51	"51.00"	51
"YP_003046635.1"	27	"27.00"	27
"YP_003046637.1"	5	"5.00"	5
"YP_003046638.1"	20	"20.00"	20
"YP_003046642.1"	3	"3.00"	3
"YP_003046643.1"	15	"15.00"	15
"YP_003046644.1"	6	"6.00"	6
"YP_003046645.1"	46	"46.00"	46
"YP_003046646.1"	25	"25.00"	25
"YP_003046647.1"	35	"35.00"	35
"YP_003046648.1"	18	"18.00"	18
"YP_003046649.1"	38	"38.00"	38
"YP_003046650.1"	71	"71.00"	71
"YP_003046651.1"	15	"15.00"	15
"YP_003046652.1"	6	"6.00"	6
"YP_003046654.1"	4	"4.00"	4
"YP_003046655.1"	16	"16.00"	16
"YP_003046656.1"	63	"63.00"	63
"YP_003046657.1"	22	"22.00"	22
"YP_003046658.1"	7	"7.00"	7
"YP_003046662.1"	1	"0.50"	0
"YP_003046664.1"	6	"0.21"	0
"YP_003046665.1"	2	"2.00"	2
"YP_003046666.1"	2	"2.00"	2
"YP_003046667.1"	7	"7.00"	7
"YP_003046668.1"	11	"11.00"	11
"YP_003046669.1"	11	"11.00"	11
"YP_003046670.1"	10	"10.00"	10
"YP_003046671.1"	4	"4.00"	4
"YP_003046672.1"	20	"20.00"	20
"YP_003046673.1"	19	"19.00"	19
"YP_003046675.1"	52	"52.00"	52
"YP_003046676.1"	14	"14.00"	14
"YP_003046677.1"	10	"10.00"	10
"YP_003046678.1"	19	"19.00"	19
"YP_003046679.1"	4	"4.00"	4
"YP_003046680.1"	28	"28.00"	28
"YP_003046684.1"	13	"13.00"	13
"YP_003046685.1"	57	"57.00"	57
"YP_003046686.1"	13	"13.00"	13
"YP_003046687.1"	9	"9.00"	9
"YP_003046688.1"	7	"6.50"	6
"YP_003046690.1"	7	"7.00"	7
"YP_003046692.1"	21	"21.00"	21
"YP_003046693.1"	2	"2.00"	2
"YP_003046695.1"	2	"2.00"	2
"YP_003046696.1"	2	"2.00"	2
"YP_003046698.1"	2	"2.00"	2
"YP_003046701.1"	9	"4.50"	0
"YP_003046703.1"	1	"1.00"	1
"YP_003046719.1"	6	"6.00"	6
"YP_003046721.1"	35	"35.00"	35
"YP_003046724.1"	3	"3.00"	3
"YP_003046726.1"	12	"12.00"	12
"YP_003046730.1"	1	"1.00"	1
"YP_003046731.1"	24	"24.00"	24
"YP_003046732.1"	119	"119.00"	119
"YP_003046739.1"	1	"1.00"	1
"YP_003046745.1"	3	"3.00"	3
"YP_003046746.1"	24	"24.00"	24
"YP_003046747.1"	11	"11.00"	11
"YP_003046748.1"	21	"20.00"	19
"YP_003046751.1"	9	"9.00"	9
"YP_003046754.1"	14	"14.00"	14
"YP_003046756.1"	27	"27.00"	27
"YP_003046757.1"	3	"3.00"	3
"YP_003046758.1"	130	"130.00"	130
"YP_003046760.1"	12	"12.00"	12
"YP_003046761.1"	41	"40.50"	40
"YP_003046762.1"	6	"6.00"	6
"YP_003046763.1"	5	"5.00"	5
"YP_003046765.1"	73	"73.00"	73
"YP_003046766.1"	29	"29.00"	29
"YP_003046768.1"	27	"27.00"	27
"YP_003046769.1"	1	"1.00"	1
"YP_003046770.1"	1	"1.00"	1
"YP_003046773.1"	14	"14.00"	14
"YP_003046775.1"	4	"4.00"	4
"YP_003046776.1"	1	"1.00"	1
"YP_003046784.1"	25	"25.00"	25
"YP_003046785.1"	11	"11.00"	11
"YP_003046788.1"	31	"31.00"	31
"YP_003046789.1"	119	"119.00"	119
"YP_003046790.1"	43	"43.00"	43
"YP_003046791.1"	28	"28.00"	28
"YP_003046792.1"	504	"504.00"	504
"YP_003046793.1"	102	"102.00"	102
"YP_003046794.1"	317	"316.00"	315
"YP_003046795.1"	92	"92.00"	92
"YP_003046796.1"	159	"159.00"	159
"YP_003046797.1"	8	"8.00"	8
"YP_003046798.1"	7	"7.00"	7
"YP_003046800.1"	25	"25.00"	25
"YP_003046801.1"	8	"8.00"	8
"YP_003046802.1"	4	"4.00"	4
"YP_003046803.1"	49	"49.00"	49
"YP_003046805.1"	5	"5.00"	5
"YP_003046809.1"	53	"53.00"	53
"YP_003046810.1"	154	"154.00"	154
"YP_003046811.1"	10	"10.00"	10
"YP_003046812.1"	374	"374.00"	374
"YP_003046813.1"	66	"66.00"	66
"YP_003046814.1"	8	"8.00"	8
"YP_003046816.1"	3	"3.00"	3
"YP_003046817.1"	4	"4.00"	4
"YP_003046818.1"	47	"47.00"	47
"YP_003046821.1"	76	"76.00"	76
"YP_003046822.1"	6	"6.00"	6
"YP_003046823.1"	239	"239.00"	239
"YP_003046824.1"	177	"177.00"	177
"YP_003046825.1"	83	"83.00"	83
"YP_003046827.1"	205	"205.00"	205
"YP_003046828.1"	6	"6.00"	6
"YP_003046830.1"	8	"8.00"	8
"YP_003046831.1"	4	"4.00"	4
"YP_003046832.1"	54	"54.00"	54
"YP_003046833.1"	26	"26.00"	26
"YP_003046835.1"	192	"192.00"	192
"YP_003046837.1"	19	"19.00"	19
"YP_003046838.1"	22	"22.00"	22
"YP_003046839.1"	14	"14.00"	14
"YP_003046840.1"	15	"13.50"	12
"YP_003046843.1"	17	"17.00"	17
"YP_003046845.1"	5	"5.00"	5
"YP_003046847.1"	3	"3.00"	3
"YP_003046850.1"	1	"1.00"	1
"YP_003046851.1"	21	"21.00"	21
"YP_003046852.1"	54	"54.00"	54
"YP_003046853.1"	8	"8.00"	8
"YP_003046854.1"	36	"36.00"	36
"YP_003046855.1"	4	"4.00"	4
"YP_003046856.1"	11	"11.00"	11
"YP_003046858.1"	4	"4.00"	4
"YP_003046859.1"	14	"14.00"	14
"YP_003046860.1"	6	"6.00"	6
"YP_003046861.1"	1	"1.00"	1
"YP_003046862.1"	14	"14.00"	14
"YP_003046863.1"	16	"16.00"	16
"YP_003046864.1"	10	"10.00"	10
"YP_003046866.1"	13	"13.00"	13
"YP_003046870.1"	1	"1.00"	1
"YP_003046873.1"	5	"5.00"	5
"YP_003046874.1"	11	"11.00"	11
"YP_003046879.1"	21	"21.00"	21
"YP_003046881.1"	24	"24.00"	24
"YP_003046882.1"	350	"350.00"	350
"YP_003046890.1"	2	"2.00"	2
"YP_003046891.1"	33	"33.00"	33
"YP_003046892.1"	64	"64.00"	64
"YP_003046895.1"	2	"2.00"	2
"YP_003046898.1"	1	"1.00"	1
"YP_003046899.1"	7	"7.00"	7
"YP_003046900.1"	35	"35.00"	35
"YP_003046901.1"	3	"3.00"	3
"YP_003046902.1"	8	"8.00"	8
"YP_003046903.1"	22	"22.00"	22
"YP_003046904.1"	17	"17.00"	17
"YP_003046905.1"	2	"2.00"	2
"YP_003046907.1"	9	"9.00"	9
"YP_003046908.1"	29	"29.00"	29
"YP_003046909.1"	25	"25.00"	25
"YP_003046910.1"	49	"49.00"	49
"YP_003046911.1"	69	"69.00"	69
"YP_003046912.1"	55	"55.00"	55
"YP_003046915.1"	12	"12.00"	12
"YP_003046917.1"	2	"2.00"	2
"YP_003046918.1"	29	"29.00"	29
"YP_003046919.1"	8	"8.00"	8
"YP_003046920.1"	7	"7.00"	7
"YP_003046923.1"	91	"91.00"	91
"YP_003046924.1"	18	"18.00"	18
"YP_003046925.1"	16	"16.00"	16
"YP_003046926.1"	22	"22.00"	22
"YP_003046927.1"	13	"13.00"	13
"YP_003046928.1"	4	"4.00"	4
"YP_003046929.1"	256	"255.00"	254
"YP_003046930.1"	90	"90.00"	90
"YP_003046932.1"	4	"4.00"	4
"YP_003046941.1"	1	"1.00"	1
"YP_003046943.1"	13	"13.00"	13
"YP_003046944.1"	14	"14.00"	14
"YP_003046946.1"	2	"1.00"	0
"YP_003046949.1"	10	"10.00"	10
"YP_003046950.1"	4	"4.00"	4
"YP_003046951.1"	18	"16.00"	14
"YP_003046952.1"	119	"113.00"	107
"YP_003046953.1"	8	"8.00"	8
"YP_003046957.1"	1	"0.50"	0
"YP_003046967.1"	68	"68.00"	68
"YP_003046969.1"	12	"12.00"	12
"YP_003046970.1"	18	"18.00"	18
"YP_003046971.1"	26	"26.00"	26
"YP_003046972.1"	13	"13.00"	13
"YP_003046973.1"	2	"2.00"	2
"YP_003046974.1"	50	"50.00"	50
"YP_003046975.1"	4	"4.00"	4
"YP_003046976.1"	4	"4.00"	4
"YP_003046977.1"	129	"129.00"	129
"YP_003046978.1"	4	"4.00"	4
"YP_003046980.1"	13	"13.00"	13
"YP_003046981.1"	3	"3.00"	3
"YP_003046982.1"	16	"16.00"	16
"YP_003046983.1"	21	"21.00"	21
"YP_003046984.1"	695	"695.00"	695
"YP_003046985.1"	3	"3.00"	3
"YP_003046986.1"	43	"43.00"	43
"YP_003046987.1"	5	"5.00"	5
"YP_003046989.1"	127	"127.00"	127
"YP_003046990.1"	16	"16.00"	16
"YP_003046991.1"	29	"29.00"	29
"YP_003046992.1"	8	"8.00"	8
"YP_003046993.1"	10	"10.00"	10
"YP_003046994.1"	33	"33.00"	33
"YP_003046997.1"	19	"19.00"	19
