gene_id	count
YP_003043231.1	204
YP_003043232.1	28
YP_003043233.1	142
YP_003043235.1	21
YP_003043237.1	93
YP_003043238.1	6
YP_003043243.1	559
YP_003043244.1	38
YP_003043257.1	54
YP_003043259.1	10
YP_003043260.1	183
YP_003043262.1	8
YP_003043263.1	13
YP_003043264.1	1
YP_003043265.1	44
YP_003043266.1	114
YP_003043267.1	310
YP_003043278.1	1
YP_003043281.1	4
YP_003043282.1	3
YP_003043283.1	2
YP_003043284.1	13
YP_003043285.1	8
YP_003043286.1	70
YP_003043287.1	64
YP_003043288.1	0
YP_003043290.1	35
YP_003043291.1	1
YP_003043293.1	2
YP_003043299.1	1
YP_003043302.1	52
YP_003043303.1	115
YP_003043304.1	53
YP_003043305.1	86
YP_003043308.1	57
YP_003043309.1	17
YP_003043310.1	10
YP_003043311.1	3
YP_003043312.1	24
YP_003043313.1	1
YP_003043314.1	14
YP_003043315.1	43
YP_003043316.1	7
YP_003043318.1	31
YP_003043320.1	23
YP_003043321.1	31
YP_003043322.1	28
YP_003043323.1	4
YP_003043324.1	16
YP_003043325.1	106
YP_003043326.1	4
YP_003043328.1	147
YP_003043329.1	3
YP_003043330.1	8
YP_003043331.1	14
YP_003043333.1	21
YP_003043337.1	14
YP_003043339.1	2
YP_003043340.1	4
YP_003043341.1	7
YP_003043342.1	350
YP_003043343.1	168
YP_003043344.1	238
YP_003043346.1	203
YP_003043348.1	53
YP_003043349.1	21
YP_003043350.1	2
YP_003043351.1	6
YP_003043352.1	41
YP_003043353.1	44
YP_003043354.1	63
YP_003043355.1	20
YP_003043359.1	26
YP_003043361.1	40
YP_003043362.1	14
YP_003043367.1	3
YP_003043370.1	1
YP_003043371.1	45
YP_003043372.1	1
YP_003043373.1	50
YP_003043374.1	2
YP_003043376.1	3
YP_003043377.1	24
YP_003043378.1	62
YP_003043379.1	8
YP_003043380.1	3
YP_003043382.1	47
YP_003043384.1	12
YP_003043386.1	1
YP_003043387.1	21
YP_003043389.1	97
YP_003043391.1	19
YP_003043393.1	140
YP_003043395.1	53
YP_003043396.1	213
YP_003043397.1	243
YP_003043398.1	15
YP_003043399.1	45
YP_003043400.1	6
YP_003043403.1	11
YP_003043404.1	114
YP_003043405.1	49
YP_003043406.1	10
YP_003043407.1	31
YP_003043408.1	9
YP_003043409.1	8
YP_003043410.1	5
YP_003043411.1	6
YP_003043412.1	100
YP_003043414.1	1
YP_003043415.1	1
YP_003043416.1	3
YP_003043417.1	5
YP_003043418.1	4
YP_003043420.1	3
YP_003043422.1	143
YP_003043423.1	2
YP_003043424.1	15
YP_003043425.1	157
YP_003043426.1	7
YP_003043427.1	44
YP_003043428.1	4
YP_003043429.1	2
YP_003043431.1	4
YP_003043434.1	6
YP_003043436.1	1
YP_003043444.1	2
YP_003043446.1	51
YP_003043447.1	5
YP_003043450.1	1
YP_003043451.1	2
YP_003043454.1	1
YP_003043459.1	104
YP_003043460.1	18
YP_003043461.1	14
YP_003043462.1	16
YP_003043465.1	0
YP_003043466.1	33
YP_003043467.1	48
YP_003043473.1	16
YP_003043477.1	2
YP_003043490.1	2
YP_003043494.1	2
YP_003043495.1	14
YP_003043497.1	1
YP_003043504.1	1
YP_003043506.1	2
YP_003043507.1	3
YP_003043518.1	41
YP_003043526.1	4
YP_003043529.1	1
YP_003043535.1	2
YP_003043537.1	14
YP_003043538.1	1
YP_003043542.1	8
YP_003043543.1	4
YP_003043545.1	8
YP_003043546.1	29
YP_003043550.1	2
YP_003043551.1	1
YP_003043555.1	19
YP_003043560.1	16
YP_003043561.1	2
YP_003043562.1	10
YP_003043564.1	2
YP_003043565.1	4
YP_003043569.1	26
YP_003043570.1	6
YP_003043572.1	3
YP_003043578.1	33
YP_003043579.1	7
YP_003043580.1	34
YP_003043581.1	68
YP_003043582.1	45
YP_003043583.1	11
YP_003043587.1	11
YP_003043588.1	10
YP_003043589.1	54
YP_003043590.1	16
YP_003043591.1	2
YP_003043594.1	30
YP_003043595.1	8
YP_003043596.1	7
YP_003043597.1	34
YP_003043598.1	2
YP_003043600.1	44
YP_003043608.1	12
YP_003043609.1	57
YP_003043611.1	35
YP_003043612.1	2
YP_003043613.1	252
YP_003043614.1	19
YP_003043615.1	113
YP_003043617.1	1
YP_003043618.1	33
YP_003043619.1	100
YP_003043622.1	4
YP_003043628.1	6
YP_003043629.1	2
YP_003043630.1	6
YP_003043633.1	2
YP_003043635.1	6
YP_003043637.1	6
YP_003043639.1	44
YP_003043640.1	55
YP_003043642.1	11
YP_003043644.1	1
YP_003043646.1	41
YP_003043647.1	14
YP_003043648.1	36
YP_003043649.1	4
YP_003043650.1	215
YP_003043651.1	61
YP_003043652.1	8
YP_003043654.1	29
YP_003043657.1	14
YP_003043658.1	25
YP_003043660.1	5
YP_003043661.1	6
YP_003043666.1	2
YP_003043669.1	31
YP_003043670.1	12
YP_003043671.1	10
YP_003043674.1	0
YP_003043682.1	8
YP_003043684.1	0
YP_003043691.1	2
YP_003043697.1	1
YP_003043698.1	46
YP_003043699.1	40
YP_003043701.1	69
YP_003043702.1	55
YP_003043704.1	8
YP_003043705.1	21
YP_003043711.1	0
YP_003043733.1	4
YP_003043735.1	1
YP_003043743.1	2
YP_003043745.1	1
YP_003043746.1	3
YP_003043754.1	4
YP_003043756.1	23
YP_003043757.1	11
YP_003043758.1	19
YP_003043759.1	7
YP_003043761.1	4
YP_003043762.1	53
YP_003043771.1	1
YP_003043772.1	172
YP_003043773.1	4
YP_003043774.1	6
YP_003043775.1	49
YP_003043777.1	11
YP_003043781.1	9
YP_003043782.1	28
YP_003043783.1	17
YP_003043784.1	31
YP_003043785.1	16
YP_003043786.1	7
YP_003043788.1	8
YP_003043789.1	10
YP_003043794.1	4
YP_003043795.1	144
YP_003043796.1	70
YP_003043797.1	9
YP_003043798.1	2
YP_003043800.1	11
YP_003043810.1	1
YP_003043814.1	14
YP_003043815.1	1
YP_003043817.1	1
YP_003043818.1	44
YP_003043821.1	17
YP_003043822.1	59
YP_003043823.1	8
YP_003043825.1	1
YP_003043826.1	4
YP_003043827.1	12
YP_003043830.1	1
YP_003043831.1	17
YP_003043832.1	157
YP_003043833.1	3
YP_003043834.1	1
YP_003043837.1	7
YP_003043842.1	134
YP_003043844.1	2
YP_003043845.1	15
YP_003043846.1	7
YP_003043847.1	68
YP_003043848.1	73
YP_003043849.1	6
YP_003043850.1	131
YP_003043851.1	31
YP_003043852.1	20
YP_003043853.1	6
YP_003043854.1	15
YP_003043855.1	13
YP_003043856.1	79
YP_003043857.1	1
YP_003043859.1	31
YP_003043860.1	39
YP_003043861.1	1
YP_003043862.1	19
YP_003043863.1	25
YP_003043864.1	75
YP_003043865.1	1
YP_003043868.1	1
YP_003043888.1	51
YP_003043889.1	13
YP_003043890.1	10
YP_003043891.1	2
YP_003043892.1	1
YP_003043898.1	90
YP_003043901.1	75
YP_003043902.1	48
YP_003043903.1	143
YP_003043904.1	76
YP_003043905.1	93
YP_003043906.1	64
YP_003043907.1	1
YP_003043910.1	40
YP_003043911.1	2
YP_003043914.1	3
YP_003043915.1	4
YP_003043916.1	8
YP_003043917.1	15
YP_003043918.1	70
YP_003043919.1	37
YP_003043920.1	28
YP_003043921.1	3
YP_003043925.1	149
YP_003043926.1	79
YP_003043927.1	17
YP_003043928.1	8
YP_003043929.1	4
YP_003043930.1	7
YP_003043931.1	13
YP_003043932.1	16
YP_003043937.1	6
YP_003043938.1	25
YP_003043943.1	12
YP_003043959.1	2
YP_003043960.1	27
YP_003043962.1	2
YP_003043963.1	9
YP_003043964.1	14
YP_003043965.1	3
YP_003043967.1	13
YP_003043968.1	8
YP_003043969.1	2
YP_003043970.1	3
YP_003043974.1	1
YP_003043980.1	1
YP_003043982.1	25
YP_003043985.1	35
YP_003043986.1	53
YP_003043990.1	1
YP_003043994.1	21
YP_003043995.1	6
YP_003043996.1	59
YP_003043997.1	19
YP_003043999.1	8
YP_003044002.1	2
YP_003044004.1	8
YP_003044005.1	51
YP_003044007.1	11
YP_003044012.1	25
YP_003044013.1	4
YP_003044014.1	12
YP_003044015.1	33
YP_003044020.1	24
YP_003044023.1	26
YP_003044024.1	14
YP_003044025.1	2
YP_003044027.1	0
YP_003044029.1	2
YP_003044032.1	2
YP_003044035.1	6
YP_003044040.1	2
YP_003044044.1	8
YP_003044045.1	1
YP_003044046.1	2
YP_003044048.1	2
YP_003044049.1	2
YP_003044063.1	1
YP_003044064.1	4
YP_003044066.1	1
YP_003044069.1	4
YP_003044072.1	6
YP_003044074.1	26
YP_003044076.1	1
YP_003044077.1	27
YP_003044078.1	6
YP_003044083.1	59
YP_003044086.1	61
YP_003044087.1	18
YP_003044088.1	8
YP_003044089.1	2
YP_003044091.1	6
YP_003044093.1	30
YP_003044099.1	0
YP_003044100.1	2
YP_003044101.1	6
YP_003044102.1	2
YP_003044103.1	2
YP_003044104.1	2
YP_003044106.1	33
YP_003044107.1	2
YP_003044108.1	16
YP_003044109.1	18
YP_003044110.1	67
YP_003044111.1	64
YP_003044112.1	22
YP_003044113.1	21
YP_003044114.1	19
YP_003044115.1	117
YP_003044124.1	10
YP_003044125.1	197
YP_003044127.1	22
YP_003044129.1	152
YP_003044130.1	94
YP_003044132.1	13
YP_003044133.1	529
YP_003044134.1	20
YP_003044136.1	26
YP_003044138.1	4
YP_003044139.1	8
YP_003044140.1	25
YP_003044144.1	22
YP_003044145.1	11
YP_003044146.1	59
YP_003044147.1	2
YP_003044149.1	14
YP_003044150.1	157
YP_003044151.1	186
YP_003044152.1	107
YP_003044153.1	42
YP_003044154.1	67
YP_003044167.1	37
YP_003044169.1	28
YP_003044170.1	22
YP_003044171.1	11
YP_003044173.1	6
YP_003044174.1	3
YP_003044176.1	27
YP_003044177.1	7
YP_003044178.1	4
YP_003044179.1	135
YP_003044183.1	1
YP_003044184.1	6
YP_003044185.1	6
YP_003044187.1	9
YP_003044189.1	20
YP_003044191.1	4
YP_003044203.1	3
YP_003044205.1	1
YP_003044210.1	2
YP_003044212.1	18
YP_003044221.1	1
YP_003044222.1	0
YP_003044223.1	5
YP_003044225.1	8
YP_003044235.1	15
YP_003044238.1	127
YP_003044239.1	23
YP_003044240.1	1
YP_003044244.1	2
YP_003044248.1	36
YP_003044249.1	13
YP_003044250.1	28
YP_003044261.1	1
YP_003044262.1	0
YP_003044263.1	61
YP_003044264.1	32
YP_003044268.1	9
YP_003044269.1	10
YP_003044270.1	10
YP_003044273.1	47
