"sampleNum","dataSet","experiment","growthTime_hr","harvestDate","cellTotal","cellsPerTube","RNA_Data_Freq","Protein_Data_Freq","batchNumber","carbonSource","Mg_mM","Na_mM","growthPhase","Mg_mM_Levels","Na_mM_Levels","uniqueCondition","uniqueCondition02","doublingTimeMinutes","doublingTimeMinutes.95m","doublingTimeMinutes_95p","rSquared"
"153_0","MURI_153_0","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,1,0,"026","glucose",0.01,5,"exponential","lowMg","baseNa","unique_condition_03","unique_condition_05",64.32310473,60.79379548,68.28744883,0.98814319
"154_0","MURI_154_0","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,1,0,"026","glucose",0.02,5,"exponential","lowMg","baseNa","unique_condition_04","unique_condition_05",62.77391883,59.65820042,66.2330145,0.990382414
"155_0","MURI_155_0","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,1,0,"026","glucose",0.04,5,"exponential","lowMg","baseNa","unique_condition_05","unique_condition_05",60.35450581,56.57780956,64.67147228,0.984383516
"156_0","MURI_156_0","MgSO4_stress_low",5.5,"2014-06-24",NA,NA,1,0,"026","glucose",0.08,5,"exponential","lowMg","baseNa","unique_condition_06","unique_condition_05",58.99414607,55.43306824,63.0441689,0.985519703
"157_0","MURI_157_0","MgSO4_stress_low",26,"2014-06-25",NA,NA,1,0,"026","glucose",0.005,5,"stationary","lowMg","baseNa","unique_condition_20","unique_condition_14",69.19412053,65.29845183,73.58410671,0.988384832
"158_0","MURI_158_0","MgSO4_stress_low",26,"2014-06-25",NA,NA,1,0,"026","glucose",0.01,5,"stationary","lowMg","baseNa","unique_condition_21","unique_condition_14",64.32310473,60.79379548,68.28744883,0.98814319
"159_0","MURI_159_0","MgSO4_stress_low",26,"2014-06-25",NA,NA,1,0,"026","glucose",0.02,5,"stationary","lowMg","baseNa","unique_condition_22","unique_condition_14",62.77391883,59.65820042,66.2330145,0.990382414
"160_0","MURI_160_0","MgSO4_stress_low",26,"2014-06-25",NA,NA,1,0,"026","glucose",0.04,5,"stationary","lowMg","baseNa","unique_condition_23","unique_condition_14",60.35450581,56.57780956,64.67147228,0.984383516
"161_0","MURI_161_0","MgSO4_stress_low",26,"2014-06-25",NA,NA,1,0,"026","glucose",0.08,5,"stationary","lowMg","baseNa","unique_condition_24","unique_condition_14",58.99414607,55.43306824,63.0441689,0.985519703
"162_0","MURI_162_0","MgSO4_stress_low",5,"2014-06-28",NA,NA,1,0,"027","glucose",0.005,5,"exponential","lowMg","baseNa","unique_condition_02","unique_condition_05",69.19412053,65.29845183,73.58410671,0.988384832
"163_0","MURI_163_0","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,1,0,"027","glucose",0.01,5,"exponential","lowMg","baseNa","unique_condition_03","unique_condition_05",64.32310473,60.79379548,68.28744883,0.98814319
"164_0","MURI_164_0","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,1,0,"027","glucose",0.02,5,"exponential","lowMg","baseNa","unique_condition_04","unique_condition_05",62.77391883,59.65820042,66.2330145,0.990382414
"165_0","MURI_165_0","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,1,0,"027","glucose",0.04,5,"exponential","lowMg","baseNa","unique_condition_05","unique_condition_05",60.35450581,56.57780956,64.67147228,0.984383516
"166_0","MURI_166_0","MgSO4_stress_low",5.5,"2014-06-28",NA,NA,1,0,"027","glucose",0.08,5,"exponential","lowMg","baseNa","unique_condition_06","unique_condition_05",58.99414607,55.43306824,63.0441689,0.985519703
"167_0","MURI_167_0","MgSO4_stress_low",26,"2014-06-29",NA,NA,1,0,"027","glucose",0.005,5,"stationary","lowMg","baseNa","unique_condition_20","unique_condition_14",69.19412053,65.29845183,73.58410671,0.988384832
"168_0","MURI_168_0","MgSO4_stress_low",26,"2014-06-29",NA,NA,1,0,"027","glucose",0.01,5,"stationary","lowMg","baseNa","unique_condition_21","unique_condition_14",64.32310473,60.79379548,68.28744883,0.98814319
"169_0","MURI_169_0","MgSO4_stress_low",26,"2014-06-29",NA,NA,1,0,"027","glucose",0.02,5,"stationary","lowMg","baseNa","unique_condition_22","unique_condition_14",62.77391883,59.65820042,66.2330145,0.990382414
"170_0","MURI_170_0","MgSO4_stress_low",26,"2014-06-29",NA,NA,1,0,"027","glucose",0.04,5,"stationary","lowMg","baseNa","unique_condition_23","unique_condition_14",60.35450581,56.57780956,64.67147228,0.984383516
"171_0","MURI_171_0","MgSO4_stress_low",26,"2014-06-29",NA,NA,1,0,"027","glucose",0.08,5,"stationary","lowMg","baseNa","unique_condition_24","unique_condition_14",58.99414607,55.43306824,63.0441689,0.985519703
