-rwxrwxr-x 1 ucaglar G-81160E 1294641625 Dec 21 11:36 MURI_100_SA14008_ACAGTG_L005_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1294641625 Dec 21 11:36 MURI_100_SA14008_ACAGTG_L005_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1306590189 Dec 21 11:37 MURI_100_SA14008_ACAGTG_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1306590189 Dec 21 11:37 MURI_100_SA14008_ACAGTG_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1371114362 Dec 21 11:37 MURI_100_SA14140_GTGGCC_L001_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1371114362 Dec 21 11:38 MURI_100_SA14140_GTGGCC_L001_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1088402630 Dec 21 11:38 MURI_101_SA14008_GCCAAT_L005_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1088402630 Dec 21 11:39 MURI_101_SA14008_GCCAAT_L005_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1093082687 Dec 21 11:39 MURI_101_SA14008_GCCAAT_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1093082687 Dec 21 11:39 MURI_101_SA14008_GCCAAT_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 4017732881 Dec 21 11:39 MURI_101_SA14140_ACTGAT_L001_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 4017732881 Dec 21 11:40 MURI_101_SA14140_ACTGAT_L001_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1147536220 Dec 21 11:41 MURI_102_SA14008_CAGATC_L005_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1147536220 Dec 21 11:41 MURI_102_SA14008_CAGATC_L005_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1145044268 Dec 21 11:41 MURI_102_SA14008_CAGATC_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1145044268 Dec 21 11:42 MURI_102_SA14008_CAGATC_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1758401273 Dec 21 11:42 MURI_102_SA14032_CAGATC_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1758401273 Dec 21 11:42 MURI_102_SA14032_CAGATC_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1286085069 Dec 21 11:42 MURI_102_SA14140_ATTCCT_L001_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1286085069 Dec 21 11:43 MURI_102_SA14140_ATTCCT_L001_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1255699764 Dec 21 11:43 MURI_103_SA14008_ACTTGA_L005_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1255699764 Dec 21 11:43 MURI_103_SA14008_ACTTGA_L005_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1263205035 Dec 21 11:44 MURI_103_SA14008_ACTTGA_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1263205035 Dec 21 11:44 MURI_103_SA14008_ACTTGA_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1492661471 Dec 21 11:44 MURI_103_SA14032_ACTTGA_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1492661471 Dec 21 11:44 MURI_103_SA14032_ACTTGA_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 862781016 Dec 21 11:45 MURI_104_SA14008_GATCAG_L005_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 862781016 Dec 21 11:45 MURI_104_SA14008_GATCAG_L005_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 858001843 Dec 21 11:45 MURI_104_SA14008_GATCAG_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 858001843 Dec 21 11:45 MURI_104_SA14008_GATCAG_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 953205715 Dec 21 11:45 MURI_104_SA14008_GATCAG_L007_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 953205715 Dec 21 11:46 MURI_104_SA14008_GATCAG_L007_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 934013783 Dec 21 11:46 MURI_104_SA14008_GATCAG_L008_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 934013783 Dec 21 11:46 MURI_104_SA14008_GATCAG_L008_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1308519220 Dec 21 11:46 MURI_104_SA14200_ATCACG_L002_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1308519220 Dec 21 11:46 MURI_104_SA14200_ATCACG_L002_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1253545469 Dec 21 11:47 MURI_105_SA14008_TAGCTT_L005_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1253545469 Dec 21 11:47 MURI_105_SA14008_TAGCTT_L005_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1243800107 Dec 21 11:47 MURI_105_SA14008_TAGCTT_L006_R1_001.fastq
-rwxrwxr-x 1 ucaglar G-81160E 1243800107 Dec 21 11:48 MURI_105_SA14008_TAGCTT_L006_R2_001.fastq
-rwxrwxr-x 1 ucaglar G-81160 E 903547791 Dec 21 11:48 MURI_105_SA14008_TAGCTT_L007_R1_001.fastq
