"","geneName","type"
"4918","YP_003043870.1","Protein"
"4919","YP_003043871.1","Protein"
"4920","YP_003043872.1","Protein"
"4921","YP_003043873.1","Protein"
"4922","YP_003043874.1","Protein"
"4923","YP_003043875.1","Protein"
"4924","YP_003043876.1","Protein"
"4925","YP_003043877.1","Protein"
"4926","YP_003043878.1","Protein"
"4927","YP_003043879.1","Protein"
"4928","YP_003043880.1","Protein"
"4929","YP_003043881.1","Protein"
"4930","YP_003043882.1","Protein"
"4931","YP_003043883.1","Protein"
"4932","YP_003043884.1","Protein"
"4933","YP_003043885.1","Protein"
"4934","YP_003043886.1","Protein"
"4935","YP_003043887.1","Protein"
"4936","YP_003043888.1","Protein"
"4937","YP_003043889.1","Protein"
"4938","YP_003043890.1","Protein"
"4939","YP_003043891.1","Protein"
"4940","YP_003043892.1","Protein"
"4941","YP_003043893.1","Protein"
"4942","YP_003043894.1","Protein"
"4943","YP_003043895.1","Protein"
"4944","YP_003043896.1","Protein"
"4945","YP_003043897.1","Protein"
"4946","YP_003043898.1","Protein"
"4947","YP_003043899.1","Protein"
"4948","YP_003043900.1","Protein"
"4949","YP_003043901.1","Protein"
"4950","YP_003043902.1","Protein"
"4951","YP_003043903.1","Protein"
"4952","YP_003043904.1","Protein"
"4953","YP_003043905.1","Protein"
"4954","YP_003043906.1","Protein"
"4955","YP_003043907.1","Protein"
"4956","YP_003043908.1","Protein"
"4957","YP_003043909.1","Protein"
"4958","YP_003043910.1","Protein"
"4959","YP_003043911.1","Protein"
"4960","YP_003043912.1","Protein"
"4961","YP_003043913.1","Protein"
"4962","YP_003043914.1","Protein"
"4963","YP_003043915.1","Protein"
"4964","YP_003043916.1","Protein"
"4965","YP_003043917.1","Protein"
"4966","YP_003043918.1","Protein"
"4967","YP_003043919.1","Protein"
"4968","YP_003043920.1","Protein"
"4969","YP_003043921.1","Protein"
"4970","YP_003043922.1","Protein"
"4971","YP_003043923.1","Protein"
"4972","YP_003043924.1","Protein"
"4973","YP_003043925.1","Protein"
"4974","YP_003043926.1","Protein"
"4975","YP_003043927.1","Protein"
"4976","YP_003043928.1","Protein"
"4977","YP_003043929.1","Protein"
"4978","YP_003043930.1","Protein"
"4979","YP_003043931.1","Protein"
"4980","YP_003043932.1","Protein"
"4981","YP_003043933.1","Protein"
"4982","YP_003043934.1","Protein"
"4983","YP_003043935.1","Protein"
"4984","YP_003043936.1","Protein"
"4985","YP_003043937.1","Protein"
"4986","YP_003043938.1","Protein"
"4987","YP_003043939.1","Protein"
"4988","YP_003043940.1","Protein"
"4989","YP_003043941.1","Protein"
"4990","YP_003043942.1","Protein"
"4991","YP_003043943.1","Protein"
"4992","YP_003043944.1","Protein"
"4993","YP_003043945.1","Protein"
"4994","YP_003043946.1","Protein"
"4995","YP_003043947.1","Protein"
"4996","YP_003043948.1","Protein"
"4997","YP_003043949.1","Protein"
"4998","YP_003043950.1","Protein"
"4999","YP_003043951.1","Protein"
"5000","YP_003043952.1","Protein"
"5001","YP_003043953.1","Protein"
"5002","YP_003043954.1","Protein"
"5003","YP_003043955.1","Protein"
"5004","YP_003043956.1","Protein"
"5005","YP_003043957.1","Protein"
"5006","YP_003043958.1","Protein"
"5007","YP_003043959.1","Protein"
"5008","YP_003043960.1","Protein"
"5009","YP_003043961.1","Protein"
"5010","YP_003043962.1","Protein"
"5011","YP_003043963.1","Protein"
"5012","YP_003043964.1","Protein"
"5013","YP_003043965.1","Protein"
"5014","YP_003043966.1","Protein"
"5015","YP_003043967.1","Protein"
"5016","YP_003043968.1","Protein"
"5017","YP_003043969.1","Protein"
"5018","YP_003043970.1","Protein"
"5019","YP_003043971.1","Protein"
"5020","YP_003043972.1","Protein"
"5021","YP_003043973.1","Protein"
"5022","YP_003043974.1","Protein"
"5023","YP_003043975.1","Protein"
"5024","YP_003043976.1","Protein"
"5025","YP_003043977.1","Protein"
"5026","YP_003043978.1","Protein"
"5027","YP_003043979.1","Protein"
"5028","YP_003043980.1","Protein"
"5029","YP_003043981.1","Protein"
"5030","YP_003043982.1","Protein"
"5031","YP_003043983.1","Protein"
"5032","YP_003043984.1","Protein"
"5033","YP_003043985.1","Protein"
"5034","YP_003043986.1","Protein"
"5035","YP_003043987.1","Protein"
"5036","YP_003043988.1","Protein"
"5037","YP_003043989.1","Protein"
"5038","YP_003043990.1","Protein"
"5039","YP_003043991.1","Protein"
"5040","YP_003043992.1","Protein"
"5041","YP_003043993.1","Protein"
"5042","YP_003043994.1","Protein"
"5043","YP_003043995.1","Protein"
"5044","YP_003043996.1","Protein"
"5045","YP_003043997.1","Protein"
"5046","YP_003043998.1","Protein"
"5047","YP_003043999.1","Protein"
"5048","YP_003044000.1","Protein"
"5049","YP_003044001.1","Protein"
"5050","YP_003044002.1","Protein"
"5051","YP_003044003.1","Protein"
"5052","YP_003044004.1","Protein"
"5053","YP_003044005.1","Protein"
"5054","YP_003044006.1","Protein"
"5055","YP_003044007.1","Protein"
"5056","YP_003044008.1","Protein"
"5057","YP_003044009.1","Protein"
"5058","YP_003044010.1","Protein"
"5059","YP_003044011.1","Protein"
"5060","YP_003044012.1","Protein"
"5061","YP_003044013.1","Protein"
"5062","YP_003044014.1","Protein"
"5063","YP_003044015.1","Protein"
"5064","YP_003044016.1","Protein"
"5065","YP_003044017.1","Protein"
"5066","YP_003044018.1","Protein"
"5067","YP_003044019.1","Protein"
"5068","YP_003044020.1","Protein"
"5069","YP_003044021.1","Protein"
"5070","YP_003044022.1","Protein"
"5071","YP_003044023.1","Protein"
"5072","YP_003044024.1","Protein"
"5073","YP_003044025.1","Protein"
"5074","YP_003044026.1","Protein"
"5075","YP_003044027.1","Protein"
"5076","YP_003044028.1","Protein"
"5077","YP_003044029.1","Protein"
"5078","YP_003044030.1","Protein"
"5079","YP_003044031.1","Protein"
"5080","YP_003044032.1","Protein"
"5081","YP_003044033.1","Protein"
"5082","YP_003044034.1","Protein"
"5083","YP_003044035.1","Protein"
"5084","YP_003044036.1","Protein"
"5085","YP_003044037.1","Protein"
"5086","YP_003044038.1","Protein"
"5087","YP_003044039.1","Protein"
"5088","YP_003044040.1","Protein"
"5089","YP_003044041.1","Protein"
"5090","YP_003044042.1","Protein"
"5091","YP_003044043.1","Protein"
"5092","YP_003044044.1","Protein"
"5093","YP_003044045.1","Protein"
"5094","YP_003044046.1","Protein"
"5095","YP_003044047.1","Protein"
"5096","YP_003044048.1","Protein"
"5097","YP_003044049.1","Protein"
"5098","YP_003044050.1","Protein"
"5099","YP_003044051.1","Protein"
"5100","YP_003044052.1","Protein"
"5101","YP_003044053.1","Protein"
"5102","YP_003044054.1","Protein"
"5103","YP_003044055.1","Protein"
"5104","YP_003044056.1","Protein"
"5105","YP_003044057.1","Protein"
"5106","YP_003044058.1","Protein"
"5107","YP_003044059.1","Protein"
"5108","YP_003044060.1","Protein"
"5109","YP_003044061.1","Protein"
"5110","YP_003044062.1","Protein"
"5111","YP_003044063.1","Protein"
"5112","YP_003044064.1","Protein"
"5113","YP_003044065.1","Protein"
"5114","YP_003044066.1","Protein"
"5115","YP_003044067.1","Protein"
"5116","YP_003044068.1","Protein"
"5117","YP_003044069.1","Protein"
"5118","YP_003044070.1","Protein"
"5119","YP_003044071.1","Protein"
"5120","YP_003044072.1","Protein"
"5121","YP_003044073.1","Protein"
"5122","YP_003044074.1","Protein"
"5123","YP_003044075.1","Protein"
"5124","YP_003044076.1","Protein"
"5125","YP_003044077.1","Protein"
"5126","YP_003044078.1","Protein"
"5127","YP_003044079.1","Protein"
"5128","YP_003044080.1","Protein"
"5129","YP_003044081.1","Protein"
"5130","YP_003044082.1","Protein"
"5131","YP_003044083.1","Protein"
"5132","YP_003044084.1","Protein"
"5133","YP_003044085.1","Protein"
"5134","YP_003044086.1","Protein"
"5135","YP_003044087.1","Protein"
"5136","YP_003044088.1","Protein"
"5137","YP_003044089.1","Protein"
"5138","YP_003044090.1","Protein"
"5139","YP_003044091.1","Protein"
"5140","YP_003044092.1","Protein"
"5141","YP_003044093.1","Protein"
"5142","YP_003044094.1","Protein"
"5143","YP_003044095.1","Protein"
"5144","YP_003044096.1","Protein"
"5145","YP_003044097.1","Protein"
"5146","YP_003044098.1","Protein"
"5147","YP_003044099.1","Protein"
"5148","YP_003044100.1","Protein"
"5149","YP_003044101.1","Protein"
"5150","YP_003044102.1","Protein"
"5151","YP_003044103.1","Protein"
"5152","YP_003044104.1","Protein"
"5153","YP_003044105.1","Protein"
"5154","YP_003044106.1","Protein"
"5155","YP_003044107.1","Protein"
"5156","YP_003044108.1","Protein"
"5157","YP_003044109.1","Protein"
"5158","YP_003044110.1","Protein"
"5159","YP_003044111.1","Protein"
"5160","YP_003044112.1","Protein"
"5161","YP_003044113.1","Protein"
"5162","YP_003044114.1","Protein"
"5163","YP_003044115.1","Protein"
"5164","YP_003044116.1","Protein"
"5165","YP_003044117.1","Protein"
"5166","YP_003044118.1","Protein"
"5167","YP_003044119.1","Protein"
"5168","YP_003044120.1","Protein"
"5169","YP_003044121.1","Protein"
"5170","YP_003044122.1","Protein"
"5171","YP_003044123.1","Protein"
"5172","YP_003044124.1","Protein"
"5173","YP_003044125.1","Protein"
"5174","YP_003044126.1","Protein"
"5175","YP_003044127.1","Protein"
"5176","YP_003044128.1","Protein"
"5177","YP_003044129.1","Protein"
"5178","YP_003044130.1","Protein"
"5179","YP_003044131.1","Protein"
"5180","YP_003044132.1","Protein"
"5181","YP_003044133.1","Protein"
"5182","YP_003044134.1","Protein"
"5183","YP_003044135.1","Protein"
"5184","YP_003044136.1","Protein"
"5185","YP_003044137.1","Protein"
"5186","YP_003044138.1","Protein"
"5187","YP_003044139.1","Protein"
"5188","YP_003044140.1","Protein"
"5189","YP_003044141.1","Protein"
"5190","YP_003044142.1","Protein"
"5191","YP_003044143.1","Protein"
"5192","YP_003044144.1","Protein"
"5193","YP_003044145.1","Protein"
"5194","YP_003044146.1","Protein"
"5195","YP_003044147.1","Protein"
"5196","YP_003044148.1","Protein"
"5197","YP_003044149.1","Protein"
"5198","YP_003044150.1","Protein"
"5199","YP_003044151.1","Protein"
"5200","YP_003044152.1","Protein"
"5201","YP_003044153.1","Protein"
"5202","YP_003044154.1","Protein"
"5203","YP_003044155.1","Protein"
"5204","YP_003044156.1","Protein"
"5205","YP_003044157.1","Protein"
"5206","YP_003044158.1","Protein"
"5207","YP_003044159.1","Protein"
"5208","YP_003044160.1","Protein"
"5209","YP_003044161.1","Protein"
"5210","YP_003044162.1","Protein"
"5211","YP_003044163.1","Protein"
"5212","YP_003044164.1","Protein"
"5213","YP_003044165.1","Protein"
"5214","YP_003044166.1","Protein"
"5215","YP_003044167.1","Protein"
"5216","YP_003044168.1","Protein"
"5217","YP_003044169.1","Protein"
"5218","YP_003044170.1","Protein"
"5219","YP_003044171.1","Protein"
"5220","YP_003044172.1","Protein"
"5221","YP_003044173.1","Protein"
"5222","YP_003044174.1","Protein"
"5223","YP_003044175.1","Protein"
"5224","YP_003044176.1","Protein"
"5225","YP_003044177.1","Protein"
"5226","YP_003044178.1","Protein"
"5227","YP_003044179.1","Protein"
"5228","YP_003044180.1","Protein"
"5229","YP_003044181.1","Protein"
"5230","YP_003044182.1","Protein"
"5231","YP_003044183.1","Protein"
"5232","YP_003044184.1","Protein"
"5233","YP_003044185.1","Protein"
"5234","YP_003044186.1","Protein"
"5235","YP_003044187.1","Protein"
"5236","YP_003044188.1","Protein"
"5237","YP_003044189.1","Protein"
"5238","YP_003044190.1","Protein"
"5239","YP_003044191.1","Protein"
"5240","YP_003044192.1","Protein"
"5241","YP_003044193.1","Protein"
"5242","YP_003044194.1","Protein"
"5243","YP_003044195.1","Protein"
"5244","YP_003044196.1","Protein"
"5245","YP_003044197.1","Protein"
"5246","YP_003044198.1","Protein"
"5247","YP_003044199.1","Protein"
"5248","YP_003044200.1","Protein"
"5249","YP_003044201.1","Protein"
"5250","YP_003044202.1","Protein"
"5251","YP_003044203.1","Protein"
"5252","YP_003044204.1","Protein"
"5253","YP_003044205.1","Protein"
"5254","YP_003044206.1","Protein"
"5255","YP_003044207.1","Protein"
"5256","YP_003044209.1","Protein"
"5257","YP_003044210.1","Protein"
"5258","YP_003044211.1","Protein"
"5259","YP_003044212.1","Protein"
"5260","YP_003044213.1","Protein"
"5261","YP_003044214.1","Protein"
"5262","YP_003044215.1","Protein"
"5263","YP_003044216.1","Protein"
"5264","YP_003044217.1","Protein"
"5265","YP_003044218.1","Protein"
"5266","YP_003044219.1","Protein"
"5267","YP_003044220.1","Protein"
"5268","YP_003044221.1","Protein"
"5269","YP_003044222.1","Protein"
"5270","YP_003044223.1","Protein"
"5271","YP_003044224.1","Protein"
"5272","YP_003044225.1","Protein"
"5273","YP_003044226.1","Protein"
"5274","YP_003044227.1","Protein"
"5275","YP_003044228.1","Protein"
"5276","YP_003044229.1","Protein"
"5277","YP_003044230.1","Protein"
"5278","YP_003044231.1","Protein"
"5279","YP_003044232.1","Protein"
"5280","YP_003044233.1","Protein"
"5281","YP_003044234.1","Protein"
"5282","YP_003044235.1","Protein"
"5283","YP_003044236.1","Protein"
"5284","YP_003044237.1","Protein"
"5285","YP_003044238.1","Protein"
"5286","YP_003044239.1","Protein"
"5287","YP_003044240.1","Protein"
"5288","YP_003044241.1","Protein"
"5289","YP_003044242.1","Protein"
"5290","YP_003044243.1","Protein"
"5291","YP_003044244.1","Protein"
"5292","YP_003044245.1","Protein"
"5293","YP_003044246.1","Protein"
"5294","YP_003044247.1","Protein"
"5295","YP_003044248.1","Protein"
"5296","YP_003044249.1","Protein"
"5297","YP_003044250.1","Protein"
"5298","YP_003044251.1","Protein"
"5299","YP_003044252.1","Protein"
"5300","YP_003044253.1","Protein"
"5301","YP_003044254.1","Protein"
"5302","YP_003044255.1","Protein"
"5303","YP_003044256.1","Protein"
"5304","YP_003044257.1","Protein"
"5305","YP_003044258.1","Protein"
"5306","YP_003044259.1","Protein"
"5307","YP_003044260.1","Protein"
"5308","YP_003044261.1","Protein"
"5309","YP_003044262.1","Protein"
"5310","YP_003044263.1","Protein"
"5311","YP_003044264.1","Protein"
"5312","YP_003044265.1","Protein"
"5313","YP_003044266.1","Protein"
"5314","YP_003044267.1","Protein"
"5315","YP_003044268.1","Protein"
"5316","YP_003044269.1","Protein"
"5317","YP_003044270.1","Protein"
"5318","YP_003044271.1","Protein"
"5319","YP_003044272.1","Protein"
"5320","YP_003044273.1","Protein"
"5321","YP_003044274.1","Protein"
"5322","YP_003044275.1","Protein"
"5323","YP_003044276.1","Protein"
"5324","YP_003044277.1","Protein"
"5325","YP_003044278.1","Protein"
"5326","YP_003044279.1","Protein"
"5327","YP_003044280.1","Protein"
"5328","YP_003044281.1","Protein"
"5329","YP_003044282.1","Protein"
"5330","YP_003044283.1","Protein"
"5331","YP_003044284.1","Protein"
"5332","YP_003044285.1","Protein"
"5333","YP_003044286.1","Protein"
"5334","YP_003044287.1","Protein"
"5335","YP_003044288.1","Protein"
"5336","YP_003044289.1","Protein"
"5337","YP_003044290.1","Protein"
"5338","YP_003044291.1","Protein"
"5339","YP_003044292.1","Protein"
"5340","YP_003044293.1","Protein"
"5341","YP_003044294.1","Protein"
"5342","YP_003044295.1","Protein"
"5343","YP_003044296.1","Protein"
"5344","YP_003044297.1","Protein"
"5345","YP_003044298.1","Protein"
"5346","YP_003044299.1","Protein"
"5347","YP_003044300.1","Protein"
"5348","YP_003044301.1","Protein"
"5349","YP_003044302.1","Protein"
"5350","YP_003044303.1","Protein"
"5351","YP_003044304.1","Protein"
"5352","YP_003044305.1","Protein"
"5353","YP_003044306.1","Protein"
"5354","YP_003044307.1","Protein"
"5355","YP_003044308.1","Protein"
"5356","YP_003044309.1","Protein"
"5357","YP_003044310.1","Protein"
"5358","YP_003044311.1","Protein"
"5359","YP_003044312.1","Protein"
"5360","YP_003044313.1","Protein"
"5361","YP_003044314.1","Protein"
"5362","YP_003044315.1","Protein"
"5363","YP_003044316.1","Protein"
"5364","YP_003044317.1","Protein"
"5365","YP_003044318.1","Protein"
"5366","YP_003044319.1","Protein"
"5367","YP_003044320.1","Protein"
"5368","YP_003044321.1","Protein"
"5369","YP_003044322.1","Protein"
"5370","YP_003044323.1","Protein"
"5371","YP_003044324.1","Protein"
"5372","YP_003044325.1","Protein"
"5373","YP_003044326.1","Protein"
"5374","YP_003044327.1","Protein"
"5375","YP_003044328.1","Protein"
"5376","YP_003044329.1","Protein"
"5377","YP_003044330.1","Protein"
"5378","YP_003044331.1","Protein"
"5379","YP_003044332.1","Protein"
"5380","YP_003044333.1","Protein"
"5381","YP_003044334.1","Protein"
"5382","YP_003044335.1","Protein"
"5383","YP_003044336.1","Protein"
"5384","YP_003044337.1","Protein"
"5385","YP_003044338.1","Protein"
"5386","YP_003044339.1","Protein"
"5387","YP_003044340.1","Protein"
"5388","YP_003044341.1","Protein"
"5389","YP_003044342.1","Protein"
"5390","YP_003044343.1","Protein"
"5391","YP_003044344.1","Protein"
"5392","YP_003044345.1","Protein"
"5393","YP_003044346.1","Protein"
"5394","YP_003044347.1","Protein"
"5395","YP_003044348.1","Protein"
"5396","YP_003044349.1","Protein"
"5397","YP_003044350.1","Protein"
"5398","YP_003044351.1","Protein"
"5399","YP_003044352.1","Protein"
"5400","YP_003044353.1","Protein"
"5401","YP_003044354.1","Protein"
"5402","YP_003044355.1","Protein"
"5403","YP_003044356.1","Protein"
"5404","YP_003044357.1","Protein"
"5405","YP_003044358.1","Protein"
"5406","YP_003044359.1","Protein"
"5407","YP_003044360.1","Protein"
"5408","YP_003044361.1","Protein"
"5409","YP_003044362.1","Protein"
"5410","YP_003044363.1","Protein"
"5411","YP_003044364.1","Protein"
"5412","YP_003044365.1","Protein"
"5413","YP_003044366.1","Protein"
"5414","YP_003044367.1","Protein"
"5415","YP_003044368.1","Protein"
"5416","YP_003044369.1","Protein"
"5417","YP_003044370.1","Protein"
"5418","YP_003044371.1","Protein"
"5419","YP_003044372.1","Protein"
"5420","YP_003044373.1","Protein"
"5421","YP_003044374.1","Protein"
"5422","YP_003044375.1","Protein"
"5423","YP_003044376.1","Protein"
"5424","YP_003044377.1","Protein"
"5425","YP_003044378.1","Protein"
"5426","YP_003044379.1","Protein"
"5427","YP_003044380.1","Protein"
"5428","YP_003044381.1","Protein"
"5429","YP_003044382.1","Protein"
"5430","YP_003044383.1","Protein"
"5431","YP_003044384.1","Protein"
"5432","YP_003044385.1","Protein"
"5433","YP_003044386.1","Protein"
"5434","YP_003044387.1","Protein"
"5435","YP_003044388.1","Protein"
"5436","YP_003044389.1","Protein"
"5437","YP_003044390.1","Protein"
"5438","YP_003044391.1","Protein"
"5439","YP_003044392.1","Protein"
"5440","YP_003044393.1","Protein"
"5441","YP_003044394.1","Protein"
"5442","YP_003044395.1","Protein"
"5443","YP_003044396.1","Protein"
"5444","YP_003044397.1","Protein"
"5445","YP_003044398.1","Protein"
"5446","YP_003044399.1","Protein"
"5447","YP_003044400.1","Protein"
"5448","YP_003044401.1","Protein"
"5449","YP_003044402.1","Protein"
"5450","YP_003044403.1","Protein"
"5451","YP_003044404.1","Protein"
"5452","YP_003044405.1","Protein"
"5453","YP_003044406.1","Protein"
"5454","YP_003044407.1","Protein"
"5455","YP_003044408.1","Protein"
"5456","YP_003044409.1","Protein"
"5457","YP_003044410.1","Protein"
"5458","YP_003044411.1","Protein"
"5459","YP_003044412.1","Protein"
"5460","YP_003044413.1","Protein"
"5461","YP_003044414.1","Protein"
"5462","YP_003044415.1","Protein"
"5463","YP_003044416.1","Protein"
"5464","YP_003044417.1","Protein"
"5465","YP_003044418.1","Protein"
"5466","YP_003044419.1","Protein"
"5467","YP_003044420.1","Protein"
"5468","YP_003044421.1","Protein"
"5469","YP_003044422.1","Protein"
"5470","YP_003044423.1","Protein"
"5471","YP_003044424.1","Protein"
"5472","YP_003044425.1","Protein"
"5473","YP_003044426.1","Protein"
"5474","YP_003044427.1","Protein"
"5475","YP_003044428.1","Protein"
"5476","YP_003044429.1","Protein"
"5477","YP_003044430.1","Protein"
"5478","YP_003044431.1","Protein"
"5479","YP_003044432.1","Protein"
"5480","YP_003044433.1","Protein"
"5481","YP_003044434.1","Protein"
"5482","YP_003044435.1","Protein"
"5483","YP_003044436.1","Protein"
"5484","YP_003044437.1","Protein"
"5485","YP_003044438.1","Protein"
"5486","YP_003044439.1","Protein"
"5487","YP_003044440.1","Protein"
"5488","YP_003044441.1","Protein"
"5489","YP_003044442.1","Protein"
"5490","YP_003044443.1","Protein"
"5491","YP_003044444.1","Protein"
"5492","YP_003044445.1","Protein"
"5493","YP_003044446.1","Protein"
"5494","YP_003044447.1","Protein"
"5495","YP_003044448.1","Protein"
"5496","YP_003044449.1","Protein"
"5497","YP_003044450.1","Protein"
"5498","YP_003044451.1","Protein"
"5499","YP_003044452.1","Protein"
"5500","YP_003044453.1","Protein"
"5501","YP_003044454.1","Protein"
"5502","YP_003044455.1","Protein"
"5503","YP_003044456.1","Protein"
"5504","YP_003044457.1","Protein"
"5505","YP_003044458.1","Protein"
"5506","YP_003044459.1","Protein"
"5507","YP_003044460.1","Protein"
"5508","YP_003044461.1","Protein"
"5509","YP_003044462.1","Protein"
"5510","YP_003044463.1","Protein"
"5511","YP_003044464.1","Protein"
"5512","YP_003044465.1","Protein"
"5513","YP_003044466.1","Protein"
"5514","YP_003044467.1","Protein"
"5515","YP_003044468.1","Protein"
"5516","YP_003044469.1","Protein"
"5517","YP_003044470.1","Protein"
"5518","YP_003044471.1","Protein"
"5519","YP_003044472.1","Protein"
"5520","YP_003044473.1","Protein"
"5521","YP_003044474.1","Protein"
"5522","YP_003044475.1","Protein"
"5523","YP_003044476.1","Protein"
"5524","YP_003044477.1","Protein"
"5525","YP_003044478.1","Protein"
"5526","YP_003044479.1","Protein"
"5527","YP_003044480.1","Protein"
"5528","YP_003044481.1","Protein"
"5529","YP_003044482.1","Protein"
"5530","YP_003044483.1","Protein"
"5531","YP_003044484.1","Protein"
"5532","YP_003044485.1","Protein"
"5533","YP_003044486.1","Protein"
"5534","YP_003044487.1","Protein"
"5535","YP_003044488.1","Protein"
"5536","YP_003044489.1","Protein"
"5537","YP_003044490.1","Protein"
"5538","YP_003044491.1","Protein"
"5539","YP_003044492.1","Protein"
"5540","YP_003044493.1","Protein"
"5541","YP_003044494.1","Protein"
"5542","YP_003044495.1","Protein"
"5543","YP_003044496.1","Protein"
"5544","YP_003044497.1","Protein"
"5545","YP_003044498.1","Protein"
"5546","YP_003044499.1","Protein"
"5547","YP_003044500.1","Protein"
"5548","YP_003044501.1","Protein"
"5549","YP_003044502.1","Protein"
"5550","YP_003044503.1","Protein"
"5551","YP_003044504.1","Protein"
"5552","YP_003044505.1","Protein"
"5553","YP_003044506.1","Protein"
"5554","YP_003044507.1","Protein"
"5555","YP_003044508.1","Protein"
"5556","YP_003044509.1","Protein"
"5557","YP_003044510.1","Protein"
"5558","YP_003044511.1","Protein"
"5559","YP_003044512.1","Protein"
"5560","YP_003044513.1","Protein"
"5561","YP_003044514.1","Protein"
"5562","YP_003044515.1","Protein"
"5563","YP_003044516.1","Protein"
"5564","YP_003044517.1","Protein"
"5565","YP_003044518.1","Protein"
"5566","YP_003044519.1","Protein"
"5567","YP_003044520.1","Protein"
"5568","YP_003044521.1","Protein"
"5569","YP_003044522.1","Protein"
"5570","YP_003044523.1","Protein"
"5571","YP_003044524.1","Protein"
"5572","YP_003044525.1","Protein"
"5573","YP_003044526.1","Protein"
"5574","YP_003044527.1","Protein"
"5575","YP_003044528.1","Protein"
"5576","YP_003044529.1","Protein"
"5577","YP_003044530.1","Protein"
"5578","YP_003044531.1","Protein"
"5579","YP_003044532.1","Protein"
"5580","YP_003044533.1","Protein"
"5581","YP_003044534.1","Protein"
"5582","YP_003044535.1","Protein"
"5583","YP_003044536.1","Protein"
"5584","YP_003044537.1","Protein"
"5585","YP_003044538.1","Protein"
"5586","YP_003044539.1","Protein"
"5587","YP_003044540.1","Protein"
"5588","YP_003044541.1","Protein"
"5589","YP_003044542.1","Protein"
"5590","YP_003044543.1","Protein"
"5591","YP_003044544.1","Protein"
"5592","YP_003044545.1","Protein"
"5593","YP_003044546.1","Protein"
"5594","YP_003044547.1","Protein"
"5595","YP_003044548.1","Protein"
"5596","YP_003044549.1","Protein"
"5597","YP_003044550.1","Protein"
"5598","YP_003044551.1","Protein"
"5599","YP_003044552.1","Protein"
"5600","YP_003044553.1","Protein"
"5601","YP_003044554.1","Protein"
"5602","YP_003044555.1","Protein"
"5603","YP_003044556.1","Protein"
"5604","YP_003044557.1","Protein"
"5605","YP_003044558.1","Protein"
"5606","YP_003044559.1","Protein"
"5607","YP_003044560.1","Protein"
"5608","YP_003044561.1","Protein"
"5609","YP_003044562.1","Protein"
"5610","YP_003044563.1","Protein"
"5611","YP_003044564.1","Protein"
"5612","YP_003044565.1","Protein"
"5613","YP_003044566.1","Protein"
"5614","YP_003044567.1","Protein"
"5615","YP_003044568.1","Protein"
"5616","YP_003044569.1","Protein"
"5617","YP_003044570.1","Protein"
"5618","YP_003044571.1","Protein"
"5619","YP_003044572.1","Protein"
"5620","YP_003044573.1","Protein"
"5621","YP_003044574.1","Protein"
"5622","YP_003044575.1","Protein"
"5623","YP_003044576.1","Protein"
"5624","YP_003044577.1","Protein"
"5625","YP_003044578.1","Protein"
"5626","YP_003044579.1","Protein"
"5627","YP_003044580.1","Protein"
"5628","YP_003044581.1","Protein"
"5629","YP_003044582.1","Protein"
"5630","YP_003044583.1","Protein"
"5631","YP_003044584.1","Protein"
"5632","YP_003044585.1","Protein"
"5633","YP_003044586.1","Protein"
"5634","YP_003044587.1","Protein"
"5635","YP_003044588.1","Protein"
"5636","YP_003044589.1","Protein"
"5637","YP_003044590.1","Protein"
"5638","YP_003044591.1","Protein"
"5639","YP_003044592.1","Protein"
"5640","YP_003044593.1","Protein"
"5641","YP_003044594.1","Protein"
"5642","YP_003044595.1","Protein"
"5643","YP_003044596.1","Protein"
"5644","YP_003044597.1","Protein"
"5645","YP_003044598.1","Protein"
"5646","YP_003044599.1","Protein"
"5647","YP_003044600.1","Protein"
"5648","YP_003044601.1","Protein"
"5649","YP_003044602.1","Protein"
"5650","YP_003044603.1","Protein"
"5651","YP_003044604.1","Protein"
"5652","YP_003044605.1","Protein"
"5653","YP_003044606.1","Protein"
"5654","YP_003044607.1","Protein"
"5655","YP_003044608.1","Protein"
"5656","YP_003044609.1","Protein"
"5657","YP_003044610.1","Protein"
"5658","YP_003044611.1","Protein"
"5659","YP_003044612.1","Protein"
"5660","YP_003044613.1","Protein"
"5661","YP_003044614.1","Protein"
"5662","YP_003044615.1","Protein"
"5663","YP_003044616.1","Protein"
"5664","YP_003044617.1","Protein"
"5665","YP_003044618.1","Protein"
"5666","YP_003044619.1","Protein"
"5667","YP_003044620.1","Protein"
"5668","YP_003044621.1","Protein"
"5669","YP_003044622.1","Protein"
"5670","YP_003044623.1","Protein"
"5671","YP_003044624.1","Protein"
"5672","YP_003044625.1","Protein"
"5673","YP_003044626.1","Protein"
"5674","YP_003044627.1","Protein"
"5675","YP_003044628.1","Protein"
"5676","YP_003044629.1","Protein"
"5677","YP_003044630.1","Protein"
"5678","YP_003044631.1","Protein"
"5679","YP_003044632.1","Protein"
"5680","YP_003044633.1","Protein"
"5681","YP_003044634.1","Protein"
"5682","YP_003044635.1","Protein"
"5683","YP_003044636.1","Protein"
"5684","YP_003044637.1","Protein"
"5685","YP_003044638.1","Protein"
"5686","YP_003044639.1","Protein"
"5687","YP_003044640.1","Protein"
"5688","YP_003044641.1","Protein"
"5689","YP_003044642.1","Protein"
"5690","YP_003044643.1","Protein"
"5691","YP_003044644.1","Protein"
"5692","YP_003044645.1","Protein"
"5693","YP_003044646.1","Protein"
"5694","YP_003044647.1","Protein"
