"gene_id","gene_name"
"ECB_00981","appC"
"ECB_00982","appB"
"ECB_00983","appA"
"ECB_00984","yccC"
"ECB_00985","yccY"
"ECB_00986","yccZ"
"ECB_00987","ymcA"
"ECB_00988","ymcB"
"ECB_00989","ymcC"
"ECB_00990","ymcD"
"ECB_00991","cspH"
"ECB_00992","cspG"
"ECB_00993","sfa"
"ECB_00994","gnsA"
"ECB_00995","yccM"
"ECB_00996","torS"
"ECB_00997","torT"
"ECB_00998","torR"
"ECB_00999","torC"
"ECB_01000","torA"
"ECB_01001","torD"
"ECB_01002","yccD"
"ECB_01003","cbpA"
"ECB_01004","yccE"
"ECB_01005","agp"
"ECB_01006","yccJ"
"ECB_01007","wrbA"
"ECB_01008","ymdF"
"ECB_01009","ycdG"
"ECB_01010","ycdH"
"ECB_01011","ycdI"
"ECB_01012","ycdJ"
"ECB_01013","ycdK"
"ECB_01014","ycdL"
"ECB_01015","ycdM"
"ECB_01016","ycdC"
"ECB_01017","putA"
"ECB_01018","putP"
"ECB_01019","ycdN"
"ECB_01020","ycdO"
"ECB_01021","ycdB"
"ECB_01022","phoH"
"ECB_01023","ycdP"
"ECB_01024","ycdQ"
"ECB_01025","ycdR"
"ECB_01026","ycdS"
"ECB_01027","ycdT"
"ECB_01028","insF-1"
"ECB_01029","insE-1"
"ECB_t00024","serX"
"ECB_01030","ycdW"
"ECB_01031","ycdX"
"ECB_01032","ycdY"
"ECB_01033","ycdZ"
"ECB_01034","csgG"
"ECB_01035","csgF"
"ECB_01036","csgE"
"ECB_01037","csgD"
"ECB_01038","csgB"
"ECB_01039","csgA"
"ECB_01040","csgC"
"ECB_01041","ymdA"
"ECB_01042","ymdB"
"ECB_01043","ymdC"
"ECB_01044","mdoC"
"ECB_01045","mdoG"
"ECB_01046","mdoH"
"ECB_01047","yceK"
"ECB_01048","msyB"
"ECB_01049","yceE"
"ECB_01050","htrB"
"ECB_01051","yceA"
"ECB_01052","yceI"
"ECB_01053","yceJ"
"ECB_01054","yceO"
"ECB_01055","solA"
"ECB_01056","yceP"
"ECB_01057","dinI"
"ECB_01058","pyrC"
"ECB_01059","yceB"
"ECB_01060","grxB"
"ECB_01061","yceL"
"ECB_01062","rimJ"
"ECB_01063","yceH"
"ECB_01064","mviM"
"ECB_01065","mviN"
"ECB_01066","flgN"
"ECB_01067","flgM"
"ECB_01068","flgA"
"ECB_01069","flgB"
"ECB_01070","flgC"
"ECB_01071","flgD"
"ECB_01072","flgE"
"ECB_01073","flgF"
"ECB_01074","flgG"
"ECB_01075","flgH"
"ECB_01076","flgI"
"ECB_01077","flgJ"
"ECB_01078","flgK"
"ECB_01079","flgL"
"ECB_01080","rne"
"ECB_01081","ECB_01081"
"ECB_01082","rluC"
"ECB_01083","maf"
"RF00077.1","sraB"
"ECB_01084","yceD"
"ECB_01085","rpmF"
"ECB_01086","plsX"
"ECB_01087","fabH"
"ECB_01088","fabD"
"ECB_01089","fabG"
"ECB_01090","acpP"
"ECB_01091","fabF"
"ECB_01092","pabC"
"ECB_01093","yceG"
"ECB_01094","tmk"
"ECB_01095","holB"
"ECB_01096","ycfH"
"ECB_01097","ptsG"
"ECB_01098","fhuE"
"ECB_01099","ycfF"
"ECB_01100","ycfL"
"ECB_01101","ycfM"
"ECB_01102","ycfN"
"ECB_01103","nagZ"
"ECB_01104","ycfP"
"ECB_01105","ndh"
"ECB_01106","ycfJ"
"ECB_01107","ycfQ"
"ECB_01108","ycfR"
"ECB_01109","ycfS"
"ECB_01110","mfd"
"ECB_01111","ycfT"
"ECB_01112","ycfU"
"ECB_01113","ycfV"
"ECB_01114","ycfW"
"ECB_01115","ycfX"
"ECB_01116","insA-10"
"ECB_01117","insB-10"
"ECB_01115","ycfX"
"ECB_01118","cobB"
"ECB_01119","ycfZ"
"ECB_01120","ymfA"
"ECB_01121","potD"
"ECB_01122","potC"
"ECB_01123","potB"
"ECB_01124","potA"
"ECB_01125","pepT"
"ECB_01126","ycfD"
"ECB_01127","phoQ"
"ECB_01128","phoP"
"ECB_01129","purB"
"ECB_01130","ycfC"
"ECB_01131","trmU"
"ECB_01132","ymfB"
"ECB_01133","ymfC"
"ECB_01134","icdA"
"ECB_01135","ycgW"
"ECB_01136","ycgX"
"ECB_01137","ycgE"
"ECB_01138","ycgF"
"ECB_01139","ycgZ"
"ECB_01140","ymgA"
"ECB_01141","ymgB"
"ECB_01142","ymgC"
"ECB_01143","ycgG"
"ECB_01144","ymgF"
"ECB_01145","ycgH"
"ECB_01146","ymgD"
"ECB_01147","ECB_01147"
"ECB_01148","ycgI"
"ECB_01149","minE"
"ECB_01150","minD"
"ECB_01151","minC"
"ECB_01152","ycgJ"
"ECB_01153","ycgK"
"ECB_01154","ycgL"
"ECB_01155","ycgM"
"ECB_01156","ycgN"
"ECB_01157","hlyE"
"RF00119.1","C0299"
"ECB_01158","umuD"
"ECB_01159","umuC"
"ECB_01160","dsbB"
"ECB_01161","nhaB"
"ECB_01162","fadR"
"ECB_01163","ycgB"
"ECB_01164","dadA"
"ECB_01165","alr"
"ECB_01166","ycgO"
"ECB_01167","ldcA"
"ECB_01168","mltE"
"ECB_01169","ycgR"
"ECB_01170","ymgE"
"ECB_01171","ycgY"
"ECB_01172","treA"
"ECB_01173","dhaM"
"ECB_01174","dhaL"
"ECB_01175","dhaK"
"ECB_01176","dhaR"
"ECB_01177","ycgV"
"ECB_01178","ychF"
"ECB_01179","pth"
"ECB_01180","ychH"
"ECB_01181","ychM"
"ECB_01182","prsA"
"ECB_01183","ispE"
"ECB_01184","lolB"
"ECB_01185","hemA"
"ECB_01186","prfA"
"ECB_01187","hemK"
"ECB_01188","ychQ"
"ECB_01189","ychA"
"ECB_01190","kdsA"
"ECB_01191","ldrA"
"RF01813.1","rdlD"
"ECB_01192","ldrB"
"RF01813.2","rdlD"
"ECB_01193","ldrC"
"RF01813.3","rdlD"
"ECB_01194","chaA"
"ECB_01195","chaB"
"ECB_01196","chaC"
"ECB_01197","ychN"
"ECB_01198","ychP"
"ECB_01199","narL"
"ECB_01200","narX"
"ECB_01201","narK"
"ECB_01202","narG"
"ECB_01203","narH"
"ECB_01204","narJ"
"ECB_01205","narI"
"ECB_01206","ECB_01206"
"ECB_01207","tpr"
"ECB_t00025","tyrV"
"ECB_t00026","tyrT"
"ECB_01208","purU"
"ECB_01209","ychJ"
"ECB_01210","ychK"
"ECB_01211","hnr"
"ECB_01212","galU"
"ECB_01213","hns"
"ECB_01214","tdk"
"ECB_01215","adhE"
"ECB_01216","ychE"
"ECB_01217","oppA"
"ECB_01218","oppB"
"ECB_01219","oppC"
"ECB_01220","oppD"
"ECB_01221","oppF"
"ECB_01222","yciU"
"ECB_01223","cls"
"ECB_01224","kch"
"ECB_01225","yciI"
"ECB_01226","tonB"
"ECB_01227","yciA"
"ECB_01228","ispZ"
"ECB_01229","yciC"
"ECB_01230","yciD"
"ECB_01231","yciE"
"ECB_01232","yciF"
"ECB_01233","yciG"
"ECB_01234","trpA"
"ECB_01235","trpB"
"ECB_01236","trpC"
"ECB_01237","trpD"
"ECB_01238","trpE"
"ECB_01239","trpL"
"ECB_01240","yciV"
"ECB_01241","yciO"
"ECB_01242","yciQ"
"ECB_01243","insA-11"
"ECB_01244","insB-11"
"ECB_01242","yciQ"
"ECB_01245","yciL"
"ECB_01246","btuR"
"ECB_01247","yciK"
"ECB_01248","sohB"
"ECB_01249","yciN"
"ECB_01250","topA"
"ECB_01251","cysB"
"ECB_01252","yciX"
"RF02079.1","STnc180"
"ECB_01253","acnA"
"ECB_01254","ribA"
"ECB_01255","pgpB"
"ECB_01256","yciS"
"ECB_01257","yciM"
"ECB_01258","pyrF"
"ECB_01259","yciH"
"ECB_01260","osmB"
"ECB_01261","yciT"
"ECB_01262","yciR"
"ECB_01263","rnb"
"ECB_01264","yciW"
"ECB_01265","fabI"
"ECB_01266","ycjD"
"ECB_01267","sapF"
"ECB_01268","sapD"
"ECB_01269","sapC"
"ECB_01270","sapB"
"ECB_01271","sapA"
"ECB_01272","ymjA"
"ECB_01273","ycjJ"
"ECB_01274","ycjK"
"ECB_01275","ycjL"
"ECB_01276","ycjC"
"ECB_01277","aldH"
"ECB_01278","ordL"
"ECB_01279","goaG"
"ECB_01280","pspF"
"ECB_01281","pspA"
"ECB_01282","pspB"
"ECB_01283","pspC"
"ECB_01284","pspD"
"ECB_01285","pspE"
"ECB_01286","ycjM"
"ECB_01287","ycjN"
"ECB_01288","ycjO"
"ECB_01289","ycjP"
"ECB_01290","ycjQ"
"ECB_01291","ycjR"
"ECB_01292","ycjS"
"ECB_01293","ycjT"
"ECB_01294","ycjU"
"ECB_01295","ycjV"
"ECB_01296","ompG"
"ECB_01297","ycjW"
"ECB_01298","ycjX"
"ECB_01299","ycjF"
"ECB_01300","tyrR"
"ECB_01301","tpx"
"ECB_01302","ycjG"
"ECB_01303","ycjI"
"ECB_01304","ymjC"
"ECB_01305","ycjY"
"ECB_01306","ycjZ"
"ECB_01307","mppA"
"ECB_01308","ynaI"
"ECB_01309","ynaJ"
"ECB_01310","ydaA"
"ECB_01311","fnr"
"ECB_01312","ogt"
"ECB_01313","abgT"
"ECB_01314","abgB"
"ECB_01315","abgA"
"ECB_01316","abgR"
"RF00115.1","IS061"
"ECB_01317","ydaL"
"ECB_01318","ydaM"
"ECB_01319","ydaN"
"RF01796.1","frnS"
"ECB_01320","dbpA"
"ECB_01321","ydaO"
"ECB_01322","intR"
"ECB_01323","xisR"
"ECB_01324","ydaC"
"ECB_01325","lar"
"ECB_01326","recT"
"ECB_01327","recE"
"ECB_01328","racC"
"ECB_01329","ydaE"
"ECB_01330","kil"
"RF00039.1","dicF"
"ECB_01331","sieB"
"ECB_01332","ydaF"
"ECB_01333","ydaG"
"ECB_01334","ECB_01334"
"ECB_01335","ECB_01335"
"ECB_01336","ECB_01336"
"ECB_01337","ydfQ"
"ECB_01338","rzpR"
"ECB_01339","trkG"
"ECB_01340","ynaK"
"ECB_01341","ECB_01341"
"ECB_01342","ECB_01342"
"ECB_01343","ECB_01343"
"ECB_01344","ECB_01344"
"ECB_01345","pinR"
"ECB_01346","ynaE"
"ECB_01347","ynaF"
"ECB_01348","ompN"
"RF00121.1","micC"
"ECB_01349","ydbK"
"ECB_01350","ydbJ"
"ECB_01351","hslJ"
"ECB_01352","ldhA"
"ECB_01353","ydbH"
"ECB_01354","ynbE"
"ECB_01355","ydbL"
"ECB_01356","feaR"
"ECB_01357","feaB"
"ECB_01358","tynA"
"ECB_01359","insE-2"
"ECB_01360","insF-2"
"ECB_01361","ydbC"
"ECB_01362","ydbD"
"ECB_01363","ynbA"
"ECB_01364","ynbB"
"ECB_01365","ynbC"
"ECB_01366","ynbD"
"ECB_01367","acpD"
"ECB_01368","hrpA"
"ECB_01369","ydcF"
"ECB_01370","aldA"
"ECB_01371","gapC"
"ECB_01372","insA-12"
"ECB_01373","insB-12"
"ECB_01374","cybB"
"RF00505.1","rydC"
"ECB_01375","ydcA"
"ECB_01376","hokB"
"ECB_01377","mokB"
"RF01794.2","sokB"
"ECB_01378","trg"
"ECB_01379","ydcI"
"ECB_01380","ydcJ"
"ECB_01381","ydcG"
"ECB_01382","ECB_01382"
"ECB_01383","ydcH"
"ECB_01384","rimL"
"ECB_01385","ydcK"
"ECB_01386","tehA"
"ECB_01387","tehB"
"ECB_01388","ydcL"
"ECB_01389","yncK"
"ECB_01390","ydcM"
"ECB_01391","ydcO"
"ECB_01392","ydcN"
"ECB_01393","ydcP"
"ECB_01394","yncJ"
"ECB_01395","ydcQ"
"ECB_01396","ydcR"
"ECB_01397","ydcS"
"ECB_01398","ydcT"
"ECB_01399","ydcU"
"ECB_01400","ydcV"
"ECB_01401","ydcW"
"ECB_01402","ydcX"
"ECB_01403","ydcY"
"ECB_01404","ydcZ"
"ECB_01405","yncA"
"ECB_01406","yncB"
"ECB_01407","yncC"
"ECB_01408","yncD"
"ECB_01409","yncE"
"ECB_01410","ansP"
"ECB_01411","yncG"
"ECB_01412","yncH"
"ECB_01413","ECB_01413"
"ECB_01414","rhsE"
"ECB_01415","ydcD"
"ECB_01416","ECB_01416"
"ECB_01417","ECB_01417"
"ECB_01418","ydcC"
"ECB_01419","ydcE"
"ECB_01420","yddH"
"ECB_01421","nhoA"
"ECB_01422","yddE"
"ECB_01423","narV"
"ECB_01424","narW"
"ECB_01425","narY"
"ECB_01426","narZ"
"ECB_01427","narU"
"ECB_01428","yddJ"
"ECB_01429","yddK"
"ECB_01430","yddL"
"ECB_01431","yddG"
"ECB_01432","fdnG"
"ECB_01433","fdnH"
"ECB_01434","fdnI"
"ECB_01435","yddM"
"ECB_01436","adhP"
"ECB_01437","sfcA"
"ECB_01438","rpsV"
"ECB_01439","bdm"
"ECB_01440","osmC"
"ECB_01441","yddO"
"ECB_01442","yddP"
"ECB_01443","yddQ"
"ECB_01444","yddR"
"ECB_01445","yddS"
"ECB_01446","ddpX"
"ECB_01447","dos"
"ECB_01448","yddV"
"ECB_01449","yddW"
"ECB_01450","xasA"
"ECB_01451","gadB"
"ECB_01452","pqqL"
"ECB_01453","yddB"
"ECB_01454","yddA"
"ECB_01455","ydeM"
"ECB_01456","ydeN"
"ECB_01457","ydeO"
"ECB_01458","ECB_01458"
"ECB_01459","ydeP"
"ECB_01460","ydeQ"
"ECB_01461","ydeR"
"ECB_01462","ydeS"
"ECB_01463","ydeT"
"ECB_01464","ECB_01464"
"ECB_01465","ECB_01465"
"ECB_01466","ECB_01466"
"ECB_01467","ECB_01467"
"ECB_01468","yneL"
"ECB_01469","hipA"
"ECB_01470","hipB"
"ECB_01471","ydeU"
"ECB_01472","ydeZ"
"ECB_01473","yneA"
"ECB_01474","yneB"
"ECB_01475","yneC"
"ECB_01476","tam"
"ECB_01477","yneE"
"ECB_01478","uxaB"
"ECB_01479","yneF"
"ECB_01480","yneG"
"ECB_01481","yneH"
"ECB_01482","yneI"
"ECB_01483","yneJ"
"ECB_01484","yneK"
"ECB_01485","sotB"
"ECB_01486","marC"
"ECB_01487","ECB_01487"
"ECB_01488","ECB_01488"
"ECB_01489","marR"
"ECB_01490","marA"
"ECB_01491","marB"
"ECB_01492","eamA"
"ECB_01493","ydeE"
"RF01407.1","STnc560"
"ECB_01494","ydeH"
"ECB_01495","ydeI"
"ECB_01496","ydeJ"
"ECB_01497","dcp"
"ECB_01498","ydfG"
"ECB_01499","ydfH"
"ECB_01500","ydfZ"
"ECB_01501","ydfI"
"ECB_01502","ydfJ"
"ECB_01503","ydfK"
"ECB_01504","pinQ"
"ECB_01505","ECB_01505"
"ECB_01506","ECB_01506"
"ECB_01507","ECB_01507"
"ECB_01508","stfR"
"ECB_01509","lomR"
"ECB_01510","ECB_01510"
"ECB_01511","insE-3"
"ECB_01512","insF-3"
"ECB_01513","ybcW"
"ECB_01514","gnsB"
"ECB_01515","ynfN"
"ECB_01516","ECB_01516"
"ECB_01517","cspI"
"ECB_01518","ydfP"
"ECB_01519","ydfQ"
"ECB_01520","ydfR"
"ECB_01521","essQ"
"ECB_01522","ECB_01522"
"ECB_01523","ECB_01523"
"ECB_01524","insE-4"
"ECB_01525","insF-4"
"ECB_01526","ECB_01526"
"ECB_01527","ECB_01527"
"ECB_01528","ECB_01528"
"ECB_01529","ydfU"
"ECB_01530","ECB_01530"
"ECB_01531","rem"
"ECB_01532","hokD"
"RF01794.3","sokD"
"ECB_01533","ECB_01533"
"ECB_01534","ECB_01534"
"ECB_01535","ECB_01535"
"ECB_01536","ECB_01536"
"ECB_01537","ydfX"
"ECB_01538","dicC"
"ECB_01539","ECB_01539"
"ECB_01540","ECB_01540"
"ECB_01541","ECB_01541"
"ECB_01542","ECB_01542"
"RF00039.2","dicF"
"ECB_01543","dicB"
"ECB_01544","ydfD"
"ECB_01545","ydfE"
"ECB_01546","ECB_01546"
"ECB_01547","intQ"
"ECB_01548","ynfP"
"ECB_01549","rspB"
"ECB_01550","rspA"
"ECB_01551","ynfA"
"ECB_01552","ynfB"
"ECB_01553","speG"
"ECB_01554","ynfC"
"ECB_01555","ynfD"
"ECB_01556","ynfE"
"ECB_01557","ynfF"
"ECB_01558","ynfG"
"ECB_01559","ynfH"
"ECB_01560","ynfI"
"ECB_01561","ynfJ"
"ECB_01562","bioD"
"ECB_01563","mlc"
"ECB_01564","ynfL"
"ECB_01565","ynfM"
"ECB_01566","asr"
"ECB_01567","ydgD"
"ECB_01568","ydgE"
"ECB_01569","ydgF"
"ECB_01570","ydgG"
"ECB_01571","pntB"
"ECB_01572","pntA"
"ECB_01573","ydgH"
"ECB_01574","ydgI"
"ECB_01575","ydgB"
"ECB_01576","ydgC"
"ECB_01577","rstA"
"ECB_01578","rstB"
"ECB_01579","tus"
"ECB_01580","fumC"
"ECB_01581","fumA"
"ECB_01582","manA"
"ECB_01583","ydgA"
"ECB_01584","uidC"
"ECB_01585","uidB"
"ECB_01586","uidA"
"ECB_01587","uidR"
"ECB_01588","hdhA"
"ECB_01589","malI"
"ECB_01590","malX"
"ECB_01591","malY"
"ECB_01592","add"
"ECB_01593","ydgJ"
"ECB_01594","blr"
"ECB_01595","ydgT"
"ECB_01596","ydgK"
"ECB_01597","rnfA"
"ECB_01598","rnfB"
"ECB_01599","rnfC"
"ECB_01600","rnfD"
"ECB_01601","rnfG"
"ECB_01602","rnfE"
"ECB_01603","nth"
"ECB_01604","ydgR"
"ECB_01605","gst"
"ECB_01606","pdxY"
"ECB_01607","tyrS"
"ECB_01608","pdxH"
"ECB_01609","ydhA"
"ECB_01610","ydhH"
"ECB_01611","slyB"
"ECB_01612","slyA"
"ECB_01613","ydhI"
"ECB_01614","ydhJ"
"ECB_01615","ydhK"
"ECB_01616","sodC"
"ECB_01617","ydhF"
"ECB_01618","ydhL"
"ECB_01619","ydhM"
"ECB_01620","nemA"
"ECB_01621","gloA"
"ECB_01622","rnt"
"ECB_01623","lhr"
"ECB_01624","ydhD"
"ECB_01625","ydhO"
"ECB_01626","sodB"
"ECB_01627","ydhP"
"RF02081.1","STnc550"
"ECB_01628","ECB_01628"
"ECB_01629","purR"
"ECB_01630","ydhB"
"ECB_01631","ydhC"
"ECB_01632","cfa"
"ECB_01633","ribC"
"ECB_01634","norM"
"ECB_01635","ydhQ"
"ECB_t00027","valV"
"ECB_t00028","valW"
"RF02194.1","HPnc0260"
"ECB_01636","ydhR"
"ECB_01637","ydhS"
"ECB_01638","ydhT"
"ECB_01639","ydhU"
"ECB_01640","ydhX"
"ECB_01641","ydhW"
"ECB_01642","ydhV"
"ECB_01643","ydhY"
"ECB_01644","ydhZ"
"ECB_01645","pykF"
"ECB_01646","lpp"
"ECB_01647","ynhG"
"ECB_01648","sufE"
"ECB_01649","sufS"
"ECB_01650","sufD"
"ECB_01651","sufC"
"ECB_01652","sufB"
"ECB_01653","sufA"
"RF00118.1","rydB"
"ECB_01654","ydiH"
"ECB_01655","ydiI"
"ECB_01656","ydiJ"
"ECB_01657","ydiK"
"RF00034.1","rprA"
"ECB_01658","ydiL"
"ECB_01659","ydiM"
"ECB_01660","ydiN"
"ECB_01661","ydiB"
"ECB_01662","aroD"
"ECB_01663","ydiF"
"ECB_01664","ydiO"
"ECB_01665","ydiP"
"ECB_01666","ydiQ"
"ECB_01667","ydiR"
"ECB_01668","ydiS"
"ECB_01669","ydiT"
"ECB_01670","ydiD"
"ECB_01671","ppsA"
"ECB_01672","ydiA"
"ECB_01673","aroH"
"ECB_01674","ydiE"
"ECB_01675","ydiU"
"ECB_01676","ydiV"
"ECB_01677","nlpC"
"ECB_01678","btuD"
"ECB_01679","btuE"
"ECB_01680","btuC"
"RF02082.1","STnc540"
"ECB_01681","himA"
"ECB_01682","pheT"
"ECB_01683","pheS"
"ECB_01684","pheM"
"ECB_01685","rplT"
"ECB_01686","rpmI"
"ECB_01687","infC"
"ECB_01688","thrS"
"ECB_01689","arpB"
"ECB_01690","ECB_01690"
"ECB_01691","ydiY"
"ECB_01692","pfkB"
"ECB_01693","ydiZ"
"ECB_01694","yniA"
"ECB_01695","yniB"
"ECB_01696","yniC"
"ECB_01697","ydjM"
"ECB_01698","ydjN"
"ECB_01699","ydjO"
"ECB_01700","cedA"
"ECB_01701","katE"
"ECB_01702","ydjC"
"ECB_01703","celF"
"ECB_01704","celD"
"ECB_01705","celC"
"ECB_01706","celB"
"ECB_01707","celA"
"ECB_01708","osmE"
"ECB_01709","nadE"
"ECB_01710","ydjQ"
"ECB_01711","ydjR"
"ECB_01712","spy"
"ECB_01713","astE"
"ECB_01714","astB"
"ECB_01715","astD"
"ECB_01716","astA"
"ECB_01717","astC"
"ECB_01718","xthA"
"ECB_01719","ydjX"
"ECB_01720","ydjY"
"ECB_01721","ydjZ"
"ECB_01722","ynjA"
"ECB_01723","ynjB"
"ECB_01724","ynjC"
"ECB_01725","ynjD"
"ECB_01726","ynjE"
"ECB_01727","ynjF"
"ECB_01728","nudG"
"ECB_01729","ynjH"
"ECB_01730","gdhA"
"ECB_01731","ynjI"
"ECB_01732","topB"
"ECB_01733","selD"
"ECB_01734","ydjA"
"ECB_01735","sppA"
"ECB_01736","ansA"
"ECB_01737","pncA"
"ECB_01738","ydjE"
"ECB_01739","ydjF"
"ECB_01740","ydjG"
"ECB_01741","ydjH"
"ECB_01742","ydjI"
"ECB_01743","ydjJ"
"ECB_01744","ydjK"
"ECB_01745","ydjL"
"ECB_01746","yeaC"
"ECB_01747","yeaA"
"ECB_01748","gapA"
"ECB_01749","yeaD"
"ECB_01750","yeaE"
"ECB_01751","mipA"
"ECB_01752","yeaG"
"ECB_01753","yeaH"
"ECB_01754","yeaI"
"ECB_01755","yeaJ"
"ECB_01756","yeaK"
"ECB_01757","ECB_01757"
"ECB_01758","yeaL"
"ECB_01759","yeaM"
"ECB_01760","yeaN"
"ECB_01761","yeaO"
"ECB_01762","yoaF"
"ECB_01763","yeaP"
"ECB_01764","yeaQ"
"ECB_01765","yoaG"
"ECB_01766","yeaR"
"ECB_01767","insL-4"
"ECB_01768","yeaS"
"ECB_01769","yeaT"
"ECB_01770","yeaU"
"ECB_01771","yeaV"
"ECB_01772","yeaW"
"ECB_01773","yeaX"
"ECB_01774","rnd"
"RF00370.1","sroD"
"ECB_01775","fadD"
"ECB_01776","yeaY"
"ECB_01777","yeaZ"
"ECB_01778","yoaA"
"ECB_01779","yoaB"
"ECB_01780","yoaC"
"ECB_01781","yoaH"
"ECB_01782","pabB"
"ECB_01783","yeaB"
"ECB_01784","sdaA"
"ECB_01785","yoaD"
"ECB_01786","yoaE"
"ECB_01787","manX"
"ECB_01788","manY"
"ECB_01789","manZ"
"ECB_01790","yobD"
"ECB_01791","yebN"
"ECB_01792","rrmA"
"ECB_01793","cspC"
"ECB_01794","yobF"
"ECB_01795","yebO"
"ECB_01796","yobG"
"ECB_01797","ECB_01797"
"ECB_01798","kdgR"
"ECB_01799","yebQ"
"ECB_01800","htpX"
"ECB_01801","prc"
"ECB_01802","proQ"
"ECB_01803","yebR"
"ECB_01804","yebS"
"ECB_01805","yebT"
"ECB_01806","yebU"
"ECB_01807","yebV"
"ECB_01808","yebW"
"ECB_01809","pphA"
"RF00101.1","ryeA"
"RF00111.1","ryeB"
"ECB_01810","yebY"
"ECB_01811","yebZ"
"ECB_01812","yobA"
"ECB_01813","holE"
"ECB_01814","yobB"
"ECB_01815","exoX"
"ECB_01816","ptrB"
"ECB_01817","yebE"
"ECB_01818","yebF"
"ECB_01819","yebG"
"ECB_01820","purT"
"ECB_01821","eda"
"ECB_01822","edd"
"ECB_01823","zwf"
"ECB_01824","yebK"
"ECB_01825","pykA"
"ECB_01826","msbB"
"ECB_01827","yebA"
"ECB_01828","znuA"
"ECB_01829","znuC"
"ECB_01830","znuB"
"ECB_01831","ruvB"
"ECB_01832","ruvA"
"ECB_01833","yebB"
"ECB_01834","ruvC"
"ECB_01835","yebC"
"ECB_01836","ntpA"
"ECB_01837","aspS"
"ECB_01838","yecD"
"ECB_01839","yecE"
"ECB_01840","yecN"
"ECB_01841","yecO"
"ECB_01842","yecP"
"ECB_01843","torZ"
"ECB_01844","torY"
"ECB_01845","cutC"
"ECB_01846","yecM"
"ECB_01847","argS"
"ECB_01848","yecT"
"ECB_01849","flhE"
"ECB_01850","flhA"
"ECB_01851","flhB"
"ECB_01852","cheZ"
"ECB_01853","cheY"
"ECB_01854","cheB"
"ECB_01855","cheR"
"ECB_01856","tap"
"ECB_01857","tar"
"RF00116.1","C0465"
"ECB_01858","cheW"
"ECB_01859","cheA"
"ECB_01860","motB"
"ECB_01861","motA"
"ECB_01862","flhC"
"ECB_01863","flhD"
"ECB_01864","yecG"
"ECB_01865","otsA"
"ECB_01866","otsB"
"ECB_01867","araH"
"ECB_01868","araG"
"ECB_01869","araF"
"ECB_01870","yecI"
"ECB_01871","yecJ"
"ECB_01872","yecR"
"ECB_01873","ftn"
"ECB_01874","yecH"
"ECB_01875","tyrP"
"ECB_01876","yecA"
"ECB_t00029","leuZ"
"ECB_t00030","cysT"
"ECB_t00031","glyW"
"ECB_01877","pgsA"
"ECB_01878","uvrC"
"ECB_01879","uvrY"
"ECB_01880","insA-13"
"ECB_01881","insB-13"
"ECB_01882","yedU"
"ECB_01883","yedV"
"ECB_01884","yedW"
"ECB_01885","yedX"
"ECB_01886","yedY"
"ECB_01887","yedZ"
"ECB_01888","yodA"
"ECB_01889","yodB"
"ECB_t00032","serU"
"ECB_01890","yeeI"
"ECB_t00033","asnT"
"ECB_01891","yeeJ"
"ECB_01892","yeeL"
"ECB_01893","shiA"
"ECB_01894","amn"
"ECB_01895","yeeN"
"ECB_t00034","asnW"
"ECB_01896","yeeO"
"ECB_t00035","asnU"
"ECB_01897","cbl"
"ECB_01898","nac"
"ECB_t00036","asnV"
"ECB_01899","erfK"
"ECB_01900","cobT"
"ECB_01901","cobS"
"ECB_01902","cobU"
"ECB_01903","yoeA"
"ECB_01904","insD"
"ECB_01905","insC"
"ECB_01906","ECB_01906"
"ECB_01907","ECB_01907"
"ECB_01908","ECB_01908"
"ECB_01909","yoeD"
"ECB_01910","yeeX"
"ECB_01911","yeeA"
"ECB_01912","sbmC"
"ECB_01913","dacD"
"ECB_01914","sbcB"
"ECB_01915","yeeD"
"ECB_01916","yeeE"
"ECB_01917","yeeF"
"RF02074.1","C0465"
"ECB_01918","yeeY"
"ECB_01919","yeeZ"
"ECB_01920","hisL"
"ECB_01921","hisG"
"ECB_01922","hisD"
"ECB_01923","hisC"
"ECB_01924","hisB"
"ECB_01925","hisH"
"ECB_01926","hisA"
"ECB_01927","hisF"
"ECB_01928","hisI"
"ECB_01929","wzzB"
"ECB_01930","ugd"
"ECB_01931","gnd"
"ECB_01932","manB"
"ECB_01933","manC"
"ECB_01934","insB-14"
"ECB_01935","insA-14"
"ECB_01936","wbbD"
"ECB_01937","wbbC"
"ECB_01938","wzy"
"ECB_01939","wbbB"
"ECB_01940","wbbA"
"ECB_01941","vioB"
"ECB_01942","vioA"
"ECB_01943","wzx"
"ECB_01944","rmlC"
"ECB_01945","rfbA"
"ECB_01946","rfbD"
"ECB_01947","rfbB"
"ECB_01948","galF"
"ECB_01949","wcaM"
"ECB_01950","wcaL"
"ECB_01951","wcaK"
"ECB_01952","wzxC"
"ECB_01953","wcaJ"
"ECB_01954","cpsG"
"ECB_01955","cpsB"
"ECB_01956","wcaI"
"ECB_01957","wcaH"
"ECB_01958","wcaG"
"ECB_01959","gmd"
"ECB_01960","wcaF"
"ECB_01961","wcaE"
"ECB_01962","wcaD"
"ECB_01963","wcaC"
"ECB_01964","wcaB"
"ECB_01965","wcaA"
"ECB_01966","wzc"
"ECB_01967","wzb"
"ECB_01968","wza"
"ECB_01969","yegH"
"ECB_01970","asmA"
"ECB_01971","dcd"
"ECB_01972","udk"
"ECB_01973","yegE"
