"category","condition","z_score","overall_z_score"
"growthPhase","exponential",-14.6520888774696,-3.33551253909224
"growthPhase","late_stationary",-2.38240570451643,-3.33551253909224
"growthPhase","stationary",-0.123240551662313,-3.33551253909224
"carbonSource","gluconate",-0.117413412167693,0.135986263257764
"carbonSource","glucose",1.54978088696677,0.135986263257764
"carbonSource","glycerol",-1.87111967075113,0.135986263257764
"carbonSource","lactate",-2.08594756570809,0.135986263257764
"Mg_mM_Levels","baseMg",-2.15669161351995,-0.799819153872573
"Mg_mM_Levels","highMg",-1.20214063523826,-0.799819153872573
"Mg_mM_Levels","lowMg",1.04018168214799,-0.799819153872573
"Na_mM_Levels","baseNa",-1.37484073098816,-0.159287685333447
"Na_mM_Levels","highNa",1.45670052567341,-0.159287685333447
"batchNumber","10",-1.82700684275134,-0.163700779561463
"batchNumber","11",-0.364689191764515,-0.163700779561463
"batchNumber","12",-0.212363909836312,-0.163700779561463
"batchNumber","13",1.34295375785353,-0.163700779561463
"batchNumber","14",1.13887880330119,-0.163700779561463
"batchNumber","15",0.303193742242203,-0.163700779561463
"batchNumber","16",-2.42425489721667,-0.163700779561463
"batchNumber","17",0.624494251806738,-0.163700779561463
"batchNumber","18",0.593338359108583,-0.163700779561463
"batchNumber","19",0.702214460151358,-0.163700779561463
"batchNumber","20",0.592921464246068,-0.163700779561463
"batchNumber","21",0.584268654539994,-0.163700779561463
"batchNumber","22",-1.02917405502734,-0.163700779561463
"batchNumber","23",-0.876423721368895,-0.163700779561463
"batchNumber","24",-0.546843261079046,-0.163700779561463
"batchNumber","25",1.3295866078204,-0.163700779561463
"batchNumber","26",-0.704110415079931,-0.163700779561463
"batchNumber","27",0.732244160123347,-0.163700779561463
"batchNumber","7",-0.957096084421983,-0.163700779561463
"batchNumber","8",-0.264924699306757,-0.163700779561463
"batchNumber","9",-1.33403329825505,-0.163700779561463
