"gene_Type","gene_ID","MURI_016","MURI_017","MURI_018","MURI_019","MURI_020","MURI_021","MURI_022","MURI_023","MURI_024","MURI_025","MURI_026","MURI_027","MURI_028","MURI_029","MURI_030","MURI_031","MURI_032","MURI_033","MURI_034","MURI_035","MURI_036","MURI_037","MURI_038","MURI_039","MURI_040","MURI_041","MURI_042","MURI_043","MURI_044","MURI_045","MURI_046","MURI_047","MURI_048","MURI_049","MURI_050","MURI_052","MURI_053","MURI_054","MURI_055","MURI_056","MURI_057","MURI_058","MURI_059","MURI_061","MURI_063","MURI_064","MURI_065","MURI_066","MURI_067","MURI_068","MURI_069","MURI_070","MURI_071","MURI_072","MURI_073","MURI_074","MURI_075","MURI_076","MURI_077","MURI_079","MURI_080","MURI_081","MURI_082","MURI_083","MURI_084","MURI_085","MURI_086","MURI_087","MURI_088","MURI_089","MURI_090","MURI_091","MURI_092","MURI_093","MURI_094","MURI_095","MURI_096","MURI_097","MURI_098","MURI_099","MURI_100","MURI_101","MURI_102","MURI_103","MURI_104","MURI_105","MURI_106","MURI_107","MURI_108","MURI_109","MURI_110","MURI_111","MURI_112","MURI_113","MURI_114","MURI_115","MURI_116","MURI_117","MURI_118","MURI_119","MURI_120","MURI_121","MURI_122","MURI_123","MURI_124","MURI_125","MURI_126","MURI_127","MURI_128","MURI_129","MURI_130","MURI_131","MURI_132","MURI_133","MURI_134","MURI_135","MURI_136","MURI_137","MURI_138","MURI_139","MURI_140","MURI_141","MURI_142","MURI_143","MURI_144","MURI_145","MURI_146","MURI_147","MURI_148","MURI_149","MURI_150","MURI_151","MURI_152","MURI_153","MURI_154","MURI_155","MURI_156","MURI_157","MURI_158","MURI_159","MURI_160","MURI_161","MURI_162","MURI_163","MURI_164","MURI_165","MURI_166","MURI_167","MURI_168","MURI_169","MURI_170","MURI_171"
"meta","no_feature",107055,130221,13910,73593,47742,17694,19899,36996,168798,118035,173632,164149,109942,106412,24209,47642,222245,318289,179304,386181,116131,90606,88818,67938,68890,5382288,158660,195862,122423,73338,73836,264251,13727,14071,47222,150625,126600,35246,22919,53900,41856,26513,NA,142503,NA,49092,18559,80471,NA,38477,97474,45016,30246,41575,24994,4345,NA,25074,119702,25838,60774,129347,68625,NA,279753,462512,142269,85176,43164,87546,22916,50749,42924,64087,38458,114447,24987,342292,277967,315334,179556,29396,31266,8661,140468,247854,30932,105282,41868,87783,77010,119936,43311,56952,24465,15076,21175,26782,41899,71110,38674,39042,46501,59020,14960,14457,30343,27732,27793,39279,NA,28503,26279,68673,NA,41327,11143,38573,6423,NA,67954,56365,5729,17486,28235,38334,22215,41469,NA,NA,NA,NA,69477,18198,33887,34700,32324,14907,10515,51956,31233,14657,24698,24221,43991,29354,49321,31341,34053,82741,29713,13897
"meta","ambiguous",23586,37084,1432,27107,11244,8295,2561,3780,18751,70130,113655,81771,67601,70516,54640,11056,32015,32125,28616,31512,35336,24806,27114,6696,7559,29730,11110,15358,23944,5746,10209,4191,2180,1494,2435,19482,6361,3355,3123,14113,4106,1712,NA,40575,NA,13464,2916,6409,NA,2570,29406,19406,13094,9151,4164,1840,NA,3910,24170,10220,27092,17906,8410,NA,110716,128851,39564,27484,11188,35785,6617,9068,8040,23908,12792,44723,6863,179423,179453,174967,89440,31249,16264,11222,25069,36629,8323,14952,8667,20326,15689,37533,9894,18498,7793,3912,5522,7182,8945,10269,8601,6887,8109,18147,3262,4510,11242,6883,5984,8460,NA,1683,4603,17520,NA,16461,2618,4732,325,NA,10849,6092,1663,4101,6512,8861,8133,6571,NA,NA,NA,NA,21826,5439,9282,8344,8657,4313,2178,9092,7104,2749,10638,5693,14608,7296,13201,8393,13031,16522,5693,2741
"meta","too_low_aQual",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"meta","not_aligned",168642,181628,805507,150783,203283,212461,326111,3923007,1057402,606779,868128,665484,757863,802373,622425,2083824,2444715,1512981,432908,709212,658388,321010,487179,684054,785861,5801771,810308,590003,490643,407312,183395,679291,271874,104672,433486,594312,684828,190668,133022,803972,518867,324001,NA,779829,NA,217893,227846,1311295,NA,1030967,500479,481978,286337,346002,499849,449536,NA,502447,1231784,137384,244763,786221,1367851,NA,1230827,2481607,1596127,816569,890703,780149,562494,522659,934904,342999,994623,859186,699695,1573957,971759,1428793,1576227,1673881,2256610,1984299,1965666,1556246,433605,693220,401586,660427,2589004,742138,1266440,1109803,702883,482569,489910,181713,302626,801638,423701,514228,356800,241404,354165,515290,1238906,709620,387726,245180,NA,752182,1001245,645090,NA,509932,618957,1482075,680558,NA,589720,1341111,51536,257889,439307,262182,532164,2076455,NA,NA,NA,NA,606355,218886,373454,500133,503046,1040036,937468,1228433,2077764,418707,323912,243029,721081,464401,418412,3531612,4733477,5014532,1359501,1078892
"meta","alignment_not_unique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
