Entrez
946178
945429
945184
947426
945511
945181
945843
947726
947719
946117
946298
947510
945250
945649
946792
945595
946389
946153
945341
946159
945281
945864
949065
946328
944882
944896
948443
944926
946080
946350
946131
946590
946006
946015
946162
947153
945678
945034
946332
946334
949025
946826
945858
945152
945853
946203
946191
947498
945198
944830
945240
945067
2847756
944878
946394
948315
949014
945753
946128
946357
945201
945193
946308
945605
945766
946665
945479
948981
944855
949046
945489
946003
949007
945694
945503
944796
945615
945080
946076
946313
945554
944967
945887
945893
945499
945652
945848
945197
945951
949093
945580
948800
947119
945221
944761
946262
946517
945150
945370
945384
947227
945311
945318
945433
945999
945788
945098
946424
945425
945030
946175
946339
947024
946409
945716
947376
945569
948793
944905
946584
945747
946634
946946
945248
945351
945857
945743
944811
946323
945656
945601
945651
946145
945660
945650
945672
945804
945767
945768
945109
947882
945773
946277
946362
945677
947298
945379
944903
945293
946904
944906
944778
945630
945827
946333
945957
946055
944866
944757
945997
946007
945949
945983
944839
945048
945231
945362
946495
946361
945364
946194
946218
946219
945397
946180
945159
948597
948574
947904
946195
946905
948704
945279
948502
946669
947782
948547
947755
948532
948906
948423
946725
946704
949015
948424
946812
948156
948393
948692
948433
948658
946789
948323
945389
946515
948246
948361
1450231
946730
948299
946771
948422
947935
947934
946735
946733
946713
949079
947039
946950
947278
948166
948591
947036
949024
946570
946659
947234
946639
946609
948408
945319
947148
947165
948626
947972
947378
947786
948867
947784
949057
947445
945190
948483
948489
948666
947313
947793
947845
947795
947861
947412
947864
949048
947577
948729
947515
948409
946459
948090
948529
948318
947135
946898
947144
946697
948819
947271
946876
946432
947594
948324
948336
947184
946838
946427
947057
948755
947030
948894
946980
947219
2847718
946889
947221
947217
946776
946540
947526
946574
2847740
947386
947255
947688
948469
946781
947766
947395
945451
948545
949041
949039
949036
946775
948971
948993
947087
945468
947727
947745
947742
948285
947870
946948
949081
947924
948604
948063
944789
948977
948070
948296
944963
948457
947962
948221
948278
946662
2847699
947152
948287
947631
947554
947474
947049
946879
946886
947400
949122
948913
948762
948365
948363
948381
947324
947583
948232
947479
947493
948161
948199
948188
947599
948261
948191
948267
948266
947674
948128
949043
948084
947859
946795
948902
945256
947361
946793
949011
948572
947364
946975
947334
946985
945420
948520
946345
947495
947501
946702
947258
949042
948313
946988
948032
