,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
819,YP_003044050.1,0.584837650126701,-0.471537561913272,0.746887781380846,-0.63133655907651,0.527820487452812,0.719843083646451,,ECB_00832,,-1,protein,Exp,carbonSource,glucoseglycerol
820,YP_003044051.1,0.628472053886193,0.0455135230834052,0.716061093646957,0.0635609495994275,0.949319826542037,0.979485050941101,,ECB_00833,,1,protein,Exp,carbonSource,glucoseglycerol
821,YP_003044052.1,0.403135830506281,0.00586557140711264,0.76834556529706,0.00763402780211905,0.99390898624241,0.997800246792264,,ECB_00834,,1,protein,Exp,carbonSource,glucoseglycerol
822,YP_003044053.1,0.0294834757417742,-0.186082298885784,0.589971060983333,-0.315409197487809,0.752450984389897,NA,,ECB_00835,,-1,protein,Exp,carbonSource,glucoseglycerol
823,YP_003044054.1,0.106117778067169,-0.203305766775221,0.653497401412675,-0.311104170170733,0.755721431018397,NA,,ECB_00836,,-1,protein,Exp,carbonSource,glucoseglycerol
824,YP_003044055.1,0.121618332047111,0.0573146496037091,0.665956334288438,0.0860636751281129,0.931415799495684,NA,,ECB_00837,,1,protein,Exp,carbonSource,glucoseglycerol
825,YP_003044056.1,0.107375476794137,-0.223516651005293,0.685652357472028,-0.325991223641948,0.744430995272458,NA,,ECB_00838,,-1,protein,Exp,carbonSource,glucoseglycerol
826,YP_003044057.1,0.273214429923331,0.270357855734475,0.760913484341458,0.355306958409943,0.72235964306786,0.860621438448898,,ECB_00839,,1,protein,Exp,carbonSource,glucoseglycerol
827,YP_003044058.1,0.112258613974815,-0.519952387479201,0.626477929780617,-0.829961220918477,0.406560709273717,NA,,ECB_00840,,-1,protein,Exp,carbonSource,glucoseglycerol
828,YP_003044059.1,0.30099428079209,-0.64298684211984,0.762548895875149,-0.843207360994088,0.399112482328258,0.605472836339178,,ECB_00841,,-1,protein,Exp,carbonSource,glucoseglycerol
829,YP_003044060.1,0.155550142646546,0.466400218161319,0.73972797846206,0.630502335643696,0.528365975136451,NA,,ECB_00842,,1,protein,Exp,carbonSource,glucoseglycerol
830,YP_003044061.1,0.4705117828125,-0.0138199961624835,0.7663052304548,-0.018034584149036,0.985611263731572,0.99449064448591,,ECB_00843,,-1,protein,Exp,carbonSource,glucoseglycerol
831,YP_003044062.1,0.0380501256574141,-0.225351462096224,0.590219821580855,-0.381809376534728,0.702602763276059,NA,,ECB_00844,,-1,protein,Exp,carbonSource,glucoseglycerol
832,YP_003044063.1,1.17002666977618,0.927385164467949,0.684238018652844,1.35535462687943,0.17530459835111,0.333758507046754,,ECB_00845,,1,protein,Exp,carbonSource,glucoseglycerol
833,YP_003044064.1,1.04909854265775,-1.504285129922,0.694126565085845,-2.16716259769709,0.0302224582059797,0.0836137514932045,,ECB_00846,,-1,protein,Exp,carbonSource,glucoseglycerol
834,YP_003044065.1,0.128392315880164,-0.770005562810205,0.703636656185093,-1.09432269629747,0.273813474527788,NA,tfaE,ECB_00847,b1156,-1,protein,Exp,carbonSource,glucoseglycerol
835,YP_003044066.1,0.221017035876124,0.231450425196792,0.753834854241638,0.307030676406748,0.758820022773819,0.882437319716922,,ECB_00848,,1,protein,Exp,carbonSource,glucoseglycerol
836,YP_003044067.1,0.113766491082753,-0.184544596663967,0.692520486380254,-0.266482508883695,0.789867628434124,NA,,ECB_00849,,-1,protein,Exp,carbonSource,glucoseglycerol
