genes
rplY
flgE
rpsP
rpsJ
fabI
lrp
icdA
flgH
purB
rplF
flgL
rpsC
rpsI
bcp
rplO
rplJ
groES
clpX
potF
rpsG
glnA
hupA
ppa
rpsK
ndk
trpA
cysH
flgM
ychF
ybeZ
sucA
rplB
gdhA
fbaA
hflB
livJ
rplI
upp
secB
serA
atpA
rho
ibpA
purC
apt
sucB
hisJ
folE
sucC
secD
glnB
talB
acnB
rpsT
aroF
galU
purD
pgk
ilvC
trpC
cysI
rpoA
aspC
acrA
ompA
rpmC
rpsB
dapA
proS
atpD
malP
rplK
ahpC
rpsS
serC
accC
htpG
hisF
nlpA
hisD
hisC
rplE
metQ
lysC
rpmE
tktA
crr
purA
adk
sucD
yajG
rpsU
metA
livK
aroD
degP
rpsM
pyrG
ybcU
yaeT
rpmD
atpF
dacA
flhD
rbsB
cysJ
ydjN
fkpA
infA
greA
tig
gnd
rplD
glnH
pepQ
pyrI
fusA
lysS
thrC
asnA
hisG
wzzB
flgG
slyB
groEL
ppiB
secG
rne
clpB
pnp
tpx
crp
gltA
yraL
pheA
ydfG
pflB
yifE
atpC
accD
gapA
panD
tolR
ftn
yhcB
ompF
hemL
flgC
hflC
frr
atpG
rpiA
flgK
yiaF
fklB
yfgA
mdh
thrA
leuC
oppA
minD
purE
ycdO
hsdM
aroG
yjjK
rfaE
yniC
rpsQ
proQ
purH
eda
cysP
sspB
nfnB
flgN
yjeQ
gpmA
rpmF
yecR
flgB
rplS
leuB
ppiD
atpH
rpoB
hslU
rplP
minE
rpsH
yaeH
aceE
pntB
accA
argG
pdxB
thrS
purN
yfiO
ygaG
prlC
asd
kdsA
atpE
ftsZ
solA
glnQ
trxA
thrB
prsA
recA
infB
murA
yajC
tolC
leuD
nusG
hns
acpP
asnC
purM
rbsK
aroA
argB
lpdA
iscS
dnaJ
pta
tyrB
cyoA
nusA
fabZ
livG
rpmG
metB
metE
ddl
rpsN
deoB
hisH
fis
yibN
glnS
aroK
pheT
rbfA
gltB
rbsD
sodB
ldhA
lolD
ygiM
metH
ilvD
phoP
pheS
pykA
rpsD
nuoC
malE
purL
leuS
ygiC
gnsB
yhhX
iscU
pepD
purT
adhE
fur
ycdY
rfaD
rplL
rpoZ
mdoD
ycfF
rpoC
glyS
gltD
yrdA
flgF
argH
ydhD
proA
zipA
surA
purF
trpE
nuoF
trpS
hflK
pal
lolA
yjeI
glpK
cysN
pyrF
aspS
fucU
fabG
artJ
leuA
zwf
flhA
dnaK
rpsA
speA
def
yraP
rpmI
queF
ydcL
gmhA
ilvA
infC
aroH
deoD
mtlA
yadF
fadL
ppc
pgm
trpB
yhgF
eno
rplA
hisB
rpsE
potD
yecJ
rfbD
yidC
cspC
ubiE
argT
nusB
mreB
tolB
serS
yccU
ppsA
gst
yhjJ
valS
btuB
yghU
manA
yadR
pgi
ybiS
oxyR
pyrD
ybeD
pykF
rfbA
ptsN
nuoE
fabD
ycfC
ppiC
dcrB
metG
gph
malQ
aceF
argD
ilvB
rplV
glmM
tyrA
suhB
grpE
yihD
pntA
hisA
rpsO
nadE
katG
yrbD
ycgK
sixA
xthA
gyrA
guaA
glmS
ydhR
nuoK
pyrC
cspA
panC
gltX
maeB
yggV
psd
gcvP
bipA
ycgL
yejK
rimM
cysK
gltI
acpD
ycaO
ssb
yjcO
yajQ
hisS
yicC
tyrS
ybgI
degQ
engA
pyrB
hslV
ybaK
rbsA
mglB
hslO
grxC
yfcL
ysgA
ileS
ispG
yfiF
gcvT
dppA
lipA
pspA
trxB
ybiT
baeR
trpD
pyrE
yeaD
purK
rnb
codA
purR
hlpA
mnmA
dapB
rplN
ygfE
dld
yfaY
thyA
damX
gpt
cusC
ycbL
kdgR
cusR
glyQ
rpmB
flgD
aroE
yfgM
kdsB
lpp
ygfZ
ilvI
hemX
ybeY
map
creA
yeeX
pdxH
yfgL
accB
sodA
yleA
msrA
yhbL
yggX
lolB
arcA
ilvH
ansA
sdaC
proX
mgsA
yecM
nrdA
livF
ackA
yhbS
ydjA
ribF
rseB
iciA
nlpB
alaS
asnB
stpA
lexA
cysB
prfB
sdhB
pth
hemY
guaB
ycbX
yhbG
yagU
nfsA
proB
rpoD
epd
ydiJ
rhlB
mdoG
sspA
yrbI
plsB
ptsH
ihfA
bioD
rimO
ihfB
ypfJ
hpt
yhbY
yebY
dksA
cpxR
hemC
cysC
rpsR
nuoB
ygfB
pflA
yjfH
hfq
murD
ybiB
argI
fldA
argS
xseB
udk
lepB
ybhA
imp
ycaR
metJ
ydgJ
rsmC
ydgH
yhbW
ybhE
vioA
fabF
iscA
yfcD
ydgA
ybjP
ygiN
yiaD
cysS
secA
pepA
nemA
rcsF
yjcS
yhgI
yhbC
aroC
galF
fabB
menB
folA
fabA
prmA
fhuA
rstA
deaD
yhjN
yrbC
yjcP
mukE
cysD
gyrB
yfcZ
yiiU
cysE
srmB
fdx
rlpB
nuoG
yliB
proV
atpB
ltaE
glyA
usg
yfgF
yhjE
cspG
yciI
hisI
metC
ybhC
prc
yeiP
nudE
ycdB
yfdE
ydiD
nuoI
tpiA
serB
ycfM
yfaS
ycdX
trxC
murF
narZ
fnr
ddg
ymcA
yfiD
pfkA
ygfT
pbpC
crl
ptsI
artI
ygiF
yfhQ
murC
gnsA
nfi
dacC
tdcG
yeaA
ybaB
hupB
acrB
mraW
argC
dinI
purU
sdhA
lhr
rhsB
folP
rdgC
yceD
gpmB
ybdH
rplC
yfbU
yfeY
yacG
yjgA
