genes
mgtA
lldD
mdoB
hsdR
abgA
glpQ
pflD
frdA
ykgE
idnD
hpaE
acs
yfiQ
idnO
ycjY
fucI
ade
fadA
araF
mglA
mglB
glpD
fadB
ykgG
ydeN
yghZ
mutL
fucR
sufC
yehT
rstA
rplT
pmrD
priA
ybjQ
galS
yieL
acnA
frdB
idnK
rihC
alsB
entA
ydfE
malY
katE
ccmG
ygiY
yqeF
tnaA
yeaM
ybaL
yfhM
poxB
csiD
sufD
lon
uxaC
ybdB
tehB
otsA
thiM
yfeK
bfr
tsr
yehU
yhdW
ycjG
sufB
nanA
pflC
ytfQ
yjgR
mppA
yejH
yafV
ybjX
slyX
ybaE
lhr
fadI
gabD
gabT
ygfY
yihE
aspA
rbsR
ygiS
wbbD
araC
ykgF
mcrB
rstB
xylF
nrdD
ygaF
yncE
ygiQ
aas
pepE
yjeP
yjhC
yegU
wrbA
ydcS
rnd
yhiH
yqjG
phoB
aldA
sfcA
ucpA
lplA
pckA
napA
glpC
ygiT
atoC
entF
torR
ypfI
mrdA
clpA
yahJ
ypeA
ydhV
ymdC
agp
fadH
allB
fepC
xylA
rhsA
abgB
tar
yehI
fdnG
psiF
rhsE
entC
yjbB
rhsD
entB
cytR
ybjD
elaC
yajO
pabC
fadJ
evgS
yhdP
mviM
phrB
ptsA
bcsC
aldB
fes
fepB
ybiN
ynfF
yfeC
yjcP
yjjI
yibQ
sapD
rhsB
ycfD
ascF
ugpB
yhiQ
yigP
caiC
putA
sufS
ydjF
narP
yhdZ
yhfK
yhjK
fumB
yjfQ
tonB
idnR
yeeJ
fepA
ytfN
entE
pdhR
lrhA
motB
yniA
glcB
barA
xdhA
ygfK
wzxE
rpiB
ccmH
nagZ
polB
dgoD
uvrC
yaeQ
rpoS
tktB
topB
kdpB
ygdL
uxaA
yejO
yejA
fadD
spr
cadA
flhB
ptr
yhjS
gltJ
yjiM
bglB
yddS
yciM
yeeR
rtcA
hpaG
narZ
ybgG
torA
yebK
mglC
rnfC
ribD
creB
trg
ybdK
yhjG
fhuF
sirA
stfR
djlA
gudD
tilS
nlpI
gntR
rplM
eutB
ypdD
acrD
yncB
insA-1
prpD
uxuA
slt
srlB
ybbP
exbD
tynA
smp
glpK
cpxP
ydcF
msbB
cynR
yahI
yliE
yfaA
rplQ
glpT
ydcW
nrfA
hpaR
btuD
menF
