genes
edd
rhlE
mqo
idnD
gntK
idnO
ycjK
goaG
thiM
yneH
yieH
rumB
ygjO
ampH
yibQ
glpB
ptr
yejG
rimO
tldD
speD
ycgN
yrbH
yecO
yrdD
idnK
miaA
recR
ygiB
rnfB
moaC
aldH
yiaJ
hepA
pyrH
rng
flgJ
rnt
ybgF
sfsA
tauA
ymbA
yciD
pspA
sfcA
yfeX
djlA
sppA
yfcM
wecC
ndh
trmA
lnt
nadR
cyaA
yleA
yrfG
gcd
wecB
yaiE
ftsL
pdhR
ycaJ
ybhC
yciT
yecP
engB
fdhD
rlpA
tolQ
csdA
exuR
cytR
hemN
nth
mepA
bglA
speB
yajD
ydbH
glpA
era
phoU
mreC
yijP
nadA
gntT
cysM
fxsA
thiD
ydaO
rnfG
glpT
vacJ
mrcA
ycfH
lipB
oppD
yrbB
ykfE
ydiJ
yghJ
dacB
wecE
tnaA
lysA
nrdB
pfkA
ybeB
rnb
gudD
guaC
yciW
ybiN
bisC
ygiF
amiA
deaD
dapE
talA
nudC
yddB
yciL
ybjQ
ygaD
cdh
yebU
speE
guaB
hrpA
nrdA
ubiX
cysD
alr
ycfD
minC
yebO
yjbN
fabF
pyrE
cysA
fabB
lpxB
ydfH
betA
rna
ynjB
ytfL
pabB
wbbC
yfbR
slyX
amiB
ybbO
iadA
mutS
ddl
bioB
pncB
pyrD
yfiD
yraM
rplN
ispA
pepB
prfB
artP
flu
panB
pfs
pdxJ
mrdA
tgt
glnG
rnd
mpl
fabH
ygiQ
rplI
yggJ
murF
tsf
htrB
rnfC
ycbZ
ydbK
gsk
btuB
galM
artI
yccW
bipA
yhdE
yhjU
rnhA
purU
tehB
pdxY
nuoI
metK
yiiS
purK
rrmB
ileS
coaA
prfC
lpxD
rrmA
wbbB
mltB
gshB
ygjD
aceE
rlmL
mltE
syd
fmt
yegQ
yceD
carA
yggS
cyoB
yfgB
parC
mrcB
ycfP
lysU
dsbC
topA
hslO
yfhQ
yoaB
ppk
rffH
treR
artJ
gcvP
aceF
glpC
sufI
kefA
nusB
yheS
ydcP
lolA
fnr
ispB
hdhA
guaA
sms
gltD
alaS
accB
ispG
yaiL
ygfB
yfiF
ftsI
zntA
rhlB
mltA
yhbW
yfcB
zipA
ygjU
dnaB
secF
metG
engA
rnc
ispH
yhjE
mukB
panD
valS
asnB
thrB
ybiS
glpK
leuS
manB
metL
ydgA
pcnB
iclR
yceG
cysN
holB
dctA
ppsA
cysS
usg
yheO
galE
trmE
glyA
aroA
hscA
mfd
ycfW
cfa
gss
sirA
fdx
cutC
yhgF
bglX
yfjG
yibO
flgF
glpE
bioF
allR
yfgC
ybaX
trxB
fadR
gyrB
yihE
sapF
rpoD
glmU
pmbA
ycjY
flgB
argG
gltB
suhB
tolB
yaaA
ydjN
dedD
iscA
glcB
avtA
pepA
yejK
hsdM
pyrF
srmB
yidJ
purH
zwf
yibK
yebT
yeaZ
rsmD
rffT
mdoG
yebG
rph
ubiD
mogA
ydcF
bioH
aroB
cyoA
truA
rbfA
carB
iscS
cpsG
nuoF
purF
yrbC
dapB
mreB
nanR
truD
yfcD
yciK
tatE
pheT
rumA
murB
glnS
tyrS
yihI
modE
nagB
fabG
rnr
yaiW
argS
yigB
yjjG
fabD
hda
nudE
pth
pyrI
purN
pstB
tesA
pfkB
rpsD
mntR
hpt
aroC
metH
rimM
dacA
pal
pta
ygcM
gyrA
yaeL
folP
argD
emrA
cydD
galF
gcvT
apaH
gpsA
hemE
ycfU
speC
aspS
ribD
ycgO
nadE
purM
accC
asd
ftsE
yicH
gppA
ycjG
solA
ptsG
selB
waaF
prc
yliJ
eda
uxuB
rseA
ilvE
uxuR
yhdP
pyrB
