genes
idnO
glpD
gntK
idnD
acs
mglB
pdhR
glpQ
glpK
yidQ
ptr
pckA
ycjY
idnK
nth
argT
yfeK
aldA
sufC
edd
tehB
entC
sufB
rplW
tatC
thiM
mglA
ucpA
yajD
yebK
ygaD
miaA
slyX
pepE
ybjQ
rplT
wrbA
yciK
minC
entF
entE
gabT
gcvA
yneH
ccmG
yeaM
yaiL
ycfD
rnfC
yddB
exuR
sfcA
fes
yciT
cirA
lnt
glpF
glnQ
ydfH
folA
ampH
entB
tolQ
mppA
nuoI
zipA
yfhQ
fucI
rplC
pstS
fxsA
ribD
ygaP
dhaK
dppB
yjgR
agp
yciL
yibQ
ypfJ
yeaY
fepC
fhuE
yfeX
ycgN
rplQ
sdhA
ygjO
msbB
ybhC
nadR
mreC
ygiB
bfr
ipk
phoU
ycjF
cytR
dinI
apaH
yegU
yhdW
ybaQ
yihW
djlA
ftsL
ycaJ
ispH
ugpQ
sufI
uxuA
ycjG
yeeI
tesA
torZ
yghU
nlpI
rsd
flgJ
aceA
uxuR
fruR
nudC
mrcB
yehT
xylE
uvrY
yqeF
abgA
pstB
rbsA
sucB
aspA
ycfP
hscA
yidR
yaiE
sufA
rfaH
galE
ycgV
yciW
pepB
nudE
rbsK
engB
tonB
hdhA
moaD
recR
pspC
cedA
pyrE
yhjU
hemA
ydcL
ppsA
lrhA
wecG
yjfR
wcaA
yfcB
cca
mipA
ybeB
sseA
mutS
yicH
ydcF
nuoG
trmA
pyrH
yrbB
yihE
