thrB
murQ
nlpB
gcvR
upp
purM
purN
guaB
yfgJ
yfgL
yfgM
ndk
yfhM
sseA
pepB
fdx
hscA
iscU
iscS
purL
pdxJ
rseA
rpoE
nadB
yfiC
yfiF
trxC
yfiA
tyrA
aroF
yfiL
rimM
grpE
smpA
yfjF
ygaU
stpA
emrR
recA
ygaD
mltB
srlB
gutQ
mutS
rpoS
ispD
cysI
eno
pyrG
ygdK
ptr
lysA
dsbC
fldB
bglA
gcvP
ygfB
rpiA
fbaA
tktA
yggG
speB
yqgE
yggS
yggV
flu
yghJ
glcG
yqhA
parC
mdaB
tolC
ygjD
rpoD
ygjR
yqjG
yhaJ
tdcE
garR
yraL
yraM
deaD
pnp
rpsO
nusA
argG
rrmJ
dacB
obgE
ispB
murA
yrbB
yrbC
yrbD
yrbF
yrbH
yrbI
yhbG
yhbL
nanR
rpsI
degQ
degS
mdh
argR
rng
yhdE
accB
accC
fis
yhdW
aroE
yrdD
fmt
rrmB
rpsD
rpsK
secY
rplO
rpsE
rplE
rplX
rplN
rplP
rplV
rplC
bfr
tufA
fusA
rpsL
yheL
fkpA
slyX
argD
ppiA
trpS
rpe
aroB
hslO
ompR
yhgF
bioH
glgB
asd
gntK
livK
livJ
rsmD
sirA
pitA
yhiR
slp
yhjU
dppF
dppA
yhjW
yiaD
yiaF
mtlA
mtlR
yibL
lldR
lldD
cysE
gpsA
secB
yibN
yibO
mutM
rpmG
dut
rpoZ
ilvB
ibpB
gyrB
yidC
pstS
glmS
glmU
atpC
atpD
atpG
atpH
atpF
yieN
rbsB
rbsK
yifE
ilvE
ilvD
ppiC
wecC
hemX
pldA
ysgA
ubiB
tatB
engB
yihI
glnA
fdhD
tpiA
yiiT
yiiU
rpmE
metJ
metB
yijP
argE
argB
argH
trmA
btuB
nusG
rplK
rplA
rplJ
rpoC
hemE
hupA
purD
purH
metH
malE
yjbN
uvrA
ssb
phnB
fumB
fxsA
groEL
blc
frdA
hflK
hflC
rnr
rpsF
rplI
ytfG
ytfQ
mpl
mgtA
argI
valS
pepA
yjhT
uxuB
iadA
hsdM
yjiY
rsmC
osmY
serB
nadR
yjjK
creA
murC
ftsA
aceF
yaeH
dnaE
proB
phoB
yajC
ribD
tesA
ybhE
yliB
macA
ycdO
ycdW
ycgL
treA
yciN
yciT
rnfG
nemA
sufS
sufC
sufB
asmA
rsuA
pta
yfeX
tktB
glyA
yggN
ygiW
exuR
rpoA
fic
dfp
rbsD
metE
murB
fecB
fecA
thrA
yaaA
mogA
yaaI
dnaJ
insL-1
nhaR
cirA
yjcF
elfG
ribF
ileS
fkpB
ispH
dapB
carB
caiF
caiD
caiC
caiA
fixA
fixB
fixC
yaaU
kefC
apaG
pdxA
surA
polB
araD
araB
thiQ
thiP
yabN
ilvI
ilvH
yabB
mraW
ftsL
ftsI
murF
murD
ftsW
murG
ddl
ftsQ
ftsZ
lpxC
secA
mutT
yacF
coaE
guaC
hofB
nadC
aroP
aceE
lpdA
yacH
speE
gcd
hpt
yadF
yadE
panC
panB
yadC
yadM
htrE
yadB
sfsA
ligT
hrpB
mrcB
fhuC
fhuB
yadQ
yadR
dgt
yaeI
map
rpsB
ispC
uppS
yaeL
ldcC
yaeQ
yaeJ
cutF
metI
yafC
yafD
yafE
mltD
gloB
yafS
yafT
yhhI-1
fadE
yafK
yafL
dinB
prfH
pepD
gpt
phoE
proA
yagP
yagR
yagS
yagV
yagW
yagX
yagY
ykgK
eaeH
ykgA
ykgI
ykgC
ykgE
ykgF
ykgG
betA
betI
betT
yahB
yahF
yahG
yahI
yahJ
yahL
prpR
prpE
codA
cynR
cynS
lacA
lacZ
mhpA
mhpB
mhpC
mhpD
mhpF
mhpE
mhpT
frmB
yaiO
tauA
tauD
hemB
yaiV
sbmA
phoA
adrA
yaiI
aroL
yaiA
aroM
rdgC
yajF
phoR
malZ
secD
nrdR
nusB
thiL
xseB
cyoE
lon
ybaW
cof
ybaO
mdlA
mdlB
tesB
ybaA
ylaB
maa
hha
acrB
dnaX
htpG
adk
hemH
aes
gsk
ybaL
ybaQ
ybaS
ybbL
ybbA
ybbP
rhsD
ybbC
ylbH
ybbS
gcl
hyi
glxR
allB
glxK
allC
ylbE
ylbF
arcC
purK
ppiB
cysS
sfmC
sfmD
intD
ybcK
ybcM
rus
ybcQ
ybcT
nohB
appY
envY
ybcH
nfrA
yhhI-2
cusS
cusR
cusC
ylcC
cusA
ybdG
nfnB
insJ-1
fepA
ybdZ
entF
fepE
fepC
fepG
entC
entE
entB
ybdB
ahpC
citT
citG
citX
citF
citE
citC
citA
dpiA
ybeM
lipA
ybeF
lipB
ybeD
dacA
mrdB
mrdA
leuS
ybeV
hscC
rihA
insK-2
gltK
ybeX
ybeY
ybeZ
yleA
ubiF
asnB
nagA
nagB
nagE
ybfM
ybfN
seqA
pgm
speF
kdpE
kdpD
kdpB
rhsC
ybfO
ybfD
phrB
ybgI
ybgJ
ybgK
ybgL
nei
ybgQ
ybgD
gltA
sucB
sucC
farR
hrsA
ybgG
cydB
tolQ
tolR
tolA
ybgR
aroG
gpmA
modF
modE
ybhA
ybhD
ybhH
ybhJ
bioF
bioC
ybhK
moaB
moaC
ybhL
ybhO
ybhP
ybhS
ybhF
ybhG
ybiH
dinG
ybiB
ybiX
ybiL
ybiO
glnH
mntR
ybiT
ybiU
ybiW
moeB
moeA
yliE
yliF
yliI
yliJ
cmr
ybjI
ybjJ
ybjL
grxA
nfsA
rimK
potG
potI
artM
artQ
artP
ybjQ
ybjT
ltaE
poxB
hcr
hcp
ybjX
macB
ycaJ
serS
dmsA
dmsC
ycaC
ycaN
pflB
ycaO
serC
ycaL
cmk
rpsA
ycaI
msbA
lpxK
kdsB
ycbJ
mukE
ycbB
ycbK
ycbL
aspC
asnC
pepN
ssuD
ssuA
ssuE
ycbS
ycbT
ycbF
uup
pqiA
fabA
ycbG
yccR
yccS
helD
yccU
yccW
yccX
yccK
hyaA
hyaB
hyaE
yccC
yccZ
ymcA
cspH
cspG
yccM
torS
torR
torC
yccE
agp
wrbA
ycdI
ycdC
putA
ycdB
phoH
ycdQ
pgaB
pgaA
ycdT
insE-1
ycdX
ycdY
csgG
csgD
mdoC
mdoH
grxB
yceL
yceH
mviN
flgA
flgF
flgH
flgJ
rluC
plsX
fabG
pabC
yceG
tmk
ptsG
fhuE
ycfM
ycfP
ndh
ycfJ
ycfQ
ycfR
ycfU
lolD
ycfZ
pepT
phoQ
purB
ycfC
mnmA
ymfC
icdA
ycgF
minE
minD
minC
ycgK
ycgN
umuC
mltE
dhaM
dhaK
dhaR
ychF
pth
ipk
lolB
ychA
kdsA
chaB
ychP
narG
narH
narJ
ychJ
ychK
hnr
adhE
oppC
oppF
cls
yciI
tonB
yciA
yciE
yciF
trpA
trpC
trpD
trpE
yciV
yciL
btuR
topA
cysB
pgpB
yciS
yciM
yciR
yciW
fabI
sapD
sapB
sapA
ycjJ
puuD
ordL
pspF
pspA
pspB
pspD
pspE
ycjM
ycjN
ycjR
ycjS
ycjT
ycjV
ycjW
tyrR
ydaA
fnr
abgT
abgB
abgA
abgR
ydaM
zntB
dbpA
intR
recT
recE
rzpR
ynaK
pinR
ynaE
ydbH
ydbL
feaR
feaB
tynA
ydbD
ynbC
ynbD
acpD
hrpA
ydcF
aldA
trg
ydcJ
mdoD
ydcH
rimL
ydcM
ydcN
ydcP
ydcR
ydcS
ydcT
yncA
yncB
yncE
ansP
rhsE
ydcE
nhoA
narW
narY
narZ
yddK
fdnG
fdnH
yddM
yddO
yddP
yddR
yddS
dos
yddV
yddW
gadB
pqqL
ydeM
ydeN
ydeO
ydeP
ydeS
ydeT
hipA
yneA
yneB
tam
yneE
uxaB
yneF
yneK
ydeH
ydeJ
dcp
ydfG
ydfZ
ydfI
ydfJ
stfR
ydfR
dicC
ydfE
rspA
ynfB
ynfC
ynfE
ynfF
ynfL
pntB
rstB
tus
manA
uidA
malI
malY
add
ydgJ
ydgT
rnfB
rnfC
tppB
gst
pdxY
pdxH
anmK
slyA
ydhK
ydhF
ydhL
lhr
ydhO
sodB
purR
ydhB
cfa
ribC
norM
ydhR
ydhT
ydhX
ydhV
ydhY
ydhZ
pykF
sufD
sufA
ydiH
ydiK
ydiB
aroD
ydiF
ydiS
ydiD
ppsA
aroH
btuD
btuE
pheS
rplT
rpmI
thrS
yniA
yniC
ydjN
ydjO
katE
ydjC
celF
nadE
ydjQ
ydjR
spy
astB
astD
astA
astC
xthA
ynjD
ynjF
nudG
gdhA
topB
selD
sppA
pncA
ydjG
ydjH
ydjJ
mipA
yeaG
yeaH
yeaI
yeaJ
yeaM
yeaP
yeaS
yeaT
yeaU
fadD
yeaY
yeaZ
yoaA
yoaH
sdaA
yoaD
yoaE
manX
manY
rrmA
yebO
yebQ
htpX
prc
proQ
yebS
yebV
pphA
yebY
yobA
holE
exoX
ptrB
eda
zwf
pykA
yebA
znuA
znuB
ruvB
yebC
ntpA
aspS
yecD
yecE
yecO
torY
argS
flhA
flhB
cheY
cheR
tap
cheA
motB
flhC
araG
yecI
yecJ
yecR
ftn
pgsA
uvrC
uvrY
yedU
yedV
yedW
yedX
yodA
yeeJ
amn
cbl
nac
cobS
insD
yeeA
dacD
yeeE
hisG
hisD
hisC
hisB
hisA
hisF
hisI
ugd
gnd
manC
wzy
vioA
rfbA
rfbD
wcaM
wcaK
wcaJ
cpsB
wcaI
gmd
wcaE
wcaD
wcaC
wcaB
wzb
wza
yegH
dcd
udk
yegE
alkA
yegD
yegI
yegL
yegN
yegO
yegB
baeS
yegP
yegQ
ogrK
yegS
gatR
fbaB
yegV
yegW
metG
molR
yehI
yehL
yehM
yehP
yehQ
yehR
yehX
dld
pbpG
yohF
yohGH
yohI
cdd
sanA
yeiT
mglA
mglB
yeiB
folE
yeiI
yeiM
fruA
fruK
fruB
yeiP
yeiQ
rtn
yejB
yejE
yejF
rplY
yejK
yejM
yejO
ccmH
ccmF
ccmE
napC
napH
napG
napA
mqo
ada
rcsC
atoS
atoC
atoD
atoA
atoB
yfaQ
yfaS
yfaA
gyrA
yfaL
nrdA
inaA
glpQ
glpC
yfaD
yfaU
yfaX
ais
yfbE
yfbF
yfbG
arnT
menE
menC
menB
yfbB
menD
menF
elaC
elaD
nuoG
nuoC
nuoB
nuoA
lrhA
yfbS
yfbU
ackA
yfcC
yfcF
yfcG
yfcH
yfcI
hisP
ubiX
purF
folC
accD
pdxB
mnmC
yfcL
yfcA
yfcB
yfcS
yfcTU
sixA
fadJ
yfcZ
yfdC
dsdC
emrK
evgA
evgS
yfdE
yfdU
yfdW
yfdX
ddg
yfdZ
ypdA
ypdC
ypdD
ypdE
ypdF
ypdG
glk
nupC
yfeA
gltX
yfeR
cysK
ptsH
ptsI
crr
yfeK
yfeT
murP
yfeW
yfeY
amiA
eutL
eutC
eutB
eutJ
eutE
cchA
eutT
eutQ
maeB
talA
ypfG
yffH
narQ
acrD
dapE
ypfH
ypfI
purC
dapA
bcp
hyfB
hyfF
hyfG
hyfR
perM
yfgD
ppk
yfgF
yfgI
guaA
engA
hisS
ispG
yfgA
pbpC
sseB
yfhJ
iscA
iscR
suhB
yfhR
csiE
hcaE
hcaF
hcaB
hcaD
yphB
yphC
yphE
yphF
yphG
glnB
tadA
rnc
lepB
lepA
rseB
srmB
yfiE
yfiP
pssA
yfiM
clpB
yfiO
pheA
yfiN
yfiB
rplS
rpsP
ffh
ppnK
recN
yfjG
csiD
ygaF
gabD
gabT
ygaV
ygaP
nrdI
nrdF
proV
proX
ygaXY
emrA
ygaG
gshA
yqaB
alaS
recX
srlD
srlR
ygaA
norV
ygbD
hypF
hydN
ascG
ascF
ascB
hycE
hycD
hycC
hycB
hypE
fhlA
ygbA
ygbI
ygbJ
ygbM
ygbN
pcm
truD
ftsB
cysD
cysH
cysJ
ygcM
ygcN
ygcO
ygcP
ygcQ
ygcR
ygcS
ygcU
yqcE
ygcE
mazG
relA
gudX
yqcA
yqcB
syd
queF
ygdH
sdaC
sdaB
xni
fucO
fucI
fucK
fucU
fucR
gcvA
ygdL
mltA
amiC
argA
recD
recB
recC
ppdC
ppdA
thyA
ptsP
ygdP
mutH
tas
aas
galR
ygeA
araE
kduI
yqeF
ygeQ
ygeR
xdhA
xdhB
ygeX
ygeY
ygeZ
yqeA
yqeB
yqeC
ygfK
ssnA
ygfM
xdhD
ygfO
guaD
ygfT
ygfU
idi
lysS
prfB
recJ
xerD
ygfY
ygfZ
ygfF
gcvT
visC
ubiH
pepP
ygfE
serA
iciA
sbm
argK
ygfH
yggE
yggB
pgk
frcK
yggF
cmtA
speA
yqgC
yqgD
metK
galP
sprT
yggJ
gshB
yggR
yggW
yggM
ansB
yggL
trmB
mutY
yggX
mltC
nupG
speC
yeeR
yafZ
yeeU
yghG
yghK
glcB
glcF
glcD
glcC
yghO
yghR
yghS
pitB
yghU
hybD
hybC
yghW
exbB
metC
yqhC
yqhG
ygiQ
ygiX
ygiY
ygiN
nudF
ygiC
ygiL
yqiG
yqiH
yqiK
rfaE
ygiF
ygiM
cca
uppP
folB
ygiH
ygiP
ttdA
ttdB
ygjE
yqjH
yqjI
aer
ygjG
ebgA
ebgC
ygjJ
ygjK
ygjN
ygjP
ygjQ
ygjU
ygjV
uxaA
uxaC
exuT
yqjC
yqjD
yqjK
yhaK
tdcG
tdcD
tdcB
yhaB
yhaC
garK
garL
garP
garD
yhaV
agaR
agaZ
agaV
agaA
agaS
kbaY
agaB
agaD
agaI
yraJ
yraN
yraO
yraP
yraQ
yhbO
yhbP
yhbS
yhbT
yhbU
yhbV
yhbW
mtr
rbfA
infB
yhbX
secG
glmM
folP
hflB
yhbY
greA
rpmA
yrbA
yhbN
ptsN
yhbJ
ptsO
yrbL
mtgA
gltB
gltD
yhcG
nanK
nanT
nanA
dcuD
sspA
rplM
yhcM
yhcB
yhcP
yhcQ
yhcS
tldD
yhdP
mreB
yhdA
panF
prmA
yhdG
yhdJ
envR
acrE
acrF
yhdZ
yrdA
yrdC
smf
def
zntR
rpsM
rpmD
rplR
rplF
rpsH
rpsN
rpsQ
rpmC
rpsC
rpsS
rplB
rplD
rpsJ
gspA
gspD
gspE
gspF
gspK
gspL
rpsG
slyD
kefB
yheT
yhfK
yhfG
nirB
cysG
frlC
yhfT
yhfX
yhfZ
gph
dam
damX
aroK
hofQ
yrfD
nudE
yrfF
hslR
yhgE
pckA
envZ
greB
feoB
yhgG
yhgA
yhgH
yhgI
gntT
malQ
malP
malT
rtcA
rtcB
rtcR
glpR
glpD
glgP
glgA
glgC
gntU
yhhW
yhhX
yhhY
yhhZ
ggt
yhhA
ugpC
ugpE
ugpB
livF
livG
rpoH
ftsE
ftsY
yhhM
zntA
dcrB
nikA
nikD
nikE
rhsB
yhiH
yhiJ
yhiKL
uspA
prlC
gor
yhiS
yhiV
yhiW
gadX
gadA
yhjA
treF
yhjB
yhjD
yhjG
yhjJ
yhjK
yhjN
bcsA
yhjS
dppD
dppC
dppB
yhjX
tkrA
glyS
glyQ
xylH
xylR
bax
malS
avtA
yiaK
yiaO
lyxK
sgbU
yiaY
selA
yibF
rhsA
yibJ
yibH
mtlD
lldP
grxC
yibP
yibQ
yibD
tdh
rfaD
waaL
waaV
waaW
waaO
waaP
waaG
coaD
rpmB
pyrE
rph
yicC
dinD
ligB
gmk
spoT
gltS
yicH
yicI
yicJ
insI
nlpA
nepI
ade
uhpC
uhpB
uhpA
yidJ
glvG
glvBC
ibpA
yidR
yidS
dgoD
yidA
recF
rnpA
trmE
tnaA
yidY
yidZ
yieK
yieL
yieC
bglB
bglF
bglG
phoU
pstB
atpA
atpE
asnA
yieM
trkD
rbsA
rbsC
rbsR
yieP
hdfR
yifB
ilvG
ilvA
ilvY
ilvC
rep
rhlB
trxA
rho
rfe
wzzE
wecB
wecD
wecE
wzxE
yifK
aslB
aslA
hemY
hemC
cyaA
cyaY
xerC
yigB
uvrD
yigE
corA
yigI
recQ
rhtC
yigL
udp
yigN
ubiE
tatD
ubiD
fadA
fadB
pepQ
yigZ
mobB
mobA
yihD
dsbA
yihF
yihG
polA
glnL
bipA
yihL
yihM
yihN
ompL
yihP
yihQ
yihS
yihT
yihU
yihV
yihX
fdoH
fdoG
yiiG
frvR
frvX
rhaD
rhaA
rhaB
rhaS
rhaR
sodA
cpxA
cpxR
cpxP
pfkA
yiiQ
yiiS
fpr
glpX
glpK
menA
hslU
hslV
ftsN
priA
yiiX
metL
katG
yijF
talC
ptsA
frwB
pflD
pflC
frwD
yijO
ppc
argC
oxyR
udhA
yijC
coaA
rplL
rpoB
htrC
thiH
thiG
thiE
thiC
nfi
yjaG
zraS
zraR
metA
aceB
aceA
aceK
iclR
lysC
pgi
yjbF
yjbG
yjbH
xylE
malK
lamB
yjbI
plsB
lexA
yjbJ
yjbL
dnaB
alr
tyrB
aphA
yjbQ
yjbR
yjcD
yjcE
actP
acs
nrfA
nrfC
nrfE
gltP
fdhF
yjcP
yjcQ
yjcR
yjcS
alsK
alsA
alsB
rpiR
rpiB
phnP
phnN
phnM
phnL
phnJ
phnI
phnG
phnD
phnC
phnA
yjcZ
basS
yjdE
adiY
adiA
melR
melA
dcuB
cadA
cadC
yjdC
aspA
yjeH
groES
yjeI
yjeJ
yjeK
efp
ecnB
ampC
yjeP
psd
yjeQ
orn
yjeS
yjeF
yjeE
amiB
hfq
hflX
yjeT
purA
yjfH
yjfJ
yjfC
aidB
yjfO
yjfQ
yjfR
sgaB
ulaD
sgaU
sgaE
rpsR
ytfA
ytfB
fklB
cycA
msrA
ytfN
ppa
ytfR
yjgA
pmbA
nrdD
treC
treB
yjgF
pyrI
pyrB
yjgI
yjgL
yjgM
yjgR
idnR
idnO
idnD
idnK
yjgB
intB
yjgZ
insG
yjhC
yis2
yis1
fecE
fecR
insA-25
sgcR
sgcQ
sgcC
yjhS
yjhA
fimE
fimI
fimC
fimD
gntP
uxuA
uxuR
yjiE
yjiH
kptA
yjiK
yjiM
yjiN
mcrC
mcrB
hsdR
yjiA
hpaB
hpaH
hpaD
hpaE
hpaG
tsr
yjiZ
yjjN
mdoB
dnaT
yjjP
yjjQ
bglJ
fhuF
yjjG
prfC
yjjW
deoC
deoA
deoB
deoD
lplA
slt
trpR
rob
creC
arcA
lasT
