thrA
thrB
thrC
yaaX
ilvI
murD
ftsA
ftsZ
secA
mutT
cueO
gcd
mrcB
yadS
map
pyrH
metI
gmhB
prpR
codA
tauA
tauB
tauC
sbmA
yaiW
cyoC
ybaW
copA
cusC
nagA
ybgI
tolA
tolB
pal
ybgF
aroG
yliH
kdsB
uup
rmf
ycdL
putA
ycdN
ycdO
ycdB
ymdA
mdoG
yceD
fabD
fabG
ptsG
ndh
potB
trpC
sohB
fabI
sapB
ydaO
rpsV
osmC
ydeN
pntB
pntA
ydgH
malI
rnfE
nth
nemA
ydiI
ydiY
ydiZ
ydjN
spy
gdhA
yebV
yebW
purT
zwf
ruvC
flhD
pgsA
yeeE
wbbA
vioB
vioA
rmlC
yegS
thiD
mrp
cdd
yeiB
lysP
yejK
yfbB
truA
yfcL
fadL
cysK
yfeX
dapE
ypfI
yfgK
sseB
yfhJ
hcaR
srmB
kgtP
rpsP
ygbE
cysD
eno
galR
tktA
speB
endA
gshB
yeeR
rfaE
uppP
garP
garD
yhbZ
yhbE
yrbD
yhcG
mreD
prmA
prlA
rplO
rpmD
rpsE
rpsN
rpsS
tuf
dam
damX
asd
livF
livM
livH
livK
ftsE
ftsY
yhiN
yhjE
yhjK
bcsC
yhjN
yiaD
bax
pyrE
nlpA
ilvN
tnaA
yieG
yieL
wecD
wecE
wzxE
yifK
dapF
metE
dtd
metL
btuB
murI
rplJ
rplL
nudC
zraP
aceA
aceK
lysC
malG
malF
lamB
malM
yjbJ
yjcD
melA
efp
orn
hfq
rplI
ppa
treB
pyrI
yjgP
fecE
fecD
fecC
fecB
fecA
yjhP
yjhQ
iadA
hsdM
hpaD
hpaE
osmY
yjjU
yjjV
deoC
yajQ
glnK
nfnB
kdpA
flgM
phoP
ydeU
ydhP
yeeF
uraA
upp
yfiF
ygaU
mazG
chpA
gcvP
metK
yggJ
yggX
metC
garL
yhbV
yheN
bcsZ
dppA
uhpC
udp
yjdC
fecR
fecI
uxuB
