id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,vs
YP_003043249.1,1.25338101202182,-0.326617407798033,0.694383995353641,-0.47037001138209,0.638090685683565,0.716572427772988,nhaR,ECB_00019,b0020,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043250.1,0.498167036011977,1.33062142732685,0.821024727767743,1.62068374109101,0.105085482340273,0.183695487997703,cirA,ECB_00020,b2155,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043252.1,1.30673621504232,1.71673162605755,0.710937008946236,2.41474505399869,0.015746226868127,0.0460972254968403,yjcF,ECB_00022,,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043253.1,3.52231012305317,-4.85333790268459,0.766806857715854,-6.32928338322586,2.46302397849072e-10,3.37327197054163e-08,insA-1,ECB_00023,b0022,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043256.1,0.189881195879572,-1.08107137568996,0.844667671607446,-1.27987776971815,0.20058812703371,NA,elfG,ECB_00026,,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043257.1,139.204034306283,-0.657465933563995,0.348251904773951,-1.88790333821936,0.0590389283225731,0.120039834236427,rpsT,ECB_00027,b0023,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043259.1,23.9857587901694,-0.0915541352928411,0.261564026678947,-0.35002571437401,0.726319399594357,0.782725319439694,ribF,ECB_00029,b0025,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043260.1,237.244434029369,-0.891103853261288,0.251614330412233,-3.54154650810765,0.000397788725364907,0.00380861545562145,ileS,ECB_00030,b0026,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043262.1,8.13428731344267,0.16306395157983,0.401935999674437,0.405696309143519,0.684965754509454,0.753629803250011,fkpB,ECB_00032,b0028,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043263.1,21.9104809257649,0.0556817120471356,0.27282868245879,0.204090389416978,0.838282864415555,0.876137389228573,ispH,ECB_00033,b0029,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043264.1,4.34557117283749,2.3565498102868,0.577146310844669,4.08310642554038,4.44376594212558e-05,0.000717839113727979,rihC,ECB_00034,b0030,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043265.1,56.7368741009786,-0.836547996022637,0.237944569081877,-3.51572636959316,0.000438552719023206,0.00402032141988516,dapB,ECB_00035,b0031,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043266.1,157.894647787895,-1.15260743079861,0.315213977039133,-3.65658731768585,0.000255595371863032,0.00283671225249001,carA,ECB_00036,b0032,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043267.1,292.399830754383,-0.598336568778957,0.229233106776039,-2.61016646850899,0.00904981723375096,0.0311891950616144,carB,ECB_00037,b0033,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043268.1,1.44374296001762,1.54975751368762,0.639167893453453,2.42464856192042,0.0153232123605978,0.0452372248696187,caiF,ECB_00038,b0034,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043270.1,1.30268692619576,1.17460446245333,0.735638771408702,1.59671364276251,0.110329553158789,0.189394055831164,caiD,ECB_00040,b0036,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043271.1,2.47176998088868,1.50136288745401,0.689362177509261,2.17790145214899,0.02941337438474,0.0721589792148996,caiC,ECB_00041,b0037,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043272.1,1.93274061321434,1.313212637331,0.697709766190408,1.88217608662886,0.0598121113688708,0.120719914248915,caiA,ECB_00043,b0039,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043273.1,0.216104375298117,0.578257463260952,0.867137875356216,0.666857577894873,0.504863110434061,NA,caiT,ECB_00044,b0040,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043274.1,0.696270906138729,-0.697727272823371,0.768727725331847,-0.907639011617765,0.36406897597059,0.468279818010354,fixA,ECB_00045,b0041,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043275.1,1.8484742333158,2.21657971551513,0.741266745158505,2.99025921504297,0.00278740793060393,0.0143469525839908,fixB,ECB_00046,b0042,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043276.1,1.96291799051309,1.44567370498687,0.72037549902367,2.00683352910559,0.044767391450274,0.0976529739443572,fixC,ECB_00047,b0043,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043278.1,1.01231011902098,2.75058925052908,0.770032144457324,3.57204471310421,0.000354204916647719,0.00356468206849941,yaaU,ECB_00049,b0045,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043279.1,0.108353582863819,-0.097214087035174,0.833379690820118,-0.116650415298106,0.907137084772324,NA,yabF,ECB_00050,b0046,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043280.1,2.34835075496458,1.48529845150112,0.684148299195593,2.17101826204567,0.0299297919501431,0.0728584579930067,kefC,ECB_00051,b0047,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043281.1,9.87636235917308,0.375679199982615,0.34952478961223,1.07482848469604,0.282451524965857,0.388034476120593,folA,ECB_00052,b0048,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043282.1,8.19277852332576,0.144830706794098,0.353676619788452,0.409500370368635,0.682172495044992,0.751869614902633,apaH,ECB_00053,b0049,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043283.1,2.89160120434538,-0.765312527998269,0.415538210974212,-1.84173803464193,0.065513477855681,0.129326032134065,apaG,ECB_00054,b0050,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043284.1,15.9299374998207,-1.13479323506706,0.374560041562442,-3.02966977025467,0.0024482126498792,0.0130048395398305,ksgA,ECB_00055,b0051,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043285.1,18.6933881222541,-0.506447830336971,0.34095712186321,-1.48537102721132,0.137445566167366,0.222680269565464,pdxA,ECB_00056,b0052,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043286.1,84.1140402727593,-0.181916853750996,0.253360305613612,-0.718016396887478,0.47274717674255,0.570775625426996,surA,ECB_00057,b0053,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043287.1,109.881338000234,-0.840987324934313,0.309711600668691,-2.71538851989579,0.00661980593504897,0.0253373476655116,imp,ECB_00058,b0054,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043288.1,17.4418098568724,-0.480201965304694,0.275589106578288,-1.74245626493325,0.0814286379277387,0.151506325736785,djlA,ECB_00059,b0055,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043289.1,1.89699335306835,0.420537410671589,0.626603646443545,0.671137828607384,0.502132730286387,0.59485449432197,rluA,ECB_00060,b0058,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043290.1,36.2305907138883,-1.1064433889481,0.191273973255552,-5.78459980788831,7.26851575748519e-09,6.54166418173667e-07,hepA,ECB_00061,b0059,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043291.1,4.24227792933059,1.47372023975916,0.773624835212474,1.9049546662426,0.0567859642573708,0.117109964869747,polB,ECB_00062,b0060,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043292.1,0.470572447042922,0.162450467970739,0.804302032739371,0.201976945672323,0.839934747428792,0.877111616106947,araD,ECB_00063,b0061,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043293.1,2.72302086829954,2.47462359748171,0.671481050880126,3.6853215652745,0.000228414064077434,0.00264362284431596,araA,ECB_00064,b0062,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043294.1,1.94079362523185,1.14311050060898,0.683830113620395,1.67162936793909,0.0945974299641954,0.169404152579429,araB,ECB_00065,b0063,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043296.1,0.482514516088267,2.56233778323847,0.838809282018193,3.05473227128988,0.00225261510991805,0.0122912425662039,yabI,ECB_00067,b0065,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043297.1,1.44732807259771,1.09254476075551,0.704829870675712,1.55008294371534,0.121121609299015,0.202727454459032,thiQ,ECB_00068,b0066,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043298.1,0.794739385232252,1.3893637161017,0.809133491593682,1.71710073867439,0.0859607672637304,0.157428149349274,thiP,ECB_00069,b0067,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043299.1,0.886334053512906,-0.0343378269864952,0.668318548944465,-0.0513794313216774,0.959023174549479,0.967004801482349,tbpA,ECB_00070,b0068,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043300.1,2.54915218589758,2.4337800426692,0.68629473490442,3.54626069367726,0.000390739452772504,0.00376400390285439,yabN,ECB_00071,b0069,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043301.1,0.700176496422719,0.993485395042696,0.731421969602813,1.3582930733981,0.174370707289131,0.267283565917647,setA,ECB_00072,b0070,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043302.1,150.774704451965,-0.850503094361201,0.336527031213256,-2.52729503271979,0.0114944896552972,0.0366845414530763,leuD,ECB_00073,b0071,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043303.1,240.165570849316,-0.742481352885355,0.280631422946705,-2.64575272821946,0.00815093744860047,0.029077523174509,leuC,ECB_00074,b0072,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043304.1,184.74190958028,-0.870579441961838,0.29292228375772,-2.97204920975526,0.00295819265887724,0.0149571538931995,leuB,ECB_00075,b0073,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043305.1,255.987078513856,-0.882034916828692,0.308882922310586,-2.85556388236251,0.00429604793913539,0.0191408076496131,leuA,ECB_00076,b0074,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043307.1,1.28450383538779,1.32988528983175,0.688265033260661,1.93222846660015,0.0533313130965442,0.111540620403502,leuO,ECB_00078,b0076,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043308.1,82.9853519554663,-1.05678897204059,0.306472900721268,-3.44822974414212,0.000564273847196071,0.00481122937153507,ilvI,ECB_00079,b0077,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043309.1,22.0190617138956,-0.619263017288706,0.290223274312348,-2.13374691866454,0.0328635031430951,0.0774818191317653,ilvH,ECB_00080,b0078,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043310.1,19.5873768458207,0.33511640599386,0.299148717012949,1.12023347230118,0.262614283605177,0.36749666519605,fruR,ECB_00081,b0080,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043311.1,6.45696057585765,0.352687106851459,0.290131958421779,1.21560929988533,0.224133789781797,0.325805924232885,yabB,ECB_00082,b0081,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043312.1,34.4495540987409,-0.419060539885743,0.238775466075615,-1.75504019224922,0.0792524331471983,0.148686816208264,mraW,ECB_00083,b0082,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043313.1,3.6635771305488,-0.992939227624794,0.570719147543461,-1.73980360024487,0.0818935101041934,0.151853569303459,ftsL,ECB_00084,b0083,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043314.1,11.4089093235405,0.0591046563236691,0.307337632447822,0.192311809825969,0.847497968155866,0.881745168232966,ftsI,ECB_00085,b0084,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043315.1,28.3076531020635,0.203587232200312,0.704108321403478,0.289141920371723,0.772472775126918,0.822891187571793,murE,ECB_00086,b0085,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043316.1,18.5818413245316,-0.668877428125126,0.363444302459733,-1.84038496022161,0.0657117399257164,0.129369987978754,murF,ECB_00087,b0086,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043318.1,29.4264742273395,-0.388743914507088,0.21755822612345,-1.78684999153515,0.0739617369522897,0.141803989853064,murD,ECB_00089,b0088,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043319.1,1.28634225172442,1.45772262930765,0.670599333760785,2.17376092686016,0.0297230943565054,0.072645828528773,ftsW,ECB_00090,b0089,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043320.1,26.0209067434921,-0.135598953799912,0.212184415795155,-0.639061795805122,0.522782732014694,0.614006564446788,murG,ECB_00091,b0090,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043321.1,42.626436992962,-1.06895804117137,0.318808987100533,-3.35297336155172,0.000799484008297241,0.00610779375341247,murC,ECB_00092,b0091,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043322.1,32.170963448433,-0.37517424814763,0.24642670618616,-1.52245774800159,0.127894424604912,0.211701228326576,ddl,ECB_00093,b0092,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043323.1,4.86477889571302,0.571465757878259,0.39478456702299,1.44753824139478,0.147746234004778,0.234458759251915,ftsQ,ECB_00094,b0093,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043324.1,36.0167696187706,-0.867748556095049,0.301916920371356,-2.87413025751496,0.00405141833883728,0.0185224495897495,ftsA,ECB_00095,b0094,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043325.1,188.56459624281,-0.72885181307255,0.296179674562522,-2.46084345304624,0.0138610832115076,0.0419830885733162,ftsZ,ECB_00096,b0095,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043326.1,10.5228054627451,-0.267542202865134,0.349313342420872,-0.76590891436029,0.443730501360292,0.543872015285962,lpxC,ECB_00097,b0096,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043327.1,0.318379126475736,0.386452461258129,0.854518818762711,0.452245699887204,0.651091989131556,NA,yacA,ECB_00098,b0097,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043328.1,222.69588302548,-0.913951980756609,0.326869524427926,-2.79607584205402,0.00517272601044398,0.0214961569035601,secA,ECB_00099,b0098,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043329.1,2.17180677984991,0.898421453715633,0.514471116145805,1.74630105660006,0.0807586523762976,0.150499346388037,mutT,ECB_00100,b0099,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043330.1,12.4148197703499,-1.65604951108906,0.364331239444026,-4.545450216172,5.48179533273785e-06,0.000138141242384994,yacG,ECB_00101,b0101,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043331.1,23.8052071271194,-0.861291562188677,0.329659434510255,-2.61267075055267,0.00898378031543415,0.0310295043789666,yacF,ECB_00102,b0102,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043332.1,3.67232722335077,-0.0627817423030911,0.461025073935577,-0.136178585184424,0.891680103994745,0.917576584832184,coaE,ECB_00103,b0103,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043333.1,21.035812045181,-0.887056266612161,0.273058268552166,-3.24859698010828,0.00115975667308768,0.00787334810393578,guaC,ECB_00104,b0104,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043334.1,0.961819492648947,2.41453871594706,0.776917448045428,3.10784462624899,0.00188457117788171,0.0108131133157147,hofC,ECB_00105,b0106,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043335.1,1.28054254613385,1.14377132343214,0.690773989690553,1.65578226815477,0.0977659199405446,0.173990196504359,hofB,ECB_00106,b0107,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043336.1,0.118570330302864,0.567441144616346,0.820231718176048,0.691805903188146,0.489059228969418,NA,ppdD,ECB_00107,b0108,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043337.1,22.3470783019943,-0.341412788935979,0.334916100662421,-1.01939795746071,0.308014075459949,0.414634332349931,nadC,ECB_00108,b0109,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043338.1,3.16105602635767,0.969205845071742,0.49628814316141,1.9529095313416,0.0508303161006504,0.10746006423963,ampD,ECB_00109,b0110,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043339.1,2.55640578054655,1.45376385231692,0.494547212235767,2.93958557716803,0.00328651499522667,0.016125424042,ampE,ECB_00110,b0111,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043340.1,6.06521166986975,-0.25514589985703,0.391555529371095,-0.651621240713513,0.514645541788547,0.606031198741654,aroP,ECB_00111,b0112,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043341.1,10.4549707082254,0.458511411958826,0.267608640838712,1.71336549717456,0.086645319671909,0.158405546701401,pdhR,ECB_00112,b0113,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043342.1,400.707530482567,-0.792867914740174,0.277903382546466,-2.85303441604423,0.00433039314199575,0.0192394053558344,aceE,ECB_00113,b0114,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043343.1,214.223699215024,-0.744881999911173,0.274196582182348,-2.716598412652,0.00659565831599591,0.0253088027706437,aceF,ECB_00114,b0115,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043344.1,309.2582260049,-0.375117056923155,0.287867274727143,-1.3030903122931,0.192543930620232,0.289091220902636,lpdA,ECB_00115,b0116,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043345.1,3.07161280682283,2.02012898222205,0.661389973844111,3.05436892319476,0.00225534546135423,0.0122912425662039,yacH,ECB_00116,b0117,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043346.1,371.424990014721,0.222103820578212,0.242525717636869,0.915794921636992,0.359774467588038,0.464653371423665,acnB,ECB_00117,b0118,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043347.1,1.09773936998411,-0.187058569313069,0.645468540358307,-0.289802767473735,0.771967130546781,0.822630737896603,yacL,ECB_00118,b0119,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043348.1,65.0937004854818,-2.05175780415762,0.36006385507925,-5.69831649362869,1.20996275578922e-08,1.03010342722596e-06,speD,ECB_00119,b0120,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043349.1,24.5168571092642,-1.10681095448097,0.409473342834345,-2.70301101121676,0.00687144699825972,0.025938984395968,speE,ECB_00120,b0121,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043350.1,1.88727246084121,-0.0635685724359698,0.524450230326851,-0.121209923764076,0.903524764047186,0.926330249499468,yacC,ECB_00121,b0122,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043351.1,31.0816828048716,-0.883855645591808,0.318364875258162,-2.77623479937946,0.00549924782737834,0.0223486427679303,cueO,ECB_00122,b0123,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043352.1,43.7399243705561,-2.04344864144524,0.244952622720382,-8.34221989032497,7.29087174569597e-17,2.29662459989423e-14,gcd,ECB_00123,b0124,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043353.1,47.013580465767,-0.805961808633708,0.288772376749759,-2.7909934381713,0.00525465375635091,0.0216651300163683,hpt,ECB_00124,b0125,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043354.1,77.0993689405121,-0.755898872175112,0.309643913589066,-2.4411875674013,0.0146390492226747,0.0436676184199103,yadF,ECB_00125,b0126,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043355.1,14.7383130751778,-0.353301093491425,0.284135499263592,-1.24342468437451,0.213711378778722,0.314134784485756,yadG,ECB_00126,b0127,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043358.1,1.72195757629414,1.7704925282725,0.716156363557847,2.47221503342753,0.0134278720164675,0.0411857807710542,yadE,ECB_00129,b0130,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043359.1,48.4324499819527,-0.745082693375193,0.29497332590965,-2.5259324417809,0.0115391668793914,0.036789853917088,panD,ECB_00130,b0131,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043361.1,64.5274118556229,-0.404066731722404,0.271057422794427,-1.49070528140029,0.136038888877014,0.22114236773012,panC,ECB_00132,b0133,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043362.1,28.9298582793234,-1.33766879389899,0.346402410476201,-3.86160359582975,0.00011264522931897,0.00156261241088403,panB,ECB_00133,b0134,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043363.1,1.16285616694917,1.49662636370885,0.727468146789739,2.05730844754282,0.0396565652940722,0.0889997800588471,yadC,ECB_00134,b0135,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043366.1,1.26469017219366,1.47869157111283,0.80929623996848,1.82713263460908,0.0676798295291118,0.132334862207761,yadM,ECB_00137,b0138,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043367.1,2.26388763394612,1.21682973172146,0.642199690789644,1.89478405108737,0.0581210170015882,0.118961145909683,htrE,ECB_00138,b0139,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043370.1,4.90280935690721,-0.671251792840732,0.462465670427172,-1.45146296420382,0.146650987910004,0.233544293183272,folK,ECB_00141,b0142,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043371.1,53.2762719107943,-0.51405848632372,0.208967511389884,-2.45999238304852,0.0138939964516526,0.0420106337511907,pcnB,ECB_00142,b0143,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043372.1,1.7798283043775,0.656378473083216,0.589236531216825,1.113947351037,0.265301773923379,0.370270530730458,yadB,ECB_00143,b0144,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043373.1,87.3947540852048,-1.09638050014488,0.39968661019928,-2.74310039958114,0.00608620738011452,0.0238749106442848,dksA,ECB_00144,b0145,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043374.1,7.16860307520467,-0.884813728840259,0.39455352995869,-2.24256954166118,0.0249245862026825,0.0637794041742079,sfsA,ECB_00145,b0146,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043375.1,1.96051634611986,1.31010557930448,0.632201112960823,2.07229242790919,0.0382381781573648,0.0868422935801725,ligT,ECB_00146,b0147,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043376.1,7.13990195836005,1.22393813129199,0.437312196907993,2.79877428515787,0.00512969816466056,0.0213455075544,hrpB,ECB_00147,b0148,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043377.1,48.0564514117507,0.024619092522434,0.203142619925858,0.121191173626781,0.903539615013512,0.926330249499468,mrcB,ECB_00148,b0149,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043378.1,105.227903616748,-0.950239275873503,0.322355051843164,-2.94780326984243,0.00320040663219806,0.0158261866427377,fhuA,ECB_00149,b0150,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043379.1,9.83722457454004,-1.41420687827809,0.435561551944147,-3.24685884685119,0.00116686245299818,0.0078769408636731,fhuC,ECB_00150,b0151,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043380.1,1.46524211035729,0.328122930114483,0.610095863013313,0.537821922761215,0.590699995414809,0.675637249657461,fhuD,ECB_00151,b0152,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043381.1,1.56063173800256,0.216702908072519,0.787170452697454,0.275293498796769,0.783090758791172,0.833075275309757,fhuB,ECB_00152,b0153,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043382.1,91.000228721301,-0.312999072674979,0.279518544128379,-1.11977927493506,0.262807833114485,0.367604207065109,hemL,ECB_00153,b0154,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043383.1,1.41717157153555,1.97940772796404,0.77331135436564,2.55965170663733,0.0104777113338631,0.0346736734037937,yadQ,ECB_00154,b0155,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043384.1,12.8159077997951,-0.147051088507979,0.376043635827199,-0.391047938318393,0.695761801783132,0.760794705535054,yadR,ECB_00155,b0156,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043386.1,3.23241463745512,0.890338877579751,0.511439431020214,1.7408491085713,0.0817100312705712,0.151853569303459,yadT,ECB_00157,b0158,1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
YP_003043387.1,38.6218937924707,-1.58072381914872,0.339083815928663,-4.66174952885772,3.1353262542667e-06,8.66340149205273e-05,pfs,ECB_00158,b0159,-1,protein_wo_NA,Exp,carbonSource,glucoseglycerol
