Entrez
946178
945284
945184
947426
945511
945181
945843
944886
946141
944827
946182
946267
948870
946199
946328
945443
947263
946035
945046
946373
945268
946590
946006
946236
946498
946391
945931
945937
945152
945742
945950
945906
948438
944980
946203
944779
945751
945240
946185
944878
945753
946128
945201
945193
947538
945040
945764
946327
944796
945001
946399
945620
945951
949093
944889
946576
945939
945118
945134
945979
946234
945116
946026
947203
945999
946724
946025
945493
945498
947246
945207
945085
946409
944780
946132
946013
946156
945988
944858
945462
945671
945672
946647
945773
947450
944976
944984
946809
946585
948992
946402
946113
945957
945995
946005
946215
946405
946903
946272
945600
948756
948047
946195
946905
948808
948643
948978
948891
948904
945789
2847688
948423
946725
946704
946712
945865
948658
946618
948521
947934
946735
947116
948426
948691
946512
946649
949024
949027
946630
946867
946675
945529
948294
2847707
948234
945130
948878
944865
948642
948602
947784
948121
947828
948666
948667
947210
945142
948090
948141
948908
946898
946623
946857
946876
947594
948324
948336
948571
948755
947302
948857
948427
947154
946844
2847740
946917
947255
947866
947763
947766
949041
949039
949036
948971
947093
947742
948076
948453
948454
947994
948120
949081
947839
948778
947946
946924
948604
945464
2847765
947673
947962
948221
947140
948963
946769
949068
948104
949122
947324
948272
947603
947599
948266
948128
949043
947082
948922
947849
947315
944769
949058
947109
946066
948060
948067
947444
948572
948520
946345
948884
947258
948746
947615
948048
948043
