,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
1,YP_003043230.1,0.0469602329412727,-0.00896497433869699,0.881113415151276,-0.0101745974860204,0.99188198581986,NA,thrL,ECB_00001,b0001,-1,protein,Sta,carbonSource,glucose,glycerol
2,YP_003043231.1,182.898722036479,0.751602423217579,0.43494285217134,1.72804868378776,0.0839794965137075,0.240009045842445,thrA,ECB_00002,b0002,1,protein,Sta,carbonSource,glucose,glycerol
3,YP_003043232.1,41.9621076184805,0.796674003806671,0.481451724256392,1.65473289152125,0.0979786920073576,0.257847660955159,thrB,ECB_00003,b0003,1,protein,Sta,carbonSource,glucose,glycerol
4,YP_003043233.1,178.921538549459,0.844665114295333,0.494283437530944,1.70886792912711,0.0874754163428618,0.243739317786956,thrC,ECB_00004,b0004,1,protein,Sta,carbonSource,glucose,glycerol
5,YP_003043234.1,0.15122134955216,0.202383724800025,1.01068432122236,0.200244250900474,0.841289560729167,NA,yaaX,ECB_00005,b0005,1,protein,Sta,carbonSource,glucose,glycerol
6,YP_003043235.1,27.0289230626919,0.449854759317381,0.401691486192625,1.11990115494173,0.262755886081506,0.462022466720383,yaaA,ECB_00006,b0006,1,protein,Sta,carbonSource,glucose,glycerol
7,YP_003043236.1,0.0984377045983535,0.10677915868283,0.936642693158032,0.114002019620532,0.909236192457806,NA,yaaJ,ECB_00007,b0007,1,protein,Sta,carbonSource,glucose,glycerol
8,YP_003043237.1,145.403055904449,0.510765716157929,0.46696412769771,1.09380075655099,0.274042372249106,0.475169229583779,talB,ECB_00008,b0008,1,protein,Sta,carbonSource,glucose,glycerol
9,YP_003043238.1,8.86515360498028,0.08100132708251,0.437020231132549,0.185349147046563,0.852955192011333,0.913108704285781,mogA,ECB_00009,b0009,1,protein,Sta,carbonSource,glucose,glycerol
10,YP_003043239.1,0.0379747773232496,-0.0875031778847423,0.881021678121938,-0.0993201189683228,0.920884104768448,NA,yaaH,ECB_00010,b0010,-1,protein,Sta,carbonSource,glucose,glycerol
11,YP_003043242.1,0.461288573595087,0.78927968185738,1.01970577043229,0.774026885738598,0.4389148922567,NA,yaaI,ECB_00013,b0013,1,protein,Sta,carbonSource,glucose,glycerol
12,YP_003043243.1,564.910001082785,0.385457534791938,0.446762689859949,0.862779152199955,0.388258903657224,0.575913587344098,dnaK,ECB_00014,b0014,1,protein,Sta,carbonSource,glucose,glycerol
13,YP_003043244.1,54.5280383354972,-0.089013636041751,0.429858603352687,-0.207076548770894,0.835950076518073,0.899844349882511,dnaJ,ECB_00015,b0015,-1,protein,Sta,carbonSource,glucose,glycerol
14,YP_003043245.1,1.65526621901174,1.93905156031552,0.99825014674263,1.9424505637618,0.0520825791423288,0.182866119287816,insL-1,ECB_00016,b0016,1,protein,Sta,carbonSource,glucose,glycerol
15,YP_003043246.1,0.0846188867323091,0.0864202979514778,0.881224506317944,0.0980684233494267,0.921877961148487,NA,mokC,ECB_00017,b0018,1,protein,Sta,carbonSource,glucose,glycerol
16,YP_003043247.1,0,NA,NA,NA,NA,NA,hokC,ECB_04280,b4412,NA,protein,Sta,carbonSource,glucose,glycerol
17,YP_003043248.1,0.120858740878878,-0.0398619721721406,0.909364253615835,-0.043834989129648,0.965035936586763,NA,nhaA,ECB_00018,b0019,-1,protein,Sta,carbonSource,glucose,glycerol
18,YP_003043249.1,0.941684254827683,1.62098099159783,0.996345413753413,1.62692673567021,0.103752658943295,NA,nhaR,ECB_00019,b0020,1,protein,Sta,carbonSource,glucose,glycerol
19,YP_003043250.1,0.43054600563908,0.908473176258254,1.03917237204778,0.874227607175536,0.381994314369716,NA,cirA,ECB_00020,b2155,1,protein,Sta,carbonSource,glucose,glycerol
20,YP_003043251.1,0.413631177081074,0.859960273342059,1.03844648307537,0.82812189877641,0.407601468791317,NA,yehB,ECB_00021,,1,protein,Sta,carbonSource,glucose,glycerol
21,YP_003043252.1,1.15028634592556,1.51907008193372,0.941224280276989,1.61392997797155,0.106542615371317,0.269815714252038,yjcF,ECB_00022,,1,protein,Sta,carbonSource,glucose,glycerol
22,YP_003043253.1,1.04433731411894,0.610795733821076,0.916652120961204,0.666333192117194,0.505198154333963,0.67837076117498,insA-1,ECB_00023,b0022,1,protein,Sta,carbonSource,glucose,glycerol
23,YP_003043254.1,0.414086344902107,0.963634641786294,1.03864276125827,0.927782561752892,0.353520371433224,NA,insB-1,ECB_00024,b0021,1,protein,Sta,carbonSource,glucose,glycerol
24,YP_003043255.1,0.340065697955044,0.804802690009264,1.03949912763141,0.774221611751686,0.438799750045912,NA,talA,ECB_00025,,1,protein,Sta,carbonSource,glucose,glycerol
25,YP_003043256.1,0.567479738439909,1.028546559019,1.03103163274488,0.997589721161832,0.318478347410474,NA,elfG,ECB_00026,,1,protein,Sta,carbonSource,glucose,glycerol
26,YP_003043257.1,58.5844955001369,0.179167632530824,0.476456047838818,0.376042309345258,0.706885442191279,0.823685776746244,rpsT,ECB_00027,b0023,1,protein,Sta,carbonSource,glucose,glycerol
27,YP_003043258.1,0.0591226416862088,0.0374003184802959,0.881163875804156,0.0424442257646617,0.966144573033567,NA,yaaY,ECB_00028,b0024,1,protein,Sta,carbonSource,glucose,glycerol
28,YP_003043259.1,14.1640835158074,0.111944512965151,0.413120439885806,0.270973067796147,0.786411746357196,0.872070768598204,ribF,ECB_00029,b0025,1,protein,Sta,carbonSource,glucose,glycerol
29,YP_003043260.1,178.511710792806,0.68299453429181,0.416810926732109,1.63861955262699,0.101292517647611,0.263090709258907,ileS,ECB_00030,b0026,1,protein,Sta,carbonSource,glucose,glycerol
30,YP_003043261.1,0.140525780195661,0.239430765693638,0.97555141954555,0.245431210386813,0.806122565463735,NA,lspA,ECB_00031,b0027,1,protein,Sta,carbonSource,glucose,glycerol
31,YP_003043262.1,7.78852050249634,-0.296214883334617,0.485809906229985,-0.609734135792586,0.542037938102592,0.707916627042798,fkpB,ECB_00032,b0028,-1,protein,Sta,carbonSource,glucose,glycerol
32,YP_003043263.1,9.93395657419997,-0.502233509896968,0.426132045733901,-1.17858657879626,0.238562838474102,0.433206873590149,ispH,ECB_00033,b0029,-1,protein,Sta,carbonSource,glucose,glycerol
33,YP_003043264.1,5.60512318686036,-0.655464499294172,0.525715431117421,-1.24680475500019,0.21246909656716,0.405432541784903,rihC,ECB_00034,b0030,-1,protein,Sta,carbonSource,glucose,glycerol
34,YP_003043265.1,39.9100866879575,0.622764080843084,0.428776439606311,1.45242140966254,0.146384466843096,0.329505535650962,dapB,ECB_00035,b0031,1,protein,Sta,carbonSource,glucose,glycerol
35,YP_003043266.1,99.6489814204791,0.549620852820726,0.413689533451143,1.32858293086508,0.183985606531605,0.37582877724224,carA,ECB_00036,b0032,1,protein,Sta,carbonSource,glucose,glycerol
36,YP_003043267.1,223.506300257316,0.7072153670992,0.370574179909618,1.90843130860247,0.0563354934977668,0.189907547894733,carB,ECB_00037,b0033,1,protein,Sta,carbonSource,glucose,glycerol
