Entrez
946884
945281
946373
946297
946256
946311
946023
946347
2847733
946386
946094
946391
946390
945639
945636
946996
945647
945678
946300
945813
946687
945634
946684
947456
947534
945646
945648
944990
947528
945931
946891
944987
945343
944887
946336
945792
946926
945887
945893
945499
945635
946234
945356
945408
946356
945623
945935
946724
947024
945612
945515
946043
945305
946132
945838
947133
946871
945757
944975
946113
946067
945101
946068
4056027
946405
946406
949012
945043
946987
945038
945364
946218
948650
947910
948713
948914
946704
948258
945865
946730
948553
946735
2847730
946659
946660
946626
947148
947165
947145
948234
947144
946620
949126
946763
948755
946978
948937
947617
947006
946632
947839
947953
948895
945805
947410
947398
947478
947601
948272
947493
949072
948075
948071
949103
948657
1450298
947610
946751
947614
947615
948033
948043
