thrA
cirA
yjcF
ileS
rihC
carB
caiF
caiD
caiC
caiA
fixB
fixC
yaaU
kefC
apaG
polB
araA
araB
yabI
thiQ
thiP
yabN
ilvH
murD
ftsW
ftsZ
secA
mutT
guaC
hofC
hofB
ampE
aceE
aceF
yacH
speE
hpt
yadF
yadE
panD
yadC
yadM
htrE
hrpB
fhuB
yadQ
dgt
yaeI
glnD
map
frr
accA
ldcC
yaeR
yaeJ
proS
yafC
yafE
mltD
yafS
yhhI-1
dinB
yagP
yagR
yagS
yagV
yagW
yagY
ykgK
eaeH
ykgA
ykgC
ykgE
ykgF
ykgG
betI
betT
yahA
yahB
yahI
yahL
yahM
prpR
prpB
prpC
prpD
prpE
codA
cynR
lacA
lacZ
mhpA
mhpB
mhpC
mhpD
mhpE
frmB
yaiO
tauB
yaiV
sbmA
phoA
psiF
adrA
aroL
rdgC
phoR
secF
yajO
xseB
thiI
yajR
cyoB
tig
lon
hupB
ybaW
ybaE
ybaO
mdlA
ybaA
ylaB
hha
acrB
apt
ybaB
aes
ybaK
copA
ybaT
ybbK
ybbL
ybbM
ybbP
rhsD
ybbC
ylbH
ybbS
gcl
hyi
glxR
allB
glxK
ylbE
ylbF
arcC
ppiB
ybcJ
sfmD
intD
ybcK
ybcM
rus
ybcT
nohB
appY
envY
nfrA
yhhI-2
cusS
nfnB
ybdK
fepA
fepE
fepG
entC
entE
entB
citX
citF
citE
citA
dpiA
ybeF
ybeD
leuS
ybeV
hscC
insK-2
gltK
asnB
ybfM
ybfN
potE
speF
kdpE
kdpD
kdpB
rhsC
ybfO
phrB
ybgI
ybgQ
ybgD
sdhB
sucB
sucC
hrsA
ybgG
cydB
tolA
tolB
pal
aroG
gpmA
modC
ybhD
ybhH
ybhJ
bioC
ybhL
ybhM
ybhO
ybhP
ybhS
ybhF
ybiH
dinG
ybiJ
ybiO
ybiU
ybiW
ybiY
moeA
yliE
yliF
yliI
yliJ
ybjL
grxA
rimK
ybjN
potI
artJ
ybjT
hcr
hcp
ybjD
macB
clpA
infA
lolA
serS
dmsA
ycaC
ycaM
ycaN
serC
cmk
rpsA
ihfB
ycaI
kdsB
ycbJ
ycbK
asnC
ssuD
ssuE
ycbS
ycbT
pqiA
rmf
fabA
yccR
yccS
helD
yccT
yccU
hyaA
hyaB
yccC
etp
yccZ
ymcA
cspH
yccM
torS
torR
torC
torA
yccE
ycdJ
putA
ycdB
phoH
ycdQ
pgaB
pgaA
ycdT
csgG
csgD
mdoC
yceL
mviN
fabG
pabC
ptsG
fhuE
ndh
ycfQ
ycfZ
potD
potA
mnmA
ycgF
ycgG
ycgK
ycgL
ycgM
umuC
ycgB
dadA
treA
dhaR
hemK
chaB
ychP
narL
narG
narH
narJ
ychK
cls
yciI
tonB
yciD
yciE
yciF
trpA
trpC
pgpB
yciM
yciR
ycjJ
aldH
pspF
pspA
pspE
ycjM
ycjR
ycjS
ycjT
ycjV
ynaI
abgB
abgA
abgR
ydaM
zntB
intR
recT
recE
rzpR
ynaK
pinR
ydbL
feaR
feaB
tynA
ydbD
ynbC
ynbD
hrpA
ydcA
trg
ydcJ
ydcM
ydcP
ydcR
ydcT
ydcW
yncB
yncE
ansP
rhsE
narW
narY
narZ
fdnG
fdnH
yddM
adhP
rpsV
yddO
yddP
yddS
dos
yddV
yddW
gadB
yddA
ydeM
ydeN
ydeO
ydeP
hipA
yneA
yneB
tam
yneE
uxaB
yneF
marR
ydeH
ydeJ
ydfZ
ydfJ
stfR
ydfR
dicC
ydfE
rspA
ynfE
ynfF
ynfK
ynfL
ydgD
pntA
ydgH
uidA
hdhA
malI
malY
tyrS
pdxH
ydhK
gloA
lhr
ydhO
purR
ydhB
ydhS
ydhT
ydhX
ydhV
ydhY
ydhZ
sufA
ydiH
ydiK
ydiF
ydiS
ydiD
aroH
nlpC
btuD
pheS
thrS
ydjN
ydjO
katE
celF
nadE
ydjR
spy
astE
astD
ydjX
ynjD
gdhA
topB
ydjF
ydjG
ydjH
ydjJ
yeaE
mipA
yeaG
yeaH
yeaI
yeaJ
yeaM
yeaN
yoaF
yeaT
yoaA
sdaA
manX
manY
cspC
yebQ
yebR
yebS
pphA
yobA
ptrB
purT
zwf
yebA
znuA
yebC
yecE
yecO
torZ
torY
argS
cheY
cheA
motB
yecG
otsA
araH
araG
araF
uvrC
yedU
yedV
yedW
yeeJ
shiA
nac
cobU
insD
yeeA
dacD
hisG
hisB
ugd
gnd
manC
rfbD
wcaM
wcaK
wcaJ
cpsB
wcaI
gmd
wcaE
wcaD
wcaC
wzb
wza
yegH
yegE
alkA
yegI
yegL
yegN
yegO
yegB
baeS
yegS
yegV
yegW
yegX
metG
molR
yehI
yehL
