thrB
narP
eco
ubiG
nrdB
yfaY
yfbH
pmrD
nuoL
nuoI
nuoH
nuoF
nuoE
yfbR
yfbT
yfcD
yfcE
hisJ
argT
usg
fabB
aroC
yfcN
fadL
vacJ
dsdA
ypdB
ligA
zipA
cysM
cysP
ucpA
murQ
nlpB
gcvR
upp
purM
purN
guaB
xseA
yfgJ
yfgL
yfgM
ndk
yfhM
sseA
pepB
fdx
hscA
iscU
iscS
yfhG
purL
pdxJ
rseA
rpoE
nadB
yfiC
yfiF
trxC
yfiA
tyrA
aroF
yfiL
rimM
grpE
smpA
yfjF
ygaU
stpA
emrR
csrA
recA
ygaD
mltB
srlB
gutQ
hypB
mutS
rpoS
ispD
cysI
eno
pyrG
barA
gudD
ygdK
ptr
lysA
dsbC
fldB
bglA
gcvP
ygfB
rpiA
fbaA
tktA
yggG
speB
yqgE
yggS
yggV
flu
yghJ
glcG
glcE
gss
yqhA
parC
mdaB
tolC
ygjD
rpsU
dnaG
rpoD
fadH
ygjO
ygjR
yqjG
yhaJ
tdcE
garR
yraL
yraM
yraR
deaD
pnp
rpsO
nusA
argG
rrmJ
dacB
obgE
rplU
ispB
murA
yrbB
yrbC
yrbD
yrbF
yrbH
yrbI
yhbG
rpoN
yhbH
yhbL
nanR
rpsI
degQ
degS
mdh
argR
rng
yhdE
accB
accC
fis
yhdW
aroE
yrdD
fmt
rrmB
rpsD
rpsK
secY
rplO
rpsE
rplE
rplX
rplN
rplP
rplV
rplC
bfr
tufA
fusA
rpsL
yheL
fkpA
slyX
crp
argD
ppiA
trpS
rpe
aroB
hslO
ompR
yhgF
bioH
glgB
asd
gntK
gntR
livK
livJ
rsmD
sirA
pitA
yhiQ
yhiR
slp
bcsC
yhjU
dppF
dppA
yhjW
yiaD
yiaF
cspA
xylB
yiaJ
mtlA
mtlR
yibL
lldR
lldD
cysE
gpsA
secB
yibN
yibO
kbl
mutM
rpmG
dut
rpoZ
ilvB
ibpB
gyrB
rpmH
yidC
pstS
glmS
glmU
atpC
atpD
atpG
atpH
atpF
atpB
yieN
rbsB
rbsK
yifE
ilvE
ilvD
ppiC
wecC
hemX
yifL
pldA
ysgA
ubiB
tatB
yihE
engB
yihI
glnA
fdhD
tpiA
yiiT
yiiU
cytR
rpmE
metJ
metB
yijP
argE
argB
argH
trmA
btuB
nusG
rplK
rplA
rplJ
rpoC
hemE
hupA
purD
purH
metH
malE
yjbN
uvrA
ssb
phnB
fumB
fxsA
groEL
blc
frdA
yjeA
mutL
hflK
hflC
rnr
rpsF
rplI
ytfG
ytfM
ytfQ
mpl
mgtA
yjgJ
argI
valS
pepA
yjhT
uxuB
iadA
hsdM
yjiY
rsmC
osmY
yjjV
serB
nadR
yjjK
creA
murC
ftsA
aceF
yaeH
dnaE
proB
phoB
yajC
ribD
copA
tesA
ybhE
yliB
macA
ycdO
ycdW
ycgL
treA
yciN
yciT
rnfG
nemA
sufS
sufC
sufB
asmA
rsuA
pta
yfeX
tktB
glyA
yggN
ygiW
exuR
rpoA
fic
kdgK
dfp
rbsD
metE
murB
fecB
fecA
