id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
ECB_00001,16.6448711381906,-1.19844569971911,0.564695322946962,-2.12228727779223,0.033813621175276,0.115461696165057,thrL,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00002,9.4884890287145,-0.765291578900054,0.532099783807256,-1.43824824250872,0.150363631540328,0.294427573997378,thrA,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00003,3.93144346723204,-0.436071984586344,0.637121854812263,-0.684440474443996,0.493697065338628,0.649967374382064,thrB,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00004,2.23630143194287,-0.341261561472598,0.862719309829648,-0.395564997310636,0.692425963334911,0.81171518870152,thrC,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00005,0.62549096576369,-0.283658589010296,1.11595563751087,-0.254184467084187,0.799353050082662,NA,yaaX,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00006,0.697872493983411,-0.648649710864998,1.10594757476858,-0.586510360584434,0.557532601223227,NA,yaaA,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00007,0.265825344225571,1.40317720390611,1.22824864282213,1.14242113118241,0.253279011882059,NA,yaaJ,1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00008,42.8578152193376,-2.02529080439091,0.619084696237004,-3.27142766846164,0.00107005957266437,0.0127109232200393,talB,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00009,7.2713258478805,-1.68088814067817,0.638660648365957,-2.6318955848913,0.00849099539593753,0.0477215437442565,mogA,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00010,2.78667008337712,-0.506352623282716,0.762138360738699,-0.664384118904519,0.506444494603945,0.663307833640565,yaaH,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00011,0.539308093621717,-0.926600499154283,1.19760145687034,-0.773713570435811,0.439100193180998,NA,yaaW,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00012,0,NA,NA,NA,NA,NA,htgA,NA,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00013,0.140585149175999,-0.763527137786406,1.17927189185234,-0.647456403448317,0.517336601583154,NA,yaaI,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00014,49.6403681101113,-1.3406344140261,0.623157390819801,-2.15135764058325,0.0314479819106972,0.109298661200388,dnaK,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00015,1.91953129762436,-0.844234642417367,0.844078399650016,-1.00018510456779,0.317220936380965,0.489899463489212,dnaJ,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00016,1.52671115050457,-0.0487937227155895,0.924110671631532,-0.0528007350347371,0.957890675846357,NA,insL-1,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00017,1.07381625304691,-0.733618537180009,0.973845351908867,-0.753321393116493,0.451256806301266,NA,mokC,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00018,34.9170598199034,-0.148959124795439,0.565257542622268,-0.263524346980683,0.792146460355896,0.873570083227427,nhaA,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00019,1.8959456974409,1.12601619319855,0.829583994918653,1.35732632270583,0.174677547074226,0.325869037398977,nhaR,1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00020,0.309755236364182,0.724853534598153,1.22746939667843,0.590526767151693,0.55483754579251,NA,ECB_00020,1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00021,0.0591219806512587,0.903453984079072,1.11415299026077,0.81088862299568,0.417429634352147,NA,ECB_00021,1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00022,0.107853903207567,-0.557701083723576,1.15536455754554,-0.482705722692722,0.629304699334924,NA,ECB_00022,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
ECB_00023,0.0530412179260061,-0.32822403781353,1.11571912782675,-0.294181599676308,0.768619140206726,NA,insA-1,-1,mrna,Sta,Na_mM_Levels,baseNahighNa
