genes
araF
lldD
pflD
glpQ
yfiQ
yhdW
frdA
ucpA
ycjY
idnO
hpaE
ykgE
ydeN
glpD
abgA
idnD
agp
argT
yhiH
ade
ykgG
yaiW
yieL
mppA
barA
hsdR
lhr
idnK
rihC
xerD
yajO
ybjQ
katE
mglB
yfhM
yeaM
galS
uxaC
uxuR
pqqL
hslR
gntK
aceB
