genes
ppsA
mglB
iscA
argT
glpK
thrB
metE
ihfA
yaeH
secB
mtlA
yejG
rbsB
rplD
potF
rpsM
rpmD
lysC
yhdW
ndk
glnA
maeB
rplF
yibN
ychF
galF
pyrD
yifE
pyrI
yjeI
rcsF
artJ
rpsI
trpE
tktA
rpmF
trpS
rpoA
asd
hupA
yciN
frr
glpQ
flgH
yhjN
osmY
rpsE
hlpA
purC
atpG
yccU
galK
adk
ydcL
secG
rpsQ
rbsD
yjgA
gdhA
ppa
lrp
ibpA
ybhC
rpsK
lolA
groEL
accD
pyrG
galU
minD
ackA
yhbS
fis
livK
pta
ybgI
hns
ynfD
malE
dinI
yraL
yrbB
trxA
fumC
pepQ
gltA
sucC
aspC
mppA
mreB
livJ
degP
atpD
rho
yfgA
crp
hslU
folE
accC
yeaA
astB
fabD
purT
ygjG
atpA
tyrB
rne
purD
flgE
sucB
kdsA
yoaF
argG
sucD
damX
argH
gapA
yfcL
metA
dksA
ygiF
hflC
yghU
rplT
rimM
gcvT
ilvD
ilvC
aceE
yhbL
coaA
eda
pyrB
htpG
fabZ
deoB
katG
rimO
mdh
yhgI
ybiI
tig
pgm
purB
pyrF
grxC
rbsK
yceH
serA
upp
rpsC
astA
sixA
atpF
purH
yhfG
yliB
proX
flgD
thrS
bolA
dapA
yagU
yfcD
argD
fklB
cmk
ydaA
nuoI
hisJ
yahO
folP
fucU
infA
degQ
rpsB
gnd
atpC
aceF
proS
trpC
cysP
cysJ
ribF
gltI
yebV
proA
ycdO
leuB
yadR
ydhD
ygiN
rpoD
crr
rpsJ
trpR
rplP
yjbJ
ssb
yjfH
udk
yciK
gcvP
ydfH
rplI
rpsA
xthA
ldhA
yjjK
yggX
murD
aroG
rnk
aroD
metJ
serC
yraM
accB
tpx
bcp
grpE
yacG
fkpA
ybjP
purN
lepB
rbsA
ybaY
sucA
purM
talB
dnaJ
purA
metQ
psiF
yadF
metB
fur
rph
yajG
pyrC
icdA
engA
yajC
glpD
zwf
rpsS
rplC
cysH
ybiS
livG
aroL
ddl
nusB
trpB
iscU
prfB
ptsN
gpmA
trxB
lolB
sdhB
ompA
cyoA
sseA
yceD
trpA
rpsP
gmhA
yrbD
asnA
gshB
ihfB
flgM
ppiB
acrA
kch
valS
nrdA
rpmB
nfnB
cysI
infB
usg
yiaD
yniC
ftn
purL
rpmG
yiaF
rplN
murA
glyQ
dnaK
fusA
hemY
yqjD
ispA
pheT
emrR
folA
psd
apt
glmS
hflK
aroH
yaeT
rihA
yjgF
rplV
rplB
nusG
cysM
rpsT
ycjG
flgN
ytfQ
rlpA
hisB
pyrH
dcrB
nagE
ycfM
mogA
mglA
ftsZ
sdhA
aceA
argB
ycbX
ysgA
ilvB
rpoC
yfiA
wzzB
yliJ
ynhG
ybhE
hisG
yaiL
oppA
pgk
pfkA
yebY
hupB
srmB
ymdB
pfs
rplW
ybeL
dppA
leuC
ycjY
cysE
btuB
yciO
yecJ
gutQ
ybaB
pflB
wecC
fabH
fabB
yggS
asnC
glpF
msyB
yiiU
purE
yheL
hisC
fkpB
ybaK
yfeY
solA
fldA
rplO
yeeI
leuS
betA
rpoZ
thrC
ptr
pstS
ybfF
nlpA
nudE
purF
ahpC
aroA
yfhM
yfiF
queF
rplR
ychH
ansA
proV
rnfG
hemX
ybiB
deoC
ydcJ
nusA
dsbC
rplJ
ppiD
ybdQ
yhjJ
gst
flgK
trpD
flgL
metG
ilvE
ygaG
prsA
lysA
proQ
greA
nuoF
rpoB
yejK
serS
nlpB
argI
hemL
nagB
tolR
araF
ydcS
ycdY
rseB
murQ
ygfE
glcG
rpmC
mdoH
zipA
phnB
fmt
minC
yeeX
speA
xseB
tas
molR
thyA
glmU
artI
dacB
rpsR
yfaS
vacJ
yfgM
pepA
yiiS
hsdM
gltX
pckA
hisD
yeaZ
yrdA
ycfD
ycbL
lrhA
cysS
tolB
ybgS
glnH
guaA
rplE
ecnB
manA
nagA
slyX
trmA
panD
pykA
murC
moeA
guaC
aspS
yfiO
lpdA
agp
rfbD
ybhF
pspA
truD
tufA
lpxD
rof
hisF
metN
aroE
pnp
ybcU
rpmE
ybeM
groES
rplY
ygfZ
narX
ucpA
rpsG
hflB
yfgD
hmpA
rplS
ileS
slyA
hpt
panC
tyrA
rpsU
ypfH
rpiA
selD
ygiM
ycfF
iadA
imp
pth
kdgR
yjgD
tgt
dacC
accA
glgC
yghJ
yjgR
fbaA
pal
rbfA
aldB
yeaD
thrA
pdxB
surA
bioD
malP
rnb
def
rna
rob
acnB
clpX
dacA
betB
yfcF
prlC
ilvH
ydiA
fruR
pepD
ycaR
hslO
glmM
yffB
rsuA
fumB
mdoG
pspB
yicC
ydjA
hisA
clpP
clpB
map
mdaB
gabD
sfcA
argE
yciI
glnB
pheA
glyA
recA
rfaD
baeR
dps
yniA
serB
ygdH
nuoE
yfcZ
rpsH
yrbI
rpmI
sohB
pepB
yajF
hslV
glnQ
gltD
ybiC
aspA
deoD
atpH
cutA
ubiG
rhlB
yecO
rpsF
ypfJ
metK
mdoD
murF
glyS
ygfB
ftsA
fabA
cysK
fabF
ycgL
ppiC
fdx
hnr
atpB
panB
tolC
galM
glnS
mraW
nrdR
wecE
dapB
pfkB
pheS
trxC
recE
ilvA
ilvG
ybbP
yggV
mhpA
argS
yfcH
nuoC
yccJ
flu
proB
yiiT
oxyR
ybeZ
cdd
nfsA
ribD
ispH
seqA
leuA
acrD
lolD
sodA
ilvI
hisH
phoP
rplA
xdhD
livF
aceB
suhB
plsB
yidC
yggN
nuoB
fadB
yfcB
dnaB
yraP
rplM
hfq
yeaY
rseA
ybgK
rhsE
gpsA
rfaE
dhaK
ltaE
rplL
yciT
codA
gcvA
yagR
hemC
nadE
arcC
asnB
ygdK
ushA
flgG
aroK
yeiP
ugpB
fabG
rhsD
yhgF
purU
arcA
gyrB
elaB
ynfE
ispG
hisS
ydcH
fbaB
acs
metH
yfaY
ribC
rpsO
tyrR
pdxA
astC
mtlD
acpP
menB
rpmA
malM
fic
wrbA
fadL
gph
alaS
galE
yegH
yfhJ
insG
yggJ
ydfG
dinJ
mgsA
sufI
rpsN
yggG
yijP
yajQ
purK
aroF
leuD
rsmC
slp
ymbA
bipA
lipA
glk
pepE
yihW
rihC
flhD
ygiQ
dcp
dld
nagD
guaB
rtn
add
pntB
pdxJ
ybgF
hisI
iscS
iscR
uspA
slyB
tesB
yqjH
acpD
ygiC
metC
infC
yobA
ygcE
ybeD
cheB
yjeQ
lepA
secA
yhcB
garR
ydgJ
phoU
intB
sodB
fabI
erfK
nanR
astD
yrdC
rlpB
ycgK
potG
gcvH
ycfH
mpl
celF
yigB
rng
yhdE
apaG
gnsB
ydhF
uvrC
dut
avtA
secD
proP
xni
mnmA
nirB
ycfP
tyrS
hslJ
nemA
pbpG
pdxH
yebR
rbsC
yccC
plsX
udhA
sodC
ykfE
potD
asmA
cspC
mutS
insA-2
insA-3
insA-4
insA-5
insA-6
insA-7
insA-8
insA-9
yccV
insA-10
insA-11
insA-12
ydiD
insA-13
insA-14
insA-15
insA-16
insA-17
aroC
insA-18
insA-19
insA-20
insA-21
insA-22
ygjF
insA-23
ftsY
yhiR
insA-24
atpE
insA-26
insA-27
insA-28
acrB
ompR
ybjL
hpaD
hyaB
ebgA
pepN
fpr
hemE
ptsI
cysG
sbm
rplK
creA
lon
rhlE
adhE
rhsB
wza
ipk
treF
cutC
malK
fdhF
hycE
secF
yhbG
aroB
tsf
hypF
fadE
ilvN
recB
rpsD
sseB
tmk
argK
gpt
rrmJ
mviM
fxsA
yggE
yrbC
