Entrez
7150894
944765
7155910
949064
7150895
7155911
7154608
7150903
944795
7156648
947104
7152005
946884
7153269
7154673
7158510
13701361
12877524
913997
7152068
946227
7154742
7149603
12876928
13702041
945281
917073
949065
7157715
7152660
7156345
7151315
946892
7156468
12874329
944816
7151445
13703461
913579
7159473
945567
7151263
945254
7157688
7152631
7150967
914593
12874651
945082
13702467
7158071
917706
7150963
7156037
948443
13701444
12877368
7158511
11451195
7152771
947263
7152892
7155980
914594
12874652
945083
13702466
7154859
7152380
948010
914552
945044
12874613
13702507
7150875
7157456
7155825
946261
7150812
7153655
7156304
946312
7155064
946355
7153660
1238764
1263506
20466885
20466972
7159519
7154420
946133
7150811
7157968
946256
7150810
13699776
917113
7155823
946260
12875372
946311
7154442
7158742
946255
7153184
7155822
7155826
946259
7150813
944852
7157010
13703377
7151966
913902
12874418
7158766
7153671
946347
945061
7150555
7158149
7156455
946411
7153064
7155762
7153682
7154430
945140
7159532
7154429
946236
7158711
946541
7155127
7153706
7150622
7155634
946506
7157006
7152926
946342
7157057
7154447
949116
7153216
7158279
7152011
946334
7159544
7156720
946315
7149784
7156478
7152008
946826
913708
7151453
946147
7158141
13701805
12875235
945343
7153576
7158676
944960
7155671
944887
7150656
946191
7157867
7152800
945873
7157866
7152799
7159698
913387
7150518
944742
946253
7158725
7150814
7158008
7152924
944878
13701660
914033
12875310
7158003
949014
7152779
945753
7152922
7158004
946128
12875308
7152923
7158005
13701662
913187
7159542
946308
7154443
7152121
12874315
7157174
913531
944793
7153258
914536
945040
7157455
945479
917669
7158478
13701476
7153383
12877256
7152763
948981
7154847
7151147
944855
7156177
7156880
914334
949007
12874481
7151956
13703312
7157710
7153654
946327
8571502
7153328
12876946
13702032
945295
917083
7158418
7158500
945571
7149956
944967
7157679
12877223
7152622
917632
13701593
7153444
7157084
946910
7151979
7157024
946074
945887
7157555
7152507
7157550
12874965
13702406
912683
7152502
945893
7157551
7152503
945499
945635
7157552
7152504
7157553
945652
7152505
7158194
945908
7153109
7153091
944820
7158659
7153090
7158176
947484
947043
7158343
7152986
7158175
7153093
946149
947572
7153423
7155923
7152038
945848
7155941
945938
7152070
7156920
7157220
7152165
945350
944790
913450
13703507
7156904
3244885
7151895
12874281
7157613
7150982
949093
7151698
945579
7155643
945091
7152022
7155997
7158048
945070
7153292
7158367
7153295
917062
7157129
945261
7152079
12876920
13702049
7156642
946592
7151616
7158261
7153194
944748
945387
13701630
7150864
7155878
12877107
917592
913895
917728
7152373
945517
7158493
13701423
12877392
13702084
917025
7158406
12876892
945228
7153320
917215
945405
7158446
7153352
945401
7157149
7152099
1263540
7152211
945383
7158922
13703414
7158270
7153202
944850
913772
12874382
7156367
7149643
7151970
945530
7158490
7158456
7153361
945434
7152198
7157257
946034
945424
7156169
1263518
7151140
945412
7153357
7158452
7153387
7158482
945493
7154849
7149647
945491
7150793
7155804
945163
7156649
13701360
945574
12877525
7153429
915175
7158396
947246
7153310
949021
7151025
7156047
7153306
7158392
945212
945251
7158405
945252
7156948
7151930
7150993
4056041
7156009
7158412
7153322
948044
7158383
946786
946175
7154427
7157596
945545
7156896
7153406
946220
7158709
7150880
7153410
1263513
7157198
917022
12876889
7150992
13702087
947024
7156008
7150969
7155783
945534
945612
7158532
7152034
7152130
7156795
945531
7153681
7155763
946409
