genes
mgtA
lldD
mdoB
hsdR
abgA
glpQ
pflD
frdA
ykgE
idnD
hpaE
acs
yfiQ
idnO
ycjY
fucI
ade
fadA
araF
mglA
mglB
glpD
fadB
ykgG
ydeN
yghZ
mutL
sufC
fucR
yehT
rstA
rplT
pmrD
priA
ybjQ
galS
yieL
acnA
frdB
idnK
rihC
alsB
entA
ydfE
malY
katE
ccmG
ygiY
yqeF
tnaA
yeaM
ybaL
poxB
yfhM
sufD
csiD
lon
ybdB
tehB
otsA
thiM
yfeK
uxaC
bfr
tsr
yehU
yhdW
ycjG
sufB
nanA
pflC
ytfQ
yjgR
mppA
yejH
yafV
ybjX
slyX
ybaE
lhr
fadI
gabD
gabT
ygfY
yihE
aspA
rbsR
ygiS
wbbD
araC
mcrB
ykgF
rstB
yncE
ygaF
xylF
nrdD
ygiQ
aas
pepE
yjeP
yjhC
yegU
wrbA
ydcS
rnd
yhiH
yqjG
phoB
aldA
sfcA
ucpA
lplA
napA
glpC
ygiT
pckA
entF
torR
atoC
ypfI
mrdA
clpA
yahJ
ypeA
ydhV
ymdC
agp
fadH
fepC
allB
xylA
rhsA
abgB
tar
yehI
fdnG
psiF
rhsE
entC
yjbB
rhsD
entB
cytR
ybjD
elaC
fadJ
yajO
pabC
evgS
yhdP
mviM
phrB
ptsA
fes
fepB
ybiN
ynfF
yfeC
bcsC
aldB
yjcP
yjjI
sapD
rhsB
yibQ
ycfD
ascF
ugpB
yhiQ
yigP
sufS
caiC
tonB
ydjF
narP
yhdZ
yhfK
yhjK
yjfQ
putA
fumB
idnR
yeeJ
fepA
entE
ytfN
pdhR
lrhA
motB
yniA
barA
glcB
xdhA
rpiB
wzxE
ygfK
ccmH
nagZ
polB
dgoD
uvrC
rpoS
yaeQ
topB
tktB
kdpB
ygdL
uxaA
yejO
yejA
fadD
spr
cadA
flhB
yhjS
gltJ
yjiM
ptr
bglB
yddS
yciM
yeeR
rtcA
hpaG
narZ
ybgG
torA
yebK
mglC
rnfC
ribD
creB
trg
fhuF
ybdK
yhjG
sirA
stfR
djlA
gudD
tilS
nlpI
gntR
ypdD
eutB
acrD
rplM
yncB
insA-1
prpD
slt
srlB
exbD
uxuA
ybbP
tynA
smp
glpK
cpxP
ydcF
msbB
cynR
yahI
yliE
