genes
araA
idnD
idnO
edd
araG
yejG
araF
gntK
entB
araB
ptr
mppA
psiF
rplT
yhdW
slyX
mglB
yaiL
araD
osmY
ycjY
entF
entC
cirA
argT
yciK
yeaM
sufI
ydfH
glpQ
nuoI
yrbB
rnpA
ytfQ
lepB
elaB
fhuE
proX
lnt
ynfD
rimO
entE
rlpA
rnk
fis
rffT
ihfA
moaE
ybjQ
pstS
vacJ
zipA
ccmG
ybhC
yfhM
rplW
secG
fxsA
fumC
yhfG
flgL
hscA
nudE
ycaK
dinI
ilvN
lolA
rna
rseA
yraM
yciL
yhiN
rplC
yiaD
dacB
yacG
yaiE
mukF
rpsM
yebG
ppa
yciN
sixA
yidQ
alsB
yheR
folA
ynjB
yajD
rhlE
flgF
ybdB
nadA
eda
prfB
yaeH
rnfG
miaA
lpxD
ybaY
cysM
ychH
ydgT
gudD
ydaO
hdhA
flgE
ygaD
fepA
flgD
flhD
dsbC
metJ
malM
sufC
yggS
rpsH
ybdZ
tolQ
ybiI
pth
dhaK
yheL
engB
pdhR
entA
yjgF
ybhF
yfcL
nuoB
trmA
yfhQ
yifL
nrdF
gcvH
yfgM
ribD
bcsC
rbsB
yfaS
pepE
panD
yoaF
tgt
exbD
rplD
treA
lolB
mutS
yhjU
yrbD
yggG
ynhG
livJ
idnK
ybfE
pyrD
yjgA
idi
garR
livK
tnaA
yjeI
rplR
ykfE
nth
frlB
rpmG
cdh
yiiS
yccV
hlpA
sdhB
yqjD
sucB
ygdI
rpsI
flgG
ycfU
ybbO
osmB
ftn
truA
usg
yqiC
xylF
hflC
ybgF
potF
damX
secB
atpC
ygcE
yhdE
nemA
yeaZ
ynjE
glpK
tonB
rplI
sirA
pta
yliB
yebK
gnsB
farR
yiaJ
chpA
ydeI
ybiS
tehB
btuB
yfcB
sdhA
ppsA
iadA
rlpB
gcvA
ftsN
ybdL
rpsF
mutL
dppF
ybeL
pyrH
flgM
ykgE
ycfD
katE
nuoK
