genes
glpK
pspA
mglB
rbsB
rpsU
sucB
glpD
groES
hupA
flgH
potF
sucC
crp
glpQ
glpF
rpsJ
lrp
secB
lpp
argT
flgE
sucA
rplY
ndk
bcp
rpmC
rpsG
rbsA
flgL
rpsC
rhlE
yaeH
flgM
sucD
mglA
rplO
narX
yghU
rumB
mqo
rpsP
cysH
rplJ
yghJ
rplI
rpsK
glnQ
livJ
yajG
rho
rplF
rbsD
glnB
purB
apbA
fabI
glnA
malE
aldA
flhD
hisD
gdhA
ydbH
icdA
celF
clpX
dbpA
ybeZ
ftn
ibpA
proV
folE
hflB
ygiM
yidJ
ppa
fbaA
rpsI
aroF
betA
secG
yhdP
cysI
atpA
acnB
hflC
yjeQ
narZ
ychF
dhaK
pepE
yidQ
xylE
secD
yfaS
rpsT
pgk
rplK
gltA
adk
rplS
atpD
wzzB
lysC
yfgA
tolR
yfdE
rbsK
metQ
maeB
rplB
purC
rpsS
ahpC
trpA
acrA
cysJ
mdh
malM
stpA
hslV
rpsB
mcrB
torS
yadR
lhr
yecR
dapA
pbpC
atpC
aroD
gntT
ydeP
hisG
fucU
yneK
rplD
rpmB
talB
tpx
tktA
rbsC
nfi
rpoA
yahF
mtlA
ilvC
cyaA
hisJ
ydcL
yncD
sdhB
galU
sapD
minD
acs
ycgO
rplC
flgK
ygfE
rpsM
proX
aspC
slyB
ytfM
yjcP
cusR
sspB
hisF
narQ
cusC
ycgV
upp
barA
treC
trxA
yciD
rplE
serA
yfiP
minE
gnsB
betB
ompA
trpC
recQ
mltD
yfiD
rpmI
ydhD
ybcU
hisC
yjcS
yifE
ynfJ
yaeT
ydbD
crr
yfhA
degP
exoX
yhcQ
fadL
purD
moaC
glnH
yeeJ
groEL
malK
tig
fkpA
argK
flgG
cadA
gnsA
ybdH
livK
torZ
kdgR
zipA
accC
apt
atpG
rne
yhbS
rpsH
xni
cpsG
yegD
sdaC
htpG
nlpA
ebgA
atpF
hyaB
evgS
pnp
mglC
acpP
yjbB
rplP
metA
rtn
glcE
clpB
yegO
proQ
cheB
malP
hepA
proS
puuD
yajC
ydfG
folA
nuoK
rtcA
grxC
bcsA
pckA
yehX
ybjP
pspB
poxB
ihfA
yagX
molR
ppsA
purA
uvrY
accD
lon
manB
fabA
yadB
dhaR
mdoD
eda
rhsB
dacA
yqhD
yahG
rpsN
ygfT
ymcA
lepB
yfaQ
flgN
fdrA
rpiA
ppiD
hns
ybhF
greA
rpsR
allC
atpE
dmsA
zraR
proP
pyrI
glpB
rpmD
topB
hsdM
aspA
mhpA
ygfY
hslU
yiaF
fklB
galK
recB
yihN
wcaA
yjeA
ygcR
yfjG
ydiF
hypF
malS
aslA
ybaL
rstA
yhhX
yjcO
rpmE
yehI
ppiB
yeeR
yhiH
ydhR
yhbC
gnd
amiC
ydjC
rplQ
pdxB
xseA
yfhH
xdhD
atoS
caiC
serC
hemL
polB
yojL
zntR
yciV
zraS
gapA
yjjK
nagE
surA
ygaP
hycE
yccU
yjeJ
rhsE
fis
ydcT
citC
pheA
ypfJ
proA
cysP
pepQ
def
yfbG
htrE
yraL
oppA
rihA
rep
acrD
nhaR
panD
tnaA
ansA
nfo
dinI
ybcK
phoP
ymfC
yjgM
rseC
livG
ydaL
fusA
metB
ycgK
sapB
yphE
thrC
yagR
citA
yfiO
ybiO
gltI
yhcB
pstS
hemX
zntA
ycbB
ddg
rbfA
insI
aceK
otsB
aldH
kdsA
yebO
hrpA
asnA
yeiU
pspC
cysB
abgB
ybiL
yhbT
glpA
yeaJ
nuoC
ydiD
glcF
kdpB
gpmA
rhsD
infA
gudD
rseB
menE
yehP
yeeI
yhiKL
yihL
ychK
oxyR
sodB
ygcE
pspE
sgaE
treF
ydcM
arcC
ycjN
yqeB
sseA
yahJ
fruB
lysS
nfnB
tolC
entC
ydjN
insG
torT
yegH
rpsQ
ptsA
ribB
yegE
chiA
yibQ
recC
yrbH
yegI
ttdA
uhpA
dos
yfgF
fdhF
dinG
rpmF
yphC
ydhT
nuoL
yjgJ
eaeH
fhlA
frr
ybdL
degQ
ygfM
ssnA
yihF
purE
yjgI
cls
ysgA
ycdY
solA
cheY
dnaK
yniC
rtcR
kdpD
rcsC
eutL
yqiH
uvrD
flhA
yfeT
yhjJ
fhuD
insA-2
insA-3
insA-4
insA-5
insA-6
insA-7
insA-8
insA-9
ybjL
insA-10
insA-11
insA-12
ydgB
insA-13
insA-14
insA-15
insA-16
insA-17
insA-18
insA-19
nadB
insA-20
recA
norV
ygbK
insA-21
yggV
insA-22
yraJ
insA-23
insA-24
rpmG
yihQ
yjeI
insA-26
insA-27
insA-28
lacZ
hipA
ccmE
dnaJ
insL-1
hpaB
tdcG
yliB
ybjR
rhsA
tdh
fucO
ptrB
ycgL
ynjB
ydhO
frvR
queF
wza
grpE
deoB
ygfK
manC
clpS
ybgG
yqiK
yhaK
ycfQ
garK
menF
yjcH
xdhA
nrfA
gcd
yibJ
alsA
allD
yphF
accA
goaG
yjgL
ybhH
rplW
argB
xasA
damX
hofB
rffH
yejO
fixC
yneB
cmtA
glnG
ybjQ
leuB
yfdW
sseB
lolB
ynfF
dacC
spy
speA
prpC
glxR
edd
yehM
phnP
rus
yhiJ
pntB
yecJ
yraI
asd
uhpB
hcp
artQ
gph
yihS
argH
gpmB
epd
hscC
hyfB
yhgG
yafJ
yggE
ycfF
rplU
yecM
hybD
ykgC
prpR
yjjI
citF
ycdO
atpH
cytR
intB
yaiL
gpt
yhgE
yfcI
yggM
yiaJ
entB
stfR
ybeY
yedU
yggF
yicJ
rnd
yphH
yeaT
ybiP
ycaN
rfbD
leuC
helD
napA
ygaG
ymcC
wcaL
wcaJ
yrdD
yfdX
pntA
yecI
galR
ygfH
eutB
ycbJ
nikE
ampC
tyrA
lrhA
yggR
yhjN
rhaD
dhaL
ligB
ycfC
ynfC
aas
rpsD
dppB
creC
gudX
sbcC
ydiU
yibN
nirB
ilvB
caiA
ygfJ
glk
ybhJ
ytfR
ybhA
fepE
yfcZ
mppA
accB
phnJ
hpaR
betT
purN
ycbG
yhjG
allB
flgF
recE
plsX
yceG
idnD
ygaF
argG
potD
yoaC
thiQ
yfiB
ygaE
ygjK
ordL
uxuB
mrdA
yiaD
ydhS
gadA
yjfJ
yafT
