Entrez
945284
945511
946182
948870
946199
946328
945046
946590
945937
945152
945742
948438
946203
945240
946128
945040
944889
946576
945134
945979
946234
946724
946025
945493
945085
946409
946132
946013
946156
945988
944976
946585
946904
948992
946113
945957
946215
946405
948756
946195
946905
946725
947934
947116
948426
948691
946512
946649
949024
945529
945130
948878
948121
948666
948667
945142
946857
948324
948336
948427
946844
2847740
946917
947255
947763
949036
947093
948076
948453
948454
947994
948120
947839
948778
948604
948963
949122
948128
949043
947849
947315
944769
947109
946066
948572
948884
947258
948746
947615
