,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
1,YP_003043230.1,0.0345883148751253,0,0.455307085180779,0,1,NA,thrL,ECB_00001,b0001,0,protein,Exp,carbonSource,gluconate,glycerol
2,YP_003043231.1,216.687687751045,1.14324170582496,0.458920001511548,2.4911568509968,0.0127327895221363,0.0402117525611246,thrA,ECB_00002,b0002,1,protein,Exp,carbonSource,gluconate,glycerol
3,YP_003043232.1,46.8251677166651,1.74490052528504,0.526880685840492,3.31175647955577,0.000927122114272071,0.0070250196833868,thrB,ECB_00003,b0003,1,protein,Exp,carbonSource,gluconate,glycerol
4,YP_003043233.1,218.159361709715,1.29532833309796,0.543665561147256,2.38258301733244,0.0171916551980815,0.0505209812837354,thrC,ECB_00004,b0004,1,protein,Exp,carbonSource,gluconate,glycerol
5,YP_003043234.1,0.0930044374909297,0.00159507470663554,0.612208559045314,0.00260544332983995,0.997921159345052,NA,yaaX,ECB_00005,b0005,1,protein,Exp,carbonSource,gluconate,glycerol
6,YP_003043235.1,27.712779147481,1.50211719648995,0.474201077139853,3.16767984912641,0.00153660633351463,0.00970563473732656,yaaA,ECB_00006,b0006,1,protein,Exp,carbonSource,gluconate,glycerol
7,YP_003043236.1,0.22597316753564,0.47869003229833,0.73269583809373,0.65332707982039,0.513545438089429,NA,yaaJ,ECB_00007,b0007,1,protein,Exp,carbonSource,gluconate,glycerol
8,YP_003043237.1,166.249611712895,0.909220648071444,0.49234767048455,1.84670447851743,0.0647899822745252,0.129519918226275,talB,ECB_00008,b0008,1,protein,Exp,carbonSource,gluconate,glycerol
9,YP_003043238.1,9.28522516766716,1.53593909117419,0.493740929559667,3.110819863656,0.00186568713156994,0.0111628534346844,mogA,ECB_00009,b0009,1,protein,Exp,carbonSource,gluconate,glycerol
10,YP_003043239.1,0.0113090176390844,0,0.455302721681218,0,1,NA,yaaH,ECB_00010,b0010,0,protein,Exp,carbonSource,gluconate,glycerol
11,YP_003043242.1,0.376358261932115,0.00171347155469988,0.737448210892472,0.00232351442364503,0.99814610538268,NA,yaaI,ECB_00013,b0013,1,protein,Exp,carbonSource,gluconate,glycerol
12,YP_003043243.1,558.054321034305,0.627397266429616,0.532401556772258,1.17842868498221,0.238625747602114,0.351822103607492,dnaK,ECB_00014,b0014,1,protein,Exp,carbonSource,gluconate,glycerol
13,YP_003043244.1,57.2460028449363,0.805760558072186,0.512448090451078,1.57237498409434,0.115863612321886,0.202526589771724,dnaJ,ECB_00015,b0015,1,protein,Exp,carbonSource,gluconate,glycerol
14,YP_003043245.1,1.29438702268231,0.298378945986813,0.77850370035706,0.383272354196855,0.701517835230028,NA,insL-1,ECB_00016,b0016,1,protein,Exp,carbonSource,gluconate,glycerol
15,YP_003043246.1,0.0623930766676025,0,0.511220781237626,0,1,NA,mokC,ECB_00017,b0018,0,protein,Exp,carbonSource,gluconate,glycerol
