,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
1,YP_003043230.1,0.0345883148751253,0,0.456496760310158,0,1,NA,thrL,ECB_00001,b0001,0,protein,Exp,carbonSource,lactate,glycerol
2,YP_003043231.1,216.687687751045,0.797353911465937,0.448795713698661,1.77665224316583,0.075625474316432,0.148771424884784,thrA,ECB_00002,b0002,1,protein,Exp,carbonSource,lactate,glycerol
3,YP_003043232.1,46.8251677166651,1.44935006016018,0.517272812993362,2.80190650611049,0.00508015938056145,0.0229128710410342,thrB,ECB_00003,b0003,1,protein,Exp,carbonSource,lactate,glycerol
4,YP_003043233.1,218.159361709715,0.913792807921842,0.533860562064967,1.71166943740385,0.0869576039432309,0.166559577532478,thrC,ECB_00004,b0004,1,protein,Exp,carbonSource,lactate,glycerol
5,YP_003043234.1,0.0930044374909297,-0.0684981380371426,0.615734247533711,-0.111246269492899,0.911421061561885,NA,yaaX,ECB_00005,b0005,-1,protein,Exp,carbonSource,lactate,glycerol
6,YP_003043235.1,27.712779147481,1.12301660127299,0.465853463579589,2.41066491734075,0.0159234704719281,0.0500869320217923,yaaA,ECB_00006,b0006,1,protein,Exp,carbonSource,lactate,glycerol
7,YP_003043236.1,0.22597316753564,-0.00303123622836865,0.737814697540638,-0.00410839772977238,0.996721982103353,NA,yaaJ,ECB_00007,b0007,-1,protein,Exp,carbonSource,lactate,glycerol
8,YP_003043237.1,166.249611712895,0.843086391484399,0.481776365782084,1.74995381958139,0.0801262826950357,0.156090161094225,talB,ECB_00008,b0008,1,protein,Exp,carbonSource,lactate,glycerol
9,YP_003043238.1,9.28522516766716,1.04799098772198,0.48918414096189,2.14232412698682,0.0321674086514288,0.0805023782726061,mogA,ECB_00009,b0009,1,protein,Exp,carbonSource,lactate,glycerol
10,YP_003043239.1,0.0113090176390844,0,0.4564923906047,0,1,NA,yaaH,ECB_00010,b0010,0,protein,Exp,carbonSource,lactate,glycerol
11,YP_003043242.1,0.376358261932115,0.0246799084311571,0.744567567775744,0.0331466336962322,0.973557654850958,NA,yaaI,ECB_00013,b0013,1,protein,Exp,carbonSource,lactate,glycerol
