id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,vs
ECB_00001,19.3151779058287,-1.00901565659049,0.35550732660092,-2.83824152440936,0.00453628430250432,0.0371918020114913,thrL,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00002,27.6018348346911,1.52469680345427,0.381714116565192,3.99434219822435,6.48741112387459e-05,0.00256182224054743,thrA,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00003,9.48482961033889,1.29881935661263,0.428084578688605,3.03402509987963,0.00241314351965709,0.0246262651879612,thrB,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00004,6.91400913748975,1.72489715065274,0.580376841216451,2.97202959897127,0.00295838161870381,0.0278440425408056,thrC,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00005,1.07205193522616,0.391546282007399,0.681278742413556,0.574722588026559,0.565478928424723,0.75648342168977,yaaX,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00006,1.60566561723656,0.955704101360111,0.589524450967965,1.62114412691603,0.104986732226198,0.28401389332449,yaaA,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00007,0.184827045396619,0.279686941759953,0.974944850517019,0.286874628458865,0.774208317891777,NA,yaaJ,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00008,57.0885247096346,-0.648955397907874,0.425318539983716,-1.52581027371325,0.127057121355586,0.314226359349792,talB,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00009,10.3696599203855,-0.484606478615069,0.382479639840628,-1.26701248415993,0.205150826017831,0.422203143941822,mogA,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00010,3.56392244168667,-0.304528981922167,0.509259865573207,-0.597983470736298,0.549850962255503,0.743874163310052,yaaH,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00011,0.673849949234855,-0.87265808880102,0.80616592456435,-1.08247950230916,0.279039518626481,0.503601873407852,yaaW,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00012,0.0900599304866494,0.890607674387049,0.979716609393324,0.909046213821511,0.363325732080469,NA,htgA,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00013,0.159690940992495,-0.981772037481134,0.987111644483306,-0.994590675703185,0.319935384321265,NA,yaaI,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00014,157.920857103959,1.53062102527543,0.466952825753261,3.27789219993758,0.00104585328177237,0.0141252415868545,dnaK,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00015,6.09469379019311,1.57571601777468,0.557299815581318,2.8274116978328,0.00469259551925167,0.0376747625786954,dnaJ,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00016,2.12239986101342,0.397311682729894,0.657237220377985,0.604517928095117,0.545499353449884,0.740582642407859,insL-1,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00017,1.4110000070035,-0.600394530960471,0.61363015221949,-0.978430621097829,0.327861389579125,0.555300898993456,mokC,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00018,38.892116251083,-0.515323777856317,0.373329974670518,-1.38034396598107,0.167480764016507,0.371396917089533,nhaA,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00019,2.21713161090528,0.616135080958719,0.601786772218114,1.02384284501256,0.305909509750184,0.53175562149398,nhaR,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00020,0.200504229541366,-0.76844446390465,0.973818634788724,-0.789104291551546,0.43005105388105,NA,ECB_00020,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00021,0.0578287495790359,0.789067861944186,0.967744869592614,0.815367651885724,0.414861894858245,NA,ECB_00021,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00022,0.108382399530345,-1.11873558720322,0.973311788082959,-1.14941132009372,0.250386414436434,NA,ECB_00022,-1,mrna,Sta,Mg_mM_Levels,baseMghighMg
ECB_00023,0.156864426054024,0.3869919437111,0.977128191891793,0.396050330880183,0.692067898808191,NA,insA-1,1,mrna,Sta,Mg_mM_Levels,baseMghighMg
