thrB
cutF
proS
metQ
metI
yafC
yafE
mltD
yafS
yafT
yhhI-1
yafL
dinB
prfH
gpt
frsA
crl
proA
yagP
yagR
yagS
yagV
yagW
yagX
yagY
ykgK
eaeH
ykgA
ykgI
ykgC
ykgE
ykgF
ykgG
ykgH
betI
betT
yahA
yahB
yahF
yahG
yahI
yahL
yahM
prpR
prpB
prpC
prpD
prpE
codA
cynR
cynS
lacA
lacZ
mhpA
mhpB
mhpC
mhpD
mhpF
mhpE
mhpT
frmB
frmR
yaiO
tauB
tauD
yaiV
sbmA
phoA
psiF
adrA
aroL
yaiA
aroM
rdgC
yajF
sbcC
phoR
malZ
yajC
secD
secF
yajI
yajO
xseB
thiI
yajR
cyoE
cyoB
yajG
bolA
tig
clpX
lon
hupB
ybaW
ybaE
cof
ybaO
mdlA
mdlB
tesB
ybaA
ylaB
hha
acrB
apt
ybaB
htpG
adk
aes
ybaL
ybaK
ybaP
copA
ybaS
ybaT
cueR
ybbK
ybbL
ybbM
ybbP
rhsD
ybbC
ylbH
ybbS
allR
gcl
hyi
glxR
allB
glxK
ylbA
allC
allD
ylbE
ylbF
arcC
ppiB
ybcJ
sfmC
sfmD
intD
ybcK
ybcM
rus
ybcQ
ybcT
nohB
appY
envY
ybcH
nfrA
yhhI-2
cusS
cusR
cusC
ylcC
cusB
ybdG
nfnB
ybdF
ybdK
insJ-1
fepA
fepE
fepG
entC
entE
entB
ybdL
ahpC
ybdQ
citT
citG
citX
citF
citE
citD
citC
citA
dpiA
tatE
ybeF
ybeD
mrdB
rlpB
leuS
ybeV
hscC
insK-2
gltK
gltI
ybeY
ybeZ
asnB
nagB
nagE
ybfM
ybfN
seqA
pgm
potE
speF
kdpE
kdpD
kdpB
kdpA
rhsC
ybfO
ybfD
phrB
ybgI
ybgJ
ybgK
nei
ybgQ
ybgD
sdhB
sucA
sucB
sucC
sucD
hrsA
ybgG
cydB
tolQ
tolR
tolA
tolB
pal
ybgR
aroG
gpmA
galT
modC
ybhD
ybhH
ybhJ
bioC
ybhL
ybhM
ybhO
ybhP
ybhS
ybhF
ybiH
dinG
ybiJ
ybiL
ybiO
glnQ
glnH
ybiT
ybiU
ybiV
ybiW
ybiY
moeB
moeA
ybiK
yliE
yliF
yliI
yliJ
cmr
ybjJ
ybjL
grxA
rimK
ybjN
potF
potI
artJ
artM
ybjQ
ybjR
ybjT
ltaE
hcr
hcp
ybjD
macB
cspD
clpA
infA
cydC
cydD
lolA
serS
dmsA
dmsC
ycaC
ycaM
ycaN
pflB
focA
serC
ycaL
cmk
rpsA
ihfB
ycaI
lpxK
kdsB
ycbJ
smtA
mukE
ycbB
ycbK
aspC
asnC
ssuD
ssuA
ssuE
ycbS
ycbT
ycbF
pqiA
rmf
fabA
ompA
yccR
yccS
helD
mgsA
yccT
yccU
yccK
hyaA
hyaB
hyaE
appA
yccC
etp
yccZ
ymcA
cspH
yccM
torS
torT
torR
torC
torA
yccE
ycdI
ycdJ
putA
ycdB
phoH
ycdQ
pgaB
pgaA
ycdT
insE-1
ycdY
csgG
csgD
mdoC
mdoH
dinI
yceL
mviN
flgN
flgA
flgG
flgL
rne
fabG
pabC
ptsG
fhuE
ycfF
ycfM
ndh
ycfJ
ycfQ
ycfR
mfd
ycfU
ycfZ
potD
potA
purB
mnmA
ymfC
icdA
ycgF
ycgZ
ycgG
minE
minD
ycgK
ycgL
ycgM
umuC
ycgB
dadA
dadX
treA
dhaR
ycgV
ychF
pth
lolB
hemK
ychA
kdsA
chaB
ychP
narL
narG
narH
narJ
ychK
hnr
adhE
oppC
oppD
cls
yciI
tonB
yciD
yciE
yciF
trpA
trpC
yciN
cysB
ribA
pgpB
yciS
yciM
osmB
yciR
yciW
fabI
sapB
sapA
ycjJ
puuD
aldH
pspF
pspA
pspB
pspD
pspE
ycjM
ycjN
ycjR
ycjS
ycjT
ycjV
ycjW
ycjF
tyrR
tpx
ynaI
abgB
abgA
abgR
ydaL
ydaM
zntB
dbpA
intR
recT
recE
rzpR
ynaK
pinR
ydbH
ydbL
feaR
feaB
tynA
ydbD
ynbB
ynbC
ynbD
acpD
hrpA
ydcA
trg
ydcJ
mdoD
rimL
ydcM
ydcN
ydcP
ydcR
ydcS
ydcT
ydcU
ydcW
yncB
yncE
ansP
rhsE
yddH
nhoA
narW
narY
narZ
yddK
fdnG
fdnH
yddM
adhP
rpsV
yddO
yddP
yddR
yddS
dos
yddV
yddW
gadB
yddA
ydeM
ydeN
ydeO
ydeP
ydeQ
ydeS
ydeT
hipA
hipB
yneA
yneB
tam
yneE
uxaB
yneF
yneK
marR
ydeE
ydeH
ydeI
ydeJ
ydfG
ydfZ
ydfI
ydfJ
stfR
gnsB
ydfR
dicC
ydfE
rspA
ynfB
ynfE
ynfF
ynfH
ynfK
ynfL
ydgD
pntB
pntA
ydgH
uidB
uidA
hdhA
malI
malX
malY
rnfE
tppB
tyrS
pdxH
ydhK
gloA
lhr
ydhO
ydhP
purR
ydhB
norM
ydhQ
ydhR
ydhS
ydhT
ydhX
ydhV
ydhY
ydhZ
pykF
sufE
sufA
ydiH
ydiI
ydiK
ydiB
ydiF
ydiS
ydiD
ppsA
aroH
nlpC
btuD
btuE
btuC
ihfA
pheS
rpmI
thrS
ydjN
ydjO
katE
ydjC
celF
nadE
ydjR
spy
astE
astD
astA
xthA
ydjX
ynjD
ynjF
gdhA
topB
ydjA
pncA
ydjF
ydjG
ydjH
ydjJ
yeaE
mipA
yeaG
yeaH
yeaI
yeaJ
yeaK
yeaM
yeaN
yoaF
yeaT
yeaU
yeaY
yoaA
yoaH
sdaA
yoaD
yoaE
manX
manY
cspC
yebQ
prc
proQ
yebR
yebS
pphA
yobA
ptrB
yebE
purT
zwf
pykA
yebA
znuA
znuC
znuB
ruvB
yebC
ntpA
yecE
yecO
torZ
torY
yecM
argS
flhA
cheZ
cheY
cheB
cheR
tap
cheA
motB
flhD
yecG
otsA
araH
araG
araF
yecI
yecJ
yecR
yecA
pgsA
uvrC
uvrY
yedU
yedV
yedW
yeeJ
shiA
yeeN
nac
cobS
cobU
insD
yeeA
dacD
yeeY
hisG
hisD
hisB
hisA
hisF
ugd
gnd
manC
vioB
vioA
rfbA
rfbD
wcaM
wcaK
wcaJ
cpsB
wcaI
wcaH
gmd
wcaE
wcaD
wcaC
wcaB
wzb
wza
yegH
dcd
yegE
alkA
yegD
yegI
yegL
yegN
yegO
yegB
baeS
yegP
ogrK
yegS
gatB
yegT
yegV
yegW
yegX
metG
molR
yehI
yehL
yehM
yehP
yehQ
yehR
yehT
yehV
yehX
yehZ
pbpG
yohF
yohGH
yohI
cdd
sanA
yeiT
mglC
mglA
galS
yeiB
folE
yeiH
yeiI
yeiJ
yeiM
fruA
yeiP
yeiQ
rtn
yejA
yejB
yejE
yejF
rplY
yejK
yejM
yejO
ccmF
ccmE
ccmC
napC
napB
napH
napG
eco
yojI
alkB
ada
yojL
atoS
atoC
atoD
atoA
atoB
yfaQ
yfaS
yfaA
gyrA
yfaL
nrdA
inaA
glpA
glpB
glpC
yfaD
yfaU
yfaW
yfaX
ais
yfbE
yfbF
yfbG
arnT
menE
menB
yfbB
menD
menF
elaB
elaD
nuoK
nuoH
nuoB
yfbQ
yfbS
yfbU
yfcC
yfcF
yfcG
yfcH
yfcI
hisP
hisM
hisJ
ubiX
purF
accD
pdxB
yfcL
yfcA
yfcB
yfcS
yfcTU
fadJ
yfcZ
yfdC
dsdC
emrK
evgA
evgS
yfdU
yfdW
yfdX
ddg
ypdA
ypdC
ypdD
ypdE
ypdF
ypdG
glk
yfeA
yfeD
gltX
yfeR
yfeH
cysK
ptsH
ptsI
crr
pdxK
cysP
yfeT
murP
yfeW
yfeY
eutL
eutC
eutB
eutA
eutH
eutJ
eutE
cchA
eutT
eutQ
eutP
maeB
ypfG
aegA
narQ
acrD
ypfH
ypfJ
purC
dapA
bcp
hyfB
hyfF
hyfG
hyfR
perM
yfgD
ppx
yfgF
yfgI
guaA
hisS
yfgA
yfgB
ndk
pbpC
sseA
sseB
hscB
iscA
iscR
yfhQ
suhB
yfhR
csiE
hcaR
hcaE
hcaF
hcaB
hcaD
yphA
yphB
yphC
yphE
yphF
yphG
yphH
glnB
yfhH
acpS
rnc
lepB
lepA
rseB
rpoE
nadB
srmB
yfiE
yfiQ
kgtP
clpB
yfiO
yfiA
pheA
aroF
yfiL
yfiN
yfiB
ffh
recN
csiD
ygaF
ygaE
ygaV
nrdI
nrdE
proV
emrA
ygaG
yqaB
recX
recA
srlD
ygaA
norV
ygbD
hypF
hydN
ascG
ascF
ascB
hycI
hycE
hycD
hycB
hypE
fhlA
ygbA
ygbI
ygbJ
ygbM
ygbN
rpoS
truD
ftsB
cysC
cysN
cysD
cysH
cysJ
ygcM
ygcN
ygcO
ygcP
ygcQ
ygcR
ygcS
ygcU
ygcW
yqcE
ygcE
pyrG
mazG
chpR
gudX
yqcB
yqcC
queF
sdaC
sdaB
fucO
fucK
fucU
fucR
ygdI
ygdK
ygdL
recD
recB
ppdC
ppdA
thyA
lgt
ptsP
mutH
tas
aas
galR
ygeA
araE
kduD
kduI
ygeQ
ygeR
xdhA
xdhB
ygeV
ygeX
ygeY
ygeZ
yqeA
yqeB
yqeC
ygfK
ssnA
ygfM
xdhD
ygfO
guaD
ygfQ
ygfS
ygfT
ygfU
lysS
dsbC
ygfY
yqfB
ygfF
gcvT
pepP
ygfE
serA
sbm
argK
ygfH
yggE
yggB
pgk
epd
frcK
yggF
yggP
cmtA
tktA
speA
yqgD
metK
galP
sprT
yggR
yggW
yggM
ansB
trmB
yggX
nupG
yeeR
yafZ
yeeU
yghG
yghJ
yghK
glcF
glcD
glcC
yghO
yghR
yghS
pitB
gss
yghU
hybE
hybD
hybC
yghW
yghXY
yghZ
yghA
exbB
metC
yqhC
yqhG
plsC
ygiY
ygiN
ygiC
ygiD
ygiL
yqiG
yqiH
yqiK
rfaE
ygiF
uppP
folB
ygiH
ygiP
ttdA
ttdB
ygjE
rpoD
ygjF
yqjH
yqjI
aer
ebgA
ebgC
ygjJ
ygjK
fadH
ygjN
ygjP
ygjQ
ygjU
ygjV
uxaC
exuT
yqjC
yqjK
yhaJ
yhaK
yhaM
tdcG
tdcE
tdcD
tdcB
yhaB
yhaC
garK
garL
garP
garD
yhaV
agaZ
agaV
agaA
agaS
kbaY
agaB
agaD
agaI
yraJ
yraN
yraO
yraP
yraQ
yraR
yhbO
yhbP
yhbT
yhbU
yhbV
yhbW
mtr
deaD
rpsO
truB
infB
nusA
yhbX
secG
hflB
rrmJ
yhbY
greA
obgE
yrbA
yrbG
yhbN
ptsN
ptsO
mtgA
arcB
gltB
yhcG
nanK
nanE
nanT
nanA
dcuD
sspB
rpsI
yhcM
yhcP
yhcQ
yhcS
yhdP
mreB
yhdA
accC
panF
prmA
yhdG
yhdJ
envR
acrE
acrF
yhdZ
yrdA
yrdC
smf
def
trkA
rpsM
secY
rpmD
rplF
rpsH
rplE
rplN
rpsQ
rpmC
rplP
rpsC
rpsS
rplB
rplD
pioO
gspA
gspD
gspE
gspF
gspK
gspL
chiA
fusA
rpsG
rpsL
yheL
yheM
yheO
fkpA
kefB
yheT
yhfK
fic
yhfG
ppiA
yhfC
nirB
frlA
frlB
frlC
yhfR
yhfT
yhfW
yhfX
yhfZ
gph
dam
damX
aroK
hofQ
yrfD
hslR
yhgE
envZ
greB
feoA
yhgG
yhgA
yhgH
yhgI
malQ
malP
rtcA
rtcB
rtcR
glpR
glpE
glgP
glgX
yhgN
gntU
gntK
yhhW
yhhX
yhhY
yhhZ
ggt
ugpC
ugpE
livF
livG
rpoH
ftsE
yhhM
dcrB
nikA
nikB
nikD
nikE
nikR
rhsB
yhiH
yhiJ
yhiKL
yhiO
prlC
yhiR
yhiS
yhiE
yhiV
yhiW
gadX
gadA
yhjA
treF
yhjB
yhjC
yhjE
yhjG
yhjJ
dctA
bcsC
bcsA
yhjS
yhjV
dppC
dppB
yhjX
tag
yiaD
yiaF
cspA
glyS
glyQ
yiaH
xylB
xylA
xylF
xylH
xylR
bax
malS
yiaK
yiaO
lyxK
sgbH
sgbU
yiaT
yiaU
yiaW
aldB
yiaY
selB
rhsA
yibJ
mtlD
mtlR
lldP
lldD
secB
grxC
yibP
yibD
rfaD
waaL
waaV
waaW
waaO
waaP
waaG
rpmG
rpmB
dut
pyrE
rph
yicC
dinD
ligB
gmk
gltS
yicI
yicJ
insI
yicK
nepI
uhpC
uhpB
uhpA
glvG
glvBC
ibpA
yidS
dgoD
dgoA
yidA
yidB
recF
dnaN
rnpA
tnaA
yidZ
yieG
yieL
yieC
bglB
bglF
bglG
atpD
atpG
atpA
atpE
gidA
mioC
yieM
yieN
trkD
rbsA
rbsC
yieP
yifB
ilvA
ilvY
ilvC
ppiC
gppA
trxA
rho
rfe
wzzE
wecD
wzxE
yifK
aslB
aslA
hemY
hemC
cyaY
xerC
uvrD
yigE
recQ
rhtC
pldB
metE
yigN
ubiB
tatD
fre
yigZ
mobB
mobA
dsbA
yihF
yihG
glnL
glnA
bipA
yihL
yihM
yihN
ompL
yihP
yihQ
yihS
yihT
yihU
yihV
yihW
rbn
fdhE
yiiG
frvR
frvX
frvB
rhaD
rhaA
rhaB
rhaS
rhaR
sodA
cpxA
cpxR
pfkA
sbp
yiiS
yiiT
fpr
glpX
yiiU
menA
hslU
hslV
ftsN
priA
yiiX
metJ
metL
katG
yijF
gldA
talC
ptsA
frwB
pflD
pflC
frwD
yijO
ppc
argB
oxyR
murI
rplA
rplJ
rplL
rpoB
htrC
thiH
thiG
thiE
thiC
nfi
hupA
zraS
zraR
metA
aceK
iclR
yjbB
yjbC
lysC
yjbF
yjbG
yjbH
xylE
malF
malE
malK
lamB
malM
yjbI
lexA
dinF
yjbL
tyrB
aphA
yjbQ
uvrA
soxS
yjcD
yjcE
actP
yjcH
nrfA
nrfB
nrfC
nrfE
fdhF
yjcP
yjcQ
yjcR
yjcS
alsK
alsA
alsB
rpiB
phnP
phnN
phnM
phnL
phnJ
phnI
phnG
phnD
phnC
phnA
yjcZ
basS
yjdE
adiY
adiA
melR
melA
dcuB
yjdJ
cadA
cadC
yjeH
groES
groEL
yjeJ
ecnB
blc
ampC
frdB
yjeP
psd
yjeQ
orn
yjeS
yjeF
yjeE
miaA
hflX
yjeT
purA
yjeB
rnr
yjfH
yjfJ
yjfC
aidB
yjfO
yjfP
yjfQ
sgaB
ulaD
sgaU
sgaE
rpsR
ytfA
ytfB
fklB
ytfE
ytfJ
msrA
ppa
ytfQ
ytfR
yjgA
nrdD
treC
treB
treR
pyrI
yjgI
yjgM
yjgN
idnR
idnO
idnD
idnK
yjgB
intB
yjgZ
insG
yjhC
yis2
yis1
fecB
fecA
insA-25
sgcR
sgcQ
sgcC
sgcX
yjhT
yjhA
fimE
fimI
fimC
fimD
uxuB
yjiE
yjiH
kptA
yjiK
yjiM
yjiN
yjiO
mcrC
yjiA
hpaB
hpaH
hpaD
hpaG
hpaR
tsr
yjiZ
yjjN
dnaC
yjjP
yjjQ
bglJ
fhuF
rimI
prfC
yjjW
deoB
deoD
lplA
slt
trpR
gpmB
creA
creB
creC
arcA
lasT
