thrB
thrC
yaaA
talB
mogA
dnaJ
insA-1
rpsT
ribF
ispH
carA
pdxA
imp
djlA
hepA
leuD
leuC
leuB
leuA
ilvI
fruR
murF
murG
murC
ftsA
yacG
yacF
coaE
acnB
speD
cueO
panC
panB
pcnB
dksA
sfsA
hemL
yadR
pfs
degP
cdaR
tsf
pyrH
yaeL
hlpA
lpxD
fabZ
lpxA
rnhB
tilS
rof
metN
gloB
ykfE
gmhA
phoE
proB
yagU
yahJ
yahO
yaiL
tauA
hemB
ampH
ddl
proC
tgt
yajD
nrdR
ribD
nusB
dxs
ispA
thiJ
yajQ
cyoA
clpP
ppiD
ybaX
acrA
kefA
recR
gsk
ushA
ybbN
purE
cysS
ybcU
ompT
entD
entA
ybdH
rnk
rna
cspE
lipA
dacA
rlpA
ybeB
ybeL
lnt
yleA
nagD
nagA
glnS
fur
fldA
ybfF
ybgL
gltA
sdhA
ybgF
nadA
galM
galK
galE
modF
ybhA
ybhE
ybhC
bioB
bioF
bioD
rhlE
ybiC
ybiN
dps
ompX
ybiS
rimO
dacC
deoR

nfsA
potG
artQ
artI
ybjP
poxB
ybjX
macA
trxB
lrp
ftsK
ycaJ
pflA
ycaO
aroA
msbA
ycaR
mukB
ycbL
ompF
pyrD
ycbX
rlmL
ymbA
ycbZ
cspG
wrbA
putP
ycdX
ymdB
mdoG
htrB
yceA
yceI
solA
pyrC
yceH
mviM
flgM
flgB
flgD
flgE
flgF
flgH
flgI
flgJ
flgK
yceF
yceD
rpmF
fabH
fabD
acpP
fabF
holB
ycfH
ycfP
lolD
ycfW
ycfD
phoP
ycfC
ycgE
minC
ycgN
fadR
dhaM
dhaL
dhaK
prsA
ychN
narX
purU
galU
hns
oppA
oppF
kch
yciA
trpB
trpD
trpE
yciO
yciK
sohB
topA
pyrF
yciT
rnb
sapD
ycjK
ycjX
mppA
ydaA
fnr
ydaO
ompN
ydbK
hslJ
ldhA
ydcF
gapC
ydcI
ydcL
sfcA
yneH
ydfH
ynfD
ynfI
ydgB
rstA
rstB
fumC
manA
ydgA
add
ydgJ
rnfB
rnfG
nth
gst
pdxY
anmK
slyB
ydhF
nemA
rnt
ydhD
sodB
ribC
ynhG
ydiJ
pheT
rplT
infC
pfkB
yniB
yniC
nudG
selD
sppA
ansA
yeaC
yeaA
gapA
yeaD
fadD
yeaZ
yoaB
yoaC
pabB
kdgR
htpX
yebU
yebF
yebG
yebK
ruvA
yecP
cutC
flhC
ftn
yedY
erfK
yeeX
yeeD
hisC
hisH
hisI
wzzB
manB
wbbC
galF
wzc
asmA
udk
baeR
yegQ
thiD
thiM
mrp
bglX
dld
mglB
nfo
fruB
yejG
rsuA
yejH
ccmH
napA
mqo
ubiG
nrdB
glpQ
yfaY
yfbH
pmrD
nuoL
nuoI
nuoG
nuoF
nuoE
nuoC
lrhA
yfbR
yfbT
ackA
yfcD
yfcE
argT
dedD
folC
truA
usg
fabB
yfcM
mepA
aroC
yfcN
sixA
fadI
fadL
vacJ
yfdE
ligA
zipA
cysM
cysA
murQ
yfeX
amiA
talA
tktB
yffH
dapE
ypfI
nlpB
gcvR
yfgC
hda
upp
purM
purN
guaB
yfgJ
engA
yfgL
yfgM
ispG
yfhM
pepB
yfhJ
fdx
hscA
iscU
iscS
hmpA
purL
pdxJ
era
rseA
yfiC
yfiF
trxC
pssA
rluD
rplS
rimM
rpsP
grpE
smpA
yfjF
stpA
proX
emrR
gshA
alaS
ygaD
gutQ
mutS
surE
cysI
ygcF
eno
rumA
yqcA
syd
ygdH
xni
csdA
argA
ptr
lysA
idi
prfB
fldB
bglA
gcvP
ygfB
rpiA
iciA
fbaA
yggG
speB
yggJ
gshB
yqgE
yggS
yggV
flu
glcB
glcG
glcE
parC
mdaB
nudF
tolC
yqiC
ygiM
ygjD
rpsU
dnaG
ygjO
uxaA
exuR
yraL
yraM
yhbS
pnp
rbfA
argG
glmM
folP
dacB
ispB
murA
yrbB
yrbC
yrbD
yrbF
yrbH
yrbI
yhbG
rpoN
yhbJ
yhbL
gltD
nanR
sspA
yhcB
degQ
degS
mdh
argR
tldD
yhdE
mreC
accB
fis
aroE
yrdD
fmt
rrmB
rpsD
rpsK
rplO
rpsE
rplR
rpsN
rplC
rpsJ
tufA
slyX
yhfA
crp
argD
cysG
aroB
mrcA
nudE
yrfG
hslO
pckA
ompR
feoB
bioH
gntT
asd
livK
livJ
ftsY
rsmD
zntA
uspA
gor
yhjD
kdgK
yhjK
yhjN
yhjU
dppF
dppD
dppA
yhjW
bisC
tkrA
yiaJ
selA
yibH
mtlA
lldR
yibK
cysE
gpsA
yibN
yibO
waaA
coaD
mutM
dfp
trmH
yicH
nlpA
ade
ilvN
ilvB
yidR
gyrB
dnaA
yidC
trmE
yieH
phoU
pstS
glmS
glmU
atpC
atpH
atpF
asnA
rbsD
rbsB
rbsK
yifE
ilvG
ilvE
ilvD
rhlB
wecB
wecC
rffH
wecE
hemX
cyaA
ysgA
udp
ubiE
tatB
ubiD
pepQ
yihD
polA
engB
yihI
hemN
yihX
fdhD
tpiA
glpK
rpmE
metB
yijP
argE
argC
argH
udhA
trmA
btuB
murB
coaA
nusG
rplK
rpoC
rsd
hemE
purD
purH
aceA
metH
yjbD
pgi
ubiC
plsB
yjbN
dnaB
ssb
gltP
yjcO
fumB
lysU
fxsA
efp
frdA
yjeA
amiB
hfq
hflK
rpsF
rplI
ytfM
ytfN
mpl
pmbA
mgtA
pyrB
yjgL
argI
valS
pepA
fecR
iadA
mcrB
hsdS
hsdM
hsdR
hpaE
mdoB
yjjA
dnaT
rsmC
yjjG
osmY
smp
serB
sms
nadR
yjjK
dapB
apaH
ksgA
mraW
gcd
fhuA
fhuC
yaeT
rcsF
pepD
betA
tesA
purK
fepC
ybdB
modE
ybiB
yliB
artP
pncB
pepN
yccW
ycdO
ycdW
grxB
flgC
tmk
mltE
dcp
cfa
sufS
sufD
sufC
aroD
yebY
eda
edd
aspS
flhE
yeeI
amn
pta
ppk
glyA
tyrA
mltB
relA
mltA
recC
xerD
ygfZ
yggN
speC
exbD
rpmA
rng
rpoA
rplV
slyD
trpS
rpe
yhgF
glgA
avtA
yibL
rpoZ
ilvM
yigB
pldA
yigL
rfaH
alr
yjeI
hflC
yjgF
fecE
yjjU
deoC
thrA
yaaI
dnaK
insL-1
nhaR
cirA
yjcF
elfG
ileS
fkpB
rihC
carB
caiF
caiD
caiC
caiA
caiT
fixA
fixB
fixC
yaaU
yabF
kefC
folA
apaG
surA
polB
araA
araB
yabI
thiQ
thiP
tbpA
yabN
setA
leuO
ilvH
murD
ftsW
ftsZ
lpxC
yacA
secA
mutT
guaC
hofC
hofB
nadC
ampE
aceE
aceF
lpdA
yacH
yacL
speE
hpt
yadF
yadG
yadE
panD
yadC
yadM
htrE
folK
yadB
hrpB
mrcB
fhuD
fhuB
yadQ
dgt
yaeH
yaeI
glnD
map
rpsB
frr
accA
ldcC
yaeR
yaeJ
