Entrez
7158081
12877068
13701893
7152996
917506
945429
945328
7152999
7158084
948900
7153331
7158421
945320
7158428
7153338
7151689
947349
947719
7158269
7153201
945297
7152445
7155729
7150717
946298
18252892
949064
7150895
7155911
944886
12874270
13703518
7150897
913437
7155913
7150898
948995
7155914
7154608
7150903
944795
7153003
946802
10076150
7157321
7152828
5962007
946141
13906044
13905667
20466930
13905812
7872513
7872637
17035780
7156526
13876793
13900836
20466982
13903579
7156648
947104
7152005
944856
7152123
7157176
946890
7156347
7151317
912837
945382
12875340
13701509
7156794
7152392
7153005
7158094
946182
7157438
946223
12875341
13701508
916567
7152390
7153007
7158093
946289
945595
7153009
7158512
7153006
946267
7158090
13701608
917619
12877206
7149642
7158451
945431
7157065
7153232
944922
946252
7153004
7158092
7153554
7159529
7154706
7158096
946490
7151035
946389
7158783
7153010
944818
7157173
913546
12874321
7152120
13703469
7157207
913555
7152151
12874324
946153
13703466
7153056
7157803
948870
7152750
946199
7158660
12874319
944813
7157205
13703471
913537
7152149
7153299
7158378
944741
7158469
7153374
945483
944891
7153221
7158072
7158510
13701361
12877524
913997
7152068
946227
7154742
7149603
12876928
13702041
945281
917073
7157900
945508
7151150
7156591
945864
7151565
945641
12877855
7154864
912764
13701082
7150536
7158196
947546
7153111
7149535
7158033
945017
7156345
7151315
946892
945526
917752
7157184
13701410
12877405
7153403
7154747
7149616
917477
945323
12877049
13701915
7150520
7156577
946938
7151937
7156981
944845
945443
7156578
7151553
944896
12874435
913972
7151563
13703358
7157107
7152292
945553
7158503
12874433
7157632
13703360
913959
7152057
944893
7158394
7153308
945970
7154403
7159498
914186
13699650
7153676
946385
12878205
7157316
7157037
7151015
945164
7151804
7151802
18252906
7324517
7872071
7150133
9292943
3853461
7155285
12657363
9292875
944894
7157112
7152061
7152297
949114
7154724
7154838
7152776
945437
7151086
7156109
944863
917628
12877219
7156556
13701596
7151531
944872
7150967
914593
12874651
945082
13702467
7158071
12877217
7153364
917625
13701598
7158459
945435
945310
7157231
7152175
946976
7158511
11451195
7152771
947263
7152892
7155980
914594
12874652
945083
13702466
948794
7151286
7156316
7154859
7152380
948010
7153533
7158628
946035
7152524
7157460
945697
913455
13703504
12874286
7150739
7155748
7152484
944926
7156014
7152501
945041
7158328
7149798
7155020
946064
7153655
7156304
946312
7158751
7154437
7157832
946379
7152262
1263504
1238765
7157016
7154592
7158204
947422
7153119
7152940
7158021
946188
7157534
