,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
2718,YP_003045951.1,0.398685350006681,-1.59493481758362,1.32772075511452,-1.20125772790683,0.229651242560461,NA,cmtA,ECB_02763,b2933,-1,protein,Sta,carbonSource,lactate,glucose
2719,YP_003045952.1,0.217611261775236,-0.906102032249448,1.3196264609532,-0.686635240395943,0.492312615438079,NA,cmtB,ECB_02764,b2934,-1,protein,Sta,carbonSource,lactate,glucose
2720,YP_003045953.1,200.290667077591,3.35142850356912,0.568421984589387,5.89602195979471,3.72369438758014e-09,3.46516360581386e-07,tktA,ECB_02765,b2935,1,protein,Sta,carbonSource,lactate,glucose
2721,YP_003045954.1,18.9160140167002,2.22489740677637,0.62543050240044,3.55738551004001,0.000374564264650826,0.00164414529645248,yggG,ECB_02766,b2936,1,protein,Sta,carbonSource,lactate,glucose
2722,YP_003045955.1,14.5692425015486,2.00754087962095,0.627937826685072,3.19703765931557,0.00138846797874713,0.00484179893659465,speB,ECB_02767,b2937,1,protein,Sta,carbonSource,lactate,glucose
2723,YP_003045956.1,64.1146423226002,2.6029169208898,0.613953447938286,4.23959980944914,2.23918617865404e-05,0.00016425741855577,speA,ECB_02768,b2938,1,protein,Sta,carbonSource,lactate,glucose
2724,YP_003045957.1,0.0643445593553342,-0.211878600036871,1.22331825669035,-0.17319990025335,0.862494302042577,NA,yqgB,ECB_02769,b2939,-1,protein,Sta,carbonSource,lactate,glucose
2725,YP_003045958.1,0.139448806729455,-0.52953004568657,1.28340061594977,-0.41259918306545,0.67990029989085,NA,yqgC,ECB_02770,b2940,-1,protein,Sta,carbonSource,lactate,glucose
2726,YP_003045959.1,0.234031428014569,-1.0681604412428,1.32232764678145,-0.807788027303754,0.419212618590011,NA,yqgD,ECB_02771,,-1,protein,Sta,carbonSource,lactate,glucose
2727,YP_003045960.1,178.044001404396,2.66093889168516,0.689220872754896,3.86079266730428,0.000113019776852684,0.000603451497064251,metK,ECB_02772,b2942,1,protein,Sta,carbonSource,lactate,glucose
2728,YP_003045961.1,0.345465442764876,-1.04723623998933,1.30631723612066,-0.801670689961407,0.422743474661137,NA,galP,ECB_02773,b2943,-1,protein,Sta,carbonSource,lactate,glucose
2729,YP_003045962.1,0.606274322566674,-2.03630842664185,1.29877536509692,-1.56786807123486,0.116911924572631,0.167376764102443,sprT,ECB_02774,b2944,-1,protein,Sta,carbonSource,lactate,glucose
2730,YP_003045963.1,0.561216759130416,-2.02082657491671,1.32630621833759,-1.52365007942859,0.12759614600009,0.179129589449265,endA,ECB_02775,b2945,-1,protein,Sta,carbonSource,lactate,glucose
2731,YP_003045964.1,11.3530200129772,2.40976199485868,0.674610463356466,3.57207918606706,0.000354158282830365,0.00156724664018818,yggJ,ECB_02776,b2946,1,protein,Sta,carbonSource,lactate,glucose
2732,YP_003045965.1,49.9371330666164,2.81117134045912,0.603633980386981,4.65707934244675,3.2072686379555e-06,3.82640071568538e-05,gshB,ECB_02777,b2947,1,protein,Sta,carbonSource,lactate,glucose
2733,YP_003045966.1,15.5633896082373,1.53295258106221,0.751634103061981,2.03949311881582,0.0414008372957918,0.0749668644777399,yqgE,ECB_02778,b2948,1,protein,Sta,carbonSource,lactate,glucose
2734,YP_003045967.1,1.56993727915425,0.0282757269788409,1.02288431073801,0.0276431329349846,0.977946779689631,0.981260832239411,yqgF,ECB_02779,b2949,1,protein,Sta,carbonSource,lactate,glucose
2735,YP_003045968.1,1.16118333193583,-1.75327594868325,1.26542358657495,-1.38552494775978,0.165892009505565,0.219817036191874,yggR,ECB_02780,b2950,-1,protein,Sta,carbonSource,lactate,glucose
2736,YP_003045969.1,23.433773600399,2.11752314912593,0.480892831716751,4.40331610177373,1.06608655553796e-05,9.512997017499e-05,yggS,ECB_02781,b2951,1,protein,Sta,carbonSource,lactate,glucose
2737,YP_003045970.1,0.761340499291858,-1.10376007241295,1.30539168972351,-0.845539374198665,0.397809758504975,0.455418763954553,yggT,ECB_02782,b2952,-1,protein,Sta,carbonSource,lactate,glucose
2738,YP_003045971.1,2.53595354965701,0.924133537051525,0.796805349870929,1.15979835878514,0.246130912468342,0.302052894464729,yggU,ECB_02783,b2953,1,protein,Sta,carbonSource,lactate,glucose
2739,YP_003045972.1,23.5452959641252,2.36927510268116,0.626095589389259,3.78420666561847,0.000154199653988517,0.000786858541922982,yggV,ECB_02784,b2954,1,protein,Sta,carbonSource,lactate,glucose
2740,YP_003045973.1,1.34765035984068,-3.13143317838351,1.1781792870286,-2.65785794476245,0.00786390322251822,0.0203923031813231,yggW,ECB_02785,b2955,-1,protein,Sta,carbonSource,lactate,glucose
2741,YP_003045974.1,1.37803551011442,-1.65265837336743,1.14414729461972,-1.44444546706439,0.148613708984432,0.201765256424467,yggM,ECB_02786,b2956,-1,protein,Sta,carbonSource,lactate,glucose
2742,YP_003045975.1,1.66460822551536,-0.650811630541914,1.05797090487863,-0.615150783013807,0.538455147371606,0.591828195022211,ansB,ECB_02787,b2957,-1,protein,Sta,carbonSource,lactate,glucose
2743,YP_003045976.1,17.6296877633261,2.49276970229173,0.671611201066986,3.71162615860408,0.00020593198421486,0.00100257170790403,yggN,ECB_02788,b2958,1,protein,Sta,carbonSource,lactate,glucose
2744,YP_003045977.1,7.45665572269627,0.630698739943128,0.944501103067698,0.667758605992779,0.504287693416323,0.55904413633812,yggL,ECB_02789,b2959,1,protein,Sta,carbonSource,lactate,glucose
2745,YP_003045978.1,15.5157076743183,1.77642613267648,0.648147884034931,2.74077286439269,0.00612948635719634,0.0165126030317523,trmB,ECB_02790,b2960,1,protein,Sta,carbonSource,lactate,glucose
2746,YP_003045979.1,0.853773774943242,-1.7886272999282,1.27707397627175,-1.4005667120004,0.161343681077272,0.214751274731784,mutY,ECB_02791,b2961,-1,protein,Sta,carbonSource,lactate,glucose
2747,YP_003045980.1,29.1139950137945,2.76242380896304,0.567967905128971,4.86369702234454,1.15213229696758e-06,1.78690232915401e-05,yggX,ECB_02792,b2962,1,protein,Sta,carbonSource,lactate,glucose
2748,YP_003045981.1,1.24245106293494,-0.498531232483347,1.08011460582776,-0.461554014540234,0.644401178078017,0.690399551644771,mltC,ECB_02793,b2963,-1,protein,Sta,carbonSource,lactate,glucose
2749,YP_003045982.1,0.430797348620254,-1.4430877337689,1.32403949512976,-1.0899129059798,0.275751510934572,NA,nupG,ECB_02794,b2964,-1,protein,Sta,carbonSource,lactate,glucose
2750,YP_003045983.1,18.4837460481094,1.72853731583329,0.694165726473109,2.4900931433414,0.0127709621353376,0.0301194957818933,speC,ECB_02795,b2965,1,protein,Sta,carbonSource,lactate,glucose
2751,YP_003045984.1,0.100357639100842,-0.0699292893414212,1.25780531220584,-0.055596274449489,0.955663432474977,NA,yqgA,ECB_02796,b2966,-1,protein,Sta,carbonSource,lactate,glucose
2752,YP_003045985.1,0.857286717481922,-3.04187867837172,1.29283960122463,-2.35286626081869,0.0186293330547728,0.0404774768241462,,ECB_02797,,-1,protein,Sta,carbonSource,lactate,glucose
2753,YP_003045986.1,5.83736335105672,1.34584921246219,0.624009296542528,2.1567775030263,0.0310230048191633,0.0601895005654879,,ECB_02798,,1,protein,Sta,carbonSource,lactate,glucose
