gene_ID	count
ECB_00001	28
ECB_00002	126
ECB_00003	39
ECB_00004	62
ECB_00005	10
ECB_00006	4
ECB_00007	0
ECB_00008	67
ECB_00009	5
ECB_00010	5
ECB_00011	1
ECB_00012	0
ECB_00013	0
ECB_00014	52
ECB_00015	13
ECB_00016	10
ECB_00017	0
ECB_00018	6
ECB_00019	3
ECB_00020	0
ECB_00021	0
ECB_00022	0
ECB_00023	0
ECB_00024	0
ECB_00025	0
ECB_00026	0
ECB_00027	349
ECB_00028	0
ECB_00029	21
ECB_00030	124
ECB_00031	49
ECB_00032	4
ECB_00033	23
ECB_00034	0
ECB_00035	4
ECB_00036	37
ECB_00037	106
ECB_00038	0
ECB_00039	0
ECB_00040	0
ECB_00041	0
ECB_00042	0
ECB_00043	4
ECB_00044	1
ECB_00045	0
ECB_00046	0
ECB_00047	0
ECB_00048	0
ECB_00049	0
ECB_00050	1
ECB_00051	5
ECB_00052	6
ECB_00053	6
ECB_00054	0
ECB_00055	11
ECB_00056	19
ECB_00057	79
ECB_00058	115
ECB_00059	8
ECB_00060	1
ECB_00061	13
ECB_00062	5
ECB_00063	0
ECB_00064	0
ECB_00065	0
ECB_00066	0
ECB_00067	14
ECB_00068	0
ECB_00069	0
ECB_00070	0
ECB_00071	4
ECB_00072	13
ECB_00073	55
ECB_00074	44
ECB_00075	34
ECB_00076	24
ECB_00077	60
ECB_00078	1
ECB_00079	30
ECB_00080	20
ECB_00081	17
ECB_00082	9
ECB_00083	13
ECB_00084	2
ECB_00085	51
ECB_00086	39
ECB_00087	15
ECB_00088	32
ECB_00089	49
ECB_00090	14
ECB_00091	16
ECB_00092	52
ECB_00093	25
ECB_00094	27
ECB_00095	125
ECB_00096	144
ECB_00097	337
ECB_00098	23
ECB_00099	314
ECB_00100	8
ECB_00101	2
ECB_00102	4
ECB_00103	1
ECB_00104	20
ECB_00105	1
ECB_00106	1
ECB_00107	0
ECB_00108	6
ECB_00109	4
ECB_00110	10
ECB_00111	92
ECB_00112	29
ECB_00113	704
ECB_00114	244
ECB_00115	253
ECB_00116	0
ECB_00117	367
ECB_00118	3
ECB_00119	12
ECB_00120	14
ECB_00121	14
ECB_00122	30
ECB_00123	127
ECB_00124	47
ECB_00125	35
ECB_00126	17
ECB_00127	23
ECB_00128	2
ECB_00129	6
ECB_00130	12
ECB_00131	0
ECB_00132	16
ECB_00133	4
ECB_00134	1
ECB_00135	0
ECB_00136	0
ECB_00137	0
ECB_00138	0
ECB_00139	1
ECB_00140	0
ECB_00141	2
ECB_00142	31
ECB_00143	4
ECB_00144	29
ECB_00145	16
ECB_00146	2
ECB_00147	12
ECB_00148	26
ECB_00149	6
ECB_00150	1
ECB_00151	3
ECB_00152	8
ECB_00153	31
ECB_00154	12
ECB_00155	59
ECB_00156	0
ECB_00157	7
ECB_00158	14
ECB_00159	4
ECB_00160	52
ECB_00161	2
ECB_00162	11
ECB_00163	7
ECB_00164	27
ECB_00165	10
ECB_00166	34
ECB_00167	615
ECB_00168	265
ECB_00169	20
ECB_00170	235
ECB_00171	10
ECB_00172	67
ECB_00173	20
ECB_00174	83
ECB_00175	314
ECB_00176	167
ECB_00177	153
ECB_00178	60
ECB_00179	35
ECB_00180	20
