gene_ID	count
ECB_00001	20
ECB_00002	17
ECB_00003	7
ECB_00004	4
ECB_00005	2
ECB_00006	0
ECB_00007	0
ECB_00008	35
ECB_00009	14
ECB_00010	2
ECB_00011	1
ECB_00012	0
ECB_00013	0
ECB_00014	108
ECB_00015	2
ECB_00016	1
ECB_00017	2
ECB_00018	26
ECB_00019	2
ECB_00020	0
ECB_00021	1
ECB_00022	0
ECB_00023	1
ECB_00024	0
ECB_00025	0
ECB_00026	0
ECB_00027	7
ECB_00028	0
ECB_00029	3
ECB_00030	8
ECB_00031	4
ECB_00032	0
ECB_00033	0
ECB_00034	0
ECB_00035	1
ECB_00036	20
ECB_00037	19
ECB_00038	7
ECB_00039	1
ECB_00040	0
ECB_00041	0
ECB_00042	1
ECB_00043	13
ECB_00044	9
ECB_00045	0
ECB_00046	0
ECB_00047	0
ECB_00048	0
ECB_00049	1
ECB_00050	0
ECB_00051	4
ECB_00052	34
ECB_00053	0
ECB_00054	0
ECB_00055	4
ECB_00056	4
ECB_00057	4
ECB_00058	7
ECB_00059	2
ECB_00060	4
ECB_00061	0
ECB_00062	5
ECB_00063	0
ECB_00064	6
ECB_00065	15
ECB_00066	36
ECB_00067	54
ECB_00068	1
ECB_00069	0
ECB_00070	0
ECB_00071	3
ECB_00072	5
ECB_00073	1
ECB_00074	0
ECB_00075	0
ECB_00076	5
ECB_00077	95
ECB_00078	2
ECB_00079	3
ECB_00080	2
ECB_00081	30
ECB_00082	27
ECB_00083	21
ECB_00084	11
ECB_00085	5
ECB_00086	0
ECB_00087	0
ECB_00088	0
ECB_00089	4
ECB_00090	1
ECB_00091	0
ECB_00092	0
ECB_00093	3
ECB_00094	4
ECB_00095	25
ECB_00096	10
ECB_00097	644
ECB_00098	7
ECB_00099	22
ECB_00100	3
ECB_00101	1
ECB_00102	2
ECB_00103	1
ECB_00104	3
ECB_00105	1
ECB_00106	1
ECB_00107	0
ECB_00108	2
ECB_00109	2
ECB_00110	4
ECB_00111	29
ECB_00112	11
ECB_00113	122
ECB_00114	37
ECB_00115	78
ECB_00116	3
ECB_00117	24
ECB_00118	46
ECB_00119	2
ECB_00120	0
ECB_00121	1
ECB_00122	1
ECB_00123	21
ECB_00124	4
ECB_00125	2
ECB_00126	0
ECB_00127	12
ECB_00128	3
ECB_00129	10
ECB_00130	4
ECB_00131	9
ECB_00132	8
ECB_00133	7
ECB_00134	15
ECB_00135	1
ECB_00136	1
ECB_00137	0
ECB_00138	1
ECB_00139	0
ECB_00140	0
ECB_00141	0
ECB_00142	1
ECB_00143	2
ECB_00144	85
ECB_00145	32
ECB_00146	0
ECB_00147	4
ECB_00148	6
ECB_00149	19
ECB_00150	1
ECB_00151	0
ECB_00152	2
ECB_00153	44
ECB_00154	2
ECB_00155	95
ECB_00156	0
ECB_00157	1
ECB_00158	5
ECB_00159	1
ECB_00160	25
ECB_00161	2
ECB_00162	19
ECB_00163	1
ECB_00164	7
ECB_00165	9
ECB_00166	21
ECB_00167	14
ECB_00168	4
ECB_00169	3
ECB_00170	56
ECB_00171	2
ECB_00172	2
ECB_00173	9
ECB_00174	2
ECB_00175	17
ECB_00176	26
ECB_00177	25
ECB_00178	9
ECB_00179	2
ECB_00180	0
ECB_00181	1
ECB_00182	3
ECB_00183	1
ECB_00184	13
ECB_00185	4
ECB_00186	3
ECB_00187	9
ECB_00188	3
ECB_00189	2
ECB_00190	0
ECB_00191	6
ECB_00192	3
ECB_00193	70
ECB_00194	5
ECB_00195	1
ECB_00196	0
ECB_00197	3
ECB_00198	0
ECB_00199	2
ECB_00200	1
ECB_00201	4
ECB_00202	31
ECB_00203	6
ECB_00204	7
ECB_00205	2
ECB_00206	5
ECB_00207	1
ECB_00208	7
ECB_00209	0
ECB_00210	0
ECB_00211	0
ECB_00212	4
ECB_00213	10
ECB_00214	5
ECB_00215	8
ECB_00216	767
ECB_00217	11
ECB_00218	1
ECB_00219	16
ECB_00220	82
ECB_00221	30
ECB_00222	0
ECB_00223	1
ECB_00224	5
ECB_00225	0
ECB_00226	5
ECB_00227	0
ECB_00228	0
