CONTAMINANT_P01966,5,1,,1,12,1,1,1,1,1,10,2,,4,4,,,,,,
CONTAMINANT_P02070,,5.5,3.5,1,3,4,1.5,,,1,2,,1.5,1,9.5,,,,1,,
CONTAMINANT_P02533,8.35,8.27,22.4,20.59,5.77,5.52,10.63,14.89,10.53,7.44,8.08,3.5,6.87,3,12.01,7.64,6.05,14.51,18.1,10.83,5.42
CONTAMINANT_P02535-1,32.54,33.63,20.57,15.9,15.83,9.12,13.58,10,11.73,14.17,20.5,12,12.97,11.4,26.77,19.72,18.7,27.38,14.13,19.78,6.98
CONTAMINANT_P02538,6.15,6.79,4.85,5.61,6.65,2.76,6.38,8.65,2.2,3.25,9.37,2.1,4.26,6.18,20.3,1.92,2.22,6.35,6.93,5.18,1.35
CONTAMINANT_P02584,4,3,3,5,17,3,7,2,9,3,8,2,3,,13,,,,1,,
CONTAMINANT_P02662,2,1,7,3,9,9,6,4,7,4,16,3,7,3,3,,,,2,,
CONTAMINANT_P02663,4,3,,1,4,3,5,16,1,2,12,1,3,1,28,,,1,,,
CONTAMINANT_P02666,5,3,,1,1,,,1,1,,2,,1,,2,,,,,,
CONTAMINANT_P02668,1,1,1,1,,6,1,1,7,1,1,,,,12,,,,,1,
CONTAMINANT_P02672,6,8,7,15,19,10,15,24,7,10,9,5,9,5,39,,,,1,1,
CONTAMINANT_P02676,4,3,11,6,10,9,16,18,7,4,29,2,6,5,14,,,,1.09,1,
CONTAMINANT_P02754,2,1,2,10,5,,5,4,,3,1,1,1,,14,,,,,1,
CONTAMINANT_P02768-1,19,13.5,8.5,14,21,12,19.5,15,26,12.5,23.5,,6,2,32,,,,2,2,
CONTAMINANT_P02769,6,21.5,14.5,19,15,13,15.5,16,17,14.5,25.5,5,3,3,87,2,,,,,
CONTAMINANT_P02777,,1,1,1,10,1,1,4,,,2,,1,1,9,,,,1,,
CONTAMINANT_P04258,7,18,31,32.5,47,42.5,42,82,32,26,45,28,38,25,60,,,1,13,6,
CONTAMINANT_P04259,4.67,5.88,5.04,6.16,7,7,4.09,8.07,4.61,5.58,8.87,3.6,5.1,4.1,17.6,1.92,2.22,5.18,4.43,5.18,1.35
CONTAMINANT_P04264,100.92,68.98,102.63,82.52,82.37,41.86,77.88,49.41,49.77,60.86,85.61,69.61,108.95,88.43,98.72,195.12,197.29,187.76,218.38,211.22,92.44
CONTAMINANT_P05784,2,2,7,10,12,7,10,17,7,7,13,8,3,2,38.08,,,0.29,3.09,,
CONTAMINANT_P05787,7.67,3.03,6,4.63,17.22,9.69,11.04,15.52,9.25,3.17,13.67,4.08,8.95,0.63,22.4,0.76,0.45,0.74,1.93,1.31,0.26
CONTAMINANT_P06868,1,4,12,15,40,15,27,33,30,11,28,3,7,1,33,,,,3,,
CONTAMINANT_P07224,3,8,15,17,11,26,12,22,9,8,12,3,7,3,41,,,,1,,
CONTAMINANT_P07477,1,0.5,2,1,11,2,,3,1,3,4,2,5,,35,,,,,,
CONTAMINANT_P07744,11.02,8.33,5.35,12.35,13.72,10,11,24.31,11.67,13.17,19.2,2.08,7.08,2.38,35.76,0.13,0.06,0.43,4.3,0.43,0.06
CONTAMINANT_P08727,8.58,11.56,14.84,12.08,12,10.03,11.01,9.5,11.96,6.84,17,1,8.73,2,13.28,0.73,0.55,2.66,1.73,6.23,
CONTAMINANT_P08729,4.02,6.25,2.43,4.51,14.99,4.6,2.25,18.67,22.59,4,14.87,2.98,1.36,2.3,17.79,0.38,0.06,0.21,0.8,0.76,1.06
CONTAMINANT_P08730-1,7.07,5.63,7.9,8.23,6.5,6.46,2.39,5,9.73,7.5,15.5,2,8.3,2.07,8.84,1.99,2.21,3.48,3.89,4.03,0.53
CONTAMINANT_P08779,10.32,9.02,8.14,7.89,7.85,6.13,7.94,7.14,5.27,6.93,15.25,7.5,4.85,4.33,11.58,9.14,7.05,11.51,7.77,7.83,0.42
CONTAMINANT_P09870,1,4,3,9,11,5,1,15,8,9,12,1,10,2,28,,,,1,,
CONTAMINANT_P0C1U8,,,2,2,,3,,2,,,2,1,1,2,7,,,,1,,
CONTAMINANT_P10096,2,2,10,7,7.5,3,9,11,11,4,19.5,4.5,2.5,3,14,3,2,4,5,4,3
CONTAMINANT_P12035,15.88,32.08,14.18,24.52,28.97,9.22,14.11,18.31,9.09,11.03,22.2,10.08,15.58,4.18,26.51,1.63,1.06,0.69,4.3,3.68,0.06
CONTAMINANT_P12763,,4,5,7,4,5,8,10,,2,8,3,1,2,2,,,,,,
CONTAMINANT_P13645,115.04,80.43,42.87,56.7,54.03,22.12,29.81,41,25.4,33.97,47.5,39.9,47.02,42.8,63.11,136.84,124.65,165.26,159.04,155.09,72.58
CONTAMINANT_P13646-1,6.65,2.3,10.09,5.77,21.41,4.05,4.14,21.67,7.07,4.92,5.75,2,6.13,2.4,21.33,1.27,1.67,2.32,1.17,3.3,0.53
CONTAMINANT_P13647,7.62,8.29,7.43,5.33,9.48,11.93,12.04,8.41,4.25,2.83,12.54,3.66,3.76,0.43,41.03,2.76,2.56,18.8,16.77,10.35,2.68
CONTAMINANT_P13717,8,4,3,4,3,2,,2,1,1,1,1,,,7,,,,1,,
CONTAMINANT_P15497,,3,5,7,8,3,6,11,13,13,6,2,2,,39,,,,,1,
CONTAMINANT_P15636,2,3,8,3,12,7,12,12,4,2,20,4,5,2,17,,,,5,1,
CONTAMINANT_P17690,1,2,1,6,15,3,7,6,9,4,11,,1,2,6,,,,1,1,
CONTAMINANT_P17697,2,5,12,13,18,14,17,11,7,6,15,3,10,4,30,,,,2,1,
CONTAMINANT_P19001,3.78,9.56,17.18,15.41,23.5,8.37,11.01,20.5,10.29,9.18,32,7,14.57,11.67,18.87,0.73,0.55,0.66,1.82,1.23,
CONTAMINANT_P19012,14.28,7.72,7.68,5.58,8.5,7.09,8.07,15.5,5.29,1.84,13,1,3.23,2.67,11.2,0.86,0.68,1.49,1.93,2.99,0.13
CONTAMINANT_P19013,14.86,15.09,36.83,28.89,18.12,25.06,29.11,25.08,23.81,28.28,23,10,27.67,6.28,97.19,0.25,,0.5,2.06,,
CONTAMINANT_P20930,36,44,68,73,115,50.5,64,157,55,40,116,19,43,20,124,,,1,10,2,2
CONTAMINANT_P21578,3,3,1,2,,2,2,5,4,2,4,,3,4,13,,,,1,,
CONTAMINANT_P21752,2,,,2,1,,,1,1,2,,,2,1,8,,,,,,
CONTAMINANT_P28800,29,11,10,4,10,6,8,13,7,4,7,,6,1,13,,,,2,1,
CONTAMINANT_P31096,,4,5,7,5,6,4,4,,5,3,1,1,1,17,,,1,1,,
CONTAMINANT_P34955,4,8,17,4,12,9,2,6,4,2,4,,6,1,17,,,,,,
CONTAMINANT_P35527,86,69,51,49,17,21,25,25,52,52,66,46,48,41,85.08,90,77,128.23,125,135,58
CONTAMINANT_P35900,5,6.1,5.28,8.1,10.18,12.25,9.1,8,3.5,7,8,3,4.2,4,21.63,0.33,1.33,0.83,0.6,0.67,0.33
CONTAMINANT_P35908,78.6,64.57,47.61,51.5,55.97,29.02,19.29,51.44,46.88,52.11,34.56,26.23,64.88,32.17,78.41,87.34,95.14,107.45,121.41,104.44,43.64
CONTAMINANT_P41361,9,11,8,10,10,13,5,6,11,4,15,3,8,5,19,,,,4,,
CONTAMINANT_P48668,4.67,4.21,5.2,6.66,7,9.5,8.59,10.07,5.11,6.08,9.54,4.77,4.6,8.77,26.43,1.92,2.22,6.18,7.6,4.85,1.01
CONTAMINANT_P50446,9.08,18.93,12.86,14,10.29,9.16,7.5,15.82,16.79,9.25,26.6,7.73,11.05,9.9,36.29,1.33,1.38,2.34,1.83,1.96,1.6
CONTAMINANT_P50448,2,8,4,11,8,2,9,1,4,5,7,1,5,,23,,,,,,
CONTAMINANT_P60413,,1,8,1,6,4,5,2,1,1,1,,1,,,,,,,,
CONTAMINANT_P60712,40,39,21,41,2,4,27,7,34,3,8,3,4,1,23,,,,18,8,
CONTAMINANT_P62894,1,3,2,2,5,4,3,7,3,2,5,1,2,1,19,,,,,,
CONTAMINANT_P67983,,,,,,,1,1,2,2,4,,,,2,,,,,,
CONTAMINANT_P78385,0.53,0.53,9.25,5.65,4.03,3.03,5.72,7.4,8.92,2.37,5,2.25,4.67,0.25,4.5,,,,2.2,2,1
CONTAMINANT_P78386,5.87,7.17,3.17,7.4,9.33,6.53,8.47,12.57,5.97,5.87,17,4,4.67,2,23.15,,,,0.2,,
CONTAMINANT_P81644,,,1,2,,,2,,2,1,4,,2,1,1,,,,,,
CONTAMINANT_Q01546,40.94,26.75,9.35,14.6,23.97,6.5,18,21.31,31.67,12.42,25.54,9.08,16.58,6.18,23.17,1.63,1.06,2.74,9.3,9.68,0.06
CONTAMINANT_Q03247,,9,10,6,30,10,13,15,14,15,20,2,6,2,14,,,,,,
CONTAMINANT_Q04695,3.51,6.27,10.54,10.8,11.02,2.52,7.29,19.56,6.2,1.69,7.33,1.5,7.95,2.5,7.59,1.06,0.88,1.49,6.16,2.89,0.33
CONTAMINANT_Q05443,,5,8,7,5,3,,4,26,7,10,,4,,18,,,2,1,,
CONTAMINANT_Q05B55,,2,2,6,4,3,2,9,2,5,5,1,3,1,2,,,,,,
CONTAMINANT_Q0IIK2,5.33,7,10,11,13.5,9.5,8.5,8.5,5,6,11.83,3.5,6.5,2.5,12.5,,,,0.5,,
CONTAMINANT_Q0V8M9,5,16.5,8,9,15,7,7,13,4,5,4.5,4,2,4,31.2,,,,2,4,1
CONTAMINANT_Q0VBK2,2.5,8,7,6,9.5,3,4,20,8,8,17.5,3,5,3.5,43,,,,,,
CONTAMINANT_Q0VCM5,5,9.5,6,6,9,12,9,7,6.5,10,17.5,4,5,10,68.5,,,1,1.5,1,
CONTAMINANT_Q14525,9.75,0.08,3.35,2.42,2.51,2.8,3.18,4.52,2.94,0.95,6.97,0.29,1.52,0.33,0.97,,,0.28,1.2,,
CONTAMINANT_Q14532,1.25,1.75,6.5,6.5,14.03,1.67,8.18,11.38,14.5,4.17,6.57,1,7.38,0.5,21.5,0.5,,1.06,1,1,
CONTAMINANT_Q14533,0.87,3.03,3.42,4.65,4.37,3.87,5.38,3.57,3.08,1.37,5,2.25,4.67,0.25,6.5,,,,0.7,1,
CONTAMINANT_Q148H6,8.25,10.3,8.3,4.3,9.7,3.06,2.75,15,5.5,7.8,4.5,1.4,6.3,4.4,21.1,0.48,0.57,1.18,0.85,0.83,0.68
CONTAMINANT_Q14CN4-1,1.35,7.35,12.31,7.55,11.57,10.03,5.67,16.1,5.12,3.07,10.49,8.27,5.1,5.47,28.47,0.13,0.06,0.61,0.8,0.43,0.06
CONTAMINANT_Q15323,0.56,0.28,1.02,0.58,1.85,0.64,0.18,3.12,0.94,1.03,3.22,0.29,0.38,,6.27,,,0.28,0.2,0.5,
CONTAMINANT_Q1A7A4,7,26,11,24,56,14,34,88.5,43,32,41.5,6,14,10,108.5,,1,3,8,5,1
CONTAMINANT_Q1RMK2,,1,4,5,2,5,3,5,6,2,5,1,1,,4.67,,,,2,1,
CONTAMINANT_Q1RMN8,,,1,4,,1,5,2,2,,5,,1,,14,,,,,,
CONTAMINANT_Q28065,5,2,6,4,13,10,6,14,5,5,8,,6,1,13,,,,1,1,
CONTAMINANT_Q28085,12,9,20,29,37,13,23,53,14,13,39,10,15,7,46,,,,,,
CONTAMINANT_Q28107,26,25,28,37,36,24,34,56,48,42,37,9,29,7,121,,,,6,8,
CONTAMINANT_Q28194,6,5,11,8,39,18,16,32,4,17,42,10,10,1,57,1,,,2,3,
CONTAMINANT_Q29443,5.33,7,10,11,14.5,9.5,9.5,7.5,5,6,11.83,3.5,7.5,3.5,11.5,,,,1.5,,
CONTAMINANT_Q29RQ1,12,6,13,26,26,12,14,30,18,10,30,10,13,3,55,,1,,1,,
CONTAMINANT_Q2HJF0,22.33,4,10,8,13,7,8,12,2,6,7.33,2,8,3,47,,,,3,,1
CONTAMINANT_Q2KIF2,4,,,3,4,3,1,1,2,1,1,1,,,22,,,,,,
CONTAMINANT_Q2KIG3,,4,2,,3,1,6,9,2,3,9,,3,3,34,,,,,,
CONTAMINANT_Q2KIH2,,2,1,,8,1,4,4,4,,5,,,1,13,,,,,,
CONTAMINANT_Q2KIS7,,10,3,9,4,3,2,5,13,5,14,1,1,5,7,,,,,1,
CONTAMINANT_Q2KIT0,1,3,2,,1,,1,6,,2,1,,,,12,,,,,2,
CONTAMINANT_Q2KIU3,,,1,,,,,2,,,1,,,,8,,,,1,,
CONTAMINANT_Q2KJ62,1.67,1.33,11.17,3.67,7.5,3.67,6.17,16.5,4.83,2.17,8.33,3.33,5.67,2.67,9.67,,,,,0.33,
CONTAMINANT_Q2KJ83,6,2,15,6,9,6,11,8,10,6,9,1,1,2,20,,,,,,
CONTAMINANT_Q2KJC7,6,4,8,8,13,4,5,21,6,5,22,4,7,1,42.5,,,,1,,
CONTAMINANT_Q2KJF1,1,3,6,5,13,7,3,13,5,2,7,,4,1,14,,,1,2,2,
CONTAMINANT_Q2M2I5,2.71,8,7,9,17,15.22,14.22,18,11,8,19,7,4,1,41,,,0.35,0.09,,
CONTAMINANT_Q2TBQ1,2,6,7,11,17,10,11,20,20,13,21,4,4,6,29,,,,,,
CONTAMINANT_Q2UVX4,27,41,25,17,47,26,28,53,34,20,38,11,17,8,123,,,,6,5,
CONTAMINANT_Q2YDI2,20,11,4,6,32,8,12,11,7,2,5,,4,1,13.2,,,,1,2,
CONTAMINANT_Q32MB2,0.63,6,9.63,9.9,12.03,10.42,4.44,6.35,4.84,2.34,9.12,3,6.33,5.26,24.61,0.13,0.06,0.67,0.3,5.43,0.06
CONTAMINANT_Q32PI4,3,8,11,20,19,15,19,26,12,16,20,6,8,8,33,,,,3,1,1
CONTAMINANT_Q32PJ2,,14,16,16,12,11,11,50,20,18,23,4,4,6,41,,,,5,3,1
CONTAMINANT_Q3KNV1,4.02,4.25,7.43,4.51,11.99,4.6,2.25,32.67,40.59,3,11.87,0.98,3.36,2.3,34.79,0.38,0.06,0.21,0.8,0.76,0.06
CONTAMINANT_Q3KUS7,3,6,13,10,19,23,11,23,11,7,10,2,4,2,22,,,,,,
CONTAMINANT_Q3LI72,,,,,,1,1,1,,,,,,,1,,,,,,
CONTAMINANT_Q3MHH8,1,3,5,8,18,4,9,10,11,3,6,,3,1,17,,,,,,1
CONTAMINANT_Q3MHN2,3,7,12,15,27,8,11,13,5,4,16,1,11,4,47,,,,,1,
CONTAMINANT_Q3MHN5,1,2,0.5,0.5,1,1.5,1,4,6.5,1,6.5,1.5,3,1.5,10.5,,,,1.5,,
CONTAMINANT_Q3SX09,2,6.5,12.5,14,7,7,7.5,3,4,4,6,,6.5,2,14.5,,,,,,
CONTAMINANT_Q3SX14,1,6,21,15,9,10,18,10,10,14,23,10,10,7,23,,,,1,,
CONTAMINANT_Q3SX28,1,8,22,15,22,29,22,18,17,3,34,8,11,2,48,,,,2,,
CONTAMINANT_Q3SY84,1.13,2,9.13,2.9,4.2,7.42,7.78,10.18,5.51,2.34,8.95,3.67,2.66,3.01,14.29,0.13,0.06,0.61,0.3,0.43,0.06
CONTAMINANT_Q3SZ57,2,10,7,12,13,10,29,15,5,8,19,3,13,3,29.17,,,,,,
CONTAMINANT_Q3SZH5,2,2,17,9,11,5,9,10,7,3,23,4,12,1,20,,,,,,
CONTAMINANT_Q3SZR3,,3,2,2,5,2,3,6,4,2,2,1,2,,23,,,,,,
CONTAMINANT_Q3SZV7,,4,10,8,11,5,21,8,10,1,28,3,6,2,10,,,,1,,
CONTAMINANT_Q3T052,7,9,7,4,18,7,14,12,15,7,19,2,1,3,38,,,,1,1,
CONTAMINANT_Q3TTY5,19.52,41.41,22.18,20.35,35.15,40.16,38,40.23,22.02,13.5,48.7,11.75,8.75,6.6,29,5.96,2.4,11.66,15.3,14.76,5.73
CONTAMINANT_Q3Y5Z3,2,2,2,4,6,3,5,7,2,,3,1,,,9,,,,1,,
CONTAMINANT_Q3ZAW8,2.67,0.8,3.68,4.94,7.85,6.6,9.35,4.64,6.48,5.83,11.5,3,2.2,1.83,10.38,0.42,0.5,1.41,0.95,1.1,0.42
CONTAMINANT_Q3ZBD7,3.5,3.5,18,15,9.5,16,7,18,13.5,17,22,4,3,3.5,27,,1,1,1,,4
CONTAMINANT_Q3ZBS7,4,3,5,14,4,,8,8,2,4,5,1,2,1,29,,,,,,
CONTAMINANT_Q497I4,10.11,7.25,31.58,11.33,14.16,13.74,12.18,9.68,2.94,1.33,15.75,2,2.68,4,10.4,,,0.28,,2,
CONTAMINANT_Q58D62,1,2,6,7,5,,4,4,6,9,8,1,2,1,8,,,,2,,
CONTAMINANT_Q5D862,7,15,27,24,47,34.5,60,57,14,11,78,12,18,10,39,1,,,2,2,
CONTAMINANT_Q5XKE5,12.91,7.91,13.07,8.38,17.36,6.43,3.54,20.56,6.17,8.92,13.7,1.33,15.08,7.68,19.01,2.13,1.56,0.63,5.05,4.3,0.56
CONTAMINANT_Q5XQN5,2.12,7.29,7.43,3.83,8.93,10.93,6.04,10.81,4.75,2.83,15.74,7.46,8.21,3.23,49.93,3.87,2.76,8.16,6.22,8.84,2.13
CONTAMINANT_Q61726,2.67,5.37,3.83,4,10.2,7.17,8.33,16.5,4.53,3.17,11.5,1,5.17,,18.6,,,,1,1,
CONTAMINANT_Q61782,0.2,0.35,2.34,0.24,0.1,3.35,0.6,1.39,0.39,,0.5,1,1.2,1,1.54,0.83,0.33,0.83,4.6,4.67,5.33
CONTAMINANT_Q6IFU5,1,2,3.28,4,3.08,0.15,7,5,2.2,,1.07,0.33,2,,4.94,,,,2,,
CONTAMINANT_Q6IFU6,13.77,15.08,20.5,19,14.5,10,13,10,17,8,14,4.33,11,4,25.17,,,,1,,
CONTAMINANT_Q6IFX2,8.89,7.49,15.51,15.08,11.02,11.77,11.79,17.17,5.64,3.69,12,4,12.45,2.5,16.12,0.33,0.33,4.4,3.36,0.67,0.33
CONTAMINANT_Q6IFZ6,21.11,18.6,16.2,14.75,22.23,15.02,17.88,26.11,18.47,11.86,33.36,12.23,11.13,12.17,44.62,3.22,3.02,4.89,12.54,7.95,1.84
CONTAMINANT_Q6IME9,4.52,6.01,8.65,8.05,10.73,4.03,11.17,12.1,18.46,6.07,11.99,2.77,8.6,1.22,25.47,0.13,0.06,0.61,3.3,0.43,0.06
CONTAMINANT_Q6ISB0,3.69,6.58,3.18,5.18,6.03,4.67,3,8.17,5.59,4.5,13.54,2.08,4.41,2.6,13.83,0.13,0.06,0.21,2.3,0.93,0.06
CONTAMINANT_Q6KB66-1,3.5,7,11,15,12.62,10,7,7,6,7,10.5,7,7,4.5,22.12,0.25,,,1,,
CONTAMINANT_Q6NT21,0.87,0.53,3.25,2.65,3.03,4.03,4.72,5.4,3.92,1.37,5,2.25,3.67,0.25,10.33,,,,0.2,,
CONTAMINANT_Q6NTB9,1.86,0.41,4.85,1.92,3.21,2.3,1.93,4.78,3.14,1.5,1.97,1.79,1.72,0.33,2.36,,,,0.2,,
CONTAMINANT_Q6NXH9,29.85,27.32,24.94,17.75,15.49,14.69,17.12,16.36,20.13,19.19,21.48,12.64,24.04,11.83,28.33,2.09,1.64,3.41,6.16,7.57,1.64
CONTAMINANT_Q6T181,1,2,3,7,5,4,4,12,2,5,3,3,1,,,,,,2,,
CONTAMINANT_Q7RTS7,1.63,5.66,11.46,13.07,13.7,12.42,9.11,17.18,8.43,4.18,15.12,0.67,9,1.31,53.09,0.13,0.06,0.67,0.3,0.43,0.06
CONTAMINANT_Q7RTT2,11.44,15.14,7.11,9,17.2,1.06,3.11,6.98,4.46,6.28,5.56,2.5,6.37,2.64,18.49,0.03,,0.31,2.14,0.2,
CONTAMINANT_Q7Z3Y7,7.75,7.3,10.8,3.63,11.7,3.06,4.64,29,3.5,6.8,12.5,5.9,5.3,4.4,16.43,1.48,1.57,2.68,2.85,4.83,2.68
CONTAMINANT_Q7Z3Y8,4.39,5.13,6.47,7.63,4.53,5.17,5.97,5,8,6.97,5.33,1.4,5.97,1.4,22.27,0.82,0.9,1.4,2.52,1.67,0.68
