,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,signChange,pick_data,growthPhase,test_for,contrast,base
1,ECB_00001,14.1428298694748,0.203235018823881,0.468126937846966,0.434145105510505,0.664183072914826,0.87556384115384,thrL,1,mrna,Sta,carbonSource,glycerol,glucose
2,ECB_00002,18.8565850789338,-0.344934104505157,0.609725790693599,-0.565720049520579,0.571584103509428,0.828621617541582,thrA,-1,mrna,Sta,carbonSource,glycerol,glucose
3,ECB_00003,7.16033149296168,-0.0797810857760882,0.62449574374279,-0.127752809487437,0.898344596523598,0.96753131558031,thrB,-1,mrna,Sta,carbonSource,glycerol,glucose
4,ECB_00004,6.72580820709594,0.16488211481556,0.696780610271279,0.236634189277118,0.812940594162212,0.935237888999662,thrC,1,mrna,Sta,carbonSource,glycerol,glucose
5,ECB_00005,1.24864738700942,0.0693017096550125,0.722650471466831,0.0958993488433549,0.923600511745696,0.978667200271815,yaaX,1,mrna,Sta,carbonSource,glycerol,glucose
6,ECB_00006,1.25204958985479,0.340409499472645,0.710523533095398,0.479096727436528,0.631869817760185,0.863867008526797,yaaA,1,mrna,Sta,carbonSource,glycerol,glucose
7,ECB_00007,0.292141894424653,0.535017654513764,0.887929544630775,0.602545165603469,0.54681130822631,NA,yaaJ,1,mrna,Sta,carbonSource,glycerol,glucose
8,ECB_00008,39.6899009536366,0.491488132017902,0.492412400486744,0.998122978893447,0.318219728689843,0.658179641124957,talB,1,mrna,Sta,carbonSource,glycerol,glucose
9,ECB_00009,6.50524862726978,-0.877386397301814,0.451188871444473,-1.94461001330302,0.0518219332317052,0.324958245571567,mogA,-1,mrna,Sta,carbonSource,glycerol,glucose
10,ECB_00010,2.35366320879242,-0.568129601554255,0.615926717726238,-0.922398047046195,0.356320988081844,0.694116727771781,yaaH,-1,mrna,Sta,carbonSource,glycerol,glucose
11,ECB_00013,0.069215263113572,-0.0306353910625281,0.876959110668551,-0.0349336596083404,0.972132640499214,NA,yaaI,-1,mrna,Sta,carbonSource,glycerol,glucose
12,ECB_00014,88.806503441466,-0.0373703555953865,0.553939630378925,-0.0674628669731089,0.9462132225138,0.986807994602702,dnaK,-1,mrna,Sta,carbonSource,glycerol,glucose
13,ECB_00015,4.33702690484307,-0.257803874286582,0.647267013383633,-0.398296018421972,0.690411995055293,0.885691392136622,dnaJ,-1,mrna,Sta,carbonSource,glycerol,glucose
14,ECB_00016,1.65341319721119,-0.326983195523526,0.720100203200565,-0.454080132279109,0.649771152520456,0.871824683432745,insL-1,-1,mrna,Sta,carbonSource,glycerol,glucose
15,ECB_00017,0.941377456397593,-0.379323934315037,0.731632120651036,-0.518462658497687,0.60413550708155,NA,mokC,-1,mrna,Sta,carbonSource,glycerol,glucose
16,ECB_00018,30.8664030683216,0.359018207168473,0.398751504784144,0.900355742513926,0.367930965329277,0.706035476730365,nhaA,1,mrna,Sta,carbonSource,glycerol,glucose
17,ECB_00019,1.96084489626861,-0.432340380160258,0.629114451818834,-0.687220550903445,0.491943755809476,0.772644578092717,nhaR,-1,mrna,Sta,carbonSource,glycerol,glucose
18,ECB_00020,0.338575285565431,-0.12213641267904,0.913836194450821,-0.133652413223181,0.893677436191397,NA,ECB_00020,-1,mrna,Sta,carbonSource,glycerol,glucose
19,ECB_00021,0.112651174995201,-0.271808312083741,0.959424395811466,-0.283303523727735,0.776944176348971,NA,ECB_00021,-1,mrna,Sta,carbonSource,glycerol,glucose
20,ECB_00022,0.0854228640476604,-0.104364726290941,0.894694704705285,-0.116648422911275,0.907138663688168,NA,ECB_00022,-1,mrna,Sta,carbonSource,glycerol,glucose
21,ECB_00023,0.0826168944208389,-0.0683835230284774,0.960503377471327,-0.0711955050158258,0.943242158818277,NA,insA-1,-1,mrna,Sta,carbonSource,glycerol,glucose
22,ECB_00024,0.597693468799706,-0.914075898275871,0.841108557740087,-1.08675139476863,0.277146693717772,NA,insB-1,-1,mrna,Sta,carbonSource,glycerol,glucose
23,ECB_00025,0.118852391884599,0.437896419294368,0.962002258940926,0.455192714179747,0.64897060163488,NA,ECB_00025,1,mrna,Sta,carbonSource,glycerol,glucose
24,ECB_00026,0.126446066249043,-0.158555002552604,0.966748455784204,-0.164008539764346,0.869724421087459,NA,ECB_00026,-1,mrna,Sta,carbonSource,glycerol,glucose
25,ECB_00027,22.8001507859546,-0.795019265456183,0.592143181388717,-1.34261322336208,0.179397246327379,0.511074031259391,rpsT,-1,mrna,Sta,carbonSource,glycerol,glucose
26,ECB_00028,0.145498423405883,0.317828332101315,0.966394431699008,0.328880549883286,0.742245976221909,NA,yaaY,1,mrna,Sta,carbonSource,glycerol,glucose
27,ECB_00029,3.78928680124873,-1.15686556484252,0.70210928788051,-1.64770012989688,0.099414221385253,0.414958167660269,ribF,-1,mrna,Sta,carbonSource,glycerol,glucose
28,ECB_00030,24.8366754375236,-0.652695142802634,0.681432400033777,-0.957828161341141,0.338149416179811,0.674870836514268,ileS,-1,mrna,Sta,carbonSource,glycerol,glucose
29,ECB_00031,4.43145238949103,0.153316809938983,0.762026990354318,0.20119603620299,0.840545290775549,0.948523649523698,lspA,1,mrna,Sta,carbonSource,glycerol,glucose
30,ECB_00032,0.657328959749413,-0.448664107058258,0.866991339556407,-0.517495488810553,0.604810317248,NA,fkpB,-1,mrna,Sta,carbonSource,glycerol,glucose
31,ECB_00033,4.62839609010693,-1.40448375074931,0.745827936051835,-1.88312033226347,0.0596840623769498,0.346133414555773,ispH,-1,mrna,Sta,carbonSource,glycerol,glucose
