,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_name,mRNA_ID,b.,signChange,pick_data,growthPhase,test_for,contrast,base
1,YP_003043230.1,0.0469011247692442,-0.080031119831993,0.776507048712598,-0.103065541986618,0.917910952854901,NA,thrL,ECB_00001,b0001,-1,protein,Sta,carbonSource,gluconate,glucose
2,YP_003043231.1,182.897172239726,0.304050972910387,0.528056371810278,0.575792640978921,0.564755348240374,0.717773592417945,thrA,ECB_00002,b0002,1,protein,Sta,carbonSource,gluconate,glucose
3,YP_003043232.1,41.9593050260877,0.457678404330408,0.574458361753117,0.79671292960847,0.42561777303313,0.616506844792651,thrB,ECB_00003,b0003,1,protein,Sta,carbonSource,gluconate,glucose
4,YP_003043233.1,178.93041930323,0.356282454389628,0.596416706901587,0.597371687055065,0.550259252437166,0.707564307786355,thrC,ECB_00004,b0004,1,protein,Sta,carbonSource,gluconate,glucose
5,YP_003043234.1,0.150946698062214,-0.170228062310296,0.929792070083385,-0.183081860759503,0.854733788231112,NA,yaaX,ECB_00005,b0005,-1,protein,Sta,carbonSource,gluconate,glucose
6,YP_003043235.1,27.0244268920059,0.677697495244147,0.473019645345034,1.43270475531691,0.151942229957539,0.369232495256984,yaaA,ECB_00006,b0006,1,protein,Sta,carbonSource,gluconate,glucose
7,YP_003043236.1,0.0983162072795633,-0.198184414714658,0.836349390401384,-0.23696366254245,0.812684980546421,NA,yaaJ,ECB_00007,b0007,-1,protein,Sta,carbonSource,gluconate,glucose
8,YP_003043237.1,145.393208489599,0.401939979811668,0.565097045655009,0.711276024007126,0.476913205996846,0.650439295218052,talB,ECB_00008,b0008,1,protein,Sta,carbonSource,gluconate,glucose
9,YP_003043238.1,8.86323480291221,0.742492985005792,0.507273978981703,1.46369223687812,0.143278057577986,0.360790191090999,mogA,ECB_00009,b0009,1,protein,Sta,carbonSource,gluconate,glucose
10,YP_003043239.1,0.0380004688949245,-0.0168300464240523,0.776436086452309,-0.0216760229434365,0.982706390198103,NA,yaaH,ECB_00010,b0010,-1,protein,Sta,carbonSource,gluconate,glucose
11,YP_003043242.1,0.460573079252133,-0.766751449316308,1.01708537561953,-0.753871275407204,0.450926520229578,NA,yaaI,ECB_00013,b0013,-1,protein,Sta,carbonSource,gluconate,glucose
12,YP_003043243.1,564.923448455879,0.323460227161087,0.544265956672589,0.594305455256811,0.552307830600532,0.709360045332908,dnaK,ECB_00014,b0014,1,protein,Sta,carbonSource,gluconate,glucose
